nif	year	inmovilizado_mat
"A08952012"	2013	161.863
"B79945150"	2015	162.111
"A81896375"	2011	162.12
"A28070167"	2012	162.457
"B81009151"	2008	162.49
"A28574044"	2014	162.762
"A28670636"	2012	163.005
"A46074647"	2011	163.056
"A15016595"	2007	163.38
"A33008921"	2015	163.431
"A41059445"	2007	163.64
"B27007897"	2010	163.736
"B08407322"	2010	163.793
"A08375537"	2017	163.811
"B45493707"	2015	164.002
"B28170215"	2014	164.223
"A03030350"	2016	164.343
"A08393571"	2011	164.744
"B27013556"	2009	164.761
"B83541912"	2014	164.989
"A39020805"	2015	165.312
"B28460681"	2012	165.601
"A08128035"	2017	165.637
"B28281095"	2017	165.637
"A08667016"	2010	165.887
"A50034024"	2016	165.935
"A08393571"	2015	166
"A28375913"	2013	166
"B27007897"	2009	166.098
"A08260663"	2013	166.374
"A17012626"	2010	166.487
"A14015101"	2017	166.722
"B33607649"	2014	166.754
"B97861843"	2016	167
"A96646880"	2009	167.028
"A20806329"	2014	167.478
"A59382762"	2008	167.479
"A31003304"	2017	167.955
"B28460681"	2013	168.186
"A48080881"	2017	168.415
"A46151973"	2014	168.476
"A46104485"	2014	169.469
"A97628242"	2013	169.513
"A95249199"	2017	169.725
"A46070777"	2007	169.79
"B84886837"	2016	169.911
"A28670636"	2011	170.121
"A11902814"	2017	170.175
"A48080881"	2008	170.819
"A28642122"	2008	170.9
"B58222548"	2009	171.066
"A33024852"	2014	171.068
"B79945150"	2011	171.109
"A08304628"	2014	171.336
"B11469491"	2008	171.587
"B27013556"	2010	171.717
"B28170215"	2013	172.024
"B19179662"	2017	172.14
"A17044546"	2014	172.193
"A28404614"	2017	172.228
"B08284002"	2017	172.249
"A50066562"	2013	172.469
"A10010445"	2015	172.664
"B08463424"	2012	172.724
"A48031140"	2015	173
"B80146517"	2014	173
"A30041883"	2015	173.104
"A28295806"	2017	173.108
"A08607988"	2014	173.176
"A28332914"	2009	173.184
"A28674968"	2017	173.395
"A33126244"	2017	173.451
"B59886531"	2013	174
"A46074647"	2013	174.181
"A08024317"	2008	174.32
"B84348622"	2015	174.44
"A73093734"	2017	175.256
"A45013620"	2014	175.467
"A33607573"	2009	175.756
"A28475770"	2012	175.991
"A63746275"	2015	176.134
"B64555980"	2016	176.233
"B36684157"	2009	176.434
"A28574044"	2011	176.557
"B27013556"	2008	176.674
"A79259404"	2013	176.953
"A23014871"	2015	177.066
"B07029465"	2013	177.138
"B79033700"	2017	177.403
"A08354441"	2014	177.696
"A08128035"	2016	177.839
"B96683347"	2011	178.088
"A03036373"	2016	178.318
"A79259404"	2014	178.331
"A30041719"	2010	178.423
"A08075293"	2011	178.585
"A08737249"	2012	178.706
"B03091527"	2014	178.751
"A15010994"	2015	179.041
"B31083488"	2011	179.051
"A78526811"	2010	179.647
"A03030350"	2017	179.774
"B27013556"	2012	179.89
"B81864894"	2013	180
"A78526811"	2007	180.158
"A33126244"	2011	180.354
"A61797536"	2008	181
"B83393223"	2013	181.144
"A08663098"	2014	181.294
"A08036709"	2009	181.346
"A14015101"	2014	181.417
"A20049755"	2013	181.493
"B03091527"	2015	181.603
"A28167443"	2014	181.786
"A08691503"	2010	182.034
"A08334906"	2012	182.268
"B59162701"	2007	182.323
"B79863288"	2011	182.588
"A08663098"	2013	182.621
"A28427516"	2008	182.709
"A11902814"	2010	182.842
"A28487601"	2015	183.108
"B08463424"	2015	183.254
"B08413247"	2014	183.269
"A17003757"	2015	183.744
"A09015256"	2009	184.132
"B62263272"	2009	184.148
"A20806329"	2013	184.352
"A28574044"	2013	184.937
"A08952012"	2012	184.99
"A78990603"	2017	185
"A46463311"	2013	185.175
"A08667016"	2012	185.184
"A40004731"	2011	185.439
"A08507741"	2013	185.54
"A15016595"	2008	185.778
"B39021217"	2012	186.208
"A40004731"	2007	186.369
"A08508418"	2014	186.503
"B46157285"	2017	186.565
"A35115856"	2015	186.672
"B61395497"	2014	186.734
"A09015256"	2011	187.409
"B58613076"	2017	187.505
"B27007897"	2017	187.789
"A08334906"	2011	187.88
"A39022660"	2009	187.962
"A05007687"	2014	188.165
"B81542813"	2014	188.368
"A28295806"	2015	188.427
"A05007687"	2012	188.577
"A28290799"	2017	188.582
"A79203568"	2016	188.811
"A46463311"	2017	188.896
"B28460681"	2011	188.902
"B79863288"	2014	189.181
"B46151411"	2016	189.535
"A08604159"	2014	189.555
"A81896375"	2010	189.68
"A28192532"	2016	189.744
"A28219541"	2012	189.919
"B46151411"	2014	190.058
"B03010634"	2009	190.104
"A29050572"	2016	190.288
"B39021217"	2011	190.454
"A30041883"	2014	191.041
"B35043637"	2014	191.136
"A28070167"	2011	191.197
"A28192532"	2017	191.234
"A96646880"	2008	191.488
"A82405788"	2012	191.722
"A14012819"	2010	191.768
"A11902814"	2011	191.828
"A28070167"	2013	191.868
"A03036373"	2014	192.406
"A30016687"	2014	192.954
"A28923662"	2016	193
"A03030350"	2012	193.123
"A50034024"	2014	193.162
"A08687204"	2013	193.347
"A30016687"	2012	193.539
"A40004731"	2008	193.601
"A79203568"	2015	193.671
"V95436002"	2017	193.859
"A08604159"	2015	194.159
"A78526811"	2013	194.61
"A50034024"	2015	194.618
"A11902814"	2015	195.265
"A08131112"	2012	195.345
"A59382762"	2013	195.801
"B63100150"	2010	195.974
"A39022660"	2008	196.016
"A15010994"	2014	196.522
"A30016687"	2017	196.678
"A15016595"	2012	196.897
"B61395497"	2012	196.968
"A09015256"	2010	196.972
"A08375537"	2016	197.131
"A08354441"	2011	197.277
"A41088493"	2011	197.453
"A61587358"	2011	197.509
"A08644932"	2012	197.614
"A50066562"	2010	197.642
"A36619476"	2016	197.756
"A46131769"	2009	197.799
"B58779018"	2015	197.954
"B83211318"	2010	198
"B27007897"	2008	198.307
"A34169144"	2014	198.316
"A48117881"	2011	198.406
"B01015221"	2016	198.514
"A28167443"	2011	198.562
"B84886837"	2015	198.585
"A46463311"	2014	198.618
"B58779018"	2012	198.808
"A30016687"	2013	198.984
"A30016687"	2015	199.042
"A28192532"	2007	199.054
"A08354441"	2010	199.082
"A08393571"	2010	199.128
"B58779018"	2014	199.24
"B81542813"	2013	199.31
"A59736686"	2008	199.387
"A27014430"	2014	199.399
"A58061383"	2011	199.941
"A60853413"	2009	200.014
"B35043637"	2013	200.042
"A04413340"	2011	200.098
"B60241437"	2013	200.182
"A08117806"	2009	200.386
"A41014986"	2016	200.403
"A46463311"	2016	200.456
"B27007897"	2016	200.697
"A08409948"	2014	200.815
"A08013898"	2014	201
"A28923662"	2015	201
"A28167443"	2012	201.25
"A63746275"	2014	201.282
"A08131112"	2015	201.287
"A22007314"	2011	201.353
"B50067586"	2015	201.757
"A08393571"	2014	201.967
"A46074647"	2016	201.972
"B82435371"	2014	202
"A46104485"	2015	202.061
"A08131112"	2013	202.074
"A20049755"	2012	202.239
"B61395497"	2013	202.395
"A17012626"	2016	202.451
"A28167443"	2013	202.607
"A08334906"	2010	202.765
"B82612896"	2016	202.845
"B61395497"	2011	202.86
"A08667016"	2013	202.87
"A46068862"	2010	202.902
"A09015256"	2007	202.914
"A28332914"	2007	203
"A58348038"	2011	203.156
"A09015256"	2008	203.388
"A40004731"	2010	203.428
"A58061383"	2012	203.596
"B18012831"	2007	203.911
"A46068862"	2011	203.956
"B41045089"	2017	204.169
"A28219202"	2016	204.231
"A81896375"	2009	204.962
"B92963628"	2017	205.003
"A08952012"	2014	205.306
"A78097656"	2015	205.317
"B08195653"	2014	205.637
"B82207275"	2017	206
"B62263272"	2017	206.587
"A39022660"	2007	206.689
"A08131112"	2014	206.738
"B03091527"	2017	206.817
"A03030350"	2015	207.362
"A03030350"	2014	207.401
"B35043637"	2012	207.632
"A11902814"	2012	207.776
"A08203887"	2017	207.973
"B80146517"	2015	208
"A80352750"	2016	208
"A28193209"	2011	208.106
"A04006706"	2015	208.266
"B08195653"	2013	208.498
"A08691503"	2017	208.779
"A09015256"	2013	208.92
"A08013898"	2017	209.003
"B35043637"	2017	209.343
"A05007687"	2015	209.711
"A46068862"	2012	209.945
"A28574044"	2012	210.025
"A03030350"	2011	210.103
"A41022609"	2012	210.186
"A80433519"	2008	210.29
"A17044546"	2012	210.344
"A15012305"	2007	210.403
"A11902814"	2014	210.707
"A08691503"	2012	210.865
"B03020914"	2012	211.279
"A08508418"	2013	211.314
"A46106928"	2017	211.484
"A20049755"	2014	211.666
"B58613076"	2016	211.77
"B19179662"	2016	211.818
"A08409948"	2010	212.241
"B03091527"	2016	212.738
"B83741835"	2014	212.834
"A11902814"	2013	212.945
"A14012819"	2009	212.996
"A15016595"	2011	213.128
"A35115856"	2014	213.305
"A60853413"	2008	213.94
"A80352750"	2015	214
"A28027811"	2015	214.039
"A22013072"	2007	214.07
"A40004731"	2009	214.116
"A08409948"	2017	214.336
"A28192532"	2009	214.4
"A78020732"	2009	214.532
"A45013620"	2013	214.541
"A08290405"	2008	214.891
"A78990603"	2016	215
"B79863288"	2010	215.284
"B08463424"	2014	215.773
"A41022609"	2011	215.849
"A08514028"	2016	215.876
"A08507741"	2011	215.916
"A08687204"	2008	215.925
"A08952012"	2009	216.169
"B39021217"	2010	216.201
"A21144498"	2017	216.205
"A08708620"	2008	216.21
"A59382762"	2015	216.47
"A79290565"	2010	216.537
"A14012819"	2008	216.816
"B33119983"	2008	216.876
"A50060011"	2017	216.957
"A96646880"	2007	216.984
"A28070167"	2010	217.044
"A30018147"	2015	217.083
"A62400718"	2015	217.125
"A08198392"	2011	217.203
"A08354441"	2017	217.635
"A28475770"	2011	218.03
"A28132959"	2014	218.08
"A29050572"	2017	218.328
"B45493418"	2015	218.416
"F95073748"	2008	218.46
"B03091527"	2013	218.476
"A46068862"	2008	218.545
"A31189350"	2010	218.591
"A81933772"	2012	218.931
"B58779018"	2013	219.33
"A45013620"	2016	219.352
"A20557294"	2008	219.397
"A28675908"	2010	219.952
"A09354176"	2012	219.997
"A05007687"	2011	220.606
"A08604159"	2013	220.614
"A08737249"	2009	220.836
"A28200384"	2010	221.184
"A08425902"	2017	221.538
"A28192532"	2008	221.566
"A79259388"	2009	221.686
"A30016687"	2011	221.825
"A28192532"	2015	222.371
"A28027811"	2014	222.394
"A08737249"	2011	222.404
"A58348038"	2010	222.422
"A05007687"	2013	222.657
"B14030720"	2007	222.743
"A28375913"	2012	223
"B84886837"	2014	223.178
"A59382762"	2014	223.208
"A28192532"	2012	223.287
"A29050572"	2014	223.352
"B27007897"	2007	223.538
"A08612103"	2012	223.638
"B03010634"	2008	223.734
"B03010634"	2017	223.833
"B27013382"	2015	223.97
"A92111871"	2016	224
"A14015101"	2016	224.181
"A78521168"	2013	224.305
"B83393223"	2010	224.603
"B33119983"	2011	224.814
"A46463311"	2010	224.821
"A46463311"	2011	225.061
"A08273898"	2013	225.064
"A08667016"	2014	225.078
"A08013898"	2016	225.101
"A28649879"	2011	225.311
"B35043637"	2016	225.925
"A33126244"	2016	225.963
"V95436002"	2016	225.999
"A46463311"	2012	226.025
"A60853413"	2007	226.05
"A28290799"	2016	226.714
"A45012226"	2010	226.832
"A92111871"	2015	227
"B08619405"	2014	227.516
"A46122065"	2014	227.796
"A46151973"	2013	227.828
"A41014986"	2015	228.206
"B39021217"	2013	228.315
"B60024353"	2009	228.516
"A17012626"	2012	228.621
"B62263272"	2007	228.627
"A08612103"	2011	228.838
"A08508418"	2010	228.871
"B03010634"	2007	228.931
"A08667016"	2011	229.708
"A17044546"	2013	229.876
"A78990603"	2015	230.113
"A29051067"	2011	230.215
"A28132959"	2015	230.344
"A08644932"	2013	230.938
"A28375913"	2011	231
"A22013072"	2008	231.34
"A08574881"	2014	231.344
"B33607649"	2013	231.436
"A22007314"	2009	231.465
"B08304610"	2013	231.766
"B08195653"	2012	231.839
"A03030350"	2013	231.865
"A28618890"	2017	232.301
"A03036373"	2013	232.39
"B58613076"	2015	232.414
"B27007897"	2015	233.1
"A48080881"	2016	233.127
"A28219202"	2014	233.129
"B31072705"	2012	233.313
"B82612896"	2017	234.034
"A30041719"	2011	234.919
"B08660409"	2016	234.976
"A46068862"	2009	234.991
"F38008579"	2007	235.033
"A28345148"	2007	235.163
"A28192532"	2014	235.201
"A08280323"	2017	235.301
"B30033666"	2017	235.402
"A29050572"	2013	236.431
"A08449399"	2014	236.522
"A08425902"	2016	236.99
"A08036709"	2008	237.172
"A58061383"	2013	237.229
"A15016595"	2010	237.26
"A15044530"	2012	237.393
"A08604159"	2008	237.519
"A08363640"	2012	237.63
"B08988149"	2012	237.795
"A08277014"	2013	237.875
"A21144498"	2015	237.892
"B08660409"	2013	238.135
"A30018147"	2012	238.164
"A14012819"	2007	238.3
"A60853413"	2010	238.332
"A30041883"	2012	238.915
"A08354441"	2016	238.98
"A08720708"	2009	238.994
"B14030720"	2010	239.141
"A28192532"	2013	239.363
"A08574881"	2013	239.421
"A46068862"	2007	239.878
"A27014430"	2013	239.938
"B97751978"	2014	240.176
"A08117806"	2008	240.57
"A50060011"	2016	240.588
"A08280323"	2016	240.98
"A21144498"	2016	241.104
"A20049755"	2011	241.282
"B74148388"	2016	241.817
"B59886531"	2012	242
"A46463311"	2015	242.106
"A28637502"	2017	242.936
"B35043637"	2015	243.218
"A28313542"	2013	243.237
"A73093734"	2016	243.458
"A58664764"	2013	243.473
"A27014430"	2012	243.566
"B83741835"	2015	243.625
"A30016687"	2016	243.693
"B08619405"	2013	243.697
"A45013620"	2017	243.817
"A28167443"	2015	244
"A08290405"	2010	244.489
"A50034024"	2013	244.514
"A28375913"	2017	244.665
"A08425902"	2014	244.667
"A08198392"	2010	244.904
"B14030720"	2009	245.137
"A78990603"	2013	245.475
"B08413247"	2013	245.773
"A78020732"	2010	246.065
"A08604159"	2012	246.346
"B08195653"	2011	246.381
"A28487007"	2007	246.645
"A08280323"	2015	246.669
"A05007687"	2010	246.715
"A33607573"	2010	246.767
"A28219202"	2013	246.882
"A28636025"	2008	246.89
"V95436002"	2014	246.945
"B08619405"	2017	247.1
"A46014155"	2017	247.44
"A28580520"	2015	247.602
"A95249199"	2016	247.715
"A08198392"	2012	247.875
"A09015256"	2014	248.058
"A08372351"	2007	248.31
"A28167443"	2010	248.891
"A61797536"	2011	249
"A78100609"	2011	249.051
"A28193209"	2012	249.307
"A08013898"	2015	249.354
"B08013963"	2007	249.4
"B19179662"	2015	249.705
"B08988149"	2011	249.988
"A28192532"	2011	250.129
"B62263272"	2008	250.228
"A43029339"	2011	250.404
"B03039781"	2008	250.546
"A26001867"	2008	250.89
"A28579373"	2013	251.05
"A08393571"	2009	251.173
"A78100609"	2010	251.348
"A08425902"	2013	251.478
"A48000939"	2007	251.56
"B62293113"	2014	251.933
"A08280323"	2014	252.283
"B31066798"	2015	252.4
"B39021217"	2008	252.435
"A08737249"	2010	252.457
"B30033666"	2016	252.993
"A92111871"	2017	253
"A28487601"	2014	253.308
"B08660409"	2011	253.468
"A53559530"	2008	253.593
"B08988149"	2013	253.77
"A28067338"	2014	253.792
"B81864894"	2016	254
"V43661891"	2015	254.051
"A24056319"	2017	254.487
"A08425902"	2015	254.492
"A15033699"	2017	254.589
"A08952012"	2015	254.675
"A08737249"	2008	254.796
"B95422721"	2017	255.405
"A41022989"	2017	255.697
"A08013898"	2013	255.853
"A08425902"	2012	255.943
"A28814135"	2010	255.963
"A28923662"	2013	256
"A46122065"	2015	256.288
"A28449569"	2008	256.945
"B79033700"	2016	256.986
"A30018147"	2010	257.109
"A08280323"	2013	257.187
"A60853413"	2011	257.239
"A10010445"	2013	257.413
"A29050572"	2015	257.462
"A36619476"	2015	257.797
"A08418030"	2014	257.939
"B08013963"	2008	257.955
"B59886531"	2011	258
"B79863288"	2013	258.049
"B50001874"	2012	258.117
"A28675908"	2011	258.256
"A28427516"	2009	258.339
"A01008069"	2016	258.53
"A47438262"	2011	258.703
"A28579373"	2007	258.873
"A81896375"	2008	258.88
"B08619405"	2012	258.955
"A08691503"	2013	259.182
"A96646880"	2017	259.261
"A28193209"	2013	259.278
"A28411585"	2014	259.303
"A28511004"	2010	259.498
"A33126244"	2015	259.551
"B03091527"	2012	259.573
"A08720708"	2008	259.815
"A46068862"	2013	260.034
"A25026139"	2015	260.083
"A08737249"	2007	260.22
"A01004993"	2015	260.342
"A01015510"	2017	260.532
"A15016595"	2009	260.717
"A28411577"	2014	261.532
"A79259362"	2011	261.672
"B82529017"	2014	261.89
"A08514028"	2015	261.925
"A17012626"	2015	262.187
"A28219202"	2012	262.416
"A80359730"	2015	262.493
"B08988149"	2008	262.618
"A10010445"	2014	262.618
"A08277014"	2017	262.727
"A09015256"	2017	263.049
"A08117806"	2007	263.06
"A28636025"	2012	263.84
"A82405788"	2011	263.843
"A28420602"	2017	264.191
"A29051067"	2016	264.405
"A48117881"	2010	264.418
"B27007897"	2014	264.846
"B08013963"	2009	265.021
"B38025920"	2016	265.031
"B27007897"	2013	265.607
"B59162701"	2017	265.691
"A28675908"	2013	265.848
"A33126244"	2010	266.417
"B81009151"	2007	266.86
"A08533119"	2008	266.92
"A28814135"	2009	266.96
"A28193209"	2017	266.99
"B33119983"	2013	267.379
"B50068105"	2011	267.409
"B08660409"	2012	268.106
"A41022609"	2013	268.339
"A28674968"	2016	268.667
"A28132959"	2013	268.95
"B81864894"	2010	269
"A47214424"	2017	269.076
"A28487601"	2013	269.114
"B03010634"	2015	269.288
"A03036373"	2012	269.407
"A08612103"	2013	270.61
"A79259339"	2010	270.706
"A28292084"	2017	271.017
"B08013963"	2010	271.021
"A17003757"	2014	271.515
"A28117026"	2014	271.563
"B08988149"	2010	271.646
"A08934168"	2010	271.881
"A28290799"	2015	271.903
"B03010634"	2016	272.436
"A28200384"	2016	272.812
"A78990603"	2012	273.091
"A08612103"	2007	273.154
"A50060011"	2015	273.456
"B59162701"	2012	274.19
"A28724219"	2017	274.677
"A41022609"	2014	274.752
"B08660409"	2014	274.805
"B06368674"	2012	274.851
"B60544046"	2012	274.974
"A24056319"	2014	275.095
"V95436002"	2015	275.297
"A28192532"	2010	275.318
"B59162701"	2011	275.52
"B08013963"	2011	275.756
"A17044546"	2016	275.922
"A08021768"	2009	276.163
"A10011641"	2007	276.19
"A46165304"	2016	276.245
"A79290565"	2012	276.618
"A28675908"	2014	277.065
"A08198392"	2013	277.066
"B03039781"	2007	277.528
"A17012626"	2014	277.625
"A46106928"	2016	277.954
"A08128035"	2015	278.046
"A08906208"	2007	278.06
"A28292084"	2016	278.594
"A08708620"	2007	278.64
"B46151411"	2015	278.773
"A78990603"	2014	278.887
"A08277014"	2012	278.893
"A45012531"	2016	279.202
"A48080881"	2015	279.357
"B36609485"	2013	279.568
"B08195653"	2010	279.569
"A08013898"	2012	279.824
"A08604159"	2011	279.876
"A48040232"	2016	280.168
"A01016591"	2017	280.475
"A08644932"	2016	280.649
"A08507741"	2014	280.979
"A09354176"	2013	281.08
"B08499410"	2014	281.373
"A50034024"	2012	281.458
"A46106928"	2013	281.516
"B62263272"	2013	281.648
"A28117026"	2015	281.982
"A41008640"	2015	282
"A41008640"	2017	282
"B62263272"	2016	282.056
"B33119983"	2010	282.196
"A28345148"	2008	282.585
"B33029729"	2016	282.637
"A28345148"	2015	282.777
"A08906208"	2010	283.019
"A41022989"	2015	283.124
"B82175001"	2016	283.213
"A08691503"	2014	283.76
"A28579373"	2012	283.86
"A38027637"	2017	283.95
"A17003757"	2013	284.631
"A47013180"	2009	284.693
"A33126244"	2014	284.82
"B03091527"	2010	285.411
"A08612103"	2010	285.524
"B30606099"	2009	285.532
"A46122065"	2012	285.554
"A46068862"	2014	285.682
"A80352750"	2011	286
"A08612103"	2009	286.291
"B83393223"	2012	286.391
"A96646880"	2016	286.442
"B82175001"	2015	286.641
"A33055138"	2012	286.713
"B36609485"	2014	286.846
"A58394941"	2014	287.294
"B38425070"	2010	287.499
"A46122065"	2013	287.865
"A17044546"	2010	288.28
"A05007687"	2009	288.338
"A08612103"	2008	288.39
"A80732142"	2017	288.456
"A08508418"	2012	288.553
"A60016037"	2012	288.631
"A28441269"	2013	288.859
"A58348038"	2012	289.072
"A22012223"	2017	289.088
"A08243297"	2013	289.134
"B41086844"	2012	289.428
"A28441269"	2014	289.797
"B41072471"	2013	289.953
"A08607988"	2016	290.331
"B45493707"	2014	290.684
"A17044546"	2011	290.829
"B28498210"	2017	290.862
"B50068105"	2010	290.909
"B81864894"	2011	291
"B08463424"	2011	291.229
"A24056319"	2013	291.384
"A28067338"	2013	291.388
"A23012719"	2007	291.51
"B46151411"	2013	291.646
"A79290565"	2011	291.655
"B82207275"	2016	292
"A33019720"	2015	292.001
"B81864894"	2015	292.3
"A40006371"	2008	292.689
"A41098237"	2010	292.697
"A08354441"	2015	293.139
"A03084936"	2017	293.386
"B46149555"	2016	293.679
"B81303232"	2014	293.911
"A08203887"	2016	293.955
"B81864894"	2009	294
"A48403927"	2016	294.272
"A08393571"	2012	294.38
"A08278293"	2013	294.532
"A46122065"	2017	295.06
"A08720708"	2014	295.298
"B79033700"	2015	295.405
"B20049615"	2015	295.625
"A08013898"	2009	295.652
"A28416154"	2015	295.858
"A33055138"	2011	296.391
"B12662722"	2013	296.48
"B28623593"	2012	296.992
"A41695149"	2017	297
"B59162701"	2013	297.196
"A28579373"	2011	298.626
"A08514028"	2014	298.778
"A84534874"	2015	298.822
"A08507741"	2010	298.962
"A08304628"	2016	299.247
"A01016591"	2016	299.699
"A08334906"	2008	299.703
"A21144498"	2011	299.766
"A05007687"	2008	300.16
"A28193209"	2014	300.29
"A28167443"	2009	300.601
"A28636025"	2011	300.74
