nif	year	amortizacion
"B46012324"	2014	-3688.939
"B14008999"	2014	-3682.199
"A60362266"	2014	-3681.48
"A43028588"	2017	-3670.398
"B81335473"	2017	-3669.043
"A28106003"	2010	-3666
"A29453768"	2013	-3665.519
"A43028588"	2014	-3663.769
"B08125940"	2017	-3661.49
"A28352656"	2016	-3661.241
"A08146870"	2010	-3657.024
"A41087404"	2009	-3655.741
"A08016255"	2012	-3652
"B57208878"	2015	-3649.35
"A28900975"	2015	-3643.078
"B31798929"	2015	-3642.888
"A36036739"	2008	-3639.934
"A48031686"	2017	-3638
"B37014388"	2016	-3634.49
"A35023746"	2017	-3634
"A06244131"	2014	-3633.217
"A08626103"	2015	-3631.732
"A38023925"	2015	-3630.01
"A12019295"	2012	-3628.376
"A28985992"	2009	-3626.33
"A41035742"	2016	-3624.946
"V82171133"	2015	-3618.235
"A08384638"	2017	-3618.08
"B27321249"	2016	-3616.901
"B27321249"	2015	-3614.704
"B27321249"	2017	-3612.686
"A61557641"	2013	-3600.558
"B46132387"	2015	-3594.525
"A48031686"	2014	-3594
"A08439291"	2013	-3593.877
"A36006021"	2010	-3588.393
"B50561968"	2012	-3578.343
"A28155240"	2017	-3575.177
"A12095295"	2016	-3572.086
"A08146870"	2007	-3568.151
"A08146870"	2009	-3568.151
"A08146870"	2008	-3568.151
"B27321249"	2014	-3564.145
"A07190309"	2013	-3557.5
"A08157737"	2007	-3545.913
"A08360844"	2017	-3543.938
"A08192965"	2012	-3543.881
"B58836321"	2011	-3534
"B57362105"	2016	-3532.25
"B58075136"	2011	-3529.8
"B46039061"	2016	-3526.523
"A28359073"	2016	-3523.743
"A08626103"	2016	-3517.258
"A08031544"	2015	-3516.226
"B14008999"	2015	-3515.635
"A28600278"	2013	-3515
"A24022196"	2008	-3514.41
"A35023746"	2016	-3509
"B57208878"	2016	-3508.651
"A28057677"	2009	-3506.741
"B38318572"	2017	-3506.674
"A07052244"	2009	-3506.565
"A15685373"	2016	-3500.227
"A14530497"	2016	-3497.84
"A28693166"	2016	-3493.159
"B43579424"	2011	-3491.283
"A78320736"	2010	-3490
"B57175283"	2017	-3487.345
"B58075136"	2012	-3486.301
"B08463424"	2013	-3482.508
"B12541496"	2016	-3479.037
"B27014398"	2015	-3475.563
"A08332363"	2011	-3474.847
"A79259362"	2017	-3474.2
"A33006404"	2013	-3472.455
"B96246350"	2015	-3471.127
"B46012324"	2016	-3458.152
"A24020562"	2016	-3456.339
"B46132387"	2016	-3446.714
"A19122209"	2016	-3439
"A28155240"	2015	-3432.663
"A28712479"	2009	-3430.796
"A42000802"	2015	-3425
"B43110113"	2009	-3419.718
"V82171133"	2016	-3419.678
"A28900975"	2014	-3419.093
"A38645214"	2017	-3416.276
"A03402468"	2014	-3412.113
"A28148898"	2017	-3403
"B38318572"	2015	-3390.795
"A28814135"	2016	-3390
"A08106031"	2015	-3388
"A81933772"	2010	-3387.692
"A08513178"	2012	-3387.617
"A36006021"	2009	-3385.203
"A12461802"	2016	-3380.262
"A81496382"	2007	-3378.69
"A33778739"	2013	-3377.649
"A33013202"	2017	-3376.19
"B47572367"	2016	-3369.314
"A24022196"	2011	-3368.889
"B62916077"	2017	-3360
"A28485571"	2012	-3358.769
"A08513178"	2007	-3355.443
"A08663684"	2014	-3350.96
"A33689530"	2013	-3349.638
"A08106031"	2016	-3349
"A28407484"	2015	-3346.738
"A30017438"	2014	-3345.766
"A12461802"	2017	-3343.946
"A13008461"	2012	-3343.87
"A28155240"	2014	-3341.294
"A08116147"	2010	-3337
"A28138873"	2016	-3335
"A30017438"	2015	-3334.955
"A28126597"	2009	-3334.8
"B57208878"	2017	-3330.448
"A12023693"	2009	-3328.212
"A33006404"	2008	-3327.768
"A28485571"	2013	-3325.426
"A43020759"	2011	-3325.037
"A28600278"	2012	-3324
"A28057677"	2011	-3320.932
"B78496759"	2014	-3319.743
"B84227461"	2014	-3319
"A29453768"	2012	-3309.225
"A96945530"	2011	-3309.187
"B37014388"	2015	-3308.08
"A08331472"	2014	-3306.304
"A03734514"	2013	-3305.554
"A30017438"	2017	-3300.178
"A28407484"	2014	-3300.15
"A43020486"	2012	-3299.564
"A08626103"	2017	-3298.268
"A19122209"	2015	-3294
"A79259404"	2013	-3293.667
"A48865679"	2012	-3293.545
"A02013985"	2014	-3288.846
"A03681186"	2009	-3287.861
"A24020562"	2008	-3287.517
"A08031544"	2016	-3287.509
"A30017438"	2016	-3286.487
"A42000802"	2016	-3284
"A46226122"	2017	-3272.139
"A08106031"	2017	-3272
"A20038915"	2014	-3268.54
"A38645214"	2016	-3265.308
"B96324983"	2010	-3264.72
"A59736686"	2012	-3261.281
"B27014398"	2014	-3259.536
"B31009715"	2009	-3257.888
"A08721177"	2016	-3255.544
"A28138873"	2015	-3252
"B35042092"	2016	-3251
"A08384190"	2014	-3245.674
"A30023204"	2016	-3238.904
"A22008106"	2016	-3237.107
"A15685373"	2014	-3235.432
"A15685373"	2015	-3235.432
"A21006507"	2014	-3235.067
"A33013202"	2015	-3233.96
"A08663684"	2016	-3230.242
"A38023925"	2017	-3229.547
"A28700383"	2013	-3222.944
"A79259388"	2015	-3218.302
"A28900975"	2016	-3216.893
"A73350399"	2016	-3210.541
"B30558290"	2016	-3209.729
"A12095295"	2014	-3200.921
"B08125940"	2015	-3200.902
"A42000802"	2017	-3200
"A08384190"	2015	-3199.086
"A28106003"	2017	-3188.569
"A48865679"	2013	-3187.128
"A79259388"	2014	-3185.512
"A08999088"	2010	-3179.775
"A79259388"	2016	-3178.769
"A28013894"	2014	-3177.555
"A33689530"	2009	-3175.039
"A46226122"	2015	-3165.034
"A08031544"	2014	-3164.259
"A08622938"	2015	-3164.199
"B28557064"	2014	-3160.327
"B58075136"	2013	-3159.896
"C28863686"	2015	-3157.673
"A08622938"	2016	-3155.033
"A28352656"	2010	-3154.536
"A07919087"	2009	-3153.318
"A28571750"	2013	-3151.256
"B27014398"	2016	-3149.496
"B35504059"	2014	-3147
"A48002984"	2013	-3146.872
"B27013713"	2015	-3141.524
"B03158532"	2013	-3139.017
"A08002073"	2017	-3137.256
"A46226122"	2016	-3135.32
"A08721177"	2015	-3130.021
"A50049519"	2013	-3122.939
"A08721177"	2017	-3116.028
"A28106003"	2016	-3114.036
"A31138761"	2013	-3111.377
"A08291924"	2012	-3111.356
"A96862933"	2013	-3110.464
"B96324983"	2015	-3109.917
"A19122209"	2017	-3107
"A28491637"	2016	-3105.669
"A28693166"	2011	-3105.38
"B37012069"	2017	-3099.185
"B96324983"	2009	-3097.073
"A28228690"	2012	-3096.54
"A81931214"	2017	-3096.016
"A08439291"	2012	-3095.977
"A07190309"	2012	-3095.888
"A08513178"	2011	-3090.744
"A41017161"	2014	-3088.228
"A73350399"	2015	-3085.639
"A28359073"	2015	-3084.786
"B30020226"	2011	-3083.867
"B91235622"	2015	-3083.197
"A46052809"	2014	-3083
"B35504059"	2015	-3080
"B35042092"	2017	-3078
"A61557641"	2012	-3071.847
"A28013894"	2015	-3071.593
"A08257529"	2017	-3065.67
"B46039061"	2012	-3064.429
"B11024262"	2013	-3063.283
"B58875048"	2013	-3054.82
"A28359073"	2014	-3053
"B11024262"	2012	-3052.475
"A28359073"	2011	-3052
"F41114141"	2017	-3050.961
"A28712479"	2010	-3049.882
"A28012342"	2017	-3049
"A15052376"	2009	-3047.698
"A08721177"	2014	-3047.489
"A33689530"	2012	-3046.734
"B96952635"	2017	-3044.97
"B91235622"	2016	-3042.64
"A33006404"	2009	-3041.553
"A28400323"	2012	-3040.28
"A82683434"	2017	-3039.573
"A81410227"	2014	-3038.834
"A06008361"	2012	-3038.155
"A12019295"	2016	-3037.658
"B73070914"	2014	-3032.944
"A08663684"	2015	-3028.137
"A15052376"	2010	-3026.109
"V82171133"	2007	-3025.204
"A12512497"	2016	-3024.424
"B83814251"	2011	-3023.761
"A79259388"	2017	-3021.389
"A06388052"	2014	-3020.778
"A23016157"	2011	-3019.431
"V82171133"	2017	-3018.811
"A28352656"	2007	-3017.04
"A12011672"	2017	-3015.017
"A81957367"	2012	-3014.937
"A03734514"	2012	-3014.33
"A08360844"	2016	-3008.253
"A30023204"	2017	-3005.133
"A28600278"	2014	-3002
"B62916077"	2016	-2996
"A17021460"	2013	-2992.719
"A08622938"	2014	-2992.338
"B82612904"	2009	-2988.864
"A41035742"	2017	-2983.664
"A41035742"	2015	-2982.664
"A28485571"	2011	-2981.446
"B37012069"	2014	-2977.758
"A28600278"	2011	-2977
"A15010564"	2009	-2975.375
"A08703803"	2011	-2972.972
"A81593808"	2010	-2965.695
"A08999088"	2009	-2964.68
"A24020562"	2011	-2962.417
"B39026604"	2013	-2962.243
"A29661394"	2010	-2961.878
"A12010948"	2014	-2957.327
"A46226122"	2014	-2957.032
"A28012342"	2016	-2957
"A12095295"	2015	-2954.979
"A60362266"	2012	-2952.1
"A29453768"	2011	-2950.609
"A73350399"	2014	-2949.656
"A08192965"	2014	-2949.569
"A28352656"	2014	-2948.343
"A78320736"	2009	-2946
"B03158532"	2012	-2944.841
"B50561968"	2011	-2942.149
"B35042092"	2015	-2938
"A08002073"	2016	-2923.641
"B78908605"	2011	-2920.243
"A08331472"	2015	-2914.815
"A21006507"	2015	-2908.241
"A14530497"	2017	-2907.555
"A28341055"	2009	-2907.271
"B08243693"	2007	-2906.92
"A81410227"	2011	-2905.762
"B78459815"	2017	-2901.934
"A15506934"	2016	-2900.925
"A12512497"	2017	-2897.798
"B57208878"	2014	-2897.123
"A28091262"	2011	-2893.834
"A08002073"	2015	-2889.89
"A36121176"	2011	-2889.436
"A12011672"	2014	-2888.28
"A80482334"	2016	-2886.504
"A82335746"	2007	-2883.67
"A28106003"	2009	-2880.518
"A08503005"	2011	-2876
"B63100150"	2012	-2875.919
"B15596331"	2017	-2870.176
"A08622938"	2017	-2868.53
"B58875048"	2012	-2865.068
"A47002878"	2014	-2864
"A73350399"	2017	-2861.165
"A35046911"	2016	-2860.976
"A28362127"	2013	-2859.958
"B78459815"	2016	-2859.11
"A42000802"	2014	-2856
"B37012069"	2016	-2855.415
"B96952635"	2016	-2854.535
"A08363400"	2017	-2853.924
"B62385067"	2014	-2853.496
"A08209538"	2012	-2849.338
"A28024172"	2016	-2847.236
"A08105702"	2013	-2841.898
"B96324983"	2014	-2834.041
"B12006623"	2015	-2822.567
"B62409065"	2013	-2822.148
"A21006507"	2016	-2821.919
"A35610666"	2014	-2820.83
"A48865679"	2010	-2819.299
"A08513178"	2010	-2817.479
"A81410227"	2015	-2817
"A50049519"	2012	-2812.668
"B01292903"	2009	-2807
"A28074078"	2010	-2805.106
"A15506934"	2014	-2790.714
"A43020486"	2011	-2790.165
"A12019295"	2011	-2789.108
"B62916077"	2015	-2785
"A81931214"	2016	-2784.136
"A28138873"	2013	-2783
"A28985992"	2008	-2780.749
"A81408817"	2009	-2777.308
"A28106003"	2015	-2776.679
"B15862667"	2015	-2776.32
"A35023746"	2015	-2776
"A08934168"	2013	-2775.347
"B62385067"	2015	-2774.31
"A33689530"	2014	-2774.249
"A28025435"	2013	-2774.094
"B03158532"	2011	-2773.079
"A35610666"	2015	-2770.091
"A81864498"	2009	-2767.566
"A12011672"	2015	-2765.784
"B08463424"	2012	-2765.117
"A96862933"	2012	-2764.857
"A08192965"	2011	-2763.635
"A28024172"	2017	-2763.045
"A28422335"	2015	-2762.189
"B15596331"	2015	-2754.877
"B15596331"	2016	-2754.706
"B43009091"	2015	-2750.704
"A24020562"	2009	-2748.522
"A33689530"	2008	-2740.29
"B46115838"	2014	-2740
"A36226645"	2015	-2736.988
"B37012069"	2015	-2736.335
"A08192965"	2015	-2735.758
"A30023204"	2015	-2733.655
"A28138873"	2012	-2729
"A43030626"	2017	-2726
"B43009091"	2017	-2721.201
"A37043015"	2011	-2720.987
"A43019868"	2017	-2719.29
"B15596331"	2014	-2718.763
"A28126597"	2011	-2716.328
"A33006404"	2007	-2715.25
"A28485571"	2010	-2714.263
"A31138761"	2012	-2713.965
"A36226645"	2014	-2711.235
"A35610666"	2016	-2710.265
"A33006404"	2012	-2710.238
"B82899550"	2016	-2709.142
"A12011672"	2016	-2708.955
"A28219541"	2013	-2704.997
"A08002073"	2014	-2701.76
"A41087404"	2008	-2700.76
"B35597020"	2014	-2698.876
"B31083199"	2015	-2697.873
"A29519220"	2015	-2697.44
"A29519220"	2014	-2695.575
"A48175699"	2011	-2693.168
"B11469491"	2015	-2689.646
"B17023995"	2015	-2689
"B15862667"	2016	-2683.524
"A24022196"	2009	-2683.173
"A43011196"	2013	-2682.63
"A07052244"	2008	-2674.225
"A08360844"	2015	-2673.329
"A28352656"	2015	-2673.323
"B31083199"	2016	-2671.088
"A50043298"	2017	-2671.053
"A28138873"	2011	-2670
"A32015844"	2015	-2664.67
"A07190309"	2011	-2662.492
"A29519220"	2016	-2657.317
"B15862667"	2014	-2654.476
"B58875048"	2011	-2650.437
"A28407484"	2016	-2648.306
"A48114318"	2014	-2647.163
"B17593633"	2012	-2646.817
"A28571750"	2017	-2645.373
"A46003265"	2017	-2644.316
"B31083199"	2017	-2639.75
"A08721177"	2011	-2639.366
"A08612061"	2017	-2637.608
"A36226645"	2016	-2635.481
"A62035282"	2014	-2634.318
"A36226645"	2017	-2633.252
"A61557641"	2011	-2632.749
"A28600278"	2010	-2631
"B37014388"	2017	-2630.664
"A08274987"	2010	-2629.38
"B43009091"	2016	-2625.339
"B46115838"	2015	-2624.209
"A80245129"	2015	-2623.572
"A28893550"	2013	-2623
"A11355526"	2017	-2615.502
"B82207275"	2015	-2615
"A85125078"	2017	-2614
"A24020562"	2010	-2612.328
"A29016003"	2013	-2612.254
"A08360844"	2013	-2608.623
"B38318572"	2014	-2605.747
"B38484796"	2014	-2605.719
"A82683434"	2013	-2603.459
"A33689530"	2011	-2603.367
"A08612061"	2016	-2599.155
"A14018634"	2017	-2599.072
"A12023693"	2014	-2598.765
"B99029365"	2014	-2598.652
"A13008461"	2013	-2598.636
"A08520629"	2014	-2596.666
"B82899550"	2017	-2596.278
"A78320736"	2007	-2595
"B17023995"	2014	-2594.689
"A08031544"	2011	-2594.344
"A35046572"	2014	-2592.293
"A28138873"	2010	-2592
"A46047965"	2012	-2590.785
"A46078267"	2014	-2590.719
"A29453768"	2010	-2589.031
"B27014398"	2017	-2589.029
"A28658177"	2011	-2586.071
"A15010564"	2008	-2584.616
"A28012342"	2015	-2584
"A33026105"	2017	-2582
"A36121176"	2010	-2579.351
"A35610666"	2017	-2577.216
"B39026604"	2012	-2571.493
"A12095295"	2017	-2571.247
"A28422335"	2016	-2569.207
"A46269155"	2013	-2567.503
"B82207275"	2017	-2567
"A17021460"	2012	-2564.52
"A79259388"	2010	-2563.769
"B78908605"	2010	-2560.172
"A50043298"	2014	-2558.724
"A46086773"	2015	-2556.611
"A08157737"	2014	-2555.902
"A46086773"	2014	-2555.017
"B27015965"	2013	-2548.998
"A46078267"	2009	-2548.788
"B46039061"	2017	-2548.685
"A48865679"	2009	-2545.012
"B20023982"	2016	-2543.887
"A46047965"	2013	-2543.62
"A12010948"	2015	-2542.235
"B60171162"	2016	-2541
"A38269270"	2017	-2540.32
"B31083199"	2014	-2539.481
"B20023982"	2017	-2534.905
"B37014388"	2008	-2534.275
"A43019868"	2016	-2531.928
"A28295038"	2015	-2531.639
"A08439291"	2011	-2531.569
"B81308439"	2017	-2528.794
"A36121176"	2013	-2525.146
"A08105702"	2014	-2523.553
"B17019373"	2014	-2521.175
"A82683434"	2012	-2519.473
"A07059058"	2015	-2519.382
"B03158532"	2010	-2519.048
"B58875048"	2010	-2518.767
"B12541496"	2017	-2518.09
"A96569207"	2013	-2515.114
"A28011286"	2011	-2515
"A79290565"	2013	-2514.288
"B38484796"	2016	-2512.23
"A08002073"	2013	-2511.818
"A07190309"	2010	-2510.451
"A11355526"	2016	-2509.967
"F49006554"	2017	-2508.157
"A12019295"	2017	-2508.115
"B17023995"	2016	-2508
"B38484796"	2015	-2506.269
"B28337731"	2013	-2503.978
"A79259362"	2008	-2502.733
"B41031980"	2015	-2501.843
"A37043015"	2010	-2500
"A03402468"	2015	-2494.156
"B28188100"	2008	-2490.41
"A28138873"	2009	-2484
"B62385067"	2017	-2483.189
"A50043298"	2016	-2478.424
"A33618257"	2017	-2474.346
"A33026105"	2016	-2472.602
"A50057322"	2014	-2470.975
"B62385067"	2016	-2470.343
"A33026105"	2015	-2466.189
"B28307536"	2012	-2465.637
"A27199140"	2015	-2463.356
"A35046911"	2017	-2462.68
"B58875048"	2009	-2456.997
"B27013713"	2014	-2456.933
"A08331472"	2011	-2456.434
"A27199140"	2014	-2455.354
"A06388052"	2015	-2454.322
"A46047965"	2011	-2451.955
"B63149637"	2012	-2446
"A28571750"	2014	-2445.942
"A08520629"	2017	-2445.274
"A43020759"	2010	-2444.755
"A16009870"	2013	-2444.586
"B73070914"	2016	-2442.272
"A28451649"	2012	-2441.131
"A46269155"	2014	-2439.243
"A08257529"	2016	-2435.461
"B41031980"	2017	-2434.601
"A08116147"	2009	-2434
"A33689530"	2015	-2433.15
"A81931214"	2015	-2431.916
"A24020562"	2007	-2431.02
"A28126597"	2008	-2430.88
"A28571750"	2011	-2428.451
"A12000071"	2017	-2427.269
"B62385067"	2011	-2426.333
"B41031980"	2016	-2425.741
"A28456820"	2013	-2425.212
"A28011286"	2015	-2424
"A28352656"	2009	-2422.166
"A11355526"	2015	-2420.246
"A96862933"	2011	-2419.25
"A28106003"	2012	-2418.973
"B31009715"	2014	-2418.315
"B81308439"	2016	-2416.74
"A08291924"	2011	-2415.692
"A50043298"	2015	-2413.777
"A79259404"	2012	-2411.563
"A08031544"	2010	-2410.775
"B41031980"	2014	-2407.664
"B35007376"	2014	-2406
"A50049519"	2016	-2401.247
"A50049519"	2017	-2400.525
"A08659617"	2013	-2399.147
"B78459815"	2012	-2398.15
"A46086773"	2016	-2397.046
"B81308439"	2015	-2395.499
"B17593633"	2013	-2394.996
"A96569207"	2012	-2393.424
"B54055140"	2017	-2392.479
"A13008461"	2011	-2392.06
"B54055140"	2016	-2389.691
"B28307536"	2011	-2388.368
"A36121176"	2012	-2387.18
"B73070914"	2015	-2383.489
"B28307536"	2013	-2383.41
"B54055140"	2015	-2382.758
"A08002073"	2012	-2379.475
"A28491637"	2015	-2378.274
"A12023693"	2008	-2378.024
"A32015844"	2013	-2374.8
"B92116979"	2017	-2373.704
"A33618257"	2016	-2373.579
"A30023204"	2014	-2372.292
"A85270965"	2017	-2370.277
"A28057677"	2008	-2368.88
"A28049492"	2011	-2368.265
"A28273241"	2013	-2368.034
"A48175699"	2013	-2367.096
"B60171162"	2015	-2367
"A27199140"	2016	-2364.747
"A33689530"	2016	-2363.179
"A28091262"	2010	-2361.848
"A28422335"	2014	-2360.687
"A35510650"	2014	-2353.336
"A78320736"	2008	-2352
"A17018052"	2016	-2351.244
"B31009715"	2008	-2346.718
"B46132387"	2014	-2344.352
"B37416575"	2017	-2343.747
"B38484796"	2017	-2343.045
"B46039061"	2011	-2340.612
"A48295604"	2016	-2338.107
"B99029365"	2016	-2337
"A81933772"	2013	-2335.319
"A28900975"	2017	-2329.963
"B31684020"	2014	-2328.281
"A28228690"	2014	-2328.22
"A09281999"	2015	-2326.979
"A12081790"	2014	-2325.926
"A28040418"	2017	-2323.763
"B15031560"	2015	-2320.181
"B96324983"	2008	-2320.115
"A16009870"	2012	-2319.855
"A03681186"	2008	-2317.118
"A43011196"	2012	-2316.79
"A48295604"	2015	-2316
"B28307536"	2010	-2313.442
"A33689530"	2007	-2313.02
"B61914883"	2013	-2312.359
"A46047965"	2010	-2310.6
"A31737455"	2017	-2310.497
"A35046911"	2015	-2309.955
"A09281999"	2016	-2309.01
"A30036438"	2011	-2308.06
"A82683434"	2011	-2305.652
"A43030626"	2014	-2303.617
"A28658177"	2010	-2302.858
"A17013657"	2017	-2301.429
"A59736686"	2011	-2301.112
"A17018052"	2015	-2299.269
"A28148898"	2016	-2297
"A08332363"	2010	-2296.219
"A28600278"	2009	-2294
"A28712479"	2007	-2293.47
"B73070914"	2017	-2288.722
"A08934168"	2012	-2287.968
"A28491637"	2014	-2287.773
"A33689530"	2017	-2287.604
"A33778739"	2012	-2286.647
"B37416575"	2016	-2284.646
"A46086773"	2017	-2283.554
"A30009146"	2013	-2282.345
"A08157737"	2016	-2281.142
"A43020486"	2010	-2280.559
"A36121176"	2009	-2278.558
"A12029039"	2017	-2277.932
"B96952635"	2015	-2276.466
"A27199140"	2017	-2274.199
"B84309616"	2015	-2272.292
"B58875048"	2008	-2271.314
"B15031560"	2016	-2270.817
"A03050572"	2013	-2270.611
"A08105702"	2015	-2268.823
"B46023677"	2017	-2266.601
"B62409065"	2012	-2266.312
"A29016003"	2012	-2266.045
"A43028588"	2013	-2262.637
"A43020643"	2015	-2260.093
"A08384638"	2012	-2259.716
"A85279107"	2017	-2259.405
"B46020541"	2013	-2258.479
"A28422335"	2017	-2257.065
"A08520629"	2015	-2254.458
"B45555489"	2014	-2253.766
"A08703803"	2010	-2253.248
"B15516933"	2016	-2253.206
"A41087404"	2016	-2250.705
"A30036438"	2010	-2246.968
"A08157737"	2015	-2246.715
"A08331472"	2010	-2246.109
"A46078267"	2016	-2244.53
"A43020759"	2013	-2242.494
"A46078267"	2017	-2241.466
"A11355526"	2014	-2238.637
"A30036438"	2013	-2234.702
"A28571750"	2016	-2231.365
"A36036739"	2007	-2230.92
"A83401273"	2017	-2230.239
"A29453768"	2009	-2227.137
"A81957367"	2011	-2226.248
"A61557641"	2010	-2226.147
"A33026105"	2014	-2225.751
"B82612904"	2008	-2225.093
"A20029104"	2017	-2222.314
"A09281999"	2014	-2222.08
"A83401273"	2016	-2221.757
"F10027423"	2017	-2221.744
"A08520629"	2016	-2220.366
"A48865679"	2008	-2218.95
"A28228690"	2015	-2217.554
"A08110249"	2017	-2216.582
"A31737455"	2014	-2216.312
"A33618257"	2015	-2215.755
"A96569207"	2011	-2215.618
"A21006507"	2017	-2215.414
"A33689530"	2010	-2211.696
"A30036438"	2012	-2209.43
"B78077724"	2016	-2209
"B27015965"	2015	-2208.778
"A09281999"	2017	-2208.409
"A17000993"	2015	-2206.544
"A28049492"	2015	-2205.988
"B12541496"	2013	-2203.113
"A43020759"	2008	-2202.059
"A17018052"	2017	-2200.872
"B78908605"	2009	-2200.101
"A26004978"	2013	-2199.535
"B03158532"	2009	-2199.277
"A08157737"	2009	-2199.106
"B17023995"	2017	-2199
"B43009091"	2011	-2198.11
"A37043015"	2016	-2195.99
"A31737455"	2016	-2195.962
"A17018052"	2014	-2194.609
"B28307536"	2009	-2193.978
"B43579424"	2010	-2191.596
"A48295604"	2014	-2191.596
"A08606378"	2017	-2187.912
"B39026604"	2011	-2184.43
"B60171162"	2014	-2182
"A28025435"	2017	-2182
"B58075136"	2014	-2179.002
"A08257529"	2015	-2177.652
"A03050572"	2012	-2177.49
"A29507456"	2017	-2177.321
"B96246350"	2014	-2177.203
"A46269155"	2015	-2176.494
"B99029365"	2015	-2176
"A38269270"	2016	-2173.976
"A50068923"	2014	-2168.435
"B03158532"	2017	-2168.372
"A12081790"	2015	-2165.961
"B43009091"	2013	-2165.855
"A28131274"	2010	-2163.915
"B17593633"	2011	-2163.909
"A33006404"	2011	-2162.798
"A58017187"	2017	-2161.939
"A35510650"	2015	-2161.705
"A60362266"	2011	-2161.345
"A30036438"	2009	-2160.971
"A31449002"	2015	-2155.05
"A08766099"	2016	-2154.092
"A50049519"	2011	-2152.604
"B99029365"	2017	-2152
"A80897770"	2013	-2148.316
"A12019295"	2015	-2146.363
"A08606378"	2015	-2140.836
