nif	year	existencias
"B82435371"	2016	5
"B30365712"	2015	5.004
"A08139339"	2012	5.052
"A08139339"	2011	5.052
"A07244023"	2014	5.109
"A28724219"	2016	5.125
"B39021217"	2015	5.162
"A48073274"	2008	5.181
"B35023068"	2016	5.213
"A28198661"	2010	5.223
"B12014692"	2014	5.256
"B12014692"	2009	5.256
"B12014692"	2013	5.256
"B12014692"	2017	5.256
"B12014692"	2015	5.256
"B12014692"	2016	5.256
"A83048363"	2015	5.273
"A78020732"	2017	5.439
"A08514986"	2014	5.53
"B39021217"	2013	5.548
"B28138196"	2017	5.577
"A33014176"	2013	5.619
"B39021217"	2014	5.655
"B39021217"	2008	5.786
"A33014176"	2012	5.787
"A28295806"	2017	5.824
"A41091927"	2014	5.826
"A41091927"	2011	5.826
"B33602707"	2016	5.867
"A28693166"	2013	5.913
"A80732142"	2013	5.914
"A08005696"	2014	5.922
"A08005696"	2013	5.93
"B32008625"	2015	5.986
"A08999088"	2011	6
"B95087482"	2007	6
"A08999088"	2010	6
"A28485761"	2013	6.007
"A28485761"	2011	6.007
"A08139339"	2013	6.016
"A08005696"	2010	6.022
"A97163653"	2016	6.032
"A97163653"	2015	6.032
"B61428611"	2016	6.127
"A28485761"	2012	6.157
"B62173604"	2007	6.23
"A14015101"	2017	6.237
"B83541912"	2015	6.269
"B28138196"	2007	6.31
"A08005696"	2015	6.348
"B83209015"	2014	6.363
"A09214636"	2017	6.41
"F95073748"	2011	6.514
"A36611903"	2015	6.575
"A36010544"	2008	6.579
"A78343977"	2008	6.585
"A96569207"	2011	6.586
"A96569207"	2012	6.586
"A96569207"	2014	6.586
"A96569207"	2013	6.586
"A08433260"	2016	6.607
"A07244023"	2010	6.637
"A96862933"	2013	6.682
"A07244023"	2011	6.69
"A78097656"	2008	6.714
"A08005696"	2009	6.874
"A24020562"	2016	6.909
"A03057486"	2010	6.937
"A36611903"	2017	6.943
"A08626103"	2012	7
"A34169144"	2015	7
"B30020226"	2007	7.011
"B30020226"	2008	7.011
"B39021217"	2016	7.012
"A78097656"	2009	7.028
"A73093734"	2015	7.029
"A08514986"	2015	7.03
"A60963287"	2010	7.11
"A08139339"	2014	7.128
"B08912669"	2012	7.185
"A08005696"	2017	7.244
"A28711893"	2007	7.29
"B31784895"	2016	7.305
"A24004426"	2013	7.373
"A78400603"	2017	7.404
"B50047091"	2011	7.407
"A43020486"	2013	7.418
"A60963287"	2013	7.461
"B28118800"	2007	7.49
"B08136905"	2015	7.493
"B08136905"	2014	7.493
"B08136905"	2013	7.493
"B30365712"	2016	7.549
"A41087404"	2011	7.604
"A08243297"	2017	7.73
"A81593808"	2013	7.813
"A08409948"	2012	7.83
"A82198847"	2011	7.866
"A78097656"	2010	7.878
"A62977186"	2017	7.9
"A53242152"	2016	7.909
"B35023068"	2015	7.913
"A96569207"	2010	7.986
"A08626103"	2013	8
"A85125078"	2014	8
"A28487007"	2007	8.002
"A08514986"	2016	8.03
"A08514986"	2017	8.03
"B39021217"	2017	8.04
"A35046572"	2014	8.108
"A08433260"	2014	8.154
"B36853935"	2014	8.174
"A28259141"	2009	8.2
"B36853935"	2016	8.271
"A78400603"	2016	8.271
"A14580385"	2012	8.328
"A41191313"	2009	8.332
"A61587358"	2016	8.334
"A78097656"	2011	8.359
"A36010544"	2009	8.478
"A08409948"	2013	8.527
"B92116979"	2016	8.539
"A82026840"	2013	8.552
"A78097656"	2007	8.557
"A48081061"	2016	8.592
"A35046572"	2010	8.614
"A33014176"	2016	8.624
"A28295038"	2008	8.637
"A81438145"	2008	8.657
"A82198847"	2015	8.675
"A36611903"	2016	8.686
"A09214636"	2016	8.731
"A48083927"	2011	8.749
"B31784895"	2011	8.749
"A33014176"	2007	8.75
"A28711893"	2010	8.77
"B08136905"	2017	8.965
"B28118800"	2017	9
"A07013907"	2010	9
"A14336143"	2017	9
"A60963287"	2016	9
"A08577215"	2013	9.013
"V61861548"	2015	9.078
"A62332580"	2013	9.164
"A28295806"	2016	9.188
"A81438145"	2007	9.245
"A82198847"	2016	9.248
"B28644441"	2010	9.268
"A82198847"	2014	9.374
"B28138196"	2015	9.434
"A15506934"	2017	9.493
"A08005696"	2016	9.5
"A61427183"	2008	9.523
"A29018249"	2011	9.551
"A07244023"	2009	9.654
"A28523066"	2010	9.663
"A28494896"	2011	9.708
"A08433260"	2015	9.725
"A83048363"	2012	9.77
"A14580385"	2014	9.784
"A82198847"	2013	9.794
"A60963287"	2011	9.815
"B50047091"	2017	9.842
"A08139339"	2009	9.882
"A78400603"	2015	9.893
"A78097656"	2017	9.934
"B81864894"	2010	10
"A28198661"	2012	10
"A28184661"	2014	10.029
"A57277709"	2016	10.067
"A96862933"	2014	10.082
"A78097656"	2012	10.082
"A78400603"	2013	10.11
"A78097656"	2015	10.171
"A60963287"	2009	10.259
"A07244023"	2016	10.262
"A82026840"	2017	10.315
"A82026840"	2016	10.321
"A07042435"	2010	10.346
"A08139339"	2017	10.371
"B60420692"	2008	10.38
"A78400603"	2012	10.393
"B07985609"	2009	10.437
"A48016877"	2012	10.475
"A08139339"	2008	10.496
"A78097656"	2013	10.708
"A78343977"	2007	10.72
"A78097656"	2016	10.729
"A48073274"	2007	10.82
"B82612904"	2011	10.914
"A12000071"	2013	10.971
"B81864894"	2012	11
"B82207275"	2010	11
"B78077724"	2007	11
"B78077724"	2008	11
"B81864894"	2013	11
"B81864894"	2014	11
"B81864894"	2017	11
"A36621522"	2008	11.164
"A08196446"	2014	11.199
"A07244023"	2008	11.23
"A46063731"	2008	11.254
"A82026840"	2010	11.256
"B31784895"	2012	11.31
"A82026840"	2011	11.315
"A48083927"	2010	11.463
"A82026840"	2009	11.494
"A78400603"	2014	11.521
"A29018249"	2008	11.559
"B32008625"	2017	11.58
"A48083927"	2008	11.616
"A28814135"	2012	11.756
"V82171133"	2010	11.835
"A08005696"	2011	11.841
"A43020486"	2017	11.938
"A83062497"	2017	12.014
"A60401585"	2013	12.04
"B50938489"	2017	12.043
"A82026840"	2014	12.118
"A11019767"	2012	12.126
"A08577215"	2015	12.198
"A28091262"	2009	12.213
"A78343977"	2009	12.267
"A48016877"	2009	12.279
"A12000071"	2009	12.337
"A07244023"	2007	12.37
"B28644441"	2011	12.463
"B80372220"	2009	12.573
"A48050439"	2010	12.681
"B41070020"	2014	12.824
"B41070020"	2015	12.824
"B41070020"	2016	12.824
"A28711893"	2009	12.833
"A12000071"	2010	12.858
"B28644441"	2009	12.861
"A96569207"	2017	12.882
"B82207275"	2011	13
"A08626103"	2007	13
"A08626103"	2008	13
"A07013907"	2011	13
"F95073748"	2016	13.094
"A57277709"	2017	13.123
"A81438145"	2010	13.128
"A48081061"	2015	13.204
"A08139339"	2015	13.223
"A11000288"	2017	13.309
"B28644441"	2012	13.313
"A09006859"	2007	13.327
"B83325076"	2009	13.358
"B83840900"	2016	13.375
"B83840900"	2017	13.375
"A11000288"	2015	13.405
"A57277709"	2015	13.423
"A08005696"	2012	13.48
"A83048363"	2016	13.51
"A82026840"	2012	13.513
"A48050439"	2011	13.54
"A12000071"	2011	13.555
"A78097656"	2014	13.56
"A83048363"	2017	13.56
"A82026840"	2008	13.609
"A08405490"	2013	13.633
"A48083927"	2007	13.641
"A30017636"	2014	13.641
"B50938489"	2016	13.707
"A15049281"	2015	13.73
"A08577215"	2014	13.739
"A48083927"	2009	13.739
"A28485761"	2015	13.847
"A09006859"	2010	13.912
"A31000441"	2012	13.978
"B15862667"	2015	13.997
"A29067147"	2015	14.07
"A09006859"	2008	14.081
"B57362105"	2015	14.188
"B28118800"	2008	14.199
"B62916077"	2010	14.208
"A13008461"	2007	14.217
"B60420692"	2009	14.26
"A08224107"	2011	14.283
"A96569207"	2007	14.293
"A12000071"	2014	14.406
"A08277014"	2014	14.415
"B97307086"	2015	14.452
"B28644441"	2013	14.488
"A28729424"	2013	14.5
"A28729424"	2012	14.5
"A46063731"	2009	14.508
"A07086515"	2015	14.518
"A02010510"	2008	14.519
"B91139717"	2010	14.55
"A82026840"	2015	14.573
"A28711893"	2008	14.581
"A74136060"	2015	14.603
"A39020805"	2015	14.67
"B32008625"	2013	14.803
"B07985609"	2010	14.883
"B80372220"	2010	15.052
"F95073748"	2015	15.078
"A11019767"	2013	15.116
"A12000071"	2012	15.151
"A08688095"	2013	15.197
"A61427183"	2007	15.249
"A53242152"	2015	15.289
"A28295806"	2010	15.323
"A81438145"	2009	15.352
"B82956517"	2012	15.38
"A08576753"	2008	15.402
"V61861548"	2013	15.517
"A08224107"	2017	15.564
"A28198661"	2007	15.61
"A28143782"	2013	15.679
"A37043015"	2008	15.81
"A48108484"	2010	15.86
"B08229221"	2016	15.905
"B23014848"	2011	15.95
"B62173604"	2011	16
"B81864894"	2016	16
"A37043015"	2010	16
"A35046572"	2013	16.042
"A35046572"	2012	16.042
"V61861548"	2012	16.048
"A15049281"	2016	16.073
"A29018249"	2012	16.084
"A78400603"	2011	16.089
"A29018249"	2009	16.102
"A28295806"	2013	16.141
"A08196446"	2016	16.146
"A13008461"	2008	16.331
"A07042435"	2011	16.35
"A07244023"	2013	16.352
"A81438145"	2014	16.365
"B17014887"	2014	16.39
"A61710687"	2016	16.4
"A46030680"	2015	16.429
"B61729737"	2007	16.49
"B50938489"	2014	16.539
"B83495101"	2010	16.623
"B11012820"	2013	16.655
"A46098521"	2009	16.74
"A81527095"	2014	16.77
"B43587120"	2015	16.858
"B80372220"	2013	16.894
"A37043015"	2007	16.99
"A29018249"	2010	17.057
"A12000071"	2008	17.069
"A60401585"	2014	17.069
"A11000288"	2016	17.07
"A08604316"	2014	17.14
"A11019767"	2014	17.141
"A28245355"	2014	17.316
"A07086515"	2009	17.367
"A81527095"	2012	17.377
"A37043015"	2009	17.397
"A38013272"	2015	17.456
"A08688095"	2010	17.461
"A14580385"	2015	17.469
"A28324630"	2012	17.526
"A46063731"	2007	17.536
"B50938489"	2010	17.552
"B28118800"	2010	17.601
"B17016254"	2008	17.649
"B47506811"	2013	17.691
"A41087404"	2016	17.827
"A12000071"	2007	17.827
"A36621522"	2007	17.85
"B82207275"	2009	18
"B62173604"	2010	18
"B43590272"	2008	18.03
"B28138196"	2011	18.041
"B28138196"	2009	18.056
"A46098521"	2010	18.059
"V61861548"	2016	18.072
"A21144498"	2011	18.186
"A35101732"	2017	18.223
"A07086515"	2010	18.227
"A08196446"	2008	18.267
"A41087404"	2007	18.27
"A81438145"	2012	18.307
"A24010381"	2012	18.355
"A20056248"	2016	18.473
"A81438145"	2017	18.484
"B97389209"	2011	18.489
"A37043015"	2016	18.55
"B17016569"	2007	18.559
"B57362105"	2017	18.6
"A28191088"	2016	18.601
"A28711893"	2013	18.609
"A08576753"	2007	18.618
"A28693166"	2014	18.652
"B03045507"	2008	18.678
"B60171162"	2007	18.684
"A28191088"	2017	18.698
"B28138196"	2013	18.728
"A08259046"	2015	18.771
"A58664764"	2015	18.815
"A30017636"	2016	18.83
"A11301645"	2013	18.835
"A08576753"	2017	18.847
"A08224545"	2010	18.865
"B17016254"	2009	18.953
"A41087404"	2014	18.979
"A82494931"	2016	19.003
"B82988825"	2015	19.053
"A30017636"	2013	19.083
"B28138196"	2010	19.101
"A20008579"	2014	19.139
"A74136060"	2017	19.17
"B03045507"	2017	19.215
"A08196446"	2015	19.233
"A08576753"	2016	19.308
"B17019373"	2007	19.338
"B28644441"	2015	19.338
"A13008461"	2009	19.4
"A30017636"	2011	19.48
"B17014887"	2008	19.553
"A32006579"	2008	19.595
"A24020562"	2015	19.884
"A38013272"	2016	20
"A60963287"	2015	20
"A82198847"	2012	20.011
"A20056248"	2017	20.017
"B43587120"	2007	20.026
"B28341832"	2017	20.057
"A14580385"	2017	20.066
"A16007064"	2007	20.09
"A50459528"	2015	20.136
"F95073748"	2010	20.176
"B15516933"	2010	20.239
"B15516933"	2009	20.239
"A08562910"	2007	20.339
"A60850500"	2017	20.377
"A09214636"	2015	20.43
"B17016254"	2017	20.439
"A81438145"	2011	20.46
"B17016569"	2012	20.5
"B28118800"	2012	20.654
"A20056248"	2015	20.721
"B03045507"	2009	20.744
"B58075136"	2010	20.767
"A37043015"	2015	20.886
"A08139339"	2016	20.931
"B80372220"	2016	20.935
"A28724219"	2015	21.033
"B17016254"	2010	21.235
"A81438145"	2015	21.261
"A35046572"	2009	21.272
"B33607466"	2014	21.301
"B15516933"	2011	21.397
"A32006579"	2009	21.5
"B28644441"	2016	21.578
"B17016569"	2011	21.578
"B17014887"	2012	21.631
"A81438145"	2013	21.71
"A48083927"	2012	21.734
"B03045507"	2012	21.744
"A41027723"	2009	21.861
"B28138196"	2012	21.909
"A31003247"	2010	21.93
"B03026382"	2008	21.937
"A81438145"	2016	21.956
"B08229221"	2013	21.98
"A60963287"	2017	22
"A08703803"	2013	22
"B83325076"	2013	22
"B21376942"	2017	22.059
"A37043015"	2011	22.062
"B03045507"	2016	22.168
"B08136905"	2016	22.197
"B03026382"	2012	22.197
"B28360360"	2015	22.31
"B03045507"	2010	22.406
"A08691503"	2013	22.425
"A08688095"	2017	22.425
"B04028734"	2009	22.455
"A08934168"	2007	22.455
"A41087404"	2009	22.472
"A82843129"	2015	22.488
"A33014176"	2011	22.538
"B32008625"	2016	22.55
"B43202076"	2016	22.618
"B29053808"	2012	22.642
"B17016254"	2013	22.656
"A32006579"	2007	22.659
"B03045507"	2011	22.723
"A16007064"	2008	22.78
"A07016025"	2010	22.819
"A28494896"	2009	22.832
"A35811272"	2013	22.844
"A46063731"	2017	22.879
"B46051116"	2011	22.9
"A28191088"	2014	22.951
"A53242152"	2012	22.979
"A03734514"	2008	23.017
"A81527095"	2013	23.045
"A63645220"	2015	23.054
"A80732142"	2012	23.072
"B17014887"	2013	23.074
"B17016569"	2008	23.097
"B17014887"	2009	23.102
"A08196446"	2017	23.109
"A08562910"	2008	23.16
"A21102157"	2009	23.22
"B43579424"	2011	23.257
"B03035854"	2008	23.289
"B03035854"	2009	23.289
"B03026382"	2015	23.32
"B83840900"	2015	23.359
"A08562910"	2011	23.371
"A28131274"	2011	23.404
"B08229221"	2011	23.433
"B03026382"	2009	23.456
"B43579424"	2009	23.5
"B92217975"	2010	23.576
"A08604316"	2009	23.581
"A08224545"	2011	23.59
"A09006859"	2009	23.62
"A28012656"	2009	23.654
"A28012656"	2011	23.654
"A28012656"	2010	23.654
"A28012656"	2007	23.654
"A28012656"	2008	23.66
"A08259046"	2016	23.678
"A28080489"	2009	23.705
"A08603888"	2016	23.746
"B03026382"	2011	23.857
"A74136060"	2016	23.96
"A53242152"	2013	23.961
"B31784895"	2014	23.962
"A85125078"	2017	24
"A84434224"	2013	24
"B28644441"	2017	24.073
"A61427183"	2015	24.077
"A41392317"	2016	24.085
"A17017005"	2010	24.1
"B57175283"	2011	24.186
"A28724219"	2011	24.188
"A35811272"	2014	24.218
"A46164034"	2013	24.224
"B03026382"	2017	24.247
"B17014887"	2010	24.256
"B17016254"	2014	24.289
"A28147197"	2011	24.331
"A08215428"	2015	24.337
"A28711893"	2011	24.339
"A39020805"	2016	24.449
"A08259046"	2017	24.476
"A35811272"	2017	24.576
"B07025315"	2011	24.605
"B43579424"	2010	24.608
"A08196446"	2009	24.665
"B17016254"	2012	24.743
"A11301645"	2009	24.815
"B17016254"	2016	24.853
"B03045507"	2015	24.87
"B03026382"	2016	24.907
"B31784895"	2017	24.914
"A28131274"	2008	24.93
"B20023982"	2012	24.938
"A28126597"	2011	24.971
"A08703803"	2012	25
"A28523066"	2012	25
"A14336143"	2016	25
"B32008625"	2014	25.02
"B08245805"	2010	25.06
"A61427183"	2017	25.072
"A08576753"	2012	25.081
"B17016569"	2013	25.1
"A11019767"	2015	25.115
"A11019767"	2017	25.141
"B43579424"	2013	25.161
"B17016569"	2016	25.2
"A50459528"	2016	25.261
"A11301645"	2007	25.27
"A09021833"	2013	25.283
"A08224107"	2016	25.305
"A35811272"	2016	25.324
"B17014887"	2015	25.333
"B03036712"	2007	25.371
"B03045507"	2014	25.465
"A06008411"	2017	25.511
"A03734514"	2007	25.524
"A80652423"	2011	25.556
"B46051116"	2012	25.599
"B43579424"	2012	25.648
"B35597020"	2013	25.65
"A28147197"	2010	25.652
"A17017005"	2016	25.695
"A08196446"	2010	25.856
"A17012626"	2010	25.887
"A15070444"	2009	25.928
"B31784895"	2013	25.996
"A14336143"	2015	26
"B62173604"	2012	26
"B82988825"	2010	26.009
"A28131274"	2012	26.052
"B03026382"	2013	26.057
"A46063731"	2014	26.132
"B48907885"	2017	26.177
"A30017636"	2012	26.22
"B14484612"	2012	26.222
"B82988825"	2016	26.257
"B03026382"	2010	26.268
"B17014887"	2016	26.27
"A80732142"	2014	26.275
"A28324630"	2014	26.337
"B17016569"	2017	26.344
"A28191088"	2015	26.39
"A15049281"	2014	26.415
"B17014887"	2011	26.468
"B17016569"	2009	26.569
"B17016569"	2015	26.6
"A17017005"	2015	26.602
"A31003247"	2007	26.78
"A41212572"	2009	26.876
"B82988825"	2013	26.885
"A06008411"	2016	26.895
"A48083927"	2013	26.926
"A08576753"	2009	26.963
"B17016569"	2014	27
"A46063731"	2013	27.029
"A11301645"	2008	27.08
"F95073748"	2009	27.166
"A31003247"	2008	27.23
"A15070444"	2017	27.372
"B35597020"	2012	27.492
"B43110113"	2014	27.529
"A33036880"	2017	27.664
"A29018249"	2015	27.739
"B03026382"	2014	27.787
"B08292054"	2009	27.788
"A58132606"	2007	27.808
"A15049281"	2017	27.814
"A08576753"	2011	27.852
"B31784895"	2015	27.873
"A21144498"	2016	27.887
"A46047965"	2011	27.928
"B17014887"	2017	27.933
"A46164034"	2017	27.942
"B03035854"	2007	27.947
"A21144498"	2017	27.99
"A08999088"	2013	28
"A11019767"	2011	28.115
"A29018249"	2014	28.123
"A15049281"	2013	28.123
"A28724219"	2012	28.228
"A28711893"	2012	28.326
"A18012930"	2008	28.338
"A46063731"	2011	28.437
"A60401585"	2015	28.489
"A08604316"	2013	28.721
"B03036712"	2013	28.734
"A58132606"	2008	28.737
"A63645220"	2014	28.865
"B17016254"	2015	28.929
"A28324630"	2011	28.954
"B83541912"	2017	28.985
"A08703803"	2011	29
"A46047965"	2007	29.124
"A46063731"	2016	29.168
"A31003247"	2011	29.231
"A35101732"	2016	29.232
"B07025315"	2013	29.291
"A46063731"	2015	29.374
"B60171162"	2008	29.471
"A08259046"	2014	29.503
"B62385067"	2009	29.512
"A08576753"	2015	29.56
"B08292054"	2010	29.564
"A97043772"	2017	29.692
"A15070444"	2010	29.712
"A28295806"	2011	29.832
"A08603888"	2015	29.868
"A63645220"	2016	29.873
"A28457059"	2013	29.901
"B82988825"	2014	29.932
"A28099356"	2014	29.994
"A18012930"	2011	30
"A85125078"	2016	30
"A48083927"	2016	30.122
"A07086515"	2017	30.138
"B28118800"	2011	30.143
"A07016025"	2009	30.198
"B50938489"	2011	30.278
"A28494896"	2017	30.385
"B83325076"	2010	30.401
"A09021825"	2014	30.559
"A07086515"	2013	30.604
"A15049281"	2012	30.625
"A37043015"	2014	30.74
"A30017636"	2017	30.759
"A58132606"	2009	30.847
"A24010381"	2014	30.992
"A28416089"	2015	31.004
"A29018249"	2013	31.028
"A28412724"	2016	31.03
"B82988825"	2009	31.035
"A11019767"	2016	31.116
"A08196446"	2011	31.126
"B45018017"	2007	31.136
"A37043015"	2013	31.137
"B31078058"	2015	31.157
"B43110113"	2009	31.185
"A08603888"	2014	31.244
"A08372351"	2007	31.31
"A15070444"	2011	31.365
"A08934168"	2009	31.472
"A28801942"	2009	31.543
"A09006859"	2011	31.569
"A01007137"	2015	31.6
"A28295038"	2007	31.623
"A08224107"	2007	31.658
"A08433260"	2013	31.77
"A01007137"	2016	31.784
"B38071155"	2007	31.842
"A03734514"	2011	31.843
"A39020805"	2017	31.869
"B08245805"	2012	31.948
"A08703803"	2008	32
"B60420692"	2010	32.05
"A37043015"	2012	32.104
"B28227866"	2016	32.159
"A95249199"	2012	32.298
"B08229221"	2017	32.392
"B50938489"	2013	32.555
"A48295604"	2012	32.566
"B08229221"	2015	32.57
"A18012930"	2007	32.683
"A28324630"	2016	32.703
"B12523601"	2011	32.708
"A48062418"	2013	32.79
"A48062418"	2012	32.79
"A48062418"	2011	32.79
"B83495101"	2011	32.968
"B08229221"	2012	32.981
"A20008579"	2017	33
"B03072857"	2010	33.035
"B28644441"	2008	33.042
"B50047091"	2010	33.072
"A28649879"	2014	33.238
"A28649879"	2011	33.238
"A28649879"	2015	33.238
"A08301475"	2010	33.302
"A08301475"	2011	33.302
"A46164034"	2012	33.316
"A48083927"	2015	33.514
"B45493707"	2015	33.563
"B12523601"	2008	33.613
"B03028784"	2007	33.631
"A34129635"	2017	33.693
"B28670602"	2013	33.709
"A48083927"	2014	33.81
"A21102157"	2012	33.827
"A08215428"	2017	33.832
"A07040090"	2016	33.996
"A28523066"	2015	34
"A46063731"	2012	34.046
"A16007064"	2009	34.175
"A97043772"	2010	34.198
"A48016877"	2017	34.237
"A06008411"	2012	34.243
"A28814135"	2011	34.258
"A14336143"	2013	34.333
"A08196446"	2013	34.349
"B35597020"	2014	34.376
"A46047965"	2008	34.417
"A29018249"	2016	34.439
"A08290405"	2010	34.483
"B28227866"	2015	34.524
"B08245805"	2013	34.545
"B07025315"	2012	34.556
"A81527095"	2015	34.56
"B78496759"	2012	34.716
"B47506811"	2015	34.726
"B03036712"	2008	34.76
"A61710687"	2017	34.772
"B50938489"	2012	34.847
"A07026701"	2011	34.86
"A28412724"	2017	34.866
"A47011721"	2012	34.983
"A28724219"	2013	34.984
"B03036712"	2009	35.028
"A24010381"	2015	35.047
"A18012930"	2009	35.135
"A37043015"	2017	35.233
"A31000441"	2010	35.246
"B03028784"	2008	35.255
"A36000073"	2013	35.301
"A28131274"	2014	35.614
"B12523601"	2010	35.657
"A07086515"	2016	35.659
"A09021825"	2015	35.676
"B57362105"	2016	35.68
"B28023679"	2016	35.705
"B07762099"	2010	35.79
"A28324630"	2015	35.799
"A07040090"	2017	35.802
"A82494931"	2015	35.808
"A14336143"	2012	35.815
"A29955093"	2014	35.878
"A29955093"	2013	35.878
"A29955093"	2012	35.878
"A07016025"	2013	35.892
"B03036712"	2011	35.933
"A28147197"	2015	35.978
"A08703803"	2010	36
"B08292054"	2008	36.03
"A28147197"	2012	36.115
"A28612208"	2011	36.216
"B78496759"	2016	36.225
"B08245805"	2017	36.388
"B82988825"	2012	36.492
"A08527020"	2016	36.527
"A97043772"	2014	36.566
"B03028784"	2009	36.589
"B83325076"	2011	36.615
"B24008955"	2013	36.64
"A43030626"	2011	36.663
"A31000441"	2014	36.71
"A31003247"	2013	36.711
"B78496759"	2013	36.79
"A03099405"	2010	36.796
"A28271914"	2013	36.893
"A08576753"	2013	36.894
"A08688095"	2016	36.945
"A28024172"	2007	36.972
"A28099356"	2015	36.973
"B83680322"	2013	37
"A84434224"	2012	37
"B08245805"	2011	37.025
"B46103131"	2011	37.03
"A03057486"	2012	37.044
"A06008411"	2014	37.061
"A08688095"	2009	37.188
"B08229221"	2014	37.285
"A78020732"	2016	37.323
"A08802068"	2017	37.326
"A12105029"	2007	37.44
"A29033420"	2010	37.6
"B03036712"	2010	37.622
"A29033420"	2015	37.623
"A15506934"	2012	37.693
"A28649747"	2009	37.728
"A28649747"	2008	37.728
"A35811272"	2015	37.729
"B24008955"	2012	37.771
"A01007137"	2010	37.805
"A97043772"	2011	37.848
"B12523601"	2009	37.884
"A63645220"	2017	37.975
"B58075136"	2017	37.984
"B03036712"	2015	37.998
"A28147197"	2013	38.212
"A28147197"	2014	38.212
"A82501545"	2010	38.3
"A28091262"	2007	38.307
"B03036712"	2012	38.342
"A28295038"	2013	38.422
"B82988825"	2008	38.62
"A06008411"	2015	38.65
"A07042435"	2013	38.686
"A46047965"	2010	38.716
"A01007137"	2014	38.804
"A08934168"	2008	38.874
"A97043772"	2012	38.887
"A08802068"	2016	38.901
"B08245805"	2016	38.922
"A28091262"	2008	39.037
"B28341832"	2013	39.123
"B28341832"	2012	39.123
"A11019767"	2010	39.217
"A33036880"	2015	39.219
"A28324630"	2013	39.24
"A08604316"	2010	39.243
"B08660409"	2017	39.435
"B03036712"	2014	39.45
"B08245805"	2014	39.477
"A28724219"	2010	39.488
"A39008305"	2016	39.497
"A82198847"	2017	39.51
"A28801942"	2010	39.518
"A97043772"	2016	39.604
"A16007064"	2010	39.605
"A08224107"	2009	39.628
"A03099405"	2011	39.699
