nif	year	acreed_lp
"A80732142"	2012	0
"V82171133"	2007	0
"A38024345"	2007	0
"A08737249"	2010	0
"A45012259"	2011	0
"A28332914"	2011	0
"A78521168"	2010	0
"B37015526"	2014	0
"A80316672"	2011	0
"A12323408"	2011	0
"A28229409"	2010	0
"A79290565"	2007	0
"A61713301"	2008	0
"B18547281"	2012	0
"B03039609"	2007	0
"A79092573"	2013	0
"A08396830"	2008	0
"A27005834"	2012	0
"B48074306"	2010	0
"B28084168"	2010	0
"A78831369"	2012	0
"A28345148"	2010	0
"B35054006"	2009	0
"A30418255"	2007	0
"A08623928"	2010	0
"A28441269"	2010	0
"B31072705"	2011	0
"A78159241"	2007	0
"A08145385"	2012	0
"A78067188"	2009	0
"A45562329"	2011	0
"B08195653"	2011	0
"A33373622"	2012	0
"A45019916"	2008	0
"A48034110"	2012	0
"A82405788"	2010	0
"A08257529"	2013	0
"A08737249"	2009	0
"A32006579"	2008	0
"A62704457"	2012	0
"A82405788"	2011	0
"A38024345"	2010	0
"A60853413"	2014	0
"A08508418"	2010	0
"A28352656"	2010	0
"B03101748"	2009	0
"A96773940"	2010	0
"V82171133"	2008	0
"A08737249"	2011	0
"A59382762"	2010	0
"A08106031"	2013	0
"A41084740"	2012	0
"A59202853"	2011	0
"A45019916"	2007	0
"A09015405"	2007	0
"B28044204"	2011	0
"B60653466"	2010	0
"A48295604"	2013	0
"B08194276"	2011	0
"B48969877"	2012	0
"A41055377"	2012	0
"A08257388"	2011	0
"A58132606"	2009	0
"A01002864"	2012	0
"A58061383"	2012	0
"A53552634"	2013	0
"B03036712"	2013	0
"B28218816"	2014	0
"A78688934"	2011	0
"A79235891"	2012	0
"B46054508"	2010	0
"A08008518"	2011	0
"A08106031"	2011	0
"A78400603"	2011	0
"A50066562"	2009	0
"A50060011"	2012	0
"A50016930"	2010	0
"A28060515"	2008	0
"B62263272"	2010	0
"A60853413"	2011	0
"A12083002"	2008	0
"A23010200"	2011	0
"B82175001"	2013	0
"A50030543"	2013	0
"A81931214"	2012	0
"A26297663"	2010	0
"B83325076"	2009	0
"A06023477"	2013	0
"A08508418"	2013	0
"A08273898"	2012	0
"A78879079"	2009	0
"B36009942"	2012	0
"B31009715"	2010	0
"A46463311"	2009	0
"A62977186"	2010	0
"A58061383"	2007	0
"A32006579"	2007	0
"A96966049"	2009	0
"A31068927"	2012	0
"A08720708"	2013	0
"A44003663"	2010	0
"A41084740"	2008	0
"A43702745"	2014	0
"A48117881"	2010	0
"A13006903"	2011	0
"A36615896"	2008	0
"A15590904"	2013	0
"A08061731"	2007	0
"A13006903"	2007	0
"A08186074"	2013	0
"A29018249"	2008	0
"A59382762"	2013	0
"A01007137"	2010	0
"A07027261"	2010	0
"A48083927"	2007	0
"A48077184"	2011	0
"A48073274"	2009	0
"A28332914"	2013	0
"A15016702"	2010	0
"A33610106"	2009	0
"A08354441"	2008	0
"A36011385"	2007	0
"A12083002"	2011	0
"B81248361"	2011	0
"B48074306"	2011	0
"A79049797"	2007	0
"A08021768"	2012	0
"A48034110"	2013	0
"A78831369"	2011	0
"A12323408"	2013	0
"B08194359"	2012	0
"A08595324"	2010	0
"B78496759"	2009	0
"B82175001"	2009	0
"B03010634"	2008	0
"A08409948"	2013	0
"A12323408"	2012	0
"A48016794"	2012	0
"A41001439"	2010	0
"A28054211"	2011	0
"A28271914"	2013	0
"A47022058"	2010	0
"A28060515"	2012	0
"A41008301"	2009	0
"A36614691"	2008	0
"A47005095"	2010	0
"A81931214"	2010	0
"A08452500"	2013	0
"A08737249"	2013	0
"A17012626"	2010	0
"A26297663"	2011	0
"A01035807"	2011	0
"B82435371"	2009	0
"A46146551"	2012	0
"A46146551"	2011	0
"B81231516"	2009	0
"B41063355"	2014	0
"A17013269"	2012	0
"A08170151"	2010	0
"B84654201"	2013	0
"B83325076"	2012	0
"A08046799"	2008	0
"A08141038"	2008	0
"B82175001"	2007	0
"A24007072"	2010	0
"B39446315"	2013	0
"B82175001"	2008	0
"A08061590"	2013	0
"A08008518"	2013	0
"B03044641"	2007	0
"A08708620"	2013	0
"B03091527"	2010	0
"A39013867"	2013	0
"B31007354"	2009	0
"A11606134"	2011	0
"A41011271"	2012	0
"B46069654"	2013	0
"A48117881"	2008	0
"A28749976"	2011	0
"B31089071"	2013	0
"A46068318"	2011	0
"A08170151"	2012	0
"B45007671"	2007	0
"B08642324"	2013	0
"A07096886"	2010	0
"B09019548"	2007	0
"A46063731"	2010	0
"A28494896"	2009	0
"A43011196"	2008	0
"A08278293"	2013	0
"B28072205"	2013	0
"V95436002"	2013	0
"A11902814"	2011	0
"A08131153"	2009	0
"A30014211"	2012	0
"A07012826"	2012	0
"A28749976"	2010	0
"A41084740"	2010	0
"B03101748"	2011	0
"B46131371"	2007	0
"A08708620"	2012	0
"A13006903"	2013	0
"A80482334"	2007	0
"A78521168"	2009	0
"B78459815"	2007	0
"A08270993"	2011	0
"A32006413"	2007	0
"B28460681"	2011	0
"A41008301"	2007	0
"A24007072"	2008	0
"B39021217"	2013	0
"A41028820"	2013	0
"A08224081"	2013	0
"A78753514"	2012	0
"A62704457"	2010	0
"F50561091"	2013	0
"A96862933"	2009	0
"A78067188"	2012	0
"A45013620"	2013	0
"A08131153"	2013	0
"B78459815"	2010	0
"A08026072"	2007	0
"A41008640"	2010	0
"A28577864"	2011	0
"A08439291"	2009	0
"A28138386"	2012	0
"B35329077"	2007	0
"B81009151"	2013	0
"A03011541"	2010	0
"A78067188"	2013	0
"A08141038"	2009	0
"A15016595"	2012	0
"A50011980"	2007	0
"A80959612"	2007	0
"A16008294"	2011	0
"B48714133"	2014	0
"B20070082"	2011	0
"A28485761"	2013	0
"A03032653"	2010	0
"A28027647"	2013	0
"A12013496"	2014	0
"B78496759"	2012	0
"A45010543"	2007	0
"A38026605"	2010	0
"A02012714"	2014	0
"B30603229"	2007	0
"A08639643"	2008	0
"A81200511"	2008	0
"B09019548"	2013	0
"A26021527"	2013	0
"A08199168"	2009	0
"A08396830"	2011	0
"B31027097"	2013	0
"A33202474"	2008	0
"B31798929"	2013	0
"B37015526"	2010	0
"A08228520"	2007	0
"A80352750"	2011	0
"A28577864"	2009	0
"B36614816"	2008	0
"B39008404"	2012	0
"A31018799"	2010	0
"A19011626"	2009	0
"F25002338"	2014	0
"A48080147"	2011	0
"B39021217"	2011	0
"A03003530"	2011	0
"A78879079"	2012	0
"A58394941"	2012	0
"A08439291"	2014	0
"B61395497"	2010	0
"B46054508"	2007	0
"A27007731"	2012	0
"A28011286"	2009	0
"V82171133"	2010	0
"A08737249"	2012	0
"A41762386"	2012	0
"G07065709"	2010	0
"A12083002"	2009	0
"A08576753"	2013	0
"A34003624"	2012	0
"A08452500"	2012	0
"A53552634"	2012	0
"A08091894"	2013	0
"A15590904"	2012	0
"A03028552"	2014	0
"A80904576"	2011	0
"B08463424"	2010	0
"A12012340"	2009	0
"A96773940"	2013	0
"A08576753"	2012	0
"A53552634"	2011	0
"B83481002"	2010	0
"A30047120"	2010	0
"A32006413"	2009	0
"B03072576"	2013	0
"A28138386"	2010	0
"B95271326"	2012	0
"B46054508"	2013	0
"B03078391"	2012	0
"B83045674"	2011	0
"A81200511"	2009	0
"A39012638"	2010	0
"A08713869"	2009	0
"B27008390"	2007	0
"B28218287"	2013	0
"A38225041"	2009	0
"A19011626"	2012	0
"A12083002"	2012	0
"A28054211"	2007	0
"B82612896"	2012	0
"B31009715"	2008	0
"A46134250"	2007	0
"B33607649"	2007	0
"A40163909"	2012	0
"A08409948"	2011	0
"A79047916"	2012	0
"B11009917"	2014	0
"A08063372"	2011	0
"A28112555"	2011	0
"A78393840"	2009	0
"B81864894"	2011	0
"B81864894"	2007	0
"A31062342"	2013	0
"A08224081"	2011	0
"B46191094"	2012	0
"B28218816"	2012	0
"B81009151"	2008	0
"A45013620"	2011	0
"A29012044"	2008	0
"A33606682"	2010	0
"B47364872"	2013	0
"A38026605"	2011	0
"A96646880"	2007	0
"A38026605"	2012	0
"B80470628"	2010	0
"A48050124"	2012	0
"A30418255"	2009	0
"A45013620"	2012	0
"B31089071"	2012	0
"A03012614"	2010	0
"A07012826"	2010	0
"A81000028"	2009	0
"B78496759"	2011	0
"A35018696"	2013	0
"A23010200"	2013	0
"A08091894"	2012	0
"A48073274"	2011	0
"A58061383"	2008	0
"B31067697"	2007	0
"A03032653"	2009	0
"B45007671"	2011	0
"A03027919"	2012	0
"B48969877"	2011	0
"A08116147"	2008	0
"A08479933"	2013	0
"A38024345"	2009	0
"A28198356"	2008	0
"A38026605"	2013	0
"A58061383"	2013	0
"A78688934"	2013	0
"B50030964"	2013	0
"B08195653"	2009	0
"A46063731"	2011	0
"A33034695"	2014	0
"A12083002"	2013	0
"A38017844"	2007	0
"A33603317"	2010	0
"A08042764"	2012	0
"A17034505"	2013	0
"B59886531"	2010	0
"A08396830"	2012	0
"B54055140"	2013	0
"A28749976"	2013	0
"A40163909"	2009	0
"A12029468"	2007	0
"A03036373"	2007	0
"B46054508"	2011	0
"A80732142"	2010	0
"B03044641"	2012	0
"B57208878"	2010	0
"B06320410"	2011	0
"A15685324"	2009	0
"A79092573"	2012	0
"A08008518"	2012	0
"A28193209"	2013	0
"A08026635"	2013	0
"B82175001"	2012	0
"A26297663"	2008	0
"A28440576"	2012	0
"B03044641"	2009	0
"A50030543"	2012	0
"B30000574"	2014	0
"A13006903"	2010	0
"A07051253"	2012	0
"A08094435"	2011	0
"A28715316"	2012	0
"A30035547"	2012	0
"V82171133"	2014	0
"A41059445"	2010	0
"A08595324"	2007	0
"B60024353"	2009	0
"A78400603"	2012	0
"A41059445"	2008	0
"A08061731"	2008	0
"A81808966"	2013	0
"A08110249"	2012	0
"B61729737"	2008	0
"A47438262"	2012	0
"B60653466"	2008	0
"A48016794"	2009	0
"A41059445"	2012	0
"B31072705"	2008	0
"B31027097"	2012	0
"A23010200"	2012	0
"A28138386"	2013	0
"B96990015"	2009	0
"A15016595"	2011	0
"B03044641"	2011	0
"A15000227"	2011	0
"B37015526"	2013	0
"B37015526"	2012	0
"A31031545"	2010	0
"A14012819"	2012	0
"A08514986"	2013	0
"A39030812"	2012	0
"A08396830"	2009	0
"B37012069"	2012	0
"A30418255"	2010	0
"A26021527"	2010	0
"A41022989"	2009	0
"A17019316"	2013	0
"A50060011"	2009	0
"B04001848"	2013	0
"A48050124"	2009	0
"B96990015"	2013	0
"B32001687"	2007	0
"A82683434"	2013	0
"A28253656"	2009	0
"B60031150"	2013	0
"A31000441"	2011	0
"A08688095"	2012	0
"A08202715"	2012	0
"A81200511"	2010	0
"B96990015"	2011	0
"B37012069"	2009	0
"B20793956"	2012	0
"A28143782"	2010	0
"F49006554"	2007	0
"A35018027"	2013	0
"A20049755"	2011	0
"A08270993"	2007	0
"A80904576"	2010	0
"A24007072"	2009	0
"A20036083"	2008	0
"A08584062"	2013	0
"B28072205"	2011	0
"A31180060"	2009	0
"A80732142"	2011	0
"A46068318"	2007	0
"A48080881"	2007	0
"G07065709"	2011	0
"A08224081"	2010	0
"A08466807"	2010	0
"A28295806"	2011	0
"A46146551"	2009	0
"A28193209"	2012	0
"A46052809"	2013	0
"A45012259"	2009	0
"A78020732"	2009	0
"B03072576"	2011	0
"A45445210"	2009	0
"A28642122"	2012	0
"V48566475"	2012	0
"B11605862"	2010	0
"A95249199"	2012	0
"A08514028"	2011	0
"B31089071"	2008	0
"C28863686"	2010	0
"A08414906"	2007	0
"C28863686"	2012	0
"A08115578"	2011	0
"B80470628"	2013	0
"A28193209"	2011	0
"A83826362"	2011	0
"B38318572"	2012	0
"A04413340"	2009	0
"B38318572"	2010	0
"A46038519"	2014	0
"B30603229"	2010	0
"V48566475"	2009	0
"B38318572"	2011	0
"B28270411"	2011	0
"A01002864"	2010	0
"A08061731"	2013	0
"B60653466"	2011	0
"A43019868"	2008	0
"F30587919"	2013	0
"A15590904"	2010	0
"A08014813"	2007	0
"A33615923"	2013	0
"A15016702"	2011	0
"A28814135"	2011	.003
"A33603317"	2015	.03
"A33603317"	2014	.03
"B43009091"	2012	.053
"A33603317"	2016	.066
"A78343977"	2009	.084
"A78343977"	2010	.084
"A33603317"	2017	.09
"B31065980"	2016	.1
"A08375537"	2012	.104
"B46114724"	2010	.12
"A03024809"	2015	.12
"A03024809"	2016	.12
"A03024809"	2014	.12
"A02013985"	2014	.144
"A81593808"	2007	.21
"A21144498"	2011	.249
"B28227866"	2017	.301
"A43019868"	2013	.324
"A50066562"	2008	.355
"A20017604"	2008	.36
"A20017604"	2012	.361
"A20017604"	2011	.361
"A20017604"	2009	.361
"A20017604"	2013	.361
"B46149555"	2013	.361
"A20017604"	2010	.361
"B46149555"	2014	.361
"B46149555"	2012	.361
"B09019548"	2017	.386
"A33126244"	2008	.423
"A14000533"	2013	.451
"A36604783"	2014	.451
"A28111342"	2011	.451
"A14000533"	2012	.451
"A28111342"	2010	.451
"A14000533"	2010	.451
"A14000533"	2009	.451
"A14000533"	2011	.451
"A14000533"	2007	.451
"A14000533"	2008	.451
"A81117798"	2017	.49
"A24010217"	2011	.491
"A28440576"	2017	.505
"B30516645"	2015	.506
"A28057008"	2015	.511
"A28057008"	2017	.511
"A28057008"	2014	.511
"A28057008"	2016	.511
"A28057008"	2007	.511
"A47438262"	2011	.563
"A43004472"	2009	.646
"A46134250"	2010	.661
"A46134250"	2009	.661
"A82683434"	2008	.685
"A82683434"	2009	.685
"A43019868"	2014	.692
"A28070167"	2010	.751
"A28070167"	2009	.751
"A28070167"	2011	.751
"A46269155"	2016	.775
"A28245009"	2009	.82
"A47005095"	2016	.86
"A47005095"	2017	.86
"A28245009"	2011	.9
"A33608563"	2014	.902
"A46131769"	2017	.96
"A81496382"	2013	.962
"A81496382"	2014	.962
"A07021256"	2012	.962
"A28002640"	2009	.962
"A81496382"	2011	.962
"A81496382"	2016	.962
"A81496382"	2012	.962
"A81496382"	2017	.962
"A28002640"	2012	.962
"A28002640"	2011	.962
"A81496382"	2010	.962
"A81496382"	2015	.962
"A41008640"	2009	1
"A28600278"	2009	1
"A28600278"	2010	1
"A28600278"	2008	1
"A41008640"	2008	1
"B81542813"	2012	1.02
"B81542813"	2015	1.02
"B81542813"	2017	1.02
"B81542813"	2013	1.02
"B81542813"	2016	1.02
"A08393571"	2014	1.033
"A28375467"	2016	1.047
"A28900975"	2016	1.052
"B46012324"	2017	1.064
"B46012324"	2016	1.064
"B10005932"	2014	1.066
"A28581247"	2012	1.082
"A50042027"	2011	1.082
"A28581247"	2014	1.082
"A28581247"	2015	1.082
"A28581247"	2013	1.082
"A28581247"	2016	1.082
"A28581247"	2017	1.082
"A07059058"	2011	1.083
"B46055448"	2015	1.124
"A08296790"	2014	1.194
"B01013507"	2007	1.2
"B01013507"	2008	1.2
"A31082712"	2007	1.202
"B01013507"	2010	1.202
"A12004180"	2009	1.202
"B01013507"	2009	1.202
"B01013507"	2011	1.202
"A08484107"	2008	1.202
"B01013507"	2012	1.202
"A12004180"	2011	1.202
"B01013507"	2013	1.202
"A12004180"	2010	1.202
"B06422877"	2013	1.204
"A08141038"	2011	1.229
"A08290405"	2012	1.286
"A08270993"	2013	1.3
"A12011672"	2008	1.332
"A46078556"	2008	1.339
"A82716010"	2017	1.35
"A82683459"	2017	1.352
"A82683459"	2015	1.352
"A08296790"	2012	1.404
"A47008487"	2009	1.442
"A82716010"	2016	1.465
"B10005932"	2013	1.475
"A36011385"	2012	1.481
"A36011385"	2010	1.481
"A36011385"	2011	1.481
"A08154650"	2009	1.488
"B08195653"	2012	1.5
"B08195653"	2013	1.5
"A39023759"	2017	1.5
"A30012009"	2012	1.503
"A28295806"	2010	1.503
"A30012009"	2011	1.503
"A30012009"	2014	1.503
"A28295806"	2009	1.503
"A30012009"	2009	1.503
"A30012009"	2010	1.503
"A30012009"	2013	1.503
"A30012009"	2008	1.503
"A30012009"	2007	1.503
"B03002441"	2012	1.629
"A01019702"	2007	1.64
"A28245009"	2008	1.649
"A07066467"	2008	1.653
"B30033666"	2009	1.683
"B30033666"	2008	1.683
"B35006360"	2017	1.756
"A03734514"	2014	1.788
"A08029951"	2012	1.793
"A26001867"	2016	1.798
"A92030402"	2009	1.8
"A08354441"	2014	1.8
"A41035742"	2017	1.803
"B62409065"	2008	1.803
"B10005932"	2012	1.803
"B03002441"	2011	1.825
"A17010018"	2011	1.828
"A17010018"	2017	1.828
"A17010018"	2016	1.828
"A17010018"	2010	1.828
"A17010018"	2015	1.828
"A17010018"	2012	1.828
"A17010018"	2014	1.828
"A28295806"	2013	1.837
"A01008069"	2013	1.854
"A07021256"	2013	1.862
"A07021256"	2014	1.862
"A96569207"	2017	1.876
"B14008999"	2011	1.885
"A08013898"	2011	1.941
"B27007897"	2010	1.977
"A35026590"	2009	1.983
"A14336143"	2016	2
"B63149637"	2015	2
"A14336143"	2013	2
"B07650112"	2017	2
"B35015262"	2010	2
"A41008640"	2014	2
"A41008640"	2013	2
"B07650112"	2016	2
"A14336143"	2017	2
"B35015262"	2009	2
"A41008640"	2012	2
"A14336143"	2015	2
"A28623155"	2013	2
"B03002441"	2010	2.02
"A08225278"	2016	2.033
"A07059058"	2009	2.055
"A07059058"	2010	2.055
"A08225278"	2017	2.083
"A36006021"	2007	2.09
"A36006021"	2008	2.094
"A35026590"	2012	2.105
"A28295806"	2015	2.12
"A08425902"	2011	2.14
"A46035770"	2008	2.15
"A46269155"	2015	2.155
"A28448538"	2015	2.164
"A41022989"	2011	2.164
"A28440576"	2016	2.189
"A07427081"	2015	2.2
"A28192532"	2016	2.203
"A30036438"	2007	2.284
"A30041719"	2008	2.385
"A15000391"	2013	2.404
"A50022698"	2015	2.404
"B62409065"	2012	2.404
"A15000391"	2012	2.404
"B62409065"	2013	2.404
"A20073508"	2015	2.41
"B28545994"	2011	2.438
"A28487007"	2016	2.467
"A96569207"	2013	2.496
"A96569207"	2014	2.496
"A09015256"	2017	2.5
"B35329077"	2015	2.55
"B35329077"	2016	2.55
"B35329077"	2017	2.55
"A17003757"	2012	2.589
"A08197022"	2017	2.602
"A41011271"	2014	2.638
"A28642122"	2008	2.64
"A26001867"	2010	2.675
"A33034422"	2011	2.692
"A28487007"	2015	2.699
"B46070728"	2014	2.767
"B46070728"	2012	2.767
"B46070728"	2013	2.767
"B46070728"	2010	2.767
"B46070728"	2015	2.767
"B46070728"	2009	2.767
"B46070728"	2011	2.767
"A08452500"	2017	2.778
"A50008390"	2014	2.8
"A08704520"	2007	2.81
"B30000574"	2008	2.813
"B10005932"	2015	2.853
"A41008301"	2017	2.866
"A09015256"	2008	2.874
"B38025920"	2013	2.88
"B38025920"	2014	2.88
"A28559474"	2011	2.885
"A08075954"	2011	2.917
"A08061590"	2015	3
"A28012342"	2007	3
"A48062418"	2009	3
"A08225278"	2013	3
"A39020805"	2016	3
"A01061373"	2016	3
"B80146517"	2017	3
"A08225278"	2014	3
"A39020805"	2015	3
"A46066791"	2016	3
"A03088580"	2009	3.005
"A28132959"	2009	3.005
"A33614082"	2013	3.005
"A33614082"	2014	3.005
"A33614082"	2012	3.005
"A03088580"	2008	3.01
"A03088580"	2007	3.01
"B28218287"	2009	3.015
"F30587919"	2011	3.064
"A28636025"	2011	3.14
"A28086858"	2017	3.158
"A28086858"	2016	3.158
"A28086858"	2015	3.158
"A28086858"	2010	3.158
"A28086858"	2013	3.158
"B60024353"	2017	3.163
"B28118800"	2012	3.18
"A31072325"	2014	3.18
"A50042027"	2010	3.201
"B28545994"	2008	3.215
"A07066467"	2012	3.267
"A28333490"	2014	3.272
"B35329077"	2013	3.3
"B35329077"	2014	3.3
"A11605409"	2010	3.327
"A36005684"	2014	3.333
"A30036438"	2008	3.387
"A08507741"	2009	3.39
"B30033666"	2007	3.414
"A03084936"	2011	3.417
"A46104485"	2011	3.421
"A08007056"	2009	3.456
"A14020713"	2014	3.461
"A14020713"	2012	3.461
"A14020713"	2013	3.461
"A14020713"	2015	3.461
"A04016952"	2008	3.482
"A45019916"	2017	3.485
"A08157737"	2016	3.493
"A17051152"	2015	3.5
"A09004813"	2017	3.5
"A03088580"	2010	3.511
"A03088580"	2011	3.511
"A03088580"	2012	3.511
"A07027261"	2009	3.523
"A09015256"	2014	3.542
"A97628242"	2013	3.567
"A48110381"	2017	3.6
"A45012226"	2012	3.6
"A48110381"	2015	3.6
"A48110381"	2016	3.6
"A33778739"	2008	3.61
"A12027488"	2013	3.75
"B36009942"	2011	3.751
"A28332914"	2007	3.77
"A08637829"	2013	3.779
"A38371159"	2015	3.83
"A12016549"	2012	3.846
"A28054211"	2009	3.906
"A28054211"	2010	3.906
"A97628242"	2017	3.917
"A08358442"	2007	3.93
"A08358442"	2008	3.931
"A08358442"	2016	3.931
"A08358442"	2010	3.931
"A08358442"	2011	3.931
"A08358442"	2009	3.931
"A08358442"	2017	3.931
"A08358442"	2015	3.931
"A08438194"	2010	3.942
"A08425902"	2015	3.952
"B46108403"	2011	3.983
"A20056248"	2015	4
"A08136806"	2012	4
"A17003757"	2011	4.044
"A28386225"	2015	4.069
"A35026590"	2011	4.089
"A28245009"	2007	4.107
"A08121089"	2012	4.127
"A08121089"	2013	4.127
"A35031343"	2016	4.131
"B03010634"	2016	4.157
"A28117026"	2012	4.186
"A28117026"	2014	4.186
"A28117026"	2015	4.186
"A28117026"	2013	4.187
"B62409065"	2010	4.207
"B62409065"	2011	4.207
"B83541912"	2015	4.21
"A03026697"	2016	4.224
"A03026697"	2015	4.224
"A03026697"	2014	4.224
"B31637069"	2017	4.279
"A12013496"	2013	4.316
"A28642122"	2011	4.32
"A08533945"	2012	4.327
"A08533945"	2011	4.327
"A08533945"	2010	4.327
"A03734514"	2013	4.331
"A08191579"	2007	4.332
"A78100609"	2013	4.36
"B08912669"	2008	4.407
"B08912669"	2009	4.407
"A08191579"	2008	4.423
"A08036709"	2009	4.434
"A29027901"	2014	4.443
"A08393571"	2013	4.477
"A08191579"	2009	4.49
"A08094567"	2008	4.51
"A50011980"	2017	4.518
"A97628242"	2016	4.522
"A28255784"	2008	4.56
"A28101020"	2017	4.578
"A28101020"	2014	4.578
"A28101020"	2011	4.578
"A28101020"	2015	4.578
"A28101020"	2012	4.578
"A28101020"	2013	4.578
"A28101020"	2016	4.578
"A08191579"	2010	4.581
"A73093734"	2017	4.596
"A50066562"	2007	4.614
"B81542813"	2011	4.626
"A28642122"	2014	4.636
"A28555563"	2014	4.693
"A02013985"	2012	4.725
"B28118800"	2009	4.75
"A08243297"	2016	4.789
"A28399434"	2014	4.799
"A28580520"	2015	4.844
"A20060075"	2015	4.889
"A08560179"	2011	4.899
"B33607466"	2014	4.899
"A48080881"	2017	4.93
"A26018119"	2014	4.934
"A28211092"	2010	4.942
"A28211092"	2008	4.942
"A08354441"	2017	4.947
"A08513749"	2013	4.988
"A08513749"	2015	4.988
"A08513749"	2009	4.988
"A08513749"	2014	4.988
"A08513749"	2012	4.988
"A08513749"	2011	4.988
"A08513749"	2007	4.988
"A08513749"	2010	4.988
"A08513749"	2008	4.988
"A48031140"	2017	5
"A48031140"	2016	5
"A48031140"	2015	5
"A41031303"	2013	5
"B18547281"	2010	5
"A35031343"	2011	5.034
"A08238578"	2010	5.052
"B03036712"	2017	5.056
"A73093734"	2016	5.107
"B23357700"	2017	5.12
"A26270322"	2017	5.132
"A78905908"	2014	5.184
"A08270993"	2012	5.202
"A41008301"	2016	5.242
"A07059058"	2008	5.25
"A45010204"	2011	5.256
"A25010430"	2015	5.299
"B46191094"	2010	5.305
"B60241437"	2007	5.328
"A15044530"	2009	5.337
"A08197022"	2016	5.38
"A92086479"	2017	5.401
"A08720245"	2015	5.458
"A48031140"	2014	5.46
"A48031140"	2013	5.46
"A31031545"	2008	5.49
"A17003757"	2010	5.499
"A08197022"	2013	5.523
"A38010997"	2010	5.613
"A28642122"	2017	5.622
"A28674968"	2014	5.631
"A50017334"	2007	5.71
"A50017334"	2009	5.71
"A50034024"	2011	5.715
"A17003757"	2007	5.73
"A28559474"	2014	5.735
"A08121089"	2014	5.794
"A17003757"	2008	5.807
"A81896375"	2012	5.82
"A81896375"	2010	5.82
"A81896375"	2011	5.82
"A28187672"	2014	5.86
"A14009823"	2008	5.87
"A14009823"	2007	5.87
"A14009823"	2010	5.872
"A14009823"	2015	5.872
"A14009823"	2016	5.872
"A14009823"	2013	5.872
"A14009823"	2017	5.872
"A14009823"	2009	5.872
"A14009823"	2011	5.872
"A14009823"	2012	5.872
"A14009823"	2014	5.872
"A28198661"	2010	5.885
"A29051067"	2011	5.892
"A28637502"	2016	5.916
"A17003757"	2009	5.999
"A41008640"	2011	6
"A28187672"	2017	6
"A28187672"	2016	6
"A08170151"	2009	6
"A28187672"	2015	6
"A46031027"	2013	6
"B35054006"	2013	6
"B35054006"	2011	6
"A08116147"	2016	6
"A41031303"	2012	6
"A41027723"	2012	6.01
"A41027723"	2015	6.01
"A41027723"	2011	6.01
"A41027723"	2013	6.01
"A41027723"	2010	6.01
"A08197022"	2014	6.016
"A08439291"	2008	6.056
"A47005095"	2007	6.09
"B46135364"	2012	6.106
"A28729424"	2016	6.109
"A48114151"	2015	6.229
"B46157285"	2014	6.257
"A29030715"	2010	6.257
"A28623379"	2010	6.278
"B28118800"	2011	6.278
"A31072325"	2013	6.295
"A07033491"	2007	6.31
"A08094435"	2007	6.31
"A08094435"	2008	6.311
"B27013382"	2011	6.312
"A08358442"	2014	6.371
"A41027723"	2009	6.431
"B35054006"	2015	6.5
"B35054006"	2016	6.5
"A21008727"	2013	6.502
"A29009537"	2013	6.515
"A28027811"	2009	6.581
"A28581247"	2011	6.584
