nif	year	pasivo_liq
"A43014174"	2016	1154.781
"A62035282"	2008	1155.675
"A35014075"	2012	1156.071
"A01007137"	2016	1156.508
"B45018017"	2011	1156.846
"A30014211"	2012	1157.917
"A08128035"	2013	1158.042
"A48082085"	2017	1158.111
"B50561968"	2016	1158.875
"B03078391"	2011	1159.108
"A07123441"	2012	1160.776
"A12083002"	2016	1161.159
"A03167939"	2015	1161.273
"B41441387"	2013	1161.792
"A60963287"	2009	1162.654
"B35006360"	2011	1162.737
"A48081061"	2009	1163.723
"A07033491"	2013	1163.77
"A17051152"	2015	1164.092
"A82026840"	2011	1164.24
"A82026840"	2013	1164.319
"A83048363"	2008	1164.87
"B30037204"	2007	1167.7
"A08141038"	2007	1167.744
"B28689370"	2016	1168.202
"A46146551"	2011	1168.495
"A28228690"	2017	1169.407
"A28172476"	2015	1170.813
"B12023065"	2008	1170.869
"B31077514"	2016	1171.993
"A08186215"	2017	1172.374
"B08447948"	2013	1177.611
"A35569102"	2016	1177.625
"B08229221"	2014	1179.232
"A30014211"	2015	1179.314
"A48005672"	2017	1179.551
"A08280323"	2017	1180.182
"A07265465"	2009	1180.398
"B48907885"	2010	1181.211
"A28724268"	2017	1182.341
"A35515485"	2013	1183.677
"A08436214"	2010	1183.833
"A08202582"	2009	1183.94
"B12026183"	2016	1184.027
"B45018017"	2012	1184.173
"A50060011"	2017	1184.413
"A08533945"	2011	1184.605
"A29955093"	2015	1186.182
"A05007687"	2012	1186.438
"A19011626"	2010	1186.813
"A46068318"	2012	1187.377
"B03078391"	2010	1188.794
"B03072857"	2010	1189.898
"A28192532"	2013	1190.192
"B46054508"	2017	1190.198
"B13004924"	2010	1190.596
"B50561968"	2011	1191.46
"A08675522"	2016	1192.309
"A50012822"	2013	1193.118
"A48005672"	2016	1193.663
"B82988825"	2008	1194.287
"A17004763"	2015	1194.607
"B43032713"	2014	1194.835
"A33618257"	2011	1195.708
"A35144989"	2010	1196
"B12029153"	2008	1196.55
"B50030964"	2009	1196.569
"A82026840"	2010	1196.619
"A08097438"	2009	1197.989
"A09018862"	2008	1198.12
"A04001897"	2009	1198.863
"A08480287"	2017	1198.971
"A48840359"	2017	1199
"A17006792"	2017	1199.248
"A08075954"	2012	1199.81
"A83048363"	2010	1199.817
"A46146551"	2012	1200.304
"A35008168"	2008	1200.485
"B35006360"	2008	1201.549
"B03072857"	2011	1202.661
"A35046911"	2013	1203
"A41088493"	2017	1203.22
"B08688301"	2012	1203.746
"A09018862"	2017	1205.052
"A38013272"	2016	1205.167
"A08097438"	2008	1205.833
"A08220428"	2016	1205.877
"A08260663"	2013	1207.856
"A41084740"	2007	1209.967
"A35014075"	2011	1210.989
"A35046911"	2009	1211
"A20017604"	2010	1212.578
"A78990603"	2011	1212.837
"B12023065"	2013	1212.971
"A19011634"	2015	1213.249
"B78496759"	2008	1213.535
"A35019637"	2013	1215.336
"A41027723"	2012	1216.076
"A45012259"	2010	1216.274
"A08026072"	2008	1217.5
"A10010445"	2013	1217.692
"B41063355"	2013	1218.112
"A35144989"	2007	1219.005
"A22009492"	2015	1219.883
"A35811272"	2017	1220.134
"A30047120"	2009	1220.445
"B30034730"	2016	1220.643
"A45012259"	2008	1220.973
"B91629634"	2015	1221.036
"A11902814"	2015	1221.115
"A07244023"	2011	1221.385
"A07051253"	2017	1221.847
"B43587120"	2015	1222.744
"A05007687"	2017	1223.445
"B12029153"	2015	1223.51
"A15020795"	2017	1226.393
"A08639643"	2015	1226.62
"A30046320"	2015	1226.806
"A39007729"	2017	1226.861
"A12363529"	2008	1226.958
"A20017604"	2012	1228.129
"B35006360"	2015	1228.218
"A28814135"	2009	1228.808
"A09018862"	2011	1229.036
"B46045993"	2011	1229.219
"B12029153"	2011	1229.955
"A43014174"	2017	1230.879
"A11256104"	2016	1230.886
"A08667016"	2012	1231.177
"A78400603"	2017	1231.471
"B21259726"	2007	1231.53
"A01035807"	2008	1232
"A08128035"	2009	1232.975
"B03091527"	2010	1233.574
"B17002049"	2008	1233.651
"B03019106"	2016	1234.389
"A35510650"	2010	1234.48
"B61567970"	2016	1234.847
"A30016687"	2012	1235.355
"B35027143"	2014	1235.974
"B19179662"	2016	1237.128
"A28485761"	2016	1237.259
"B30035968"	2017	1237.408
"A08436214"	2017	1238.269
"A28027811"	2009	1238.89
"A08170151"	2015	1239
"B08078396"	2016	1239.368
"A96918867"	2008	1239.437
"A39013867"	2012	1239.701
"A63645220"	2016	1240.229
"B46043238"	2011	1240.652
"B35015262"	2015	1241.491
"A08121089"	2014	1241.849
"A41027723"	2011	1242.543
"A27005834"	2013	1242.587
"B03036712"	2014	1244.898
"A50060011"	2014	1245.887
"A07190291"	2017	1246.684
"A29955093"	2016	1246.81
"A85280253"	2015	1247
"A48033526"	2015	1247.048
"A41057209"	2017	1247.063
"A08480287"	2016	1247.468
"A28485761"	2015	1247.674
"A17054081"	2016	1248.582
"A18024919"	2015	1248.597
"B28689370"	2017	1248.805
"A27005834"	2007	1249.57
"B41033143"	2014	1250.358
"A58534777"	2009	1250.573
"A08397465"	2007	1252.816
"A17039140"	2016	1254.278
"A07086515"	2010	1254.601
"A28027811"	2008	1254.846
"B82988825"	2011	1255.528
"B35027143"	2011	1256.457
"A14000939"	2017	1257.426
"A45019916"	2015	1258.275
"A08679060"	2017	1258.771
"B03101748"	2014	1259.1
"A21007570"	2016	1259.171
"A50023423"	2015	1259.312
"B62173604"	2007	1259.71
"A17019316"	2007	1260.21
"B31067168"	2016	1261.246
"A28392033"	2014	1261.354
"A58534777"	2017	1261.46
"A20060075"	2012	1262.116
"A41089368"	2011	1263.184
"A28271914"	2017	1264.144
"A08128035"	2012	1266.653
"B36009942"	2014	1267.931
"B28120012"	2013	1268.391
"A11609682"	2011	1268.533
"A36603637"	2014	1268.849
"A17013657"	2012	1268.88
"A35031343"	2014	1268.967
"A30016182"	2014	1268.987
"B92963628"	2016	1269.001
"A33604182"	2015	1269.172
"A03062619"	2013	1269.674
"A48016794"	2014	1271.212
"A17007014"	2010	1271.667
"A46021804"	2010	1271.73
"B03072857"	2009	1271.821
"A81438145"	2014	1272.051
"A41059445"	2013	1272.54
"A41008301"	2007	1272.789
"B41045089"	2013	1272.955
"A11301645"	2007	1273.26
"A30047120"	2016	1274.045
"A41059445"	2010	1274.35
"A26011841"	2010	1276.228
"A41088493"	2016	1276.673
"B41045089"	2011	1276.752
"B35006360"	2010	1277.45
"A15020795"	2007	1279.215
"A03011541"	2010	1279.771
"A07265465"	2008	1280.568
"A82026840"	2014	1280.686
"A28132959"	2015	1280.688
"B03036712"	2007	1283.412
"A08008518"	2017	1283.839
"B30016612"	2017	1284.746
"A28253656"	2010	1285.968
"A08296790"	2016	1286.301
"A36010544"	2008	1286.427
"A47016944"	2013	1286.582
"A07010937"	2012	1287.36
"A24012692"	2015	1287.599
"A47017728"	2013	1287.849
"B35015262"	2014	1287.858
"B41015652"	2017	1287.861
"B15027170"	2014	1290.008
"A46146551"	2010	1290.148
"B41042995"	2016	1290.548
"B03072857"	2007	1291.197
"B29901469"	2011	1291.291
"A28801942"	2011	1291.621
"A28143782"	2009	1292
"A28198661"	2012	1292
"A27005834"	2010	1292.326
"A29018249"	2008	1292.41
"B45018017"	2007	1292.586
"A31018187"	2015	1293.427
"A12016143"	2007	1294.266
"A48040034"	2016	1294.681
"A29955093"	2014	1294.705
"A21007570"	2017	1294.75
"A28138386"	2010	1295.126
"A20036083"	2015	1296.448
"A17038035"	2009	1296.688
"A28642122"	2016	1298.012
"A28814135"	2010	1298.29
"A08121089"	2012	1299.282
"A41008301"	2009	1299.394
"A38003679"	2010	1299.676
"A03086931"	2016	1300.108
"A07033491"	2008	1301.038
"B07025315"	2008	1302.47
"A07123441"	2011	1302.665
"A63645220"	2017	1302.754
"A39005095"	2015	1302.775
"A15033699"	2014	1303.486
"A28086858"	2016	1303.862
"A28412724"	2012	1304.189
"A35014414"	2012	1304.396
"A19011634"	2016	1305.043
"A28027811"	2010	1305.117
"B12029153"	2010	1307.087
"A41027723"	2013	1308.084
"A08533945"	2016	1308.593
"A43035708"	2009	1308.69
"A03066909"	2017	1311.085
"A12016143"	2015	1311.26
"A45017241"	2017	1311.443
"A28253656"	2011	1311.476
"A08533945"	2010	1311.571
"A08278293"	2017	1312.159
"A48547558"	2007	1312.26
"B30016612"	2014	1312.635
"A27007731"	2008	1312.818
"A46115101"	2007	1313.968
"A12012340"	2016	1314.461
"A08275281"	2014	1314.91
"A08026072"	2007	1315.57
"A14000939"	2016	1316.208
"B41063355"	2012	1318.142
"A41057209"	2016	1318.407
"A15000227"	2008	1318.57
"A41059445"	2011	1319.63
"A28368603"	2012	1320.095
"A20060075"	2009	1320.204
"A08273898"	2014	1320.622
"B08271694"	2017	1320.801
"A28556504"	2015	1320.84
"A50016930"	2011	1321.442
"A30046320"	2007	1321.88
"A35019637"	2012	1324.215
"A43020486"	2007	1326.119
"A20036083"	2016	1326.769
"A44004422"	2017	1327.34
"A30016687"	2011	1327.771
"B35006360"	2009	1327.978
"B20013983"	2007	1328.259
"A08115578"	2016	1328.625
"B43587120"	2017	1329.369
"A08026072"	2016	1330.607
"A78526811"	2012	1330.996
"A03066909"	2007	1331.56
"A46030680"	2015	1333.384
"A08663098"	2014	1334.643
"A46072823"	2016	1335.423
"A20017604"	2017	1335.977
"B82988825"	2014	1336.028
"A08584062"	2014	1336.029
"A19011626"	2009	1337.273
"B23011273"	2015	1337.621
"B29901469"	2009	1337.948
"A28724268"	2014	1338.517
"A12007555"	2016	1339.177
"A21007950"	2017	1339.46
"B46043238"	2012	1340.251
"A27007731"	2014	1340.506
"A28724268"	2016	1340.581
"A81438145"	2016	1341.383
"A09010661"	2011	1341.402
"A08562431"	2015	1341.606
"A08663098"	2015	1341.609
"B43590272"	2012	1342.699
"A35031343"	2013	1343.342
"A27252063"	2014	1343.346
"B17002049"	2011	1343.385
"A08115578"	2017	1343.6
"B03026382"	2011	1344.702
"A31062342"	2017	1345.428
"A03026697"	2012	1346.1
"B30016612"	2015	1346.548
"A07010937"	2017	1346.937
"A08228520"	2011	1347.018
"A81841850"	2016	1347.757
"A03026697"	2016	1347.94
"A58253816"	2017	1348.352
"B08229221"	2013	1348.906
"A07123441"	2014	1349.092
"A07010937"	2010	1350.129
"B46054508"	2015	1352.329
"A78400603"	2016	1352.822
"A08511453"	2017	1354.458
"B20013983"	2011	1354.903
"A08128035"	2014	1355.073
"A08220428"	2015	1357.033
"A41762386"	2012	1357.358
"A20017604"	2011	1357.831
"A46084984"	2011	1358.466
"A28271914"	2013	1359.184
"A33618257"	2015	1360.129
"A48050439"	2011	1361.148
"A28392033"	2015	1361.749
"A48117881"	2017	1363.162
"B41441387"	2012	1363.651
"A35046911"	2012	1364
"B41015652"	2016	1364.437
"A20015368"	2014	1364.447
"B50030964"	2008	1364.514
"B41045089"	2016	1364.913
"A09018862"	2014	1365.047
"A48050728"	2015	1366.332
"A82683459"	2017	1366.538
"A33604182"	2014	1366.695
"A03003530"	2008	1366.928
"A48033526"	2016	1369.743
"A28642122"	2017	1370.481
"A46069456"	2017	1370.689
"A48040034"	2017	1371.218
"A20015368"	2013	1371.267
"A17010018"	2017	1371.379
"A28485761"	2008	1372.535
"A36603421"	2017	1373.539
"A31024458"	2014	1373.963
"A08121089"	2013	1374.342
"A35031343"	2017	1374.687
"A35046911"	2010	1375
"B38025920"	2017	1377.61
"A08026072"	2009	1378.249
"A44004059"	2015	1378.319
"A13006903"	2017	1379.335
"A07059058"	2008	1380.456
"A31030901"	2017	1381.229
"B08688301"	2013	1381.696
"A48080683"	2012	1382.087
"A35046572"	2008	1383.522
"A08128035"	2015	1383.661
"A17007014"	2012	1384.463
"A03026697"	2015	1384.692
"A30016687"	2014	1384.91
"A50057421"	2015	1384.911
"A35008168"	2007	1386.398
"A96785225"	2013	1386.83
"A30022214"	2016	1387.007
"A81438145"	2017	1387.6
"A35046911"	2014	1388
"A36608180"	2015	1388.009
"B78496759"	2016	1389.39
"A28138386"	2009	1389.669
"A39013867"	2015	1389.676
"A08278293"	2010	1389.688
"A17019316"	2013	1393
"A17019316"	2014	1393
"B20013983"	2008	1393.407
"A31062342"	2007	1393.882
"B43587120"	2016	1394.108
"A15020795"	2010	1394.647
"A48080683"	2008	1396.155
"A47024393"	2014	1396.575
"B24399305"	2007	1397.8
"A45012259"	2016	1398.048
"B01013507"	2008	1398.27
"A46146551"	2013	1398.572
"B28218816"	2013	1399.365
"A28027811"	2007	1399.59
"A28172476"	2014	1399.633
"A20074167"	2015	1399.99
"A08663098"	2017	1400.137
"B29901469"	2010	1400.334
"B38017067"	2013	1400.483
"A33618257"	2016	1400.967
"A46030680"	2016	1401.311
"A41057209"	2010	1401.507
"A01292846"	2009	1402.403
"A45020450"	2011	1402.565
"A62520788"	2016	1403.78
"A46131769"	2017	1404.416
"A11609682"	2009	1405.208
"A08097438"	2016	1405.798
"B46045993"	2014	1406.174
"A47024393"	2010	1406.545
"A06163851"	2011	1406.576
"A33008921"	2009	1406.714
"A20036083"	2012	1407.819
"A08197022"	2016	1408.604
"A35012012"	2010	1409.924
"A31062342"	2008	1409.93
"A46005252"	2015	1410.205
"A48080683"	2013	1410.567
"A28253656"	2013	1410.6
"A33025701"	2015	1411.325
"A28642122"	2007	1411.5
"B28379386"	2015	1412.933
"A28801942"	2007	1413.045
"A20036083"	2009	1414.724
"A07123441"	2010	1415.236
"B17016569"	2011	1415.763
"B03078391"	2008	1415.845
"A48080683"	2010	1415.866
"A01035807"	2009	1416
"A48081061"	2016	1416.1
"B43014430"	2017	1416.792
"A19011626"	2012	1416.844
"A15169535"	2016	1417.009
"A43015965"	2015	1417.239
"A45020450"	2012	1417.249
"A28101020"	2008	1418.13
"A25026733"	2008	1418.336
"A15049281"	2012	1419.991
"A14000533"	2017	1420.062
"A19011626"	2014	1420.63
"A78267309"	2012	1420.64
"B03101748"	2013	1421.227
"A07190309"	2017	1423.635
"A36000073"	2017	1424.455
"A11301645"	2008	1425.26
"A01006055"	2015	1426.247
"A08202582"	2007	1428.08
"B30028187"	2017	1428.6
"A39000104"	2015	1430.09
"A07086515"	2014	1430.955
"A41057209"	2011	1432.102
"A31035413"	2014	1432.536
"A08603888"	2015	1434.659
"A28138386"	2013	1435.482
"A20056248"	2016	1436.139
"A30012009"	2013	1436.289
"A28801942"	2008	1436.949
"A08280323"	2015	1437.343
"B50030964"	2010	1437.831
"A46146551"	2014	1437.866
"A80352750"	2014	1439
"A31194905"	2009	1440
"A81438145"	2015	1443.505
"A20024568"	2016	1443.792
"A03011541"	2013	1444.925
"A50459528"	2016	1445.133
"B41045089"	2014	1446.434
"B81308439"	2016	1446.6
"A08273898"	2013	1446.601
"A46048732"	2010	1446.979
"A37003050"	2016	1447.187
"B78496759"	2011	1447.862
"A28143782"	2011	1449.999
"A08603888"	2016	1450.445
"B12523601"	2011	1450.501
"A08290975"	2015	1450.927
"A12007555"	2017	1451.683
"A28167567"	2012	1451.718
"B17016254"	2012	1451.797
"A17010018"	2015	1452.016
"B07985609"	2010	1452.727
"A20060075"	2013	1453.632
"A48016877"	2011	1453.806
"A13006903"	2016	1454.496
"A41027723"	2010	1456.818
"B43587120"	2013	1457.195
"A27007731"	2009	1457.411
"A08562431"	2014	1458.008
"A28412724"	2011	1458.107
"B46131371"	2016	1458.363
"B28120012"	2007	1459.7
"A30046320"	2010	1459.972
"A31030901"	2015	1460.363
"A41057209"	2015	1460.766
"A08097438"	2017	1461.559
"A48080683"	2017	1462.058
"A48080683"	2011	1462.121
"B28701340"	2016	1462.4
"A07010937"	2011	1463.189
"A96785225"	2007	1463.31
"B35015262"	2016	1463.478
"A30022214"	2015	1463.613
"B46045993"	2015	1464.183
"A01017557"	2011	1465.232
"A20056248"	2017	1465.298
"A48050728"	2012	1466.492
"A06163851"	2017	1466.926
"B47030770"	2014	1469.544
"A17010018"	2016	1470.478
"A30047120"	2012	1471.603
"A28271112"	2014	1471.787
"A20036083"	2013	1472.325
"B42001297"	2009	1472.543
"A18012930"	2009	1473.867
"A41057209"	2013	1473.867
"A20017604"	2008	1474.23
"A44004422"	2016	1475.806
"B03035854"	2008	1475.811
"A08128035"	2008	1477.346
"B19179662"	2017	1478.612
"A36608180"	2017	1481.444
"B50561968"	2009	1482.661
"B18012831"	2017	1482.879
"B84372051"	2017	1483
"A39023759"	2011	1483.766
"A08482952"	2014	1484.913
"A08637829"	2014	1484.999
"A08323404"	2010	1485.175
"A26014035"	2009	1485.343
"A11256104"	2015	1485.593
"A48080683"	2007	1485.8
"B30603229"	2016	1486.669
"A25026733"	2007	1486.948
"B03072857"	2012	1488.374
"A32006579"	2017	1488.601
"A08397465"	2010	1488.768
"A20005351"	2011	1488.873
"B08078396"	2011	1490.024
"B13004924"	2015	1490.078
"A78097656"	2014	1490.107
"B01013507"	2009	1490.154
"B12014692"	2015	1490.433
"A92153527"	2016	1491.486
"B35027143"	2017	1492.024
"A46021804"	2009	1493.75
"A28562908"	2011	1494.269
"A41002809"	2014	1494.496
"A28271112"	2015	1494.886
"B35015262"	2013	1495.034
"A30014211"	2009	1495.454
"A38003679"	2012	1495.871
"A01002864"	2016	1495.995
"A15049281"	2013	1496.708
"A41088493"	2008	1498.043
"A41088493"	2011	1498.178
"A78905908"	2015	1498.438
"A28814135"	2007	1500.57
"B28379386"	2013	1500.853
"B83393223"	2015	1501.471
"A08141038"	2008	1501.909
"A28229409"	2017	1502.385
"A12105029"	2012	1502.744
"B50068105"	2017	1502.923
"A05007687"	2013	1503.754
"A15049281"	2011	1504.68
"A26014035"	2008	1504.8
"B60544046"	2015	1506.035
"B38017067"	2012	1506.596
"B39021217"	2009	1506.909
"A46068318"	2008	1507.693
"B48969885"	2007	1508.04
"A97163653"	2015	1508.945
"A08397119"	2014	1509.439
"A31003247"	2013	1511.01
"A27007731"	2013	1511.221
"B38017067"	2011	1511.509
"A03028552"	2010	1511.573
"A08225278"	2007	1512.133
"A17038035"	2011	1512.984
"B08229221"	2015	1513.672
"A08139339"	2011	1514.954
"A28172476"	2012	1515.509
"B31067168"	2017	1516.035
"A36619476"	2016	1516.607
"B78496759"	2013	1517.163
"B31089071"	2010	1518.279
"A35046572"	2009	1518.839
"A48080683"	2014	1518.931
"B30035968"	2015	1518.945
"A08008518"	2009	1519.547
"A08008518"	2010	1519.658
"A08259046"	2014	1520.111
"B82988825"	2015	1520.225
"A07244023"	2014	1520.459
"A01014794"	2017	1520.561
"B28555001"	2009	1520.781
"A33603317"	2007	1521.47
"A31017106"	2017	1521.978
"B46054508"	2007	1522.459
"A36000073"	2015	1522.763
"A32006579"	2009	1523.521
"A27007731"	2011	1523.615
"A32006744"	2010	1523.746
"A35031343"	2012	1523.811
"A16007064"	2008	1523.96
"A31018799"	2017	1524.137
"B35015262"	2009	1524.402
"A41059445"	2009	1524.51
"A03028552"	2013	1525.383
"B43590272"	2015	1525.916
"A07244023"	2013	1526.628
"A47022058"	2012	1526.639
"A46168795"	2014	1526.728
"A58534777"	2014	1526.749
"B61567970"	2017	1526.75
"A08026072"	2014	1527.051
"A07033491"	2014	1527.783
"A12002887"	2016	1528.269
"A36608180"	2014	1529.052
"A12083002"	2017	1530.28
"A28101020"	2010	1530.409
"B31039530"	2017	1531.207
"A08275281"	2013	1532.98
"A30046320"	2013	1533.45
"A95444519"	2017	1533.714
"A12105029"	2010	1533.917
"B03036712"	2008	1533.968
"A28229409"	2014	1534.505
"A15049281"	2017	1535.691
"A08029951"	2015	1536.568
"A19011626"	2011	1537.262
"B38484796"	2007	1537.795
"A58534777"	2013	1538.475
"B23011273"	2017	1538.671
"B60544046"	2009	1539.531
"A81410227"	2009	1539.751
"A08397465"	2008	1540.126
"A08008518"	2008	1540.937
"A30014211"	2008	1540.956
"B21259726"	2017	1541.133
"A45012259"	2015	1541.396
"A40005514"	2008	1541.605
"A30046379"	2017	1541.706
"B17016569"	2008	1542.578
"A28086858"	2015	1542.718
"B28494797"	2017	1543.803
"A08396830"	2016	1544.59
"B08552614"	2014	1545.597
"A03057486"	2012	1546.539
"B17016569"	2016	1546.766
"A28046704"	2013	1547.173
"A28801942"	2010	1547.653
"A11902814"	2012	1547.71
"B46135364"	2015	1548.241
"A12028403"	2013	1548.983
"A08607988"	2015	1549.752
"A01007137"	2014	1549.951
"A28271112"	2016	1550.469
"A20036083"	2008	1550.72
"A58294166"	2017	1550.805
"A08228124"	2016	1551
"A38013272"	2014	1551.517
"A15049281"	2009	1552.314
"A17004763"	2013	1552.674
"A28080489"	2008	1552.931
"A25026733"	2009	1553.244
"A11902814"	2013	1553.607
"B17016569"	2015	1555.072
"A08397119"	2017	1555.346
"A07033491"	2011	1555.628
"A50034024"	2011	1555.742
"A41762386"	2017	1556.821
"A20055380"	2009	1556.913
"A46063731"	2013	1557.194
"A41018854"	2015	1557.522
"A45010543"	2010	1559.177
"A24004426"	2013	1559.784
"A28138386"	2012	1560.174
"A07059058"	2007	1560.23
"A44003663"	2015	1560.245
"B03101748"	2012	1561.417
"A08220428"	2017	1561.784
"A28111342"	2011	1562.094
"A29955093"	2017	1562.981
"A11902814"	2010	1563.112
"B03036712"	2011	1563.314
"A31003247"	2014	1564.058
"A36000073"	2014	1564.235
"B03019106"	2017	1564.9
"A26011841"	2009	1565.123
"A41014986"	2015	1565.645
"A07265465"	2015	1565.688
"B12014692"	2013	1565.75
"A09010661"	2012	1566.336
"A46105086"	2014	1566.344
"A28086858"	2010	1566.873
"A15033699"	2010	1567.406
"A47024393"	2011	1567.789
"A80762602"	2007	1568.13
"A01014794"	2016	1568.193
