nif	year	total_activo
"A12385860"	2016	7357.434
"B38030045"	2014	7357.498
"A27007731"	2008	7357.944
"A30004790"	2014	7358.868
"B46095964"	2013	7358.876
"A28229409"	2010	7359.075
"A28321313"	2007	7359.67
"B31081334"	2017	7359.897
"A17014523"	2008	7359.985
"A58664764"	2015	7360.13
"A50040013"	2007	7360.148
"F03290871"	2016	7360.197
"A15044530"	2007	7360.75
"B41002619"	2008	7361.186
"A14033666"	2017	7361.463
"A08413403"	2013	7361.63
"B36008555"	2009	7362.389
"B03078391"	2009	7363.251
"A03003530"	2007	7363.409
"A28219541"	2015	7363.506
"A46146551"	2009	7363.557
"A29030848"	2008	7363.758
"A31003247"	2009	7364.484
"A08653685"	2017	7364.667
"A08568057"	2009	7365.248
"A96966049"	2008	7366
"A33019423"	2011	7366.011
"A37003050"	2016	7366.636
"A20017604"	2017	7366.637
"B41033143"	2014	7366.856
"A36002285"	2007	7367.154
"B33030305"	2014	7367.256
"A47010194"	2010	7367.526
"A12022885"	2015	7368.103
"A24015802"	2016	7368.452
"A08275281"	2013	7368.52
"A39031406"	2013	7369.005
"B48907885"	2017	7369.74
"B12029153"	2007	7369.93
"A28520757"	2011	7370.656
"B33030305"	2013	7370.817
"A25008046"	2007	7370.96
"B61882551"	2009	7371.026
"A09021833"	2009	7371.238
"A41088345"	2015	7371.302
"A36603637"	2012	7371.41
"A40004095"	2013	7372.427
"A08663098"	2013	7373.077
"A81808966"	2013	7373.802
"A28801942"	2009	7374.048
"A04413340"	2014	7374.514
"A74136060"	2013	7374.688
"A27003243"	2009	7374.748
"A11018736"	2011	7374.866
"A16007064"	2007	7375.19
"B38002655"	2014	7375.654
"A61587358"	2009	7376.141
"A37003050"	2012	7376.272
"B92403716"	2015	7376.476
"A08730277"	2014	7376.873
"A15032196"	2009	7378.363
"A25008046"	2016	7379.138
"A50057421"	2015	7379.422
"B28188100"	2016	7379.9
"A28734432"	2008	7380.815
"A28458826"	2012	7382.372
"B48033278"	2008	7382.73
"A04006706"	2015	7383.466
"A80897770"	2011	7384.407
"A34170183"	2015	7384.657
"A08513749"	2007	7384.792
"A48840359"	2016	7385
"B28555001"	2009	7385.071
"A48071351"	2016	7385.402
"A31624661"	2016	7385.892
"A31404452"	2014	7386.061
"A28674968"	2015	7386.118
"A08568826"	2011	7386.253
"A47024104"	2012	7386.373
"A28357903"	2010	7386.382
"A06163851"	2012	7387.078
"B03030913"	2011	7387.22
"A28229409"	2011	7387.378
"B13004924"	2010	7387.614
"B08488645"	2011	7387.713
"A08466641"	2017	7388.329
"B37033487"	2013	7388.772
"A25011180"	2016	7388.897
"A01008234"	2009	7389.068
"A28670636"	2013	7389.345
"A41050063"	2012	7389.488
"B15027170"	2016	7390.068
"A28801942"	2007	7390.194
"A15010994"	2008	7390.506
"A41088493"	2012	7390.697
"B79945150"	2012	7391.134
"A08365413"	2008	7391.383
"A31034606"	2013	7391.967
"B31072705"	2010	7392.055
"A08603888"	2013	7392.514
"A08122574"	2017	7392.546
"A47022058"	2007	7393.28
"A30112221"	2014	7393.419
"A24010381"	2011	7393.741
"A03734514"	2013	7393.794
"A08186074"	2010	7393.973
"A47008487"	2009	7394.139
"A26020198"	2011	7394.432
"B46118303"	2007	7394.82
"A29076270"	2013	7395.108
"A46048732"	2008	7395.113
"A28675908"	2016	7395.8
"A30001010"	2007	7395.93
"A08651762"	2010	7396.204
"B39026265"	2015	7396.304
"B13004924"	2011	7398.779
"B46118717"	2013	7399.195
"A08363640"	2013	7400.57
"A03030350"	2012	7401.115
"A28138386"	2009	7401.395
"A50335918"	2015	7401.469
"F03290871"	2015	7401.712
"A28046704"	2014	7401.984
"A06151757"	2007	7402.206
"A08361644"	2010	7402.851
"A08194946"	2013	7403.286
"A47022165"	2008	7403.317
"A03028552"	2010	7404.287
"A28027647"	2013	7404.563
"A28219202"	2012	7404.78
"A58132606"	2014	7404.906
"A36014009"	2009	7405.38
"B07650112"	2014	7405.443
"A15038326"	2010	7405.975
"A08499568"	2007	7406.37
"A36615474"	2011	7406.531
"A42001222"	2017	7407.057
"A08409948"	2010	7407.091
"B30037204"	2008	7407.24
"A20055380"	2008	7408.746
"B28350965"	2009	7408.789
"B46076287"	2014	7408.816
"B38002655"	2016	7409.639
"B15027170"	2017	7409.773
"A38762167"	2013	7409.857
"B32008625"	2012	7410.786
"A03734514"	2010	7411.542
"A31003247"	2007	7412.68
"A31064561"	2012	7412.962
"B03087293"	2009	7413.331
"A08097438"	2009	7413.883
"B08194276"	2012	7414.062
"B21015474"	2012	7414.429
"B30034730"	2010	7414.826
"A28124311"	2011	7415.086
"A18008334"	2012	7415.174
"A47438262"	2014	7415.209
"A08200032"	2010	7416.145
"B12014692"	2017	7416.533
"A32007817"	2009	7416.764
"A28027647"	2011	7416.851
"A09214636"	2015	7417.419
"A78020732"	2008	7417.898
"A25026733"	2010	7418.493
"B07762099"	2009	7418.744
"B01128552"	2016	7418.874
"A30016687"	2011	7419.236
"A33600107"	2015	7419.511
"A03026697"	2016	7420.325
"A46019204"	2008	7420.557
"A28452647"	2011	7420.942
"A28087583"	2017	7420.986
"B46055802"	2013	7421.44
"A50052950"	2012	7422.407
"B15009566"	2015	7422.677
"A03032653"	2007	7422.78
"A20073508"	2016	7423.135
"A08709131"	2014	7423.314
"B08013963"	2007	7423.73
"A08723926"	2008	7423.96
"A15049281"	2016	7424.004
"A46165304"	2016	7424.17
"B41065418"	2012	7425.72
"A32006744"	2009	7426.368
"A08499568"	2014	7426.563
"A28321313"	2013	7426.578
"A45015716"	2016	7426.862
"A29076270"	2009	7427.213
"A08653685"	2009	7427.746
"A20024832"	2011	7427.781
"B50067586"	2015	7428.22
"B33920141"	2015	7428.461
"A33606682"	2016	7428.521
"A08296535"	2015	7428.801
"A28332914"	2013	7428.827
"A28734432"	2013	7429.224
"A16007064"	2015	7429.283
"B09013335"	2014	7430.301
"A47438262"	2008	7430.488
"B25015017"	2013	7431.352
"A26014035"	2010	7431.401
"A59382762"	2009	7431.431
"A15033699"	2007	7431.481
"A30025555"	2015	7432.322
"A33609587"	2007	7432.344
"B08194276"	2011	7432.405
"B45493418"	2015	7432.902
"B28337731"	2010	7433.492
"A28648053"	2009	7433.608
"A28667244"	2007	7433.819
"A62703806"	2015	7434.268
"A28253656"	2008	7434.58
"A31012636"	2014	7434.63
"A23022874"	2007	7435.12
"A08203226"	2009	7435.2
"A31001027"	2014	7435.523
"A28392694"	2012	7436.695
"A81527095"	2014	7436.833
"B28337731"	2014	7436.872
"A03028552"	2008	7437.299
"A28670313"	2013	7437.777
"A28255784"	2007	7437.85
"A08329831"	2017	7438.12
"B48092084"	2015	7438.601
"A12013496"	2014	7439.027
"A08636177"	2013	7439.726
"A28646735"	2013	7439.732
"A08568057"	2010	7440.024
"B41045089"	2011	7441.82
"A20042933"	2013	7443.248
"A08577215"	2013	7443.258
"A15072622"	2007	7444.181
"A50030543"	2011	7444.252
"B38030045"	2015	7444.684
"A43035708"	2010	7445.386
"A09006859"	2007	7446.021
"A13029962"	2009	7446.274
"A20028676"	2016	7446.375
"A15044530"	2008	7448.142
"B12007456"	2009	7448.667
"B26012013"	2009	7449.886
"A20060075"	2009	7449.922
"A01004548"	2011	7450.006
"A28655157"	2014	7450.973
"B38030045"	2012	7451.463
"B62293113"	2013	7451.842
"B39026265"	2014	7452.103
"A08158172"	2013	7452.276
"A31001027"	2013	7452.509
"A28386746"	2017	7452.516
"A17045972"	2013	7452.602
"B04001848"	2017	7453.146
"A46094207"	2013	7453.461
"A57346926"	2014	7453.534
"A95249199"	2013	7453.534
"B59469296"	2011	7453.558
"A08260663"	2013	7454.074
"B83743815"	2017	7455.239
"A28167567"	2010	7455.4
"A06163851"	2014	7455.633
"A28458826"	2009	7455.667
"A28392694"	2011	7455.701
"A45012531"	2017	7455.911
"A41392317"	2011	7455.969
"B48108898"	2015	7456.402
"B41065418"	2014	7456.737
"A48047377"	2008	7457.228
"B41086844"	2011	7457.778
"A45007614"	2008	7457.874
"A46156048"	2008	7457.96
"A28698884"	2010	7458.234
"B47364872"	2012	7458.292
"A08388811"	2016	7458.537
"A37003050"	2015	7458.897
"A40004731"	2007	7459.047
"B08424855"	2011	7459.5
"A46021804"	2013	7459.943
"A50017334"	2016	7460.246
"A08631517"	2010	7460.641
"A08629107"	2012	7461.372
"A28357903"	2009	7461.508
"B83741835"	2016	7461.754
"B03094455"	2014	7462.083
"A29009537"	2013	7462.682
"A08533945"	2010	7463.164
"A28321313"	2011	7463.28
"A12022224"	2010	7463.76
"A47011721"	2008	7463.909
"A33034422"	2011	7464.498
"B92403716"	2014	7465.218
"A31035413"	2014	7465.471
"A08563769"	2017	7466.223
"A39020805"	2015	7466.768
"A08623928"	2010	7467.503
"A28452647"	2010	7468.273
"A26001867"	2009	7468.627
"A11018736"	2012	7468.715
"A46156048"	2009	7468.784
"A47022058"	2015	7468.912
"A28452647"	2017	7469.141
"B31637069"	2017	7469.327
"A46019204"	2007	7469.931
"B31001290"	2015	7471.028
"A25020173"	2008	7472.071
"B28689370"	2016	7472.112
"A31034606"	2011	7473.234
"A25022609"	2011	7473.717
"A08375537"	2012	7474.139
"A41021841"	2017	7474.958
"A80352750"	2011	7475
"A33024621"	2016	7475.119
"B15009566"	2014	7476.544
"A13012869"	2015	7476.57
"A30022958"	2007	7476.68
"A28235158"	2017	7476.698
"B28350965"	2010	7478.552
"A09018730"	2016	7478.79
"B80470628"	2008	7479.15
"A46129789"	2015	7479.293
"B30016612"	2014	7479.42
"A08528648"	2013	7479.509
"A28411585"	2014	7481.585
"B08304610"	2012	7481.855
"B03091527"	2016	7482.092
"A28555563"	2011	7482.258
"A41021841"	2008	7482.77
"B17229675"	2007	7483.343
"B08158917"	2009	7483.42
"A24004103"	2007	7483.818
"B22005524"	2016	7484.902
"A50169143"	2009	7485.114
"A08466807"	2013	7486.234
"B36008415"	2015	7487.443
"B82612896"	2012	7487.937
"B43009091"	2008	7488.255
"A28695930"	2013	7488.383
"A08322067"	2011	7488.764
"F30587919"	2011	7488.834
"A07066467"	2007	7489.614
"A28412724"	2013	7489.76
"B15009566"	2011	7489.868
"A31013543"	2011	7490.12
"B82175001"	2016	7490.211
"A29067147"	2014	7490.371
"B81308439"	2013	7490.527
"B30016612"	2015	7491.218
"A46156048"	2011	7491.242
"A12019840"	2012	7491.554
"A08324782"	2013	7492.037
"B30010797"	2010	7492.161
"A33604182"	2014	7492.229
"B30016612"	2017	7492.296
"A30004790"	2017	7492.361
"B41065418"	2011	7492.507
"B50384080"	2014	7492.997
"A47011721"	2009	7493.714
"A28574101"	2017	7493.894
"B08113615"	2015	7493.9
"A12017760"	2009	7493.948
"A22009906"	2008	7494.72
"A28801942"	2010	7494.9
"B38002655"	2017	7495.3
"A08730277"	2015	7495.826
"A30046379"	2012	7495.951
"A08433260"	2017	7497.486
"A03734514"	2015	7498.678
"A28314995"	2017	7498.793
"A48016794"	2008	7499.126
"B35065788"	2010	7499.499
"A30035547"	2013	7499.975
"A08347452"	2014	7500.446
"A08387854"	2013	7500.657
"A43015965"	2013	7501.025
"A08257388"	2007	7501.49
"A28649747"	2008	7502.207
"B03004678"	2014	7502.537
"A28724268"	2013	7502.857
"A46014650"	2017	7503.342
"B39008404"	2010	7503.531
"A79184453"	2017	7505.861
"A28582450"	2007	7506.207
"B03078391"	2008	7507.417
"A38225041"	2007	7507.508
"A47024393"	2009	7507.929
"B48111124"	2013	7508.1
"A30012041"	2010	7508.769
"B79945150"	2011	7508.77
"A08363400"	2008	7509.1
"A08466807"	2010	7509.164
"A33604406"	2011	7509.289
"A31404452"	2010	7509.396
"A36608180"	2014	7509.972
"B36684157"	2007	7510.019
"A01012921"	2015	7510.179
"A29051067"	2009	7510.43
"A20073508"	2017	7510.56
"B08194276"	2010	7510.697
"B19001536"	2012	7510.704
"A08577215"	2016	7510.749
"A83826362"	2013	7510.816
"B08114449"	2013	7511.156
"A08122574"	2010	7511.56
"B46164091"	2016	7511.866
"A43015965"	2012	7512.474
"A17048752"	2013	7513.342
"A08609281"	2008	7513.455
"A46081881"	2009	7513.575
"A24013864"	2014	7513.845
"A39023759"	2011	7515.344
"A08347452"	2013	7515.354
"A18017228"	2017	7515.425
"B62409065"	2008	7515.551
"B08413247"	2010	7515.934
"A19011626"	2009	7516.079
"A41050063"	2013	7516.788
"A08139339"	2014	7517.07
"B28644441"	2007	7517.522
"A08440323"	2014	7517.946
"B17462961"	2010	7518.112
"A30035521"	2016	7518.51
"A08215428"	2017	7518.65
"B62785357"	2012	7518.682
"A28216992"	2007	7519.12
"A36643450"	2014	7519.254
"A48071351"	2008	7519.842
"A43055565"	2009	7519.88
"A48071351"	2010	7520.491
"A48016794"	2009	7521.376
"B26011361"	2013	7521.703
"B28337731"	2008	7522.265
"B23015753"	2014	7522.416
"A08689796"	2009	7522.913
"B46162376"	2015	7523.682
"A29025368"	2008	7524.083
"A28574101"	2012	7524.241
"A41088345"	2017	7525.679
"B92554765"	2015	7526.034
"A17012626"	2010	7526.493
"A30032130"	2009	7526.642
"A08203887"	2008	7526.692
"B17462961"	2009	7527.031
"A30022909"	2010	7527.295
"B48907885"	2010	7527.302
"B15021835"	2013	7527.683
"B15027170"	2014	7527.755
"B41088642"	2009	7527.949
"A46122065"	2016	7528.187
"B08721060"	2009	7529.666
"A36002285"	2017	7529.732
"A08363400"	2007	7530.06
"A61587358"	2011	7530.102
"A18024919"	2007	7530.24
"B41042698"	2013	7530.663
"A39007943"	2011	7530.775
"A08304628"	2016	7531.557
"A28255784"	2009	7531.697
"A03018710"	2012	7531.914
"A15010994"	2013	7532.304
"B17016569"	2008	7532.328
"B08465601"	2013	7532.493
"B26011627"	2007	7533.159
"A47000054"	2007	7533.23
"A35033604"	2012	7533.31
"A28271914"	2013	7533.477
"B08229221"	2011	7533.613
"A08713869"	2010	7534.281
"A46014650"	2016	7534.325
"A50047505"	2010	7534.689
"A01035807"	2016	7535
"B08488645"	2009	7535.149
"A12028403"	2013	7535.319
"B28227775"	2011	7536.877
"A17034794"	2015	7536.935
"A14037642"	2007	7537.278
"B13009592"	2008	7537.59
"A29051067"	2011	7538.265
"A18017228"	2016	7538.645
"A08489320"	2016	7540.233
"B02011641"	2007	7540.319
"A28734432"	2010	7540.443
"A41011271"	2013	7540.911
"B15031560"	2012	7541.47
"A33009630"	2009	7541.714
"B32003998"	2015	7541.991
"B27008408"	2013	7543.14
"A28027811"	2009	7543.169
"A28027811"	2008	7543.669
"A80732142"	2010	7543.906
"A08273898"	2013	7544.152
"A08121089"	2012	7544.36
"A28655157"	2013	7545.316
"B29212644"	2009	7545.65
"A35045681"	2017	7545.758
"A26001867"	2008	7546.582
"B08229221"	2013	7546.621
"B46084208"	2012	7546.968
"A40163909"	2010	7547
"A12025565"	2009	7547.963
"A08334906"	2008	7548.108
"B79650305"	2011	7549.31
"A29006343"	2013	7549.645
"A28683068"	2014	7549.734
"A03030509"	2008	7550.157
"A38026605"	2015	7550.284
"B01128552"	2013	7550.645
"A48093421"	2011	7550.786
"A36012698"	2008	7551.741
"A30005524"	2007	7553.2
"A30018147"	2015	7554.29
"A31012636"	2015	7554.558
"F46028072"	2009	7554.627
"A07802218"	2016	7555.566
"B12018008"	2016	7555.614
"A11019767"	2009	7555.696
"A08283798"	2007	7555.99
"A14336143"	2016	7556
"A47091632"	2008	7556.778
"A58348038"	2011	7557.1
"A58132606"	2009	7557.879
"B17462961"	2014	7558.693
"A18012807"	2013	7558.883
"A28375913"	2015	7559.085
"A47091632"	2007	7560.64
"A38225041"	2009	7561.372
"A15033699"	2010	7561.415
"A08603888"	2012	7562.663
"A27003243"	2014	7562.724
"A46164034"	2012	7563.105
"A07004187"	2016	7563.539
"A29006343"	2012	7564.091
"A08480287"	2017	7564.236
"A31501901"	2007	7564.54
"B38238788"	2009	7564.776
"A46031027"	2014	7564.779
"B12557773"	2014	7564.953
"A08499568"	2011	7565.362
"B97307086"	2015	7565.363
"A28651222"	2012	7566.056
"A03734514"	2011	7566.169
"A39013867"	2009	7567.375
"B46135364"	2008	7568.274
"A08603888"	2016	7568.576
"A20073169"	2010	7568.82
"A08568057"	2011	7569.067
"A02014165"	2015	7569.519
"B46191094"	2009	7569.705
"A08122574"	2012	7569.821
"A08388811"	2017	7570.04
"A20018610"	2012	7571.176
"A28314995"	2015	7571.484
"A01035807"	2011	7572
"A08203226"	2012	7572.078
"A28138386"	2010	7573.765
"A08952012"	2017	7574.123
"A23014871"	2013	7574.409
"A41002841"	2012	7575.228
"A21011580"	2014	7575.417
"A39031620"	2013	7575.775
"A33606682"	2017	7575.912
"A35012780"	2015	7576.134
"A43037191"	2011	7576.446
"A26020198"	2010	7576.711
"A24012692"	2015	7576.843
"A28675908"	2015	7577.296
"A01017557"	2011	7577.612
"A28683068"	2010	7577.678
"A19163682"	2008	7577.707
"A46135331"	2009	7577.793
"B46146080"	2012	7578.554
"A31404452"	2013	7578.746
"B28543023"	2016	7579.041
"A48116420"	2017	7579.288
"B29042348"	2013	7579.379
"A08156218"	2011	7579.764
"A28381234"	2012	7580.112
"B30721237"	2012	7580.309
"A30040562"	2013	7580.709
"A28029122"	2011	7580.73
"A47021076"	2013	7581.007
"A31001266"	2010	7581.575
"A28271112"	2016	7582.425
"A01000777"	2012	7582.966
"B60338290"	2017	7583.141
"A46162665"	2011	7583.253
"B41007576"	2016	7584
"B38002655"	2015	7584.182
"A25011180"	2012	7585.684
"B30015226"	2011	7586.481
"A50029065"	2009	7586.925
"A43014174"	2016	7587.781
"A50008390"	2014	7587.862
"A28054211"	2014	7588.226
"A36615896"	2009	7589.5
"A50032309"	2012	7589.781
"B38071155"	2007	7590.167
"A35047778"	2014	7590.546
"A07036130"	2013	7590.928
"A32006611"	2015	7591.341
"A03030350"	2016	7591.691
"A61401857"	2014	7592.186
"A12021267"	2011	7592.727
"A08139339"	2015	7592.801
"A36615037"	2009	7593.024
"B11469491"	2008	7594.528
"B12523601"	2013	7594.623
"A08663809"	2012	7595.388
"A28219541"	2013	7595.652
"A32006744"	2008	7596.148
"A08361644"	2017	7596.415
"A08290751"	2010	7596.556
"A27003243"	2011	7597.39
"B32003998"	2013	7598.275
"A20060075"	2010	7600.633
"B28227775"	2017	7600.954
"A07216948"	2013	7601.167
"A08097966"	2011	7601.298
"A79184453"	2010	7601.626
"A50032325"	2012	7601.956
"A32007817"	2010	7602.189
"A78100609"	2017	7602.819
"B26011627"	2008	7603.224
"A30004790"	2015	7603.393
"A08134942"	2012	7603.725
"A47025895"	2007	7604.37
"A17001207"	2013	7604.528
"A08008583"	2014	7605.019
"B30028187"	2012	7605.986
"A48093538"	2007	7606.39
"A08466807"	2008	7606.431
"A44003663"	2008	7606.67
"A28219202"	2014	7606.792
"A17039140"	2016	7607.155
"A46122065"	2013	7607.277
"A50030543"	2013	7607.823
"B06422877"	2014	7608.682
"A08413403"	2014	7608.868
"B46103131"	2010	7609.197
"B12457230"	2010	7609.25
"A28518041"	2017	7610.063
"A28675908"	2017	7610.509
"A46021804"	2010	7610.82
"A46115101"	2009	7611.603
"A20018586"	2014	7611.718
"A08609281"	2009	7611.828
"A28049153"	2009	7612.019
"B15276728"	2015	7612.044
"A08081986"	2007	7613.285
"A08093254"	2014	7613.667
"A08273898"	2010	7614.449
"A28027811"	2007	7614.97
"B38020020"	2013	7615.904
"V83443390"	2014	7615.999
"A08436214"	2010	7616.6
"A80433519"	2017	7616.749
"A48064521"	2009	7616.796
"B31784895"	2010	7616.834
"A08720708"	2012	7617.039
"B28460681"	2011	7617.06
"A50017334"	2007	7617.77
"A08607988"	2016	7619.088
"A28054211"	2017	7619.431
"A30035679"	2009	7619.508
"B46164679"	2009	7619.572
"B36002913"	2013	7619.927
"A45010204"	2009	7620.634
"B03089471"	2014	7620.895
"A31096233"	2010	7622.054
"A31096233"	2007	7622.664
"A08209538"	2008	7623.696
"B46037446"	2015	7624.72
"A02012714"	2009	7624.877
"A28313542"	2013	7625.408
"A28562908"	2010	7625.513
"A29033420"	2010	7625.546
"A07004187"	2011	7625.649
"B28227775"	2008	7625.893
"A12022224"	2014	7625.945
"A30046379"	2010	7626.152
"A03030350"	2017	7626.327
"A28612620"	2012	7626.356
"A45020450"	2017	7626.459
"B12462560"	2010	7626.55
"A08322067"	2013	7627.546
"A50022698"	2016	7627.741
"A28615581"	2007	7628.17
"A07036130"	2012	7628.433
"A28496438"	2010	7629.026
"B46135364"	2013	7629.709
"A08514135"	2016	7630.019
"B07762099"	2008	7631.48
"A03057486"	2008	7631.708
"A12022885"	2016	7631.732
"A28582450"	2014	7632.079
"A35569102"	2012	7632.167
"A28618890"	2010	7633.095
"A28630374"	2007	7634.063
"A08393803"	2015	7634.301
"A41088493"	2010	7634.727
"B33119983"	2012	7634.965
"A15010994"	2014	7635.436
"A47006887"	2011	7635.702
"A30604276"	2011	7636.432
"B46162418"	2015	7636.468
"A20008579"	2010	7636.635
"B80372220"	2009	7636.73
"A12028403"	2012	7636.782
"A25011180"	2013	7637.718
"A08489320"	2013	7638.059
"A30031835"	2014	7638.313
"B46149555"	2011	7638.515
"B03030913"	2010	7638.692
"A08637829"	2011	7638.842
"A12021267"	2015	7638.846
"A08146474"	2008	7638.86
"A28675908"	2011	7638.903
"A24012692"	2016	7639.182
"A28580546"	2015	7639.33
"A08691503"	2010	7639.486
"B31001290"	2009	7641.182
"B28337731"	2007	7642.31
"A08388811"	2011	7642.471
"A30012041"	2012	7642.727
"B28304129"	2012	7644.665
"A29076759"	2017	7644.878
"B41033143"	2015	7645.055
"A28550960"	2016	7645.26
"A20053773"	2012	7645.597
"A08225633"	2015	7645.734
"A81944324"	2007	7646
"A15072622"	2009	7646.365
"A50036037"	2016	7647.518
"A08329831"	2012	7647.727
"A08346116"	2014	7647.976
"A41057209"	2016	7650.013
"A45012531"	2015	7650.214
"A46036562"	2014	7651.043
"A28172476"	2016	7651.496
"A43036052"	2016	7651.577
"B48033278"	2017	7651.599
"B35665991"	2010	7651.708
"A11682507"	2008	7652.111
"A10010445"	2013	7652.162
"A20049755"	2014	7652.912
"A46069456"	2009	7653.201
"B28193340"	2008	7653.429
"A08122574"	2016	7653.632
