nif	year	deudores
"A03167939"	2015	438.004
"A28505345"	2015	438.177
"B07685779"	2014	438.26
"A07244023"	2013	438.535
"A18017228"	2017	438.779
"B07025315"	2016	439.019
"A46063731"	2013	439.621
"A46096343"	2015	439.657
"A28219541"	2012	439.956
"A08275281"	2013	440.03
"A41027723"	2013	440.417
"B03045507"	2011	441.255
"A97043772"	2009	441.318
"A29063567"	2016	441.991
"A11006095"	2008	442.071
"B83257295"	2017	442.521
"A28099356"	2017	442.802
"A11006095"	2017	442.916
"B28692044"	2017	443.532
"A28456119"	2015	443.978
"A28164374"	2009	444.446
"B08373250"	2009	445.973
"B28120012"	2009	446.762
"A24019499"	2017	447.13
"A28290799"	2009	448.174
"B17016254"	2008	448.598
"B60544046"	2014	449.169
"A08139339"	2011	449.265
"A07032030"	2016	449.439
"A29003423"	2016	450.201
"B08156036"	2015	450.61
"A33202474"	2012	451.256
"A17017005"	2016	451.302
"A28581247"	2015	451.912
"A83741967"	2016	451.92
"A39000187"	2016	452.016
"A30037873"	2013	452.73
"A08121089"	2012	453.145
"B58807645"	2010	453.419
"B50997949"	2012	453.535
"A46105532"	2012	453.563
"A07035934"	2017	453.725
"A28058725"	2007	454.21
"B32003998"	2015	454.265
"A36605772"	2017	454.453
"A58017187"	2009	455.17
"A07033491"	2008	455.504
"A46164034"	2012	456.099
"A40004731"	2008	456.176
"A28283067"	2013	456.41
"A80762602"	2016	456.65
"V48566475"	2013	457.546
"B60544046"	2012	458.079
"A07010937"	2011	458.308
"A18012930"	2016	458.674
"A28099356"	2014	458.797
"A07059058"	2017	458.956
"A28046431"	2017	459.216
"B60544046"	2011	460.946
"A28295806"	2015	461.436
"B21259726"	2013	461.655
"B12029153"	2010	461.68
"B31067697"	2009	462.86
"A33202474"	2016	465.122
"A07033491"	2007	466.24
"A07033491"	2012	466.562
"B62850094"	2012	466.567
"B95271326"	2013	466.682
"A28024172"	2011	466.71
"A46072203"	2016	466.957
"A46048732"	2008	467.236
"A28293884"	2013	467.312
"A28687978"	2017	467.861
"B08271694"	2016	468.328
"B50938489"	2010	468.894
"A47091632"	2011	469.247
"A25026139"	2017	470.044
"A31030901"	2017	470.18
"A28581247"	2016	470.807
"B50067586"	2017	470.825
"A17007014"	2008	470.915
"A28273241"	2017	471.03
"A43015965"	2017	471.764
"A28080489"	2008	472.874
"A28687978"	2014	474.158
"A08196446"	2013	474.866
"A29063567"	2017	475.09
"B28499218"	2009	475.564
"A08147555"	2011	475.889
"A42000901"	2016	476.329
"A07190291"	2017	476.838
"A38010997"	2017	476.931
"B41441387"	2012	477.567
"B58222548"	2017	477.897
"A24019499"	2009	478.074
"A46063731"	2015	478.7
"A45012226"	2017	479.287
"A15169535"	2011	479.65
"A25022609"	2014	479.673
"B17016254"	2015	479.994
"B81496515"	2012	480.07
"A28024172"	2017	480.071
"A28091262"	2009	480.491
"A41059445"	2008	480.68
"A08139339"	2015	480.692
"A58017187"	2011	481
"B08102881"	2015	481.841
"A80762602"	2008	481.872
"A24011165"	2017	482
"A17017005"	2012	482.339
"B03036712"	2017	482.956
"A28580520"	2015	483.236
"A37003050"	2015	483.237
"A29350139"	2009	483.622
"A08626939"	2012	483.876
"A09022963"	2017	483.95
"A09354176"	2012	484.477
"A31070378"	2017	484.792
"A28273241"	2008	485.12
"A29076270"	2009	485.626
"B28644441"	2016	485.639
"A30046320"	2015	486.363
"A46063731"	2011	487.09
"B07685779"	2013	487.164
"B58222548"	2016	488.395
"A31003247"	2011	488.462
"A08646101"	2011	488.815
"A07089592"	2010	489.464
"A31030901"	2015	489.983
"A28219541"	2015	490.156
"B01013507"	2008	491.62
"A80732142"	2013	491.89
"A12019840"	2015	493.353
"A46002697"	2016	493.648
"A30604276"	2011	494.407
"A07190309"	2017	494.494
"A06017941"	2017	494.791
"A82026840"	2010	495.051
"A11006095"	2010	495.067
"B50067586"	2016	495.155
"A33202474"	2011	495.61
"A78355278"	2009	495.984
"A29350139"	2016	496.237
"A24019499"	2016	496.251
"A30046320"	2011	496.462
"B17016254"	2012	498.164
"A35014414"	2012	498.203
"A11006095"	2012	498.93
"A42000901"	2017	499.507
"B96683347"	2017	501.884
"A37003050"	2016	502.467
"A58253816"	2017	503.108
"A46063731"	2012	503.12
"B03045507"	2014	503.381
"A27003243"	2010	503.506
"A08511453"	2017	504.312
"A12021366"	2016	504.609
"A96646880"	2008	505.611
"A29003423"	2007	506.366
"A80632573"	2007	506.955
"A50012822"	2013	506.967
"B38425070"	2010	508.567
"A62035282"	2009	508.697
"A08139339"	2010	508.933
"A84911825"	2016	509.149
"A78097656"	2009	509.315
"A30046320"	2010	509.502
"A08069809"	2015	509.646
"A07086515"	2013	509.663
"A07190309"	2015	510.179
"A08301475"	2009	510.786
"A31003247"	2015	510.872
"A07010937"	2014	511.1
"A24019499"	2013	511.747
"A28814135"	2007	511.82
"A01008069"	2017	512.065
"A28270452"	2010	512.256
"A33604182"	2016	512.287
"A03032653"	2007	513.3
"V83443390"	2014	513.677
"B83654426"	2015	514.499
"B12026183"	2016	514.686
"A03026697"	2017	515.337
"A03032653"	2015	515.903
"B41070020"	2017	516.14
"A28024172"	2008	516.391
"A29003423"	2009	516.71
"B21259726"	2012	516.852
"B08245805"	2012	517.705
"A08170151"	2007	518.07
"A46063731"	2017	518.254
"A38014098"	2008	518.919
"B58807645"	2009	520.328
"A22003537"	2014	521.571
"A03003530"	2015	521.646
"B15009566"	2015	521.789
"A07086515"	2009	521.879
"A07427081"	2011	522.097
"A35397884"	2017	522.099
"A16007064"	2015	522.378
"B08156036"	2013	522.476
"B10010775"	2017	522.598
"A36605772"	2009	522.659
"A78905908"	2012	523.312
"A08196446"	2017	523.344
"A07427081"	2009	524.515
"B30604565"	2017	524.585
"A07086515"	2014	525.915
"A11006095"	2011	526.457
"B20023982"	2013	526.728
"B28240075"	2009	527.131
"A11006095"	2013	527.64
"A07032030"	2017	527.947
"A28106003"	2009	528.379
"A81438145"	2012	528.457
"A28192532"	2012	528.763
"A28086858"	2017	528.855
"A28293884"	2014	528.964
"A01019702"	2007	529.353
"B12019485"	2012	529.987
"B19179662"	2010	530.105
"A78097656"	2014	531.664
"A50335918"	2009	533.477
"A82198847"	2016	533.613
"A33604182"	2017	534.012
"A07089592"	2015	534.14
"A78097656"	2017	535.239
"A08141038"	2016	535.61
"A47006887"	2017	536.487
"B78496759"	2017	536.555
"A28270452"	2009	536.58
"A46156048"	2009	536.976
"B80146517"	2015	537
"B03026382"	2009	537.296
"A24019499"	2015	538.296
"A80762602"	2015	539.101
"A15685324"	2009	539.283
"A25022369"	2011	541.324
"B46173423"	2015	541.342
"A28518041"	2015	541.672
"B03101748"	2017	541.713
"A08196446"	2014	542.079
"A01008069"	2016	545.086
"B43110113"	2007	545.498
"B12029153"	2015	546.084
"A08139339"	2014	546.321
"B78496759"	2016	546.669
"B03028784"	2013	547.508
"A17045972"	2013	547.534
"A46156048"	2013	547.989
"A28086858"	2010	548.551
"B20193017"	2017	548.584
"B28644441"	2015	548.732
"A01007137"	2016	548.766
"B03036712"	2013	548.769
"A03032653"	2012	548.895
"A47000054"	2007	549.07
"V61861548"	2012	549.893
"A46115101"	2017	549.948
"A32225419"	2014	550.289
"A28293884"	2012	550.31
"B83588657"	2016	551.026
"A24019499"	2010	551.853
"B82988825"	2012	552.179
"A28164374"	2007	552.582
"A45010543"	2016	553.085
"A63796395"	2014	553.105
"A53242152"	2010	553.141
"A78526811"	2009	553.478
"A08061731"	2012	553.565
"B46043238"	2012	554.805
"A81438145"	2014	555.853
"B28361350"	2017	555.957
"A35753094"	2013	556
"A17017005"	2013	557.046
"B10010775"	2010	557.287
"B97389209"	2016	557.299
"A46115101"	2016	557.603
"A58253816"	2015	558.66
"A58017187"	2015	558.884
"A82716010"	2015	558.94
"A30035521"	2008	559.12
"A48040034"	2017	560.189
"A22271209"	2012	560.304
"B28250090"	2016	560.539
"B28120012"	2016	560.541
"A46086773"	2017	561.197
"B60544046"	2010	561.478
"A01007137"	2010	562.29
"A15049281"	2015	562.324
"A35397884"	2016	562.788
"B80146517"	2016	563
"A48040034"	2016	564.103
"A78097656"	2013	564.718
"B45018017"	2017	564.759
"A97617773"	2013	564.964
"B48074306"	2017	565.227
"A78097656"	2011	565.842
"B62409065"	2011	565.922
"A07059058"	2007	566.24
"B08424855"	2011	566.715
"A30005524"	2009	567.351
"A50034024"	2013	567.691
"A12016143"	2016	568.502
"A40004731"	2013	569.171
"A28711893"	2015	569.187
"A09022963"	2016	569.932
"A28174985"	2014	569.993
"A12019840"	2011	570.094
"B46043238"	2011	570.394
"B41666728"	2008	570.739
"A30046379"	2014	571.967
"A41027723"	2015	571.976
"A41027723"	2009	573.471
"B61175725"	2008	574.74
"A28040418"	2014	575.282
"A81841850"	2008	575.601
"A46156048"	2007	575.783
"A46156048"	2008	576.02
"A07086515"	2010	576.121
"A17051152"	2017	577.073
"A43030626"	2011	577.377
"B20193017"	2009	577.594
"B85225282"	2015	578.23
"A06017941"	2016	578.578
"A50011980"	2017	578.859
"A30046379"	2012	579.004
"A01011881"	2015	579.236
"A38645214"	2011	579.605
"A48080147"	2007	580.27
"B61175725"	2010	580.429
"A46105532"	2013	580.56
"B39551973"	2010	580.577
"A23020043"	2015	581.691
"B50561968"	2013	581.994
"B47014568"	2008	582.684
"B08102881"	2016	582.72
"A50038991"	2017	582.968
"A06388052"	2015	583.129
"B60552619"	2014	583.694
"B16007551"	2015	584.658
"A07010937"	2010	585.5
"B43579424"	2012	586.222
"A07012826"	2008	587.07
"A01016591"	2016	587.263
"A30046320"	2008	587.45
"B81335473"	2007	587.72
"A25022609"	2016	587.757
"A11006095"	2016	587.825
"A92153527"	2017	588.087
"A81487027"	2016	588.439
"A25022609"	2013	588.531
"A78097656"	2016	588.988
"A08139339"	2013	588.996
"A08069809"	2017	589.013
"A02012714"	2012	589.061
"A80632573"	2017	589.076
"A28711893"	2017	589.277
"A07035934"	2012	589.354
"B46045993"	2016	589.622
"B17014887"	2012	589.722
"A28192532"	2008	590.187
"A08141038"	2015	591.717
"A30046320"	2009	591.937
"B47014568"	2010	591.965
"B12029153"	2008	591.97
"B28341832"	2013	592.57
"A47091632"	2008	592.605
"A03167939"	2010	593.059
"B03045507"	2009	593.865
"A97043772"	2012	596.703
"B08245805"	2011	596.878
"B50030964"	2017	596.888
"A17018391"	2013	597.062
"B82432725"	2009	597.158
"A50038991"	2015	597.316
"A78267309"	2017	597.372
"A31737455"	2017	597.732
"A28086858"	2012	597.989
"B47014568"	2013	598.159
"B46108403"	2015	598.233
"B61425682"	2013	600.177
"A27003243"	2011	600.498
"B84309616"	2012	600.98
"B46173423"	2017	601.416
"A33617218"	2011	601.933
"A25418401"	2008	602
"B60544046"	2015	602.409
"B60552619"	2015	603.713
"A12016143"	2017	603.788
"A28293884"	2009	604.314
"A17007014"	2013	604.78
"A81487027"	2015	604.995
"A25010430"	2016	605.609
"A08141038"	2017	606.296
"B50938489"	2012	607.484
"A28080489"	2007	608.025
"B03006681"	2017	608.568
"A36017598"	2011	608.761
"A46072203"	2012	608.782
"B06013841"	2010	608.969
"B61882551"	2010	611.074
"A25017880"	2017	611.822
"A28293884"	2007	612.356
"A48119143"	2013	612.557
"B62385067"	2008	613.831
"A97043772"	2011	614.355
"B03028784"	2017	615.073
"A28086858"	2013	615.53
"B50938489"	2011	615.655
"B60544046"	2009	615.728
"B08245805"	2017	616.734
"A39005574"	2013	616.749
"B43579424"	2014	617.172
"B18573931"	2014	617.485
"A08139339"	2016	617.535
"B30604565"	2016	618.401
"A28173573"	2015	618.542
"A08480287"	2017	619.064
"A07040090"	2016	619.482
"B12029153"	2017	619.88
"A28814135"	2011	619.932
"A28456119"	2009	620.198
"A45012259"	2016	620.391
"A41061318"	2009	620.395
"A32225419"	2015	620.602
"A28518041"	2009	620.637
"A28086858"	2011	620.774
"B12029153"	2009	621.201
"A24019499"	2014	621.578
"B62916077"	2011	621.718
"A28086858"	2016	621.897
"B38238788"	2009	622.102
"B03045507"	2008	622.229
"A97043772"	2014	622.283
"A57082570"	2014	623.087
"A97043772"	2008	623.58
"A17051152"	2016	623.774
"A08218133"	2015	624.679
"A41059445"	2015	625.075
"A58253816"	2013	625.261
"A29003423"	2010	625.607
"A28108447"	2011	625.764
"A01005594"	2017	625.782
"A48119143"	2011	626.576
"A80904576"	2017	627.142
"A33615923"	2014	627.579
"A58017187"	2016	627.748
"A43015965"	2016	627.877
"A39017058"	2017	628.24
"A28091262"	2010	628.264
"A27007731"	2017	629.199
"A50000355"	2015	629.284
"B60552619"	2013	629.457
"A41027723"	2016	629.687
"A46126686"	2007	629.76
"A30604276"	2010	629.781
"A48040034"	2012	630.002
"A35028570"	2012	630.111
"B38425070"	2009	630.337
"A29003951"	2017	631.464
"B27007897"	2017	632.207
"A36605772"	2010	633.232
"A33617218"	2007	633.82
"A08630808"	2017	633.941
"A12000071"	2009	634.285
"A01007137"	2011	634.749
"A28518041"	2016	635.11
"A78905908"	2014	636.059
"B03101748"	2015	636.383
"B31067697"	2012	636.522
"A28295806"	2016	636.679
"B83211318"	2015	637
"A58253816"	2008	637.121
"A03059003"	2012	637.384
"A80762602"	2010	638.876
"A46086773"	2015	639.32
"A28321313"	2007	639.363
"A08069809"	2016	640.59
"A41008301"	2011	640.981
"B78496759"	2014	641.699
"A08479933"	2013	642.497
"A28134534"	2011	642.696
"A80652423"	2007	642.906
"A28164374"	2010	643.075
"B58807645"	2011	643.197
"A27003243"	2009	644.448
"A07244023"	2012	644.477
"A15016595"	2015	644.517
"B24008955"	2015	644.978
"A33606682"	2015	645.015
"A30046320"	2012	645.123
"A33617218"	2012	645.382
"A47024104"	2012	645.831
"A78097656"	2015	646.106
"A30046379"	2015	646.111
"B03036340"	2013	647.246
"B62916077"	2009	647.252
"A07089592"	2008	647.731
"A58017187"	2008	648.34
"A11006095"	2014	650.997
"A34003624"	2014	651.258
"B28120012"	2015	651.432
"B24008955"	2016	651.943
"A58253816"	2012	652.403
"A15169535"	2012	653.065
"A15049281"	2013	653.384
"A30005524"	2010	653.761
"A50029800"	2014	653.807
"A97628242"	2017	653.889
"B62850094"	2017	654.239
"A15000227"	2009	654.28
"A28379816"	2007	654.306
"A17017005"	2011	656.035
"A03032653"	2016	656.542
"A02012714"	2014	656.682
"B41008970"	2017	657.616
"A41027723"	2010	657.997
"A78355278"	2017	658.01
"A23019342"	2017	658.999
"B12007456"	2011	659.219
"A08061731"	2011	659.343
"A43355403"	2008	659.788
"B17016569"	2017	660.227
"B58807645"	2007	660.762
"A08375537"	2008	661.7
"A08626103"	2017	661.93
"A46135331"	2009	662.916
"B20193017"	2011	663.413
"A28379816"	2010	663.821
"A80904576"	2016	664.68
"A82843129"	2015	664.797
"A28392033"	2015	665.008
"B03036712"	2015	666.382
"B20023982"	2009	666.523
"B81335473"	2011	666.739
"A33603317"	2016	667.835
"B06013841"	2013	667.999
"A46055992"	2009	668.422
"A48040034"	2011	668.988
"B03028784"	2012	669.079
"A39000104"	2009	669.552
"B18573931"	2016	669.759
"A15169535"	2008	670.129
"B46173423"	2016	670.322
"A07190309"	2007	670.742
"B03039781"	2008	671.035
"A22271209"	2013	671.258
"B21259726"	2016	671.403
"A30046320"	2007	671.53
"A30604680"	2009	671.708
"A58253816"	2009	671.853
"A46048732"	2013	672.265
"B61914883"	2015	672.405
"A50335918"	2011	672.554
"A36017598"	2012	673.183
"B08245805"	2015	673.759
"A15049281"	2011	673.817
"B08245805"	2016	674.427
"A78905908"	2011	674.758
"V61861548"	2011	674.768
"A31003247"	2013	675.034
"A32006744"	2009	676.861
"A29076270"	2014	677.423
"B61882551"	2009	677.66
"A46164034"	2013	678.22
"A07244023"	2007	678.57
"B30037204"	2013	678.95
"B61252185"	2015	679.632
"A08393803"	2015	679.773
"A25022369"	2010	680.083
"A28645000"	2007	680.249
"A36643450"	2014	680.862
"A28075968"	2017	681.598
"A03167939"	2011	681.983
"A08008583"	2016	682.364
"A08466187"	2016	682.633
"A58253816"	2014	683.218
"B03035854"	2017	683.404
"B08326969"	2016	683.902
"B12007456"	2012	683.965
"A40004731"	2017	684.235
"B08271694"	2010	684.795
"A21008727"	2008	684.935
"A15049281"	2012	685.341
"B48124275"	2015	685.658
"A12013496"	2014	686.615
"A47091632"	2010	686.83
"A08387854"	2013	686.838
"A28683068"	2014	686.845
"A28086858"	2015	686.863
"A97628242"	2016	688.861
"B15596331"	2014	689.048
"B43579424"	2009	689.092
"A80762602"	2007	689.54
"A82198847"	2012	689.541
"A35028570"	2010	689.699
"A38356937"	2013	690.342
"B18573931"	2017	690.562
"A50008390"	2014	690.724
"B58613076"	2016	691.093
"A33603317"	2017	691.156
"B03026382"	2014	691.87
"B58807645"	2008	693.035
"B20193017"	2015	693.2
"A08568826"	2011	693.934
"A09354176"	2013	694.351
"A48100002"	2016	694.49
"B24014292"	2016	695.018
"A36643450"	2012	695.078
"A46105532"	2016	695.764
"B60544046"	2016	695.999
"A50011980"	2016	696.421
"A07012826"	2016	696.688
"A06007637"	2012	696.858
"A82854811"	2012	697.103
"B17016254"	2014	700.817
"A28245009"	2011	701.235
"A08275281"	2014	701.45
"A82854811"	2013	701.732
"A28198661"	2016	702
"A97043772"	2010	702.289
"A08296790"	2016	702.454
"A32006744"	2008	702.649
"A28518041"	2017	702.729
"A08139339"	2009	702.999
"B06013841"	2016	703.002
"B03035854"	2012	703.205
"B11900602"	2016	704.7
"A08568826"	2015	704.731
"B41070020"	2015	704.786
"A28645000"	2016	704.867
"A80732142"	2014	704.889
"B81335473"	2017	705.356
"B92328129"	2013	705.422
"A46156048"	2014	705.575
"A03011541"	2010	705.585
"A07032030"	2015	705.738
"A37003050"	2017	705.905
"A28106003"	2010	706
"B48124275"	2013	706.599
"B18551226"	2015	707.127
"B30566194"	2009	707.256
"A96918867"	2008	707.286
"A28715316"	2016	708.202
"A12019840"	2012	708.238
"A08196446"	2012	708.264
"A07010937"	2009	708.459
"A08139339"	2007	708.569
"B62916077"	2010	708.585
"A39005574"	2012	709.133
"A08480287"	2016	709.504
"A25022609"	2015	710.007
"A28106003"	2007	710.19
"B03101748"	2011	710.539
"B73254898"	2017	711.835
"A04007811"	2017	711.896
"A28219541"	2016	712.759
"A50052950"	2014	712.896
"A46070777"	2007	713
"A39005574"	2014	713.039
"A33202474"	2014	713.812
"B60544046"	2008	714.116
"A30603716"	2017	714.136
"A28801942"	2008	714.185
"A48031140"	2010	714.314
"A25022369"	2007	714.343
"A28086858"	2014	714.367
"A39000104"	2016	714.52
"V61861548"	2010	714.871
"B11606761"	2017	714.875
"A82716010"	2016	715.168
"A35610666"	2016	715.173
"A08069809"	2009	715.296
"A08393803"	2014	715.787
"A31737455"	2009	716.719
"A48119143"	2010	717.035
"A38003133"	2017	717.256
"B07685779"	2009	717.327
"A24001661"	2008	717.451
"A78355278"	2015	717.639
"A08257214"	2011	718.007
"B60552619"	2011	718.62
"B08111411"	2014	718.642
"A35510650"	2016	718.977
"A08479933"	2015	719.291
"A25022369"	2013	719.55
"B96683347"	2015	719.576
"B10010775"	2016	719.826
"A33202474"	2008	720.449
"A27007731"	2016	720.731
"A31070378"	2013	720.826
"A28396042"	2011	721
"A29003423"	2011	722.284
"B03035854"	2016	722.39
"A50000355"	2016	723.954
"A83741967"	2015	724.018
"A48031140"	2009	724.141
"B92217975"	2017	724.694
"A28379816"	2011	724.949
"A53559530"	2008	726.309
"A43015965"	2015	726.658
"A33202474"	2007	727.07
"B96683347"	2016	727.076
"A48081061"	2011	727.836
"A80352750"	2011	728
"A48040034"	2014	728.337
"B96952635"	2009	728.379
"A28245009"	2012	728.391
"A31018799"	2017	728.756
"B12019485"	2011	730.68
"A28024172"	2009	731.412
"A39000104"	2010	731.509
"A28412724"	2017	731.568
"A21008727"	2015	731.804
"A20779849"	2015	731.81
"A33034422"	2013	731.913
"B48907885"	2016	731.918
"A08479933"	2014	733.112
"A38003133"	2016	734.33
"A92153527"	2016	734.633
"A09214636"	2017	734.843
"B12019485"	2010	734.968
"B08245805"	2014	735.398
"A80732142"	2011	736.463
"B17616814"	2017	737.328
"A30006142"	2015	738.087
"A97617773"	2016	738.665
"A08414906"	2017	739.051
"A46164034"	2014	739.878
"B03101748"	2016	739.992
"B35642198"	2012	740.391
"B03026382"	2010	742.495
"A28134534"	2012	743.837
"A21008727"	2011	744.137
"B21259726"	2015	744.557
"A38645214"	2014	744.875
"A50052950"	2012	745.043
"B21015474"	2013	745.175
"B18012831"	2015	745.807
"B82988825"	2011	746.026
"A18012930"	2012	746.505
"A17006792"	2009	746.846
"B20193017"	2012	747.057
"A28173573"	2011	747.487
"B28379386"	2014	747.594
"A44004059"	2010	748.804
"B43590272"	2012	749.179
"A81933772"	2016	749.335
"A12019840"	2013	749.959
"A33606682"	2010	750.536
"B01015221"	2009	750.85
"A08146474"	2008	751.099
"A07059058"	2010	752.103
"A03734514"	2007	752.886
"A28379816"	2016	753.735
