nif	year	bai
"A08131153"	2008	-1859.117
"A20008579"	2016	-1859
"A83401273"	2017	-1856.185
"A50017334"	2014	-1851.108
"B96324983"	2009	-1844.758
"A12095295"	2015	-1844.436
"A33024852"	2017	-1841.22
"A24004103"	2011	-1840.793
"B63100150"	2013	-1840.446
"A96918867"	2015	-1837.447
"B28341790"	2013	-1831.93
"A35811272"	2013	-1828.846
"B29014826"	2017	-1821.068
"B46166013"	2011	-1820.142
"B62173604"	2011	-1817
"A46075206"	2010	-1814.134
"A28518090"	2017	-1813.903
"A46086773"	2013	-1811.271
"B58222548"	2016	-1811.157
"B12536934"	2012	-1810.961
"A03086931"	2015	-1807.325
"B12002457"	2013	-1800.926
"A38371159"	2012	-1797.034
"B28118800"	2010	-1796.023
"A17055153"	2010	-1795.379
"A62977186"	2017	-1793.946
"B46039061"	2016	-1787.424
"A31138761"	2016	-1787.241
"A04236931"	2012	-1782.717
"A20039426"	2011	-1781
"A12014346"	2013	-1780.999
"A28283067"	2008	-1778.71
"A08021768"	2016	-1774.743
"B48969877"	2009	-1770.102
"A22008106"	2017	-1765.846
"A28134534"	2016	-1763.794
"A46023594"	2016	-1761.486
"A33024084"	2017	-1756.658
"A36615474"	2016	-1755.827
"B37416575"	2017	-1755.298
"B38828687"	2014	-1754.085
"B99029365"	2012	-1752.144
"A28013894"	2016	-1751.206
"A78753514"	2012	-1749.719
"A46044814"	2016	-1744.535
"A41031303"	2011	-1744
"A39000187"	2016	-1743.925
"B96683347"	2017	-1739.61
"A08651762"	2016	-1738.519
"B46045993"	2014	-1737.973
"A28085520"	2016	-1736.076
"A04325494"	2016	-1726.548
"A28579373"	2016	-1723.977
"A29507456"	2016	-1723.281
"B82612904"	2007	-1722.25
"B47572367"	2016	-1720.322
"A28108447"	2011	-1718.467
"B38001905"	2011	-1716.835
"A45017241"	2016	-1713.861
"A08679060"	2016	-1712.904
"A34009191"	2014	-1712.346
"A46002697"	2010	-1710.216
"A03066933"	2017	-1703.961
"A35517671"	2012	-1698.632
"A78428596"	2016	-1696.672
"A03021409"	2008	-1691.88
"B17229675"	2017	-1690.859
"A48047377"	2014	-1684.664
"A28586592"	2013	-1683.412
"A32005746"	2015	-1682.62
"A12095295"	2016	-1682.616
"B91372748"	2013	-1682.249
"A08224081"	2016	-1679.742
"A46086773"	2016	-1679.397
"A50027929"	2014	-1676.838
"A38371159"	2013	-1673.162
"A41006891"	2017	-1669.971
"A30041834"	2017	-1669.139
"A45010543"	2016	-1665.773
"B38238788"	2016	-1664.304
"B28138196"	2016	-1662.442
"B61914883"	2015	-1661.939
"A28013894"	2013	-1661.242
"A08012270"	2015	-1660.861
"B46163655"	2014	-1660.269
"B11900602"	2013	-1659.084
"A28245009"	2017	-1655.689
"B96952635"	2010	-1654.532
"A08128910"	2014	-1653.326
"A08021768"	2015	-1649.747
"B83481002"	2010	-1647.13
"A01292846"	2017	-1646.371
"A01292846"	2016	-1645.168
"A12021267"	2016	-1644.716
"A48876874"	2016	-1641.196
"B61914883"	2017	-1641.158
"A28002640"	2011	-1638.443
"A08189359"	2016	-1632.728
"A08126492"	2015	-1628.576
"A06023477"	2012	-1625.128
"A08296790"	2015	-1624.667
"A48084909"	2017	-1623
"A07190309"	2009	-1621.226
"A83826362"	2016	-1620.065
"A28080489"	2015	-1617.939
"A24019499"	2015	-1617.695
"A01002864"	2010	-1609.321
"A07009814"	2012	-1607.289
"A43621416"	2011	-1605
"A28134534"	2017	-1600.378
"A20032264"	2016	-1597.579
"B43587120"	2010	-1596.418
"A08119752"	2017	-1594.733
"A46044814"	2017	-1594.148
"B08282337"	2016	-1594.131
"B41031980"	2011	-1593.816
"B31850977"	2017	-1592.491
"B21376942"	2016	-1592.068
"B57208878"	2017	-1590.198
"A29350139"	2016	-1587.947
"A50017334"	2012	-1587.859
"A28427581"	2014	-1586.3
"A33024084"	2013	-1583.028
"A36001063"	2015	-1579.753
"A46115127"	2013	-1575.826
"A36632875"	2013	-1572.742
"A46066825"	2012	-1572.211
"A38371159"	2014	-1571.415
"B46115838"	2015	-1568.737
"B73212417"	2012	-1566.183
"A36615474"	2017	-1563.902
"A45014776"	2015	-1556.286
"B08660409"	2017	-1554.572
"A12512497"	2017	-1552.249
"A19012962"	2016	-1550.586
"A28132959"	2012	-1547.958
"A08093254"	2014	-1547.844
"A28011286"	2014	-1546
"A48006423"	2016	-1545.328
"A08126492"	2014	-1543.465
"A09021833"	2017	-1542.437
"A18024919"	2016	-1540.3
"A08131153"	2017	-1538
"A38371159"	2015	-1537.404
"B81335473"	2007	-1537.33
"A41006891"	2015	-1536.539
"A20039426"	2016	-1536.306
"A07052244"	2010	-1536.234
"A82405788"	2016	-1534.336
"B84309616"	2013	-1531.637
"A28057008"	2016	-1530.497
"A35022987"	2016	-1529.188
"A08397465"	2010	-1528.171
"A81410227"	2011	-1526.625
"A24020562"	2009	-1522.782
"A01001072"	2015	-1522.064
"B28059012"	2009	-1521.833
"A28117398"	2015	-1521.045
"A35517671"	2016	-1516.816
"A63736458"	2015	-1513.814
"A38010997"	2017	-1513.529
"A12010948"	2010	-1511.38
"B62385067"	2010	-1511.32
"A38014114"	2008	-1511.275
"A28012342"	2008	-1511
"A17041708"	2016	-1509.867
"B37416575"	2015	-1507.988
"B85225282"	2014	-1507.906
"A05000682"	2015	-1499.096
"A28080489"	2010	-1496.669
"B60552619"	2016	-1494.56
"A36121176"	2013	-1494.368
"A25022609"	2015	-1491.818
"B20049615"	2012	-1487.775
"A46086773"	2015	-1483.668
"A31009913"	2016	-1477.267
"A24020562"	2008	-1475.199
"A28814135"	2012	-1470.577
"A48017974"	2016	-1467.017
"A08116147"	2010	-1466
"A35098482"	2014	-1465.959
"B63100150"	2011	-1461.868
"B96683347"	2014	-1461.814
"A08332256"	2017	-1461.698
"B31881055"	2013	-1458.059
"A48020200"	2016	-1457.981
"A05122460"	2016	-1455.75
"A28075968"	2016	-1454.704
"B48969885"	2009	-1454.29
"A12012340"	2017	-1452.44
"B50030964"	2017	-1451.053
"A31061401"	2016	-1450.846
"B35597020"	2014	-1448.014
"B41217761"	2015	-1447.496
"A07009814"	2013	-1447.478
"A15070444"	2017	-1438.88
"A20012498"	2011	-1438.324
"A46068284"	2015	-1437
"B18551226"	2015	-1434.937
"A46031761"	2007	-1434.704
"A18024919"	2017	-1433.117
"A48802854"	2016	-1432.528
"A91291435"	2016	-1430.333
"A48114318"	2012	-1422.629
"A08146474"	2016	-1419.459
"B35110410"	2010	-1414.828
"A15016595"	2017	-1413.798
"A07086515"	2014	-1399.328
"B43590272"	2010	-1398.697
"A33055138"	2010	-1392.482
"A82405788"	2015	-1390.552
"A08126492"	2012	-1389.783
"B38001905"	2016	-1388.458
"A08026197"	2010	-1388
"A35735083"	2017	-1386.644
"B58075136"	2008	-1385.681
"A18012930"	2017	-1384.606
"A08514028"	2016	-1384.451
"A46269155"	2008	-1383.286
"A08220014"	2017	-1383.099
"A08138042"	2016	-1381.029
"B39551973"	2013	-1379.906
"A46002697"	2014	-1378.822
"B82393778"	2009	-1375.563
"B84363555"	2017	-1374.165
"A08445983"	2016	-1370.925
"A15007727"	2007	-1370.069
"A09021833"	2015	-1368.784
"B96683347"	2015	-1367.717
"A38473724"	2009	-1367.63
"A38013744"	2013	-1365.098
"B83481002"	2012	-1364.31
"A31013543"	2016	-1358.222
"B20070082"	2012	-1355.638
"A12018354"	2011	-1355.625
"A33601899"	2012	-1355
"B63220917"	2016	-1354.674
"A01008069"	2016	-1354.071
"A33615980"	2017	-1350.244
"A41010521"	2016	-1347.834
"B35110410"	2009	-1346.847
"A46164034"	2017	-1342.67
"B28557064"	2015	-1342.299
"A26270322"	2009	-1340.769
"A28407484"	2017	-1339.843
"A82843129"	2010	-1338.88
"A31013543"	2014	-1337.655
"A59067603"	2017	-1336.26
"A23016157"	2016	-1335.677
"A38020905"	2017	-1333.883
"B21259726"	2011	-1332.958
"B28127447"	2015	-1332.856
"B08463424"	2016	-1332.728
"A28617801"	2011	-1332.614
"B39019468"	2015	-1331.581
"B21259726"	2016	-1330.34
"A30009815"	2008	-1329.106
"A08304933"	2016	-1326.026
"A24020562"	2007	-1324.884
"A01007442"	2011	-1316.492
"A01011881"	2016	-1316.201
"A31138761"	2013	-1313.034
"A50025071"	2014	-1308.942
"B96324983"	2017	-1308.788
"B43361724"	2016	-1307.551
"A28814135"	2009	-1306.736
"A48093868"	2017	-1306.644
"A06023477"	2014	-1306.095
"A08159816"	2016	-1302.859
"A58494048"	2009	-1301.237
"B62916077"	2009	-1299.568
"A31082712"	2013	-1299.046
"A08094435"	2013	-1297.749
"A17001322"	2017	-1297.221
"A42000901"	2011	-1296.554
"B82207275"	2008	-1296
"B95087482"	2010	-1292
"A03012614"	2017	-1291.073
"B38238788"	2017	-1288.759
"B31065980"	2016	-1287.801
"A30013247"	2016	-1287.589
"A39027917"	2016	-1287.401
"A35397884"	2015	-1286.946
"B18551226"	2016	-1286.255
"A08199168"	2016	-1285.516
"A28080489"	2014	-1284.866
"A28057008"	2007	-1278.883
"A41191313"	2015	-1274.683
"A01001072"	2016	-1273.822
"A41049503"	2011	-1271.073
"A08220014"	2016	-1270.667
"A08075954"	2013	-1268.805
"A97043772"	2016	-1267.592
"A20053773"	2017	-1267.354
"A03027919"	2017	-1266.856
"A03063583"	2017	-1265.659
"B48033278"	2017	-1264.706
"A08397465"	2011	-1263.067
"A12363529"	2015	-1260.55
"A08181067"	2011	-1259.273
"A46086773"	2017	-1258.456
"B73108755"	2009	-1257.103
"A08008518"	2014	-1253.139
"A33018664"	2017	-1252.488
"A20032264"	2017	-1251.699
"B35504059"	2011	-1246
"B08125940"	2009	-1245.379
"A28146579"	2015	-1243.379
"A09018862"	2012	-1242.951
"A48114318"	2011	-1242.477
"A61427183"	2016	-1242.247
"A08120859"	2009	-1242.112
"A38014114"	2009	-1241.297
"A36001063"	2013	-1240.838
"B46131371"	2015	-1237.757
"A50052489"	2014	-1236.901
"B38484796"	2016	-1234.109
"A35046911"	2016	-1234.045
"B28059012"	2007	-1233.84
"A01011881"	2015	-1232.073
"B81231516"	2015	-1231.727
"A34129635"	2015	-1231.359
"A08128035"	2016	-1229.332
"A38000485"	2008	-1229.09
"B21376942"	2015	-1227.773
"A12081790"	2016	-1225.121
"B83840900"	2016	-1220.211
"A48114318"	2010	-1219.373
"A41191313"	2013	-1218.115
"A03681186"	2009	-1214.842
"A38014114"	2015	-1214.411
"A08093254"	2012	-1213.579
"B38028692"	2016	-1211.877
"A96918867"	2012	-1208.796
"A35022987"	2015	-1206.018
"B61395497"	2015	-1203.347
"A08078719"	2016	-1202.984
"A28228690"	2015	-1201.218
"A08629107"	2013	-1200.813
"A20003042"	2016	-1196.41
"A28060515"	2016	-1195
"A12081790"	2015	-1190.667
"A04236931"	2016	-1188.11
"A29015849"	2017	-1187.73
"A46014650"	2016	-1187.037
"B46045993"	2015	-1184.771
"A96918867"	2011	-1182.623
"B28227866"	2011	-1181.743
"A46002697"	2015	-1181.332
"A62332580"	2012	-1181.305
"B41031980"	2009	-1178.553
"B28492841"	2017	-1177.683
"A20073169"	2013	-1177.272
"A35101732"	2017	-1177.139
"A13001730"	2008	-1174.803
"B62173604"	2007	-1173.69
"A35517671"	2017	-1171.949
"A08224545"	2015	-1168.188
"B37020179"	2015	-1165.492
"B39551973"	2015	-1164.085
"A35510650"	2013	-1162.788
"B48969877"	2008	-1161.652
"B08059636"	2012	-1160.044
"B39019468"	2013	-1158.816
"B01292903"	2010	-1157
"A33202474"	2016	-1156.62
"A06023477"	2013	-1155.73
"B12541496"	2016	-1151.946
"A28580546"	2015	-1151.912
"A08026072"	2013	-1150.802
"A35753094"	2011	-1150
"A38371159"	2011	-1147.461
"B07985609"	2012	-1146.481
"B35980937"	2015	-1144.809
"A28306868"	2015	-1144.122
"A25026733"	2017	-1142.901
"A96918867"	2016	-1141.611
"A08094435"	2010	-1141.596
"A82405788"	2017	-1141
"A08779407"	2017	-1138.918
"B62263272"	2008	-1137.142
"B48033278"	2015	-1134.43
"A22013072"	2015	-1132.537
"A47022058"	2012	-1131.314
"B61729737"	2007	-1130.93
"A61587358"	2014	-1130.48
"A07035934"	2015	-1129.297
"B36614816"	2010	-1129.239
"A07021256"	2012	-1127.114
"B15017908"	2015	-1126.079
"A28145498"	2015	-1125.418
"B47011374"	2014	-1124.733
"B96683347"	2013	-1123.435
"A58494048"	2013	-1118.995
"A06244131"	2007	-1118.01
"B21259726"	2015	-1117.812
"B20070082"	2010	-1115.271
"B35504059"	2010	-1112
"A31017106"	2016	-1111.199
"A58816554"	2013	-1110.484
"A07052244"	2011	-1107.757
"B58222548"	2009	-1102.303
"A12512497"	2008	-1100.596
"A46003265"	2011	-1100.124
"A48006423"	2017	-1098.194
"A28359073"	2012	-1095
"A35510650"	2016	-1093.172
"A46014155"	2010	-1093.168
"A08670929"	2013	-1092.571
"A62400718"	2015	-1092.026
"B62173604"	2009	-1092
"B61696944"	2017	-1090.119
"A61710687"	2016	-1089.89
"B08367948"	2011	-1089.843
"A08199168"	2015	-1086.17
"A31449002"	2015	-1085.718
"A08026072"	2009	-1083.289
"V82171133"	2008	-1082.343
"B48969877"	2007	-1081.92
"B38484796"	2011	-1080.862
"A06419220"	2017	-1077.169
"A36621522"	2013	-1076.697
"A38027637"	2015	-1076.295
"A31082712"	2017	-1074.669
"A39027917"	2017	-1073.18
"A11609682"	2013	-1071.832
"B43241769"	2007	-1071.708
"B82393778"	2013	-1070.797
"A01292846"	2015	-1067.965
"A11256104"	2015	-1063.369
"A03012614"	2015	-1063.221
"A81824047"	2017	-1062.72
"A08094435"	2017	-1057.571
"A25022609"	2010	-1055.324
"A96918867"	2010	-1053.06
"A08999088"	2017	-1052.872
"A11000098"	2016	-1052.658
"A25418401"	2010	-1049
"B96199807"	2008	-1048.307
"A28017531"	2014	-1045.677
"A50029065"	2017	-1044.722
"A08007056"	2012	-1043.647
"A58415779"	2013	-1042.034
"A39000187"	2010	-1039.136
"A38020905"	2016	-1035.18
"B45006616"	2012	-1034.37
"A81896375"	2008	-1033.67
"A95444519"	2015	-1033.315
"B28091486"	2015	-1032.468
"A07190309"	2014	-1032.463
"A31003247"	2016	-1031.408
"A36621522"	2014	-1029.306
"A36002285"	2012	-1028.522
"A03027919"	2016	-1026.2
"A47011721"	2016	-1026.113
"A31082712"	2010	-1025.02
"A31096233"	2015	-1024.69
"A08128910"	2017	-1024.629
"A15052376"	2010	-1018.714
"A84911825"	2017	-1017.248
"A28352656"	2016	-1016.757
"B31077514"	2015	-1014.289
"A08116147"	2011	-1014
"B46201158"	2015	-1013.196
"B15596331"	2007	-1012.16
"B61882551"	2009	-1010.021
"A28011286"	2010	-1010
"A29519220"	2015	-1009.717
"A28582450"	2014	-1009.371
"B46045993"	2011	-1009.157
"A59202853"	2016	-1009.111
"B28341790"	2014	-1009
"A35045681"	2017	-1008.906
"B18551226"	2013	-1007.983
"A13001730"	2009	-1007.728
"B83495101"	2012	-1006.707
"A28712479"	2017	-1004.064
"B17019373"	2015	-1003.833
"B81760829"	2007	-1003.41
"A41087404"	2017	-999.845
"B08156127"	2009	-998.947
"A03036373"	2012	-998.629
"B33876459"	2015	-996.635
"A45562329"	2016	-995.346
"B92328129"	2012	-994.803
"A28900975"	2016	-990.805
"A26015503"	2017	-990.314
"A20032264"	2015	-989.936
"B48033278"	2016	-988.547
"A81410227"	2008	-988.328
"A08200313"	2014	-988
"A38013744"	2011	-986.596
"A50011980"	2015	-985.427
"A46036562"	2014	-984.4
"A48071369"	2013	-983.445
"B20078598"	2012	-983.133
"A08242992"	2015	-983.051
"A28060515"	2017	-982
"A35397884"	2017	-981.777
"A08146474"	2015	-980.941
"A48059950"	2017	-979.001
"B50561968"	2008	-978.421
"A35022987"	2017	-975.105
"B43587120"	2011	-973.294
"B35597020"	2010	-972.963
"B97526008"	2015	-972.566
"A28202075"	2016	-971.579
"A61427183"	2015	-970.437
"B39551973"	2012	-969.703
"A97617773"	2013	-967.475
"B61914883"	2008	-965.142
"B01267277"	2010	-965.116
"A60531688"	2015	-965
"B35504059"	2008	-965
"A12018354"	2015	-964.398
"B21259726"	2009	-962.92
"A18291476"	2012	-962.336
"A08021768"	2013	-961.194
"A01001072"	2017	-961.14
"B28379386"	2017	-960.281
"A57082570"	2016	-959.989
"B28138196"	2010	-959.624
"B20049615"	2016	-959.221
"A32007817"	2016	-958.614
"A08181067"	2016	-955.299
"A20017604"	2015	-953.942
"B62173604"	2008	-953
"B08912669"	2011	-952.12
"A22009690"	2015	-951.982
"B12457230"	2010	-951.84
"A08078719"	2017	-948.134
"A28379816"	2014	-947.866
"A33055138"	2009	-947.199
"B12004818"	2007	-947
"A15052376"	2008	-945.25
"B62263272"	2012	-944.822
"B12002457"	2010	-944.497
"A08126492"	2009	-942.872
"A01008069"	2015	-936.209
"A17014119"	2017	-935.996
"A28889939"	2016	-933.769
"A08450421"	2016	-932.91
"A46170080"	2011	-931.949
"A28510246"	2015	-929.001
"A43621416"	2012	-926
"A08126492"	2013	-925.083
"A83826362"	2017	-924.69
"A12512497"	2009	-924.029
"B28934081"	2013	-921.659
"B50023142"	2016	-920.816
"B34224923"	2017	-919.485
"A22009906"	2016	-918.61
"B83257295"	2010	-917.786
"A46036562"	2010	-917.724
"A36060754"	2016	-917.414
"A25020173"	2015	-916.554
"B38028692"	2017	-916.212
"A36643450"	2012	-915.646
"A28428233"	2008	-915.218
"A03066933"	2016	-911.568
"B08912669"	2013	-909
"A28219202"	2016	-907.259
"A11609682"	2014	-906.695
"A81841850"	2017	-905.77
"A08051526"	2013	-904.719
"A09013947"	2009	-903.3
"A29350139"	2013	-903.085
"B46131371"	2016	-901.533
"A28025435"	2008	-901.505
"A35510650"	2015	-900.902
"A57082570"	2014	-899.738
"B08367948"	2013	-898.02
"A41191313"	2014	-895.216
"B60653466"	2012	-894.752
"A92153527"	2009	-894.653
"A31035413"	2017	-893.866
"B24007049"	2012	-892.647
"A46038519"	2016	-892.51
"A09018862"	2009	-891.468
"A28013894"	2008	-891.325
"A46137352"	2016	-891.174
"B03032620"	2016	-889.893
"A43004472"	2015	-889.178
"A30012959"	2011	-888.86
"A08008583"	2015	-888.857
"B01267277"	2016	-887.864
"B48969885"	2007	-886.97
"B20793956"	2015	-886.935
"B38238788"	2013	-885.13
"A43621416"	2008	-878.561
"A41087404"	2007	-878.4
"A83401273"	2016	-877.518
"A28070167"	2016	-875.812
"A39000187"	2007	-875.37
"A47000641"	2016	-874.628
"A30023204"	2010	-873.912
"A08397119"	2016	-873.77
"A08194284"	2008	-873.688
"B60338290"	2017	-872.783
"A08397465"	2008	-872.732
"B33876459"	2012	-872.252
"B35665991"	2014	-872.045
"A28400323"	2016	-869.478
"A83102426"	2014	-869.208
"A08008518"	2013	-868.289
"A04236931"	2017	-868.132
"A28712479"	2016	-867.3
"B08194359"	2011	-866
"A28017531"	2015	-865.272
"B17229675"	2016	-864.826
"A29018207"	2014	-862.117
"B62263272"	2010	-859.895
"A31035413"	2016	-858.147
"A58348038"	2016	-854.565
"B45018017"	2015	-854.392
"A36002285"	2010	-853.793
"B03006681"	2017	-853.746
"B12002457"	2009	-853.693
"B35110410"	2008	-853.48
"A28586592"	2012	-851.937
"A41006891"	2016	-851.913
"B28307536"	2016	-850.49
"A09004813"	2012	-850.084
"A03017308"	2015	-849.996
"B35006360"	2015	-848.531
"B63100150"	2016	-848.42
"A36121176"	2007	-846.5
"A46160701"	2014	-846.215
"A24004947"	2011	-844.738
"A61587358"	2015	-843.93
"B08552614"	2012	-843.708
"B83257295"	2009	-842.966
"A36060754"	2017	-842.729
"B38238788"	2009	-842.033
"A21006507"	2009	-841.944
"A33026980"	2017	-841.201
"A31001266"	2016	-839.625
"A43004472"	2016	-839.333
"A96966049"	2012	-837.139
"A20032264"	2013	-836.9
"A48107809"	2013	-835.157
"B10005932"	2016	-835.09
"B38001905"	2017	-834.233
"B96906375"	2015	-833.421
"B20013983"	2012	-832.139
"B61425682"	2015	-831.659
"A48064521"	2016	-831.601
"A46043154"	2015	-830.963
"A57082570"	2017	-830.059
"A41049503"	2013	-827.912
"A80632573"	2011	-826.507
"A33025974"	2017	-826.248
"A12323408"	2016	-824.371
"B21259726"	2017	-823.453
"A28013894"	2017	-820.836
"A25010430"	2016	-820.214
"A41037672"	2007	-820.2
"A15052376"	2007	-819.8
"A31394356"	2010	-819.186
"A08397465"	2007	-819.144
"B45018017"	2016	-819.104
"A08509937"	2017	-815.412
"A48093868"	2014	-815.376
"A32006215"	2016	-813.25
"A21006507"	2016	-813.013
"A38000485"	2009	-812
"A12017760"	2012	-810.962
"B15009566"	2010	-809.236
"A01002864"	2009	-808.83
"A31082712"	2016	-808.577
"A08438194"	2016	-808.426
"B20070082"	2016	-808.162
"A28491041"	2017	-806.846
"A78526811"	2012	-806.389
"B61696944"	2016	-803.536
"B18018176"	2012	-803.301
"B48969885"	2008	-802.689
"B60653466"	2014	-801.416
"A03036373"	2011	-801.33
"A46078267"	2015	-801.181
"B28934081"	2012	-800.948
"B12462560"	2016	-800.014
"A83741967"	2013	-799.313
"A78320736"	2017	-799
"A14004691"	2016	-798.981
"A62520788"	2015	-798.124
"B18012831"	2010	-797.682
"A28126274"	2009	-797.265
"A03012614"	2011	-797.142
"A28458826"	2009	-795.776
"A28013894"	2009	-794.297
"B48045942"	2016	-792.744
"A28617801"	2015	-791.931
"B31001696"	2016	-790.4
"A61557641"	2016	-789.964
"A28096378"	2008	-789.254
"A12017760"	2016	-787.587
"A47010194"	2015	-787.559
"A07021256"	2016	-786.3
"A06244131"	2008	-785.679
"A23008857"	2014	-784.301
"A48100002"	2016	-783.878
"B91629634"	2015	-783.368
"A08629107"	2014	-782.955
"B08961393"	2015	-780.836
"B03094455"	2017	-779.281
"A35510650"	2014	-775.459
"A38018404"	2017	-775.051
"B20193017"	2009	-774.831
"B12027843"	2008	-773.53
"B46045993"	2013	-773.468
"B47011374"	2013	-769.281
"A36603637"	2014	-768.719
"B01267277"	2009	-768.029
"A20032264"	2014	-767.586
"B07985609"	2011	-767.281
"A28586592"	2008	-766.609
"A01167204"	2015	-764.127
"B97861843"	2014	-764
"A07089121"	2015	-761.81
"A22013072"	2016	-761.167
"A03003530"	2015	-760.196
"B43590272"	2009	-760.112
"A83102426"	2011	-759.201
"B21259726"	2010	-758.111
"B27013382"	2017	-757.295
"A20008579"	2017	-757
"A08397465"	2009	-756.498
"B38828687"	2013	-756.054
"A31003247"	2017	-755.721
"A35028570"	2008	-755.71
"A28407484"	2011	-755.593
"B97526008"	2016	-754.808
"B15021520"	2010	-753.297
"A31096233"	2016	-753.088
"B12015210"	2015	-752.649
"A08181067"	2017	-751.797
"B58222548"	2008	-751.12
"A12016093"	2008	-750.02
"A08576753"	2016	-750
"A28580546"	2009	-747.58
"A11606134"	2013	-746.454
"B38001905"	2015	-746.392
"A28132959"	2014	-746.175
"B46045993"	2012	-743.465
"B84309616"	2015	-742.604
"A82335746"	2008	-742.17
"A28801942"	2008	-742.084
"A20065744"	2017	-740.366
"A25022609"	2011	-737.093
"B38001905"	2008	-735
"B38828687"	2012	-734.273
"A30032619"	2013	-734.093
"B07029465"	2013	-733.31
"B08245805"	2010	-733.174
"A39005095"	2009	-732.894
