nif	year	tesoreria
"A08105256"	2017	15.421
"A08294787"	2009	15.45
"A28027647"	2012	15.467
"A24004947"	2009	15.507
"A80632573"	2010	15.567
"A50013671"	2016	15.567
"A08105256"	2016	15.571
"A31065915"	2016	15.649
"B48033278"	2014	15.755
"A17034505"	2014	15.755
"B41217761"	2015	15.795
"A29955093"	2012	15.848
"A12323408"	2009	15.861
"A78753514"	2007	15.883
"B17229675"	2012	15.943
"A28292084"	2015	15.943
"B41441387"	2013	15.963
"A28027647"	2009	15.965
"A01010701"	2011	15.973
"A41037672"	2013	15.978
"A50013671"	2015	15.997
"B64055445"	2014	16
"B08527194"	2016	16.025
"B46149555"	2011	16.053
"A23372832"	2012	16.063
"A48119143"	2017	16.065
"A08720245"	2016	16.075
"A08007056"	2016	16.099
"A01376888"	2016	16.123
"A07123441"	2008	16.201
"A23008857"	2009	16.212
"A15007727"	2010	16.222
"A33019720"	2013	16.24
"A09006859"	2015	16.242
"A08591075"	2015	16.304
"A12081790"	2011	16.306
"B08238263"	2014	16.338
"B36007904"	2015	16.34
"A17014879"	2016	16.352
"A06007637"	2013	16.352
"A46137352"	2008	16.387
"A08377046"	2015	16.401
"A31737455"	2011	16.437
"B43491356"	2014	16.438
"B31009715"	2007	16.47
"B31005507"	2013	16.502
"A45020450"	2008	16.51
"A45562329"	2014	16.512
"A41028820"	2015	16.549
"A29050762"	2015	16.578
"A63746275"	2016	16.578
"A41762386"	2014	16.623
"B16007551"	2015	16.647
"A31404452"	2013	16.648
"A17006792"	2017	16.695
"B31694912"	2014	16.728
"A11010352"	2013	16.753
"A14015788"	2007	16.775
"A48802854"	2017	16.85
"B28222487"	2017	16.858
"A36615037"	2017	16.914
"A05122460"	2009	16.934
"A30017883"	2015	16.965
"A08023145"	2016	17
"A08195927"	2011	17.037
"A43001684"	2016	17.082
"B08423246"	2016	17.109
"A29025368"	2008	17.118
"B81762684"	2015	17.15
"B45020351"	2016	17.162
"B15015274"	2014	17.17
"B96683347"	2016	17.232
"A20037933"	2016	17.262
"A08952012"	2011	17.283
"A04007811"	2016	17.294
"B36009942"	2008	17.299
"A28333490"	2015	17.347
"A08262065"	2009	17.348
"A25022609"	2017	17.447
"B21011333"	2012	17.453
"A28636025"	2013	17.454
"A08621161"	2015	17.455
"A08106031"	2007	17.65
"A09015256"	2011	17.709
"A12363529"	2010	17.725
"B97307086"	2013	17.742
"A17005968"	2015	17.774
"A08262065"	2015	17.817
"B27014398"	2013	17.846
"B28222487"	2013	17.876
"B12007357"	2015	17.894
"A38014098"	2009	17.902
"A58534777"	2007	17.909
"B25006222"	2008	17.911
"B45005279"	2016	17.981
"A20779849"	2016	18.027
"A28636025"	2014	18.07
"A80904576"	2011	18.125
"A28496438"	2007	18.152
"A58349929"	2016	18.164
"A14004691"	2017	18.179
"A11605409"	2017	18.202
"B35043637"	2016	18.209
"B24008955"	2015	18.262
"B38028692"	2011	18.282
"A58534777"	2008	18.287
"B28249431"	2007	18.29
"A22201164"	2015	18.331
"A14025142"	2014	18.332
"B46071080"	2010	18.332
"B38001905"	2016	18.335
"B12007357"	2017	18.351
"A20574380"	2012	18.355
"A08294787"	2012	18.378
"A29050762"	2014	18.41
"A15016595"	2016	18.423
"A12021366"	2016	18.432
"A20779849"	2017	18.456
"A28524726"	2011	18.483
"A23025927"	2013	18.534
"A14015788"	2014	18.55
"B31005507"	2010	18.557
"A41048489"	2016	18.606
"A35045681"	2015	18.66
"A01001072"	2017	18.686
"B21011333"	2016	18.692
"A08802068"	2015	18.713
"A33560772"	2016	18.722
"A31065915"	2014	18.762
"B31694912"	2017	18.762
"A08147555"	2008	18.851
"A28494482"	2012	18.855
"B46142485"	2017	18.86
"A45002839"	2012	18.874
"B01003581"	2008	18.91
"B84654201"	2014	18.922
"A60853413"	2014	18.947
"B43241769"	2008	18.965
"A01012830"	2016	18.969
"A61351540"	2017	19
"A41021841"	2014	19.07
"A46137352"	2009	19.09
"A46019063"	2011	19.106
"A60853413"	2007	19.21
"B08275026"	2011	19.239
"A07027261"	2016	19.302
"A28321313"	2010	19.325
"A11256104"	2016	19.337
"B33011792"	2010	19.362
"A50043298"	2008	19.362
"A08007056"	2010	19.369
"A12006227"	2009	19.379
"A28192532"	2014	19.421
"A28515567"	2015	19.421
"A04047700"	2007	19.433
"B17048364"	2012	19.449
"B28222487"	2016	19.46
"A08639643"	2015	19.516
"A31064561"	2014	19.538
"A01017557"	2009	19.556
"A15049281"	2015	19.613
"A15016595"	2014	19.665
"A03061850"	2010	19.72
"A46036562"	2013	19.746
"B50067586"	2017	19.83
"B12291167"	2014	19.9
"A48016794"	2015	19.94
"A11605409"	2016	19.965
"A12029039"	2011	19.999
"A28396042"	2007	20
"A43001684"	2017	20.002
"B58613076"	2015	20.041
"A08375537"	2012	20.063
"B41045089"	2013	20.166
"A08394157"	2015	20.176
"A48802854"	2016	20.2
"B17229675"	2016	20.208
"A41043159"	2017	20.216
"A08511453"	2016	20.224
"A28359073"	2016	20.239
"A42001222"	2017	20.255
"A17034505"	2016	20.257
"B03019601"	2014	20.342
"A17034505"	2015	20.423
"A08659617"	2011	20.457
"A29955093"	2013	20.46
"B30516645"	2017	20.483
"B97389209"	2017	20.549
"A08285363"	2015	20.551
"A08604159"	2009	20.551
"A36600500"	2009	20.564
"A11010352"	2012	20.604
"A12363529"	2012	20.68
"B48033278"	2010	20.69
"A33560772"	2010	20.698
"B82432725"	2010	20.717
"A96918867"	2011	20.73
"A78097656"	2009	20.874
"A25008046"	2015	20.951
"A60401585"	2017	21
"A60963287"	2016	21
"A31013543"	2011	21.018
"F50561091"	2012	21.05
"A15027139"	2007	21.116
"A09006859"	2016	21.12
"A38014098"	2007	21.168
"A50025071"	2016	21.168
"B27014398"	2014	21.204
"F50561091"	2017	21.257
"A02003754"	2008	21.258
"A09004813"	2014	21.272
"A50025071"	2010	21.291
"A08802068"	2014	21.298
"A28117026"	2012	21.304
"A08075293"	2008	21.323
"A08262065"	2017	21.339
"A12017760"	2010	21.429
"B63677223"	2013	21.459
"A08262065"	2010	21.46
"B58222548"	2008	21.487
"A08509937"	2012	21.497
"A09281999"	2013	21.551
"A33615923"	2014	21.589
"B46153292"	2015	21.67
"A08541021"	2016	21.673
"A07123441"	2010	21.763
"B61395497"	2008	21.849
"A15007727"	2011	21.998
"B46037446"	2008	22.03
"A30018147"	2015	22.06
"A08631517"	2017	22.065
"A42000901"	2011	22.07
"A12017760"	2012	22.076
"A50043298"	2015	22.107
"A24020562"	2010	22.165
"A08075293"	2007	22.19
"B60024353"	2009	22.215
"A30024798"	2015	22.281
"B21011333"	2014	22.335
"A53242152"	2008	22.336
"B28249431"	2009	22.337
"A28519932"	2007	22.353
"A08737249"	2012	22.359
"A28519932"	2008	22.382
"A78753514"	2012	22.402
"B25006222"	2015	22.422
"A12014346"	2010	22.423
"A13029962"	2012	22.466
"B28249431"	2008	22.47
"A60362266"	2007	22.485
"A08375537"	2008	22.51
"A28579373"	2017	22.53
"A30031769"	2013	22.535
"B03004678"	2014	22.559
"A31189350"	2016	22.609
"A22009039"	2017	22.615
"B30028187"	2012	22.643
"B63677223"	2014	22.68
"A38014098"	2015	22.68
"B38028692"	2009	22.688
"A41017161"	2008	22.69
"A09015405"	2017	22.711
"A12025490"	2015	22.737
"B21011333"	2013	22.737
"B08463424"	2016	22.739
"A08078719"	2008	22.74
"B11606647"	2014	22.789
"A08681264"	2010	22.796
"B18551226"	2017	22.81
"B30028187"	2011	22.831
"A48071351"	2011	22.855
"A33019423"	2017	22.874
"A79492104"	2008	22.877
"A01006659"	2014	22.885
"A12363529"	2011	22.89
"A07009814"	2013	22.937
"A29350139"	2016	22.937
"B38028692"	2010	22.947
"A08737249"	2008	22.95
"A08075954"	2016	23.004
"A02006617"	2014	23.012
"A53242152"	2015	23.089
"A11010352"	2010	23.104
"A14004691"	2008	23.106
"A10301240"	2013	23.207
"A92153527"	2009	23.25
"A28630374"	2008	23.264
"A45020450"	2007	23.314
"A08262065"	2008	23.357
"A08329831"	2011	23.384
"A07244023"	2014	23.412
"B31005507"	2011	23.417
"A01001072"	2015	23.437
"A46036562"	2011	23.453
"A31065915"	2017	23.455
"A08329039"	2017	23.475
"A31065915"	2013	23.495
"A47011721"	2016	23.501
"A08094567"	2011	23.503
"B50023142"	2016	23.508
"A33560772"	2011	23.516
"A28175412"	2015	23.519
"A19012962"	2011	23.551
"A08375537"	2013	23.575
"A08621161"	2014	23.594
"B50475839"	2015	23.606
"A08078719"	2017	23.629
"A08710055"	2013	23.63
"A03061850"	2011	23.645
"A17005968"	2016	23.668
"A08737249"	2009	23.701
"A07216948"	2016	23.767
"A50027929"	2016	23.784
"A08105256"	2015	23.79
"B28222487"	2015	23.822
"B35043637"	2015	23.902
"A28359073"	2007	23.97
"A53242152"	2016	23.974
"A41037672"	2017	23.979
"B08721060"	2014	23.985
"A28278596"	2013	24
"B64055445"	2015	24
"B47014568"	2015	24.11
"A81496382"	2016	24.164
"A46014650"	2011	24.197
"A08007056"	2013	24.205
"A28674489"	2009	24.207
"B38380473"	2015	24.209
"B37024825"	2014	24.225
"A46269155"	2010	24.258
"A01012830"	2014	24.259
"A08062846"	2017	24.333
"A07190309"	2014	24.36
"A46096343"	2014	24.363
"A46269155"	2012	24.374
"A08146730"	2011	24.527
"A43019975"	2014	24.538
"A08737249"	2007	24.57
"B84309616"	2012	24.576
"A12228458"	2016	24.585
"A28681492"	2011	24.599
"A24001661"	2017	24.608
"A32005548"	2017	24.63
"B46076287"	2015	24.648
"B48124275"	2015	24.714
"A33617218"	2011	24.718
"A33617218"	2012	24.718
"B30029110"	2008	24.762
"A28734432"	2008	24.769
"A46336152"	2016	24.778
"B37012069"	2010	24.784
"B17229675"	2017	24.791
"A08262065"	2014	24.797
"A08105256"	2013	24.854
"A46122065"	2015	24.855
"A36600518"	2010	24.865
"A81496382"	2017	24.874
"A15007727"	2017	24.893
"A25008046"	2010	24.915
"A33026980"	2017	24.919
"A08329831"	2012	24.921
"A26011320"	2013	24.924
"A30031769"	2010	24.959
"A26004978"	2011	25.019
"B78459815"	2016	25.038
"B20070082"	2015	25.066
"A09018862"	2017	25.086
"A08565285"	2015	25.11
"A09006859"	2014	25.174
"A30023295"	2015	25.217
"A30031769"	2012	25.228
"F50011139"	2015	25.231
"A80352420"	2016	25.232
"A43035401"	2017	25.244
"A20779849"	2015	25.285
"A42003368"	2013	25.289
"A15027139"	2013	25.396
"A46014650"	2014	25.415
"A61557641"	2016	25.417
"A30022958"	2014	25.444
"A08564502"	2016	25.526
"B31005507"	2007	25.563
"A15007727"	2013	25.579
"A22009906"	2017	25.594
"A08285363"	2016	25.677
"A28515567"	2017	25.689
"A01012830"	2015	25.7
"A28283067"	2014	25.709
"A12029039"	2012	25.717
"A41277336"	2016	25.773
"B63677223"	2016	25.781
"B36002913"	2013	25.794
"A02013985"	2013	25.85
"A08217432"	2015	25.883
"B28148773"	2011	25.885
"F50011139"	2010	26
"A08723926"	2014	26.005
"A41088345"	2017	26.013
"A35499318"	2016	26.106
"A29008174"	2017	26.11
"A30023295"	2014	26.117
"A46014650"	2016	26.148
"B15015274"	2012	26.166
"B20070082"	2016	26.166
"A43001627"	2015	26.196
"A14030027"	2016	26.217
"A12021390"	2010	26.271
"A08375537"	2014	26.272
"A09006859"	2013	26.298
"A14004691"	2009	26.313
"B81335473"	2009	26.438
"B38028692"	2014	26.469
"A08285363"	2017	26.526
"A08509937"	2014	26.537
"A08075954"	2017	26.542
"A30023295"	2011	26.545
"A26004754"	2010	26.549
"B15015274"	2011	26.557
"A33015728"	2009	26.577
"A31071913"	2008	26.582
"B91172221"	2012	26.588
"B78496759"	2011	26.597
"A36006021"	2014	26.598
"A50335918"	2012	26.613
"A28524726"	2016	26.676
"A04047700"	2010	26.685
"B35021831"	2014	26.702
"A38225041"	2007	26.788
"A28295806"	2015	26.805
"F06402697"	2012	26.848
"B50043785"	2014	26.86
"A79492104"	2010	26.87
"A28106003"	2011	26.87
"A39030200"	2016	26.9
"B43587120"	2009	26.905
"A12017760"	2015	26.91
"A28259141"	2015	26.911
"B31005507"	2017	26.918
"A50050236"	2014	26.975
"A08720245"	2015	26.995
"A47002878"	2015	27
"A82275306"	2014	27
"B08194359"	2009	27
"A58348038"	2013	27.011
"A01292846"	2016	27.034
"A08631517"	2016	27.07
"A41084740"	2017	27.085
"A28457059"	2012	27.155
"A49005861"	2012	27.167
"A12021267"	2017	27.17
"A04017497"	2007	27.222
"B03101748"	2015	27.242
"A08541021"	2017	27.246
"A08375545"	2010	27.269
"A12100020"	2014	27.312
"B12007357"	2007	27.344
"A08382491"	2017	27.42
"A80632573"	2015	27.436
"A01161066"	2015	27.458
"A28266989"	2012	27.485
"A28175412"	2017	27.544
"A46014650"	2009	27.589
"A20574380"	2009	27.596
"A46019204"	2009	27.61
"A17009093"	2017	27.645
"A41006891"	2013	27.669
"A28451649"	2007	27.68
"A48002984"	2008	27.697
"A78753514"	2009	27.738
"B07025315"	2008	27.75
"A08093015"	2011	27.756
"B15031560"	2015	27.761
"A46048732"	2017	27.767
"B03039609"	2016	27.775
"A12461802"	2015	27.777
"A08555344"	2012	27.778
"A08334906"	2016	27.794
"B37024825"	2017	27.858
"A41088345"	2015	27.866
"A08564502"	2012	27.895
"A08075954"	2015	27.917
"B03026382"	2013	27.964
"A47022165"	2007	27.972
"B96199807"	2015	28
"B61395497"	2009	28.054
"B08282337"	2015	28.084
"A08989782"	2009	28.092
"B30029110"	2010	28.123
"A28306868"	2008	28.13
"B17048364"	2011	28.172
"A30013247"	2010	28.198
"A22009690"	2016	28.23
"B46173423"	2017	28.395
"A08104994"	2015	28.425
"A33009630"	2014	28.47
"A08189359"	2016	28.509
"B12536934"	2017	28.514
"A30036214"	2012	28.561
"A24007072"	2015	28.623
"B28341832"	2013	28.636
"A48119143"	2014	28.659
"A79184453"	2010	28.682
"A28057008"	2017	28.702
"A28519932"	2017	28.727
"A08631517"	2015	28.769
"A30029862"	2011	28.77
"A08377046"	2017	28.811
"A33009630"	2016	28.84
"A06244131"	2011	28.864
"B20078598"	2010	28.913
"A29015849"	2017	28.924
"A08217432"	2014	28.929
"A26004978"	2015	28.943
"A14481105"	2013	28.944
"A13001730"	2009	28.981
"A26004978"	2013	28.987
"B46171518"	2016	28.999
"A82275306"	2016	29
"A28060515"	2013	29
"A03061850"	2013	29.045
"A48061675"	2014	29.068
"B12020194"	2016	29.077
"A08075293"	2009	29.175
"B58222548"	2007	29.2
"A43001627"	2014	29.204
"B11012820"	2014	29.226
"A33600107"	2015	29.24
"A08802068"	2016	29.279
"A20012498"	2014	29.381
"A58356213"	2009	29.394
"A28451649"	2009	29.406
"B50938489"	2015	29.429
"A08651762"	2015	29.434
"A01161066"	2017	29.454
"B21011333"	2010	29.536
"A28734432"	2014	29.538
"A31071756"	2008	29.555
"A78905908"	2010	29.571
"A28175412"	2013	29.619
"A28392033"	2014	29.626
"A26015503"	2017	29.648
"B38001905"	2017	29.675
"A38013744"	2013	29.678
"A28375467"	2017	29.716
"A08146730"	2009	29.773
"A45020450"	2014	29.776
"B06001143"	2017	29.804
"A15049281"	2014	29.807
"B28148773"	2013	29.838
"A28496438"	2015	29.932
"B11012820"	2017	29.983
"A46137352"	2015	29.991
"B38024089"	2017	29.995
"A28295038"	2015	29.995
"B50938489"	2017	30.016
"A28496438"	2014	30.029
"A48080881"	2010	30.041
"A12323408"	2007	30.055
"B30028187"	2014	30.106
"A11010352"	2008	30.14
"B08275026"	2010	30.147
"B08282337"	2012	30.156
"A21010616"	2016	30.185
"A08211112"	2016	30.186
"A46074647"	2015	30.261
"A81036923"	2014	30.273
"A48080881"	2016	30.326
"A28610863"	2014	30.33
"A43010974"	2011	30.378
"A33025974"	2017	30.572
"A08541021"	2009	30.601
"A12025490"	2016	30.669
"A08737249"	2014	30.717
"A33617218"	2014	30.782
"B40003550"	2009	30.821
"A22001721"	2011	30.84
"A28057008"	2016	30.857
"A63746275"	2015	30.863
"A06008411"	2016	30.863
"B07985609"	2016	30.976
"A43621416"	2014	31
"B64055445"	2017	31
"A41038274"	2009	31.047
"B46108403"	2017	31.054
"A38003844"	2009	31.06
"A28630374"	2010	31.09
"B35043637"	2014	31.159
"A07068430"	2008	31.163
"A17014119"	2015	31.174
"B15015274"	2016	31.228
"A20074068"	2016	31.254
"A58534777"	2009	31.291
"A26270322"	2016	31.3
"A28457059"	2010	31.371
"B08282337"	2010	31.374
"A28192532"	2015	31.429
"B78496759"	2010	31.429
"B08245805"	2011	31.438
"A08283798"	2015	31.464
"A04119293"	2014	31.57
"A08375545"	2008	31.57
"A80904576"	2016	31.662
"A08394157"	2016	31.737
"A12017760"	2014	31.774
"A14004691"	2013	31.788
"A28711893"	2015	31.802
"A07089121"	2015	31.84
"A48080881"	2008	31.859
"A12017760"	2009	31.949
"A45445210"	2014	32
"B38380473"	2009	32.002
"A28510246"	2015	32.036
"A12228458"	2014	32.036
"A28649747"	2008	32.038
"A28147197"	2012	32.071
"A28645000"	2017	32.075
"A28295038"	2014	32.117
"A57082570"	2016	32.169
"B28222487"	2014	32.172
"B08282337"	2017	32.172
"A28636025"	2012	32.19
"B37024825"	2012	32.277
"A08460156"	2017	32.315
"B81335473"	2015	32.336
"A26011320"	2010	32.347
"B08552614"	2014	32.36
"A28379816"	2015	32.408
"A30013627"	2007	32.413
"A35014414"	2012	32.413
"A46137352"	2016	32.491
"A28324630"	2016	32.498
"A30035521"	2015	32.567
"A31072325"	2017	32.62
"A28147197"	2009	32.649
"B09417932"	2013	32.659
"A46226122"	2008	32.689
"A08555344"	2011	32.693
"A09018730"	2014	32.753
"A12363529"	2015	32.776
"A05000682"	2015	32.798
"A08189359"	2015	32.853
"B36603629"	2014	32.886
"A08670929"	2011	32.917
"B28412146"	2015	32.973
"B41045089"	2016	32.996
"A01011881"	2015	32.997
"A08467052"	2016	33
"A41112012"	2014	33.018
"A08196446"	2016	33.029
"B61567970"	2017	33.047
"A97043772"	2016	33.056
"B30034730"	2016	33.06
"A08196446"	2011	33.065
"A08737249"	2010	33.08
"A08146870"	2010	33.105
"A34009191"	2014	33.179
"A04007811"	2017	33.192
"A34009191"	2007	33.21
"B46173423"	2016	33.216
"A30006142"	2015	33.244
"A20037933"	2015	33.261
"A08572729"	2009	33.287
"A79049797"	2017	33.345
"B41062548"	2017	33.423
"A08683864"	2014	33.47
"B12020194"	2014	33.494
"A08989782"	2010	33.518
"A08222465"	2015	33.573
"A15027139"	2012	33.652
"A28192532"	2009	33.727
"B24013799"	2010	33.835
"B15862667"	2012	33.86
"B08912669"	2012	33.881
"B14819643"	2015	33.895
"A08659617"	2015	33.906
"A08285157"	2009	33.937
"A08323404"	2010	33.979
"B46149555"	2012	33.983
"A08630063"	2009	34.023
"A33015728"	2008	34.04
"A30025555"	2017	34.057
"A28147197"	2011	34.06
"A30023295"	2013	34.07
"A29453768"	2017	34.079
"A01012830"	2012	34.239
"B08488587"	2013	34.249
"B17229675"	2015	34.259
"A28381234"	2013	34.346
"A08659617"	2009	34.364
"A35610666"	2015	34.413
"A17475203"	2014	34.414
"B45020351"	2015	34.489
"A08375545"	2012	34.511
"A33609587"	2011	34.553
"A17013913"	2009	34.571
"A01012830"	2011	34.579
"A08385395"	2016	34.607
"A22009690"	2015	34.634
"A43001684"	2014	34.666
"A02006617"	2015	34.669
"A08737249"	2013	34.67
"A50025071"	2015	34.687
"A12081790"	2012	34.689
"A61557641"	2008	34.718
"B19001551"	2007	34.733
"A36040442"	2010	34.775
"A47214424"	2017	34.835
"A48119143"	2016	34.869
"A21000427"	2013	34.881
"A60362266"	2016	34.891
"A08323404"	2011	34.904
"A29025368"	2009	34.96
"A61797536"	2014	35
"B36008555"	2016	35.023
"A22201164"	2016	35.04
"B28148773"	2014	35.057
"B23015753"	2012	35.096
"A41038274"	2008	35.161
"A08294787"	2007	35.19
"A08294787"	2014	35.254
"A08139339"	2010	35.264
"B73108755"	2016	35.283
"A06008411"	2015	35.29
"A36226645"	2015	35.301
"B19001551"	2010	35.324
"A28027647"	2011	35.343
"A08440323"	2016	35.349
"B47014568"	2014	35.363
"A35026590"	2015	35.432
"B08642324"	2010	35.442
"A22003537"	2015	35.454
"B58075136"	2008	35.468
"B03036340"	2014	35.481
"A04236931"	2013	35.485
"B08216202"	2008	35.56
"A08007056"	2017	35.575
"A17013947"	2007	35.63
"B08961393"	2011	35.653
"F50561091"	2013	35.728
"A09013947"	2008	35.739
"A28306868"	2016	35.741
"A28734432"	2010	35.766
"A09013947"	2009	35.797
"A08952012"	2013	35.803
"B36603629"	2013	35.82
"B46076287"	2014	35.826
"A28295038"	2017	35.914
"B12662722"	2015	35.956
"A61351540"	2016	36
"A40163909"	2017	36
"F50561091"	2014	36.006
"A61587358"	2017	36.075
"B24013799"	2016	36.089
"A20032264"	2011	36.094
"A21391917"	2014	36.225
"A08621161"	2016	36.292
"A48045199"	2012	36.296
"A58253816"	2015	36.352
"A79492104"	2014	36.426
"A41037672"	2012	36.426
"A28416089"	2015	36.501
"B03036720"	2012	36.509
"A43011196"	2016	36.52
"B01003581"	2009	36.555
"A24010217"	2011	36.598
"A01012830"	2010	36.62
"B58613076"	2016	36.643
"A01012830"	2007	36.674
"A83826362"	2015	36.675
"A17202375"	2007	36.68
"A30022958"	2016	36.685
"A08623928"	2013	36.717
"A38026605"	2011	36.718
"A36561595"	2016	36.743
"A28636025"	2008	36.78
"A24001661"	2015	36.796
"A43011196"	2013	36.83
"A28695856"	2016	36.86
"A29955093"	2011	36.863
"B11415387"	2015	36.878
"B39019468"	2015	36.88
"A07032030"	2016	36.882
"A20017604"	2017	36.901
"B82393778"	2016	36.917
"A36005718"	2017	36.961
"B63805295"	2016	37
"A28202075"	2012	37.017
"A50068923"	2008	37.04
"A12323408"	2015	37.067
"A08375545"	2007	37.09
"F50561091"	2016	37.122
"B96199807"	2014	37.17
"A28024172"	2017	37.277
"A08631517"	2013	37.298
"B08912669"	2009	37.319
"A22001721"	2013	37.343
"A17014879"	2014	37.432
"B07029465"	2016	37.443
"A28147197"	2016	37.459
"A28321313"	2011	37.545
"A83102426"	2010	37.637
"A28027811"	2014	37.665
"A36014009"	2015	37.691
"A30038020"	2012	37.694
"A20037933"	2014	37.718
"A08952012"	2010	37.721
"B60338290"	2015	37.725
"A29050762"	2017	37.729
"B08584989"	2012	37.794
"A78020732"	2016	37.807
"A08149668"	2015	37.817
"B08245805"	2015	37.939
"A12228458"	2015	37.951
"A46070520"	2015	37.956
"A28012342"	2015	38
"B50023142"	2014	38.004
"A08679060"	2014	38.032
"B21376942"	2014	38.037
"A12014346"	2009	38.037
"A17018391"	2008	38.152
"A01061373"	2015	38.191
"B17011511"	2009	38.23
"A50013671"	2017	38.351
"A82854811"	2017	38.394
"A28057495"	2014	38.4
"A28428233"	2017	38.576
"B12007357"	2008	38.586
"A28392033"	2015	38.652
"A28645000"	2014	38.656
"A08291973"	2016	38.7
"B02011641"	2009	38.738
"A50025071"	2009	38.751
"A17007014"	2008	38.774
"A48029847"	2017	38.815
"A23008857"	2017	38.822
"A28175412"	2014	38.827
"B28701340"	2016	38.856
"A15027139"	2008	38.879
"B21011333"	2009	38.897
"A58253816"	2016	38.923
"A24020562"	2016	38.95
"A46087565"	2007	38.976
"A60850500"	2015	38.978
"A32225419"	2015	39.015
"B33029729"	2017	39.018
