nif	year	ffpp
"A28571750"	2010	960.453
"F06139109"	2013	960.961
"B91172221"	2013	961.005
"A78020732"	2012	962.739
"B62293113"	2013	967.661
"B50001874"	2012	968.037
"A42003368"	2017	968.45
"B46020541"	2009	971.478
"A08139339"	2007	971.869
"B22005524"	2015	972.968
"B62725320"	2011	973.675
"A28219202"	2012	974.322
"A28636025"	2009	974.84
"B84768761"	2015	976.192
"B12662722"	2012	976.68
"A29018207"	2013	977.508
"A28698884"	2011	980.226
"A22009690"	2014	980.832
"A28441269"	2010	981.854
"A28321313"	2016	982.001
"A60401585"	2013	982.9
"B24399305"	2007	983.01
"A47214424"	2016	983.588
"A48080881"	2009	983.708
"B31637069"	2017	985.93
"B60241437"	2008	986
"A07040090"	2017	986.755
"A08139339"	2008	987.98
"A61401857"	2014	988.903
"B03035854"	2009	989.857
"B06422877"	2017	992.21
"B81496515"	2012	992.518
"B28492841"	2009	993.237
"A28219202"	2013	995.299
"A02006617"	2016	996.033
"A08097180"	2016	996.32
"A08644932"	2012	996.571
"A59954487"	2015	997.108
"A30022172"	2016	997.731
"A96966049"	2008	1000
"B33920141"	2014	1000.113
"B11469491"	2013	1000.264
"B08988149"	2009	1000.52
"A03057486"	2010	1001.242
"B46084208"	2009	1001.45
"A96945530"	2008	1001.801
"A08146870"	2011	1001.914
"A38269270"	2015	1002.299
"A33034836"	2016	1004.179
"B41086844"	2014	1004.224
"B15021520"	2010	1004.767
"B14030720"	2007	1004.774
"A58394941"	2010	1005.403
"A30038764"	2012	1005.792
"A28574044"	2007	1006.506
"B08488587"	2012	1006.934
"A28519932"	2007	1007.733
"A09004813"	2012	1008.585
"A43001684"	2014	1010.646
"A23022874"	2013	1012.123
"A46002697"	2010	1012.453
"A28683068"	2007	1013.554
"A12017919"	2007	1014.389
"A82494931"	2012	1014.956
"A08689796"	2013	1015.571
"A96773940"	2010	1016.995
"A08346116"	2011	1018.477
"A42003368"	2015	1019.199
"A30032130"	2012	1019.57
"A79259388"	2007	1019.72
"A30022172"	2008	1020.321
"A58061383"	2007	1020.999
"B81496515"	2013	1021.251
"A30018345"	2013	1022.314
"A33008426"	2016	1022.612
"A30046379"	2011	1022.813
"A12385860"	2016	1023.899
"B46133617"	2013	1023.94
"A08612103"	2007	1024.12
"A45018926"	2008	1024.394
"B07762099"	2008	1026.78
"A04017497"	2008	1027.102
"B45020351"	2012	1027.11
"A08511453"	2014	1027.931
"B28499218"	2013	1028.055
"A07089121"	2015	1030.384
"A09021833"	2015	1030.831
"B28489748"	2007	1031.78
"A23022874"	2011	1031.804
"A84430107"	2013	1031.984
"B46133617"	2014	1032.086
"B46084208"	2010	1034.665
"A28494482"	2012	1034.956
"A50013671"	2013	1035.403
"A36561595"	2016	1035.841
"B18547281"	2010	1036
"A28219202"	2014	1038.29
"A09015256"	2008	1038.367
"A30038764"	2013	1038.658
"A35014414"	2016	1039.476
"B57175283"	2012	1039.581
"B43004852"	2012	1039.605
"B15015274"	2010	1040.69
"A50335918"	2012	1040.784
"A02006617"	2017	1041.383
"A28695856"	2007	1041.643
"A46131520"	2010	1042.021
"A28321313"	2017	1042.167
"B46076287"	2014	1042.673
"A83102426"	2010	1043.376
"A33008426"	2017	1043.47
"B83741835"	2014	1044.81
"A08683864"	2007	1044.901
"A08489007"	2007	1045.697
"A30022172"	2015	1045.813
"B03094455"	2008	1047.089
"A23008857"	2012	1050.589
"B03094455"	2009	1051.03
"A35014414"	2015	1052.12
"A08568826"	2010	1052.241
"A15072622"	2010	1053.783
"A12385860"	2017	1055.815
"A28295038"	2011	1056.271
"A08323404"	2010	1057.698
"A08304933"	2016	1057.699
"A27014430"	2010	1059.165
"A81408817"	2011	1059.275
"A79259339"	2008	1059.542
"A06017040"	2007	1059.566
"A33373622"	2016	1060.061
"A28333490"	2014	1061.055
"B07685779"	2015	1061.102
"A08541021"	2017	1061.947
"A18012807"	2015	1062.017
"B12291167"	2007	1062.14
"B85036887"	2017	1064.192
"A08093254"	2014	1064.396
"A43001684"	2016	1064.941
"B46084208"	2011	1065.133
"A06419220"	2013	1065.847
"A28636025"	2010	1066
"A28630374"	2008	1066.631
"B08912669"	2010	1066.882
"A28615581"	2012	1069.442
"B43952126"	2017	1071.517
"A28674489"	2010	1072.138
"B22005524"	2016	1072.221
"B08488587"	2013	1072.355
"A43001684"	2015	1072.393
"A09013947"	2009	1072.718
"A24056319"	2013	1073.756
"A28381234"	2014	1075.009
"A08346116"	2012	1075.583
"A30018345"	2014	1076.818
"A81841850"	2007	1077.45
"A08511453"	2016	1078.773
"A48080881"	2010	1079.349
"A28651222"	2011	1079.372
"A28681492"	2016	1079.629
"A28446995"	2014	1079.637
"A58394941"	2008	1079.83
"A08621161"	2010	1080.833
"A08689796"	2014	1081.572
"A24004947"	2011	1082.67
"B41072471"	2007	1082.89
"B61425682"	2015	1082.918
"A45562329"	2013	1083.071
"A01019702"	2007	1084.615
"A33036807"	2009	1085.281
"B46111035"	2007	1086.553
"A58394941"	2011	1087.325
"A08730277"	2014	1087.641
"B06013841"	2012	1089.853
"A45018223"	2012	1090.519
"A28381234"	2012	1091.656
"B61425682"	2014	1092.883
"A30041719"	2007	1093.658
"B48092084"	2015	1094.081
"A28683068"	2009	1094.744
"B08704439"	2013	1094.923
"A50013671"	2014	1096.897
"A30018345"	2016	1096.955
"A46170080"	2013	1098.076
"A78355278"	2007	1098.516
"V30405880"	2012	1099.153
"A08730277"	2015	1099.415
"B46111035"	2008	1099.818
"A08612103"	2008	1100.951
"B07762099"	2009	1101.371
"A33015728"	2007	1101.69
"A43030626"	2015	1102
"A92030402"	2009	1102.935
"B29053808"	2014	1104.57
"A48116420"	2013	1104.886
"A96974340"	2014	1105.5
"A24014227"	2009	1106.7
"A08489007"	2008	1107.25
"B15009566"	2010	1107.926
"B03094455"	2010	1109.422
"A84534874"	2014	1109.638
"B33876459"	2015	1110.035
"A78020732"	2010	1111.652
"A30038764"	2014	1113.738
"A28446995"	2017	1114.377
"A28698884"	2015	1114.465
"A59320143"	2008	1116.846
"B48441497"	2015	1117.643
"A28345148"	2007	1118.163
"B36008555"	2009	1118.195
"A28392736"	2014	1118.305
"A08559932"	2015	1118.79
"A23022874"	2012	1119.068
"A26020198"	2011	1119.576
"A50335918"	2009	1121.971
"A35753094"	2013	1122
"A18012807"	2014	1122.761
"A08683864"	2008	1122.777
"B07685779"	2017	1123.585
"A46035770"	2016	1123.797
"B46111035"	2009	1124.455
"A83826362"	2016	1124.935
"B30566194"	2016	1125.198
"B08102881"	2015	1127.719
"A28683068"	2008	1129.68
"A23022874"	2014	1131.53
"A08097180"	2017	1132.258
"B28499218"	2014	1132.384
"A17006479"	2013	1133.657
"A33036807"	2010	1134.403
"A33024852"	2017	1134.614
"A08621161"	2011	1134.692
"A83150060"	2012	1135
"B06341333"	2016	1136.83
"A28446995"	2015	1136.893
"B08912669"	2016	1137.202
"A09015256"	2009	1137.446
"B08102881"	2016	1137.949
"A41022237"	2015	1138.517
"B96990015"	2009	1139.965
"B08125940"	2010	1140.5
"A81036923"	2015	1140.725
"A28683068"	2011	1141.083
"A25043704"	2015	1141.471
"B28148773"	2012	1141.923
"B28126019"	2007	1143.85
"A79235891"	2012	1144.656
"B30033666"	2007	1144.666
"A08559932"	2016	1145.096
"A35014414"	2014	1145.306
"A46036562"	2014	1146.574
"A84534627"	2016	1147.591
"A07065717"	2017	1148.914
"A28612620"	2015	1149.268
"A12021366"	2016	1150.586
"B45020351"	2013	1150.814
"B28623593"	2011	1152.106
"A33015728"	2008	1153.33
"A28446995"	2016	1153.855
"A20073508"	2012	1153.867
"A24004947"	2009	1155.027
"B60653466"	2014	1155.182
"A47024104"	2012	1157.647
"A28636025"	2011	1158.15
"A12228458"	2017	1158.624
"A84911825"	2015	1159.609
"A28519932"	2008	1160.055
"B06341333"	2017	1160.146
"A12017919"	2008	1160.443
"B74114182"	2014	1160.8
"A08511453"	2009	1161.376
"B84309616"	2017	1161.377
"A28381234"	2013	1161.452
"B60653466"	2009	1162.218
"A28674489"	2007	1163.173
"B80397409"	2015	1163.338
"A46082228"	2013	1164.308
"B26011361"	2012	1165.496
"B08988149"	2010	1165.589
"A08499568"	2007	1166.8
"A01007442"	2013	1168.952
"A50017334"	2016	1169.359
"A61427183"	2009	1169.442
"A32226037"	2015	1169.581
"A28695856"	2008	1170.054
"A43001684"	2017	1170.873
"A27014430"	2011	1170.883
"A46068862"	2007	1171.655
"A08385395"	2013	1172.859
"A41037672"	2007	1173.54
"A78355278"	2014	1173.712
"B12457230"	2011	1174.04
"B46055489"	2007	1174.998
"A58394941"	2015	1176.703
"B31083488"	2011	1176.911
"B29682135"	2010	1177.748
"B28499218"	2015	1178.158
"A07015787"	2013	1179.473
"A60401585"	2010	1179.793
"A62703806"	2010	1180.321
"B28084168"	2015	1181
"B15009566"	2008	1182.364
"B28701340"	2017	1183.736
"A41022237"	2016	1183.931
"A06017040"	2008	1184.82
"A29051067"	2011	1184.874
"A45018223"	2017	1185.937
"F95073748"	2008	1186.54
"A08559932"	2017	1186.726
"B03094455"	2011	1187.709
"A28651222"	2012	1187.948
"B41058124"	2007	1188.3
"A08533119"	2008	1189.213
"A28638542"	2007	1189.452
"B23011273"	2013	1189.592
"B48124275"	2014	1189.981
"A08621161"	2012	1190.365
"A59954487"	2016	1192.652
"B92217975"	2010	1193.385
"B43004852"	2013	1193.396
"B12015210"	2016	1194.29
"A08499568"	2008	1194.317
"A33024084"	2016	1194.705
"A22201164"	2011	1195.132
"A50013671"	2015	1196.02
"B15018393"	2010	1197.366
"A28571750"	2011	1198.9
"A28698884"	2013	1198.925
"B50001874"	2013	1198.951
"A21007950"	2012	1202.082
"A30035679"	2008	1203.263
"A28428233"	2016	1203.99
"A07015787"	2014	1204.232
"A02012714"	2007	1204.34
"A28612620"	2016	1204.495
"A07068422"	2008	1204.927
"B38238788"	2010	1205.224
"A24004947"	2010	1206.06
"B63149637"	2014	1207.2
"B03019601"	2014	1207.749
"B33119983"	2010	1208.356
"B39019468"	2014	1210.672
"B03035854"	2007	1210.689
"A28615581"	2013	1210.794
"A08262065"	2008	1212.205
"A80904576"	2017	1213.586
"A73093734"	2016	1214.153
"B92217975"	2011	1214.209
"A02436152"	2016	1214.976
"A08723926"	2011	1215.882
"A08477663"	2011	1217.95
"A08683864"	2009	1218.161
"A30040562"	2013	1218.24
"A36614691"	2007	1218.242
"B28499218"	2016	1218.278
"A28295038"	2016	1218.519
"B48124275"	2015	1219.875
"A14022099"	2008	1221.001
"A62703806"	2011	1221.212
"A28324630"	2011	1221.281
"A08683864"	2010	1223.122
"A12017919"	2009	1223.569
"A28324630"	2012	1224.214
"A28324630"	2013	1224.498
"A08499568"	2009	1224.992
"A08489007"	2009	1225.014
"B57362105"	2015	1225.793
"A08374332"	2013	1226.535
"B36008555"	2010	1227.166
"A82131913"	2017	1227.804
"B20049615"	2013	1228.192
"B36684157"	2007	1228.319
"B18012831"	2007	1229.228
"A24015406"	2010	1229.513
"A28324630"	2014	1229.747
"A28410850"	2007	1230.105
"A41002841"	2013	1230.344
"A50032325"	2012	1230.795
"B50938489"	2009	1231.077
"A28651370"	2014	1231.162
"A08511453"	2013	1231.677
"A08621161"	2013	1231.732
"B97131155"	2010	1232.088
"A08511453"	2010	1232.135
"A18012930"	2017	1232.412
"A08704520"	2007	1233.67
"A08385395"	2014	1233.812
"B01376615"	2013	1234.949
"A08616542"	2009	1235.105
"B46020541"	2010	1235.373
"B08704439"	2014	1236.228
"B79650305"	2013	1236.361
"A48080881"	2011	1237.912
"A26270322"	2010	1238.632
"A08709131"	2012	1238.923
"A48100002"	2016	1240.45
"A39000187"	2009	1241.42
"A33036807"	2011	1244.865
"A08659302"	2015	1245.286
"B84309616"	2016	1245.751
"A81438145"	2012	1248.028
"B46084208"	2012	1249.534
"A33034836"	2017	1251.348
"A58348038"	2012	1252.515
"B73108755"	2009	1252.635
"A28636025"	2012	1253.46
"B25023854"	2015	1253.918
"B28623593"	2012	1255.044
"B79650305"	2012	1255.794
"B06320410"	2011	1256.333
"B58075136"	2010	1257.817
"A08499568"	2010	1257.919
"B12018008"	2012	1258.29
"A07905573"	2012	1258.731
"A28683068"	2013	1258.883
"A28630374"	2009	1258.935
"A46104485"	2007	1259.17
"A36614691"	2009	1259.412
"A08616542"	2008	1259.677
"A59990580"	2009	1260.109
"A34009936"	2007	1260.508
"A21011580"	2013	1260.897
"A28612620"	2017	1260.985
"A53283511"	2010	1261.254
"B83603746"	2011	1261.282
"A96646880"	2007	1261.375
"A06007637"	2013	1262.763
"A07244023"	2016	1262.776
"A30018147"	2010	1264.017
"B12523601"	2008	1264.168
"B59469296"	2012	1264.361
"B38238788"	2011	1265.508
"A59067603"	2016	1266.715
"A29015849"	2015	1266.843
"B41217761"	2008	1266.991
"A29050762"	2014	1268.096
"B28499218"	2017	1268.314
"A81933772"	2010	1268.532
"A31825466"	2012	1268.976
"B39523956"	2014	1269.571
"B11018462"	2008	1270.689
"A08511453"	2011	1271.575
"A08477663"	2010	1271.834
"A08621161"	2016	1272.138
"B18012831"	2010	1272.843
"A46035770"	2017	1273.767
"A45018223"	2013	1274.987
"A06017040"	2014	1276.319
"A08511453"	2012	1278.064
"A28683068"	2015	1278.619
"B34226514"	2016	1278.775
"B08912669"	2017	1279.153
"V30558738"	2016	1279.842
"B62293113"	2014	1280.296
"B15031560"	2012	1280.721
"A08563769"	2010	1282.281
"A83150060"	2011	1283
"B50001874"	2014	1283.812
"B83209015"	2014	1283.864
"A12016093"	2007	1284.51
"A09015256"	2010	1285.025
"A28674489"	2009	1285.887
"A78267309"	2012	1285.907
"A48093421"	2009	1285.96
"B63677223"	2014	1286.376
"A08621161"	2014	1287.719
"A28615581"	2014	1288.492
"A08659302"	2016	1288.78
"A24056319"	2014	1290.105
"A96918867"	2013	1290.309
"A01004548"	2012	1291.522
"B28455574"	2014	1291.62
"A12017760"	2009	1291.776
"A28410850"	2008	1292.376
"A59954487"	2017	1292.577
"A80897770"	2010	1292.831
"A06017040"	2009	1293.002
"A28695856"	2009	1293.115
"A08683864"	2011	1294.488
"A08139339"	2009	1294.969
"B06320410"	2012	1295.223
"A12016093"	2008	1295.91
"A13029962"	2009	1297.379
"A83401273"	2013	1297.49
"A48080881"	2012	1298.003
"A32226037"	2016	1298.452
"A33036807"	2008	1299.243
"B63149637"	2012	1300
"B12291167"	2008	1300
"B11018462"	2009	1301.255
"A08374332"	2014	1301.364
"A28292084"	2007	1302.1
"A39008305"	2016	1302.821
"F10017804"	2007	1302.944
"B30033666"	2008	1304.378
"B48045942"	2016	1305.445
"A08640039"	2007	1305.465
"A08700197"	2007	1305.644
"A82405788"	2009	1306.38
"A08499568"	2011	1307.553
"A34009191"	2016	1307.972
"A07053374"	2013	1308.043
"A33609587"	2011	1308.712
"A07068422"	2009	1308.984
"B63149637"	2017	1310
"B34226514"	2014	1310.238
"A28552149"	2007	1311.087
"A01012921"	2015	1311.584
"A28510246"	2016	1313.716
"A33024084"	2013	1313.769
"A15685373"	2011	1314.557
"B34226514"	2015	1314.951
"B33119983"	2008	1315.86
"B31049273"	2008	1316.709
"B46142246"	2015	1316.812
"B08988149"	2011	1317.381
"A81841850"	2008	1318.482
"B28492841"	2012	1318.693
"B41666728"	2007	1318.775
"A20073169"	2008	1320.27
"A28612208"	2012	1320.354
"A20779849"	2015	1320.369
"A21008727"	2008	1320.9
"A39008305"	2015	1321.516
"A58348038"	2013	1325.121
"A28080489"	2007	1325.185
"A28039469"	2013	1326.88
"A15685373"	2010	1327.419
"A29015849"	2016	1329.388
"A46104485"	2008	1329.6
"A39008305"	2017	1330.307
"A48095822"	2011	1330.454
"A59320143"	2009	1332.088
"B50029263"	2007	1332.093
"A50032325"	2013	1332.263
"B11469491"	2014	1334.297
"A24056319"	2017	1334.423
"A50169143"	2009	1335.343
"A14022099"	2007	1336
"A12363529"	2008	1336.015
"A18012930"	2007	1336.292
"A79259388"	2010	1336.769
"A15044530"	2016	1336.792
"A28651222"	2013	1337.676
"A92086479"	2017	1337.835
"A08621161"	2015	1338.105
"A06419220"	2015	1339.243
"B43636075"	2013	1339.307
"A26020198"	2012	1339.826
"B28127447"	2017	1341.891
"A61427183"	2008	1342.074
"A08499568"	2012	1342.128
"B79650305"	2014	1343.297
"A08329963"	2014	1343.677
"A30018345"	2015	1346.23
"B12523601"	2009	1346.651
"B07685779"	2012	1347.458
"A06007637"	2012	1347.835
"A07010531"	2014	1347.941
"B57362105"	2017	1347.95
"A34009936"	2008	1348.449
"B34226514"	2017	1348.717
"B43004852"	2014	1350.344
"A01016591"	2009	1350.613
"A17447061"	2014	1350.939
"A22271209"	2013	1351.037
"B50001874"	2015	1351.275
"B43491356"	2013	1351.961
"B43636075"	2012	1352.392
"A28337129"	2014	1352.496
"B33119983"	2011	1353.964
"A12019840"	2007	1355.376
"A28520757"	2011	1355.761
"A48080881"	2013	1355.907
"A50032325"	2015	1357.308
"A28410850"	2009	1357.617
"A17018391"	2013	1357.71
"B59469296"	2013	1358.54
"A81527095"	2013	1359.645
"A28574101"	2011	1359.833
"B63149637"	2016	1362
"A41061771"	2012	1362.083
"A58061383"	2008	1362.108
"A50032325"	2017	1364.068
"A08206419"	2012	1364.24
"B30043558"	2011	1365.889
"A07065717"	2012	1365.91
"A08231250"	2014	1367.142
"A08428658"	2007	1368.08
"A17018391"	2012	1368.656
"A08361644"	2016	1369.41
"B11018462"	2010	1369.776
"B60338290"	2016	1370.125
"B29369758"	2013	1370.228
"A02436152"	2017	1370.372
"B03040789"	2008	1370.51
"A28615581"	2015	1371.495
"A30036933"	2008	1371.882
"A28410850"	2012	1372.558
"A24014227"	2010	1373.513
"B15015274"	2011	1373.744
"B83156745"	2009	1374.141
"A28359073"	2007	1374.23
"B12291167"	2015	1374.247
"A29025368"	2008	1375.486
"A23012719"	2007	1375.52
"B12018008"	2016	1377.018
"A28333490"	2016	1378.042
"A08361644"	2013	1378.419
"A08556896"	2007	1378.72
"A24015406"	2011	1379.061
"A58394941"	2009	1380.745
"A08952012"	2009	1381.476
"F06139109"	2014	1381.599
"A12228458"	2014	1381.651
"A81036923"	2016	1382.156
"A45018926"	2007	1382.447
"A78753514"	2011	1383.81
"A04006706"	2014	1383.886
"A04016952"	2007	1384.922
"A34129635"	2008	1385.188
"A28520757"	2012	1385.886
"B48841282"	2012	1386.088
"A06023477"	2013	1387.72
"A28080489"	2008	1389.295
"A30035679"	2009	1390.084
"A30506406"	2014	1390.137
"B82841552"	2010	1391.116
"A08489320"	2013	1391.444
"B83209015"	2017	1392.112
"A28695856"	2010	1392.554
"B02419273"	2016	1393.395
"A53288478"	2012	1393.459
"A07068422"	2010	1393.552
"B17616814"	2017	1393.685
"B15009566"	2011	1394.745
"A21008727"	2009	1395.25
"B36008555"	2016	1396.271
"A18484360"	2011	1396.678
"A30018147"	2012	1396.698
"A30041719"	2008	1396.939
"A07123441"	2007	1399.266
"A50889955"	2009	1399.647
"A73093734"	2011	1399.909
"A28324630"	2016	1399.985
"A24056319"	2015	1400.34
"B28148773"	2014	1400.967
"B08156127"	2011	1401.105
"A11010352"	2016	1402.342
"B36623148"	2011	1402.902
"A59990580"	2010	1402.911
"A14022099"	2009	1403.4
"A22201164"	2013	1404.96
"A12228458"	2015	1404.99
"B91172221"	2014	1405.007
"A28037240"	2011	1405.852
"B60241437"	2009	1406.524
"B46160842"	2010	1406.615
"A30036933"	2009	1407.153
"B18012831"	2017	1407.259
"A46104485"	2009	1408.579
"A31009913"	2016	1408.749
"A08489007"	2010	1410.531
"A46007548"	2016	1410.985
"A46082228"	2014	1411
"B14030720"	2009	1411.32
"A08231250"	2015	1413.185
"A22201164"	2015	1413.201
"A08262065"	2009	1413.246
"B36008555"	2011	1413.499
"A30029862"	2016	1414.988
"B20078598"	2008	1416.218
"B96990015"	2010	1417.219
"A07053374"	2014	1417.924
"A24015406"	2012	1418.343
"A09018730"	2014	1418.81
"A08206419"	2013	1420.384
"A46160701"	2007	1420.595
"A11545795"	2014	1421.084
"B91172221"	2015	1422.629
"F95073748"	2010	1423.026
"A34129635"	2010	1423.127
"B08413247"	2009	1423.507
"B46118303"	2007	1426.614
"B03094455"	2014	1426.693
"B46055802"	2013	1427.11
"A09018730"	2011	1427.233
"A28324630"	2015	1428.167
"B02419273"	2014	1428.896
"B06320410"	2013	1428.933
"B12457230"	2012	1429.119
"A28126597"	2007	1429.13
"A28636025"	2013	1429.277
"B08304610"	2012	1429.611
"A08704520"	2009	1430.425
"B39523956"	2015	1432.264
"A08621161"	2017	1433.185
"A36561595"	2017	1433.565
"A30038020"	2012	1433.63
"B28126019"	2009	1434.622
"B01267277"	2007	1435.391
"B08721060"	2009	1435.511
"A08568057"	2007	1435.67
"A79235891"	2013	1436.151
"B46103131"	2010	1436.884
"A12228458"	2016	1437.185
"B36002913"	2007	1438.128
"A82494931"	2013	1439.062
"A28475770"	2007	1439.27
"A81933772"	2017	1440.711
"A28698884"	2016	1441.025
"B63677223"	2015	1441.185
"A09021833"	2011	1441.212
"B45493418"	2015	1441.644
"A34009936"	2009	1442.893
"A21008727"	2010	1443.048
"A28410850"	2010	1443.634
"A31009913"	2015	1444.816
"A33373622"	2014	1445.163
"A84430107"	2014	1445.527
"A18484360"	2012	1445.566
"A33024084"	2007	1446.336
"B48841282"	2011	1446.841
"B96906375"	2015	1446.952
"A07123441"	2009	1447.016
"A04006706"	2015	1447.239
"A28630374"	2010	1447.335
"A18012807"	2017	1447.565
"B45020351"	2015	1447.878
"B30033666"	2009	1447.969
"A42000901"	2012	1448.518
"B30037204"	2007	1448.83
"A83741967"	2012	1448.906
"A08323404"	2011	1449.04
