nif	year	rdo_ejercicio
"A36121176"	2013	-1473.2
"A28814135"	2012	-1470.577
"A15070444"	2017	-1470.195
"A03036373"	2015	-1468.427
"A31138761"	2016	-1468.241
"A35098482"	2014	-1467.4
"A38020525"	2015	-1467.055
"A48017974"	2016	-1467.017
"A08116147"	2010	-1466
"A18012930"	2016	-1465.257
"A83048363"	2011	-1462.611
"V30405880"	2012	-1456.409
"B63220917"	2016	-1456.084
"A12012340"	2017	-1452.44
"B46140885"	2012	-1450.397
"B31881055"	2013	-1450
"B41217761"	2015	-1447.496
"B60552619"	2015	-1444.531
"A12014569"	2007	-1440.01
"A09018862"	2011	-1438.629
"A46068284"	2015	-1437
"A17475203"	2015	-1427.996
"B62850094"	2013	-1427.94
"A22013072"	2015	-1426.882
"A14018634"	2016	-1425.805
"A12021267"	2016	-1420.143
"A08304933"	2012	-1418.696
"B12291167"	2015	-1416.523
"A48084909"	2017	-1414
"A60045903"	2014	-1412
"B96683347"	2016	-1411.794
"B96952635"	2017	-1406.06
"A28617801"	2011	-1402.731
"A07086515"	2014	-1402.128
"A18012930"	2015	-1396.183
"A33055138"	2010	-1392.482
"A82405788"	2015	-1390.552
"B78496759"	2012	-1389.315
"B43491356"	2015	-1388.12
"A39017058"	2017	-1386.77
"A35735083"	2017	-1386.644
"B41008970"	2015	-1381.256
"A29350139"	2017	-1377.873
"B38001905"	2016	-1375.8
"B58075136"	2008	-1375.735
"A15000391"	2017	-1374.959
"B84363555"	2017	-1374.165
"B21259726"	2016	-1369.96
"B47011374"	2016	-1369.706
"B08243693"	2015	-1369
"A41087404"	2016	-1366.342
"B28059012"	2007	-1361.3
"A31013543"	2016	-1358.222
"A09021833"	2015	-1354.495
"A46075206"	2011	-1353.153
"A46036380"	2008	-1353.086
"A33615980"	2017	-1350.244
"A50052489"	2015	-1349.221
"B35110410"	2009	-1346.847
"A28359073"	2016	-1344.829
"A81410227"	2009	-1343.438
"B62916077"	2013	-1343.287
"A08189359"	2017	-1340.896
"A26270322"	2009	-1340.769
"A36615474"	2016	-1340.326
"A82843129"	2010	-1338.88
"A31013543"	2014	-1337.655
"A82854811"	2014	-1335.621
"A38020905"	2017	-1333.883
"A35517671"	2011	-1333.159
"A28011286"	2014	-1333
"B21259726"	2011	-1332.958
"B39019468"	2015	-1331.581
"A28407484"	2010	-1331.253
"B91372748"	2017	-1327.405
"A31003304"	2013	-1326.945
"A59067603"	2017	-1321.973
"A48175699"	2015	-1320.415
"A46075206"	2010	-1318.929
"A12006227"	2016	-1317.526
"A30009815"	2008	-1313.517
"A03012614"	2013	-1312.113
"A08198392"	2016	-1311.303
"A83401273"	2017	-1308.807
"B96324983"	2017	-1308.788
"A34129635"	2015	-1308.025
"A28294718"	2017	-1307
"A28814135"	2009	-1306.736
"A48093868"	2017	-1306.644
"A24020562"	2007	-1306.101
"B96683347"	2017	-1304.667
"A58494048"	2009	-1301.237
"A08094435"	2013	-1297.749
"B99029365"	2012	-1289.69
"B29014826"	2017	-1288.07
"A28518090"	2017	-1286.259
"A35012012"	2013	-1285.086
"A96918867"	2015	-1278.698
"B28127447"	2015	-1276.695
"A41191313"	2015	-1274.683
"A36632875"	2013	-1272.819
"A04236931"	2012	-1269.368
"A28057008"	2007	-1268.618
"A08128910"	2014	-1267.521
"A08332363"	2016	-1266.476
"A28134534"	2016	-1265.996
"B48033278"	2017	-1264.706
"A08397465"	2011	-1263.067
"A12029039"	2016	-1262.372
"A08181067"	2011	-1259.273
"A97043772"	2016	-1256.977
"A20008579"	2016	-1255
"A20032264"	2017	-1251.699
"B46039061"	2016	-1251.647
"A50017334"	2014	-1248.703
"A46086773"	2013	-1247.259
"B08125940"	2009	-1245.379
"A28080489"	2014	-1243.166
"A08021768"	2016	-1242.32
"A38014114"	2009	-1241.297
"A08026197"	2017	-1236
"A03086931"	2015	-1234.282
"B38484796"	2016	-1234.109
"A50052489"	2014	-1233.972
"A38000485"	2008	-1233.36
"A33024084"	2017	-1230.575
"A46023594"	2016	-1230.516
"A08120859"	2009	-1229.606
"A48114318"	2012	-1229.413
"B37416575"	2017	-1228.709
"B62263272"	2009	-1226.817
"A28013894"	2016	-1225.844
"A08128035"	2016	-1224.225
"A46031761"	2007	-1223.496
"A20039426"	2011	-1222
"B28118800"	2010	-1221.356
"B83840900"	2016	-1220.211
"A35510650"	2012	-1219.964
"A41191313"	2013	-1218.115
"A06023477"	2012	-1217.667
"A03681186"	2009	-1216.72
"B46045993"	2014	-1216.581
"A12081790"	2016	-1215.821
"A46044814"	2016	-1215.325
"A28085520"	2016	-1215.253
"A38014114"	2015	-1214.411
"A08093254"	2012	-1213.579
"A31082712"	2013	-1212.505
"B38028692"	2016	-1211.877
"A17001322"	2017	-1211.676
"B21376942"	2016	-1211.483
"A04325494"	2016	-1208.828
"A28579373"	2016	-1206.784
"A36621522"	2013	-1205.737
"A08629107"	2013	-1204.506
"A08453219"	2014	-1204.486
"A08078719"	2016	-1202.984
"A24020562"	2008	-1200.656
"B82612904"	2007	-1200.2
"A45017241"	2016	-1199.725
"A08679060"	2016	-1199.033
"B17229675"	2017	-1198.046
"A24004103"	2011	-1196.515
"A46086773"	2017	-1194.031
"B38238788"	2015	-1193.565
"A41049503"	2011	-1193.155
"A78428596"	2016	-1190.896
"A46002697"	2014	-1190.654
"A35811272"	2013	-1188.75
"A29015849"	2017	-1187.73
"A08012270"	2015	-1186.496
"A01292846"	2017	-1185.387
"A03066933"	2017	-1185.181
"A01292846"	2016	-1184.522
"A48876874"	2016	-1181.661
"B12536934"	2012	-1179.719
"B08552614"	2012	-1178.781
"B41031980"	2009	-1178.553
"B91372748"	2013	-1177.574
"A09021833"	2017	-1175.793
"B62173604"	2007	-1173.69
"B12002457"	2013	-1171.984
"A35517671"	2017	-1171.949
"A08224081"	2016	-1169.56
"B38238788"	2016	-1165.449
"A50027929"	2014	-1164.415
"B48969877"	2008	-1161.652
"B08059636"	2012	-1160.044
"A08189359"	2016	-1159.016
"B39019468"	2013	-1158.816
"A08192965"	2016	-1158.051
"A12014346"	2013	-1157.65
"A14000533"	2017	-1157.539
"A08021768"	2015	-1154.823
"B96683347"	2014	-1152.509
"A15007727"	2007	-1152.209
"A28580546"	2015	-1151.912
"A38371159"	2011	-1147.461
"B35980937"	2015	-1144.809
"A28306868"	2015	-1144.122
"A25026733"	2017	-1142.901
"A12081790"	2015	-1142.717
"A08094435"	2010	-1141.596
"B61914883"	2015	-1135.04
"A41031303"	2011	-1135
"A24019499"	2015	-1132.368
"B37416575"	2015	-1130.991
"A08296790"	2015	-1129.348
"B36614816"	2010	-1129.239
"A08126492"	2015	-1128.745
"A45017241"	2015	-1126.8
"A12010948"	2010	-1126.655
"A35517671"	2012	-1125.951
"A29507456"	2016	-1122.779
"B35597020"	2014	-1121.735
"A58494048"	2013	-1118.995
"A06244131"	2007	-1118.01
"A46044814"	2017	-1117.637
"B08282337"	2016	-1114.822
"A83826362"	2016	-1114.122
"A28586592"	2013	-1113.895
"A29350139"	2016	-1112.231
"A46002697"	2010	-1111.641
"A31017106"	2016	-1111.419
"A58816554"	2013	-1110.484
"A81410227"	2016	-1110
"B83481002"	2010	-1109.08
"A28427581"	2014	-1108.915
"A07052244"	2011	-1107.757
"A45010543"	2016	-1106.244
"A36001063"	2015	-1106.221
"A08183485"	2014	-1105.544
"A07021256"	2012	-1105.226
"A46115127"	2013	-1103.078
"A28359073"	2012	-1095
"A35045681"	2017	-1093.918
"B46115838"	2015	-1092.427
"B62173604"	2009	-1092
"A31449002"	2015	-1087.431
"A45014776"	2015	-1086.646
"A12512497"	2017	-1086.552
"V82171133"	2008	-1082.343
"B48969877"	2007	-1081.92
"B38484796"	2011	-1080.862
"A06419220"	2017	-1077.169
"B20023982"	2010	-1076.702
"A18024919"	2016	-1074.93
"B83481002"	2012	-1072.89
"A18024919"	2017	-1072.413
"A11609682"	2013	-1071.832
"B43241769"	2007	-1071.708
"B08367948"	2011	-1070.782
"A35022987"	2016	-1070.453
"A08126492"	2014	-1068.39
"A36621522"	2014	-1067.67
"A25418401"	2010	-1067
"A01001072"	2015	-1066.841
"A28586592"	2014	-1064.79
"A11256104"	2015	-1063.369
"A08093254"	2014	-1059.89
"A08094435"	2017	-1057.571
"B37015526"	2014	-1055.887
"A25022609"	2015	-1055.294
"A17041708"	2016	-1052.708
"A28145498"	2015	-1049.644
"A05000682"	2015	-1049.367
"B96199807"	2008	-1048.307
"B62385067"	2010	-1048.222
"B50561968"	2008	-1046.541
"A28017531"	2014	-1045.677
"A07190309"	2014	-1045.378
"B39551973"	2013	-1045.346
"A32005746"	2015	-1042.511
"A58415779"	2013	-1042.431
"A35022987"	2015	-1042.24
"A43621416"	2011	-1038
"A36615474"	2017	-1036.633
"A31009913"	2016	-1035.539
"B43587120"	2010	-1035.179
"A81896375"	2008	-1033.67
"A95444519"	2015	-1033.315
"B28091486"	2015	-1032.468
"A33024084"	2013	-1029.068
"A01001072"	2016	-1028.987
"B96683347"	2015	-1026.144
"B83603746"	2016	-1025.738
"B28341790"	2014	-1025
"A28075968"	2016	-1022.987
"A46066825"	2012	-1022.753
"A63736458"	2015	-1021.677
"A15052376"	2010	-1018.714
"A05122460"	2016	-1017.464
"B81496515"	2014	-1016.128
"A38473724"	2009	-1015.843
"B50030964"	2017	-1015.737
"A31061401"	2016	-1015.592
"A08116147"	2011	-1014
"B61882551"	2009	-1010.021
"A28011286"	2010	-1010
"A31138761"	2013	-1008.511
"B83495101"	2012	-1006.707
"A35397884"	2015	-1003.328
"B46201158"	2015	-1000.782
"A22008106"	2017	-999.701
"B08156127"	2009	-998.947
"A91291435"	2016	-998.36
"A15016595"	2017	-996.211
"A08200313"	2014	-996
"A39027917"	2016	-995.644
"A59202853"	2016	-995.216
"A08146474"	2016	-993.621
"A81410227"	2011	-992.306
"B48033278"	2016	-988.651
"A81410227"	2008	-988.328
"A46036562"	2014	-984.4
"A20032264"	2015	-983.947
"A08514028"	2016	-983.898
"A48071369"	2013	-983.445
"B20078598"	2012	-983.133
"B20049615"	2012	-983.131
"A08242992"	2015	-983.051
"A46086773"	2015	-982.457
"B20049615"	2016	-982.322
"A36002285"	2012	-980.992
"A20012498"	2011	-977.324
"A01008069"	2016	-974.931
"A28080489"	2010	-972.835
"A28202075"	2016	-971.579
"B33876459"	2015	-970.528
"A08075954"	2013	-969.527
"A08220014"	2017	-967.982
"A97617773"	2013	-967.475
"A38013744"	2013	-966.884
"A38010997"	2017	-965.46
"B01267277"	2010	-965.116
"B21259726"	2009	-962.92
"B82612904"	2014	-962.185
"A57082570"	2016	-959.989
"A08445983"	2016	-959.901
"B28138196"	2010	-959.624
"A08181067"	2016	-955.299
"A20017604"	2015	-953.942
"B62173604"	2008	-953
"A12095295"	2016	-952.831
"B08912669"	2011	-952.12
"A22009690"	2015	-951.982
"B12457230"	2010	-951.84
"A53559530"	2011	-950.46
"A46164034"	2017	-949.256
"A01011881"	2016	-947.664
"A33055138"	2009	-947.199
"A15052376"	2008	-945.25
"B18551226"	2016	-945.107
"A28002640"	2017	-945.069
"B62263272"	2012	-944.822
"B47011374"	2014	-943.372
"A46170080"	2011	-942.448
"B62916077"	2009	-942.358
"A18291476"	2012	-940.907
"A07009814"	2013	-940.861
"B35110410"	2010	-938.817
"B61729737"	2007	-932.44
"A12018354"	2015	-932.132
"B08463424"	2016	-931.545
"B35110410"	2008	-931.26
"A08159816"	2016	-931.058
"A28510246"	2015	-929.001
"B21376942"	2015	-928.754
"A23016157"	2016	-926.899
"A20039426"	2016	-926.247
"B28934081"	2013	-921.659
"A20053773"	2017	-918.435
"A46036562"	2010	-917.724
"B38028692"	2017	-916.212
"A50025071"	2014	-916.042
"B20070082"	2012	-913.7
"B83257295"	2010	-913.061
"B83257295"	2015	-912.301
"B43361724"	2016	-909.317
"B08912669"	2013	-909
"A41006891"	2016	-908.038
"A12363529"	2015	-906.953
"A11609682"	2014	-906.695
"B43590272"	2010	-906.661
"A08199168"	2016	-904.645
"A30013247"	2016	-903.374
"A09013947"	2009	-903.3
"A29350139"	2013	-903.085
"B38238788"	2017	-902.197
"A03012614"	2017	-901.84
"A03063583"	2017	-901.774
"A28025435"	2008	-901.505
"A33601899"	2012	-901
"B31065980"	2016	-900.909
"A18012930"	2017	-899.802
"A46269155"	2008	-899.226
"B82207275"	2008	-897
"A01007442"	2011	-896.572
"A41191313"	2014	-895.216
"B60653466"	2012	-894.752
"A03033164"	2014	-893.069
"A46038519"	2016	-892.51
"A28013894"	2008	-891.325
"B33876459"	2012	-890.575
"A08220014"	2016	-889.528
"B01267277"	2016	-887.864
"B08367948"	2013	-887.15
"B48969885"	2007	-886.97
"A46002697"	2015	-885.999
"B38238788"	2013	-885.13
"A48020200"	2016	-884.142
"A48006423"	2016	-879.396
"A41087404"	2007	-878.4
"A33018664"	2017	-877.739
"B82393778"	2009	-877.475
"A28070167"	2016	-875.812
"A46160701"	2014	-875.617
"A39000187"	2007	-875.37
"A35046911"	2016	-874.337
"A61427183"	2016	-874.188
"A08397465"	2008	-872.732
"B18551226"	2015	-872.186
"B35665991"	2014	-872.045
"B35042092"	2017	-871
"A08397119"	2016	-867.733
"B08194359"	2011	-866
"B21259726"	2017	-863.073
"A04236931"	2017	-862.808
"A06023477"	2014	-858.214
"A28352656"	2016	-857.608
"A35510650"	2013	-854.498
"A96918867"	2012	-846.157
"A61587358"	2014	-846.037
"A24004947"	2011	-844.604
"A42000901"	2011	-843.217
"B83257295"	2009	-842.966
"B38238788"	2009	-842.033
"A21006507"	2009	-841.944
"A33026980"	2017	-841.201
"A28228690"	2015	-840.852
"A81593808"	2015	-839.68
"A08008518"	2014	-839.664
"A48114318"	2011	-838.672
"A36001063"	2013	-838.158
"A46014650"	2016	-837.67
"A96966049"	2012	-837.139
"A20032264"	2013	-836.9
"A28060515"	2016	-834
"B96906375"	2015	-833.421
"A04236931"	2016	-833.142
"B20013983"	2012	-832.139
"B62263272"	2013	-829.802
"B46045993"	2015	-829.34
"B11606647"	2014	-828.191
"A57082570"	2017	-827.161
"A80632573"	2011	-826.507
"B61395497"	2015	-825.995
"B28492841"	2017	-824.378
"A48114318"	2010	-823.077
"A63736458"	2014	-821.779
"A41049503"	2013	-820.713
"A25010430"	2016	-820.214
"A41037672"	2007	-820.2
"A32006215"	2012	-819.936
"A15052376"	2007	-819.8
"A08397465"	2007	-819.144
"B73108755"	2009	-817.222
"B48033278"	2015	-816.789
"B37020179"	2015	-816.274
"A48093868"	2014	-815.376
"A20003042"	2016	-815.036
"A08999088"	2008	-815
"B39551973"	2015	-814.86
"A12323408"	2016	-813.015
"A21006507"	2016	-813.013
"A33202474"	2016	-810.005
"B35504059"	2011	-810
"A32006215"	2016	-809.295
"A09018862"	2012	-809.122
"A01002864"	2009	-808.83
"A08126492"	2012	-808.551
"A35753094"	2011	-805
"A38000485"	2009	-804
"B18018176"	2012	-803.301
"B48969885"	2008	-802.689
"B60653466"	2014	-801.416
"B28934081"	2012	-800.948
"A08148991"	2011	-800.2
"A83741967"	2013	-799.313
"A62520788"	2015	-798.124
"A41010521"	2016	-797.829
"B84309616"	2013	-797.542
"A08779407"	2017	-797.192
"A32007817"	2016	-796.175
"B46131371"	2015	-796.153
"A20073169"	2013	-793.481
"A08629107"	2014	-791.802
"A96918867"	2016	-791.613
"A50043298"	2014	-790.551
"A46007548"	2016	-786.789
"B15017908"	2015	-786.524
"B96683347"	2013	-786.337
"A06244131"	2008	-785.679
"A23008857"	2014	-784.301
"A48100002"	2016	-783.878
"A08670929"	2013	-783.474
"A08138042"	2016	-782.496
"B47011374"	2013	-782.243
"A38020905"	2016	-781.397
"A03027919"	2017	-780.932
"A35397884"	2017	-780.63
"A47011721"	2016	-778.667
"A31082712"	2017	-777.955
"A48006423"	2017	-777.849
"A07035934"	2015	-775.56
"B20193017"	2009	-774.831
"B12541496"	2016	-772.185
"A14015101"	2014	-771.462
"A01292846"	2015	-768.935
"A36603637"	2014	-768.719
"A96918867"	2011	-768.41
"B01267277"	2009	-768.029
"A62332580"	2012	-767.848
"A84911825"	2017	-767.755
"A20032264"	2014	-767.586
"A07021256"	2016	-767.54
"B61696944"	2017	-765.698
"A35510650"	2016	-765.225
"A62400718"	2015	-764.418
"A61710687"	2016	-763.601
"A07089121"	2015	-761.81
"B43590272"	2009	-760.112
"A13001730"	2008	-759.209
"B21259726"	2010	-758.111
"A35028570"	2008	-756.84
"A08397465"	2009	-756.498
"B38828687"	2013	-756.054
"B20070082"	2010	-752.808
"A28117398"	2015	-752.023
"A08181067"	2017	-751.797
"A28580546"	2009	-747.58
"B28307536"	2016	-747.382
"B38001905"	2015	-746.601
"A28132959"	2014	-746.175
"B07985609"	2012	-745.855
"A08576753"	2016	-744.035
"A81824047"	2017	-743.904
"A28586592"	2012	-743.759
"A28146579"	2015	-741.465
"B62263272"	2008	-739.143
"B46045993"	2011	-734.328
"B08245805"	2010	-733.174
"B07029465"	2013	-732.599
"A50029065"	2017	-731.306
"A01001072"	2017	-730.466
"B84309616"	2016	-727.922
"A47022058"	2012	-727.881
"B38484796"	2009	-725.987
"A31003247"	2016	-724.639
"A22013072"	2016	-724.48
"A04007811"	2017	-724.237
"B35504059"	2010	-723
"A28057008"	2008	-722.582
"A79492104"	2013	-721.14
"A35023746"	2013	-721
"B64555980"	2016	-719.697
"A31096233"	2015	-718.681
"A35101732"	2017	-718.348
"A25022609"	2014	-717.879
"A48047377"	2014	-716.759
"A39027917"	2017	-716.699
"B58222548"	2009	-716.497
"A21102157"	2009	-716.21
"A31013543"	2011	-715.562
"A12512497"	2008	-715.388
"A46016374"	2013	-715.07
"A81047375"	2017	-715
"A30041834"	2017	-714.173
"A82335746"	2008	-713.31
"A38027637"	2015	-711.404
"A28420602"	2017	-711.327
"A81410227"	2013	-711.021
"A07919087"	2008	-709.857
"A79492104"	2012	-707.801
"A82716010"	2017	-707.655
"A79492104"	2010	-707.057
"A46068284"	2016	-707
"A25529074"	2011	-706.04
"A01167204"	2015	-705.809
"A08480287"	2016	-705.712
"A28108447"	2014	-704.824
"A08026072"	2009	-704.138
"A28712479"	2017	-702.846
"A41087404"	2017	-701.778
"A81410227"	2007	-701.48
"B84598192"	2016	-700.814
"B38425070"	2010	-700.375
"A35735083"	2016	-700.323
"A28491041"	2017	-699.097
"A08026072"	2013	-699.075
"B38001905"	2008	-699
"A21007950"	2014	-698.92
"A11000098"	2016	-697.453
"B38001905"	2009	-697
"B92328129"	2012	-696.731
"A45562329"	2016	-696.644
"A01008069"	2015	-695.963
"A47000641"	2016	-693.077
"A48802854"	2016	-692.719
"B43587120"	2009	-691.996
"B82393778"	2013	-691.616
"A26015503"	2017	-691.366
"A50011980"	2015	-691.175
"A38013744"	2011	-690.617
"B28138196"	2015	-689.529
"B31077514"	2015	-689.26
"A61427183"	2015	-688.901
"A78990603"	2011	-688.528
"A28060515"	2017	-688
"B18551226"	2013	-687.991
"A12017760"	2016	-687.219
"B28492841"	2012	-686.683
"A08146474"	2015	-686.658
"A48059950"	2017	-686.287
"B61914883"	2008	-684.223
"B34224923"	2017	-683.735
"A35022987"	2017	-682.574
"A41049503"	2014	-682.525
"A28580546"	2008	-682.246
"A28582450"	2014	-681.325
"A08008583"	2015	-680.857
"A28219202"	2016	-680.445
"A09018862"	2014	-680.275
"A25529074"	2012	-679.682
"A81841850"	2017	-679.327
"B83654426"	2011	-679.157
"B46131371"	2016	-676.4
"A73093734"	2017	-676.014
"A60531688"	2015	-676
"A25008046"	2008	-675.07
"A57082570"	2014	-674.803
"A28411585"	2009	-674.799
"A12081790"	2017	-672.521
"B45006616"	2012	-672.341
"A08128910"	2017	-670.266
"A22009690"	2014	-664.894
"A08007056"	2014	-664.534
"A08116147"	2017	-664
"A28547115"	2012	-663.559
"A15049281"	2014	-662.146
"A46078556"	2009	-661.828
"A29519220"	2015	-660.461
"B15596331"	2007	-657.9
"B08059636"	2013	-657.679
"A08128035"	2014	-656.936
"A97043772"	2015	-656.923
"A97043772"	2017	-655.442
"A17014119"	2017	-655.197
"B81542813"	2011	-655.099
"A28889939"	2016	-654.43
"A08450421"	2016	-654.398
"A08720708"	2015	-652.486
"B81760829"	2007	-652.22
"A03036373"	2012	-651.216
"A08276438"	2016	-650.96
"A13001730"	2009	-650.61
"B50023142"	2016	-648.605
"A08301475"	2016	-648.552
"A83826362"	2017	-646.549
"A08007056"	2015	-643.934
"A22009906"	2016	-643.027
"A08199168"	2015	-642.927
"B45018017"	2015	-640.599
"A06008411"	2013	-639.694
"A46137352"	2015	-639.686
"A43011196"	2013	-637.33
"B43587120"	2011	-637.149
"A28617801"	2015	-634.999
"B63100150"	2016	-633.648
"A35510650"	2015	-632.434
"A61587358"	2015	-631.43
"A03027919"	2016	-631.382
"B39551973"	2012	-630.307
"A25020173"	2015	-630.262
"A06023477"	2013	-629.787
"B21259726"	2015	-628.668
"A41049503"	2012	-628.466
"A83102426"	2012	-628.026
"B20793956"	2015	-627.575
"B03006681"	2017	-627.308
"B35504059"	2008	-627
"A31035413"	2017	-625.706
"A08021768"	2013	-624.776
"A46137352"	2016	-623.822
"A43004472"	2015	-623.756
"B03032620"	2016	-623.735
"A08393571"	2010	-621.427
"A03012614"	2015	-621.02
"B17229675"	2016	-619.298
"A53552634"	2010	-618.869
"A58132606"	2012	-618.849
"A38014114"	2007	-618.842
"A41191313"	2012	-618.562
"A80632573"	2012	-618.531
"A09022963"	2013	-618.3
"A36060754"	2016	-617.578
"B38484796"	2017	-617.113
"B07685779"	2011	-616.761
"A83401273"	2016	-616.32
"B46140885"	2013	-615.575
"B12004818"	2007	-615.55
"A28017531"	2015	-614.651
"B45018017"	2016	-614.154
"A28070167"	2015	-612.647
"B97526008"	2015	-611.467
"B60338290"	2017	-610.948
"A36060754"	2017	-610.576
"A08224545"	2015	-610.077
"A97628242"	2016	-609.164
"B61914883"	2017	-608.81
"A38019543"	2013	-608.738
"B74114182"	2014	-607
"B28059012"	2008	-606.817
"A22003537"	2016	-605.8
"A28681492"	2016	-605.273
"B61425682"	2015	-605.202
"A20008579"	2017	-605
"B12462560"	2016	-604.192
"B28138196"	2011	-603.851
"A25022609"	2010	-603.799
"B97389209"	2015	-603.743
"B58075136"	2016	-603.464
"B81542813"	2012	-602.638
"A12018354"	2011	-602.479
"A74136060"	2015	-601.964
"A31035413"	2016	-600.703
"A58348038"	2016	-598.278
"A25026733"	2016	-596.979
"A83102426"	2014	-595.683
"A36643450"	2012	-595.341
"A43621416"	2012	-595
"A30018345"	2017	-594.995
"A97043772"	2008	-594.96
"A28428233"	2008	-594.582
"A08051526"	2013	-592.896
"A97043772"	2009	-592.661
"A30012959"	2011	-592.528
"A28011872"	2009	-591.987
"A09004813"	2012	-591.74
"A43004472"	2016	-589.83
"A23022874"	2015	-589.651
"A36002285"	2010	-589.528
"A28411577"	2014	-588.83
"A31001266"	2016	-588.038
"A08128035"	2017	-587.834
"B21259726"	2014	-587.395
"B50997949"	2014	-586.654
"A45015716"	2016	-586.645
"A28167443"	2007	-586.4
"B61696944"	2016	-584.905
"B10005932"	2016	-584.563
"B28227866"	2011	-582.92
"A02006021"	2017	-582.537
"B20070082"	2016	-581.877
"A08228520"	2014	-581.742
