nif	year	deudas_financ
"A08277014"	2017	2.159
"A28054211"	2012	2.17
"A30418255"	2007	2.2
"A41277336"	2013	2.207
"A01012830"	2008	2.216
"B57362105"	2015	2.296
"B03045507"	2009	2.3
"B60024353"	2017	2.372
"A12081790"	2013	2.373
"B31072705"	2007	2.453
"A12029468"	2013	2.464
"B03072576"	2015	2.472
"A33618257"	2017	2.5
"B03045507"	2010	2.5
"B57362105"	2016	2.51
"A08191579"	2016	2.561
"B35027143"	2017	2.58
"A41277336"	2015	2.619
"A28642122"	2009	2.651
"B17016254"	2017	2.667
"B43241769"	2014	2.677
"B03045507"	2011	2.7
"B28692044"	2016	2.707
"B59737882"	2011	2.734
"A78343977"	2008	2.735
"B60024353"	2016	2.745
"A08197022"	2017	2.778
"A08132805"	2009	2.79
"A08438194"	2008	2.796
"B03045507"	2013	2.8
"B03045507"	2012	2.8
"B30000574"	2009	2.813
"B96990015"	2013	2.82
"A80904576"	2013	2.836
"A61427183"	2017	2.836
"A46048732"	2009	2.859
"A08075954"	2012	2.917
"A08075954"	2011	2.917
"A28054211"	2011	2.918
"A35101732"	2016	2.929
"A50043298"	2011	2.944
"B36880003"	2009	2.972
"A08170151"	2012	3
"A28126597"	2017	3
"B28218287"	2010	3.015
"A78393840"	2015	3.022
"A78393840"	2016	3.037
"A43016757"	2007	3.1
"A08438194"	2009	3.123
"B60024353"	2015	3.123
"A33055138"	2016	3.14
"B84886837"	2016	3.16
"B23357700"	2014	3.178
"B82612896"	2017	3.235
"A28058758"	2009	3.311
"B84348622"	2015	3.389
"B39026604"	2008	3.424
"B23357700"	2009	3.432
"A38473724"	2015	3.456
"B28270411"	2012	3.494
"A20060075"	2016	3.505
"A78393840"	2017	3.546
"A78393840"	2013	3.546
"A78393840"	2014	3.556
"A38003133"	2015	3.625
"B35027143"	2015	3.652
"B20078598"	2012	3.67
"A08191579"	2007	3.68
"A07044530"	2010	3.681
"A50034024"	2013	3.682
"A30036933"	2012	3.687
"A15033699"	2010	3.711
"A35014075"	2017	3.738
"A35014075"	2016	3.764
"A08191579"	2010	3.777
"B46012324"	2015	3.854
"A08270993"	2013	3.901
"A48082085"	2017	3.914
"A28579191"	2012	3.928
"A26018119"	2014	3.947
"B84348622"	2016	3.966
"B82207275"	2013	4
"B83680322"	2013	4
"A45012259"	2013	4.031
"A28386225"	2016	4.068
"A07161821"	2016	4.14
"B57487159"	2017	4.143
"V83443390"	2016	4.208
"B28120012"	2011	4.23
"A41050113"	2016	4.3
"A28642122"	2012	4.314
"B03036712"	2017	4.333
"B78496759"	2017	4.333
"A35018696"	2011	4.34
"A45019916"	2014	4.342
"B83481002"	2012	4.37
"B83156745"	2009	4.399
"A08197022"	2013	4.406
"A28642122"	2008	4.42
"A08438194"	2010	4.426
"B08136905"	2014	4.446
"A25007105"	2012	4.446
"A38010997"	2009	4.512
"A28173573"	2009	4.609
"A07068422"	2009	4.676
"A16008294"	2011	4.688
"A03005154"	2008	4.7
"B92403716"	2016	4.712
"B92403716"	2014	4.738
"A08438194"	2007	4.807
"A78526811"	2007	4.837
"A28054211"	2013	4.979
"A31068927"	2015	4.989
"B23014848"	2017	4.998
"B23014848"	2016	4.998
"B23014848"	2013	4.998
"B23014848"	2014	4.998
"B23014848"	2015	4.998
"B23014848"	2012	4.998
"A48025571"	2014	5
"A35018696"	2008	5.05
"B79945150"	2011	5.06
"A03681186"	2013	5.09
"A28612620"	2009	5.102
"A46087565"	2013	5.116
"A08578395"	2015	5.118
"A28642122"	2015	5.124
"A28642122"	2011	5.186
"A08290405"	2013	5.195
"A33008426"	2017	5.197
"A03681186"	2012	5.204
"A24007072"	2011	5.206
"B36853935"	2012	5.211
"F46026829"	2013	5.238
"A78100609"	2014	5.268
"B62263272"	2017	5.35
"A48403927"	2017	5.361
"B84886837"	2015	5.376
"A07068422"	2008	5.469
"A08131112"	2014	5.492
"A28642122"	2010	5.556
"A28683068"	2009	5.591
"A63736458"	2016	5.621
"B28120012"	2016	5.637
"A63796395"	2015	5.693
"A28642122"	2013	5.697
"B82612896"	2016	5.705
"B92403716"	2017	5.711
"A48081061"	2010	5.743
"A28027811"	2009	5.77
"A28642122"	2014	5.775
"A25007105"	2011	5.794
"A28027811"	2008	5.801
"A28314995"	2015	5.806
"A36000073"	2016	5.84
"A28642122"	2016	5.841
"A08225278"	2008	5.876
"A28027811"	2007	5.93
"A28642122"	2017	5.988
"B28120012"	2017	5.994
"A08170151"	2010	6
"A08116147"	2017	6
"A41008640"	2016	6
"B82207275"	2014	6
"A45014610"	2011	6.039
"B82175001"	2015	6.055
"A08277014"	2014	6.076
"A08438194"	2012	6.091
"B46131371"	2011	6.1
"B03072576"	2016	6.142
"A28435931"	2007	6.17
"A28192532"	2015	6.178
"B06422877"	2013	6.189
"B92403716"	2015	6.202
"A08363640"	2012	6.285
"B43587120"	2011	6.285
"B43587120"	2010	6.319
"A33608563"	2014	6.367
"A28058758"	2010	6.375
"B46191094"	2014	6.454
"A29033420"	2012	6.458
"A08414906"	2016	6.462
"A33601899"	2016	6.478
"A08414906"	2017	6.52
"A46336152"	2010	6.529
"A78393840"	2011	6.555
"A15044530"	2009	6.724
"B46191094"	2012	6.768
"B08136905"	2009	6.775
"B59737882"	2014	6.778
"A08688095"	2009	6.793
"A15044530"	2008	6.931
"A28192532"	2016	7.003
"A31018799"	2017	7.114
"A28440576"	2015	7.259
"A01007137"	2015	7.277
"A28612620"	2014	7.426
"A46126686"	2013	7.453
"A15044530"	2007	7.458
"A28612620"	2013	7.484
"A41088493"	2017	7.493
"B08619405"	2012	7.501
"A17038035"	2017	7.559
"A08197022"	2014	7.57
"A45019916"	2008	7.606
"A45015872"	2010	7.621
"A45015872"	2011	7.621
"A60853413"	2010	7.635
"A39020805"	2017	7.67
"A08584062"	2014	7.671
"B33607649"	2013	7.767
"A46164034"	2012	7.838
"A28642122"	2007	7.86
"A08301475"	2013	7.872
"A01007137"	2014	7.938
"A01007137"	2013	7.938
"A04202008"	2010	7.977
"A28637304"	2012	8
"A28637304"	2011	8
"A28637304"	2010	8
"A45015872"	2009	8.071
"A26021527"	2013	8.096
"A28058758"	2007	8.121
"B28218287"	2014	8.141
"B39026604"	2007	8.18
"B30331573"	2012	8.301
"B39008404"	2012	8.335
"B48070155"	2014	8.407
"A12323408"	2014	8.454
"A28145191"	2013	8.483
"B28494797"	2017	8.493
"A28729424"	2017	8.501
"A28192532"	2017	8.505
"A29955093"	2015	8.602
"B62263272"	2016	8.631
"B41065418"	2014	8.681
"A08262024"	2014	8.743
"B36853935"	2013	8.801
"A22201164"	2015	8.826
"A28715027"	2011	8.869
"A48025571"	2009	9
"A48025571"	2013	9
"B08284002"	2012	9.09
"A28295038"	2007	9.125
"A08323404"	2012	9.23
"A48016794"	2008	9.253
"A41050113"	2013	9.408
"A81487027"	2013	9.415
"B48108898"	2015	9.436
"B83045674"	2013	9.559
"A78100609"	2013	9.628
"A41002809"	2016	9.751
"A08358442"	2008	9.788
"A28581247"	2016	9.82
"B46191094"	2013	9.869
"A08257388"	2010	9.942
"A28332914"	2007	9.96
"A59202853"	2007	9.96
"A08116147"	2011	10
"A35046911"	2011	10
"A28126597"	2016	10
"A08934168"	2008	10.016
"A78393840"	2012	10.037
"A08304628"	2015	10.038
"A08304628"	2014	10.038
"B28072205"	2013	10.041
"B48070155"	2007	10.15
"A45019916"	2016	10.207
"A08191579"	2008	10.212
"F30046411"	2007	10.451
"A35046572"	2007	10.486
"A08277014"	2015	10.538
"A08428658"	2007	10.556
"B41086844"	2014	10.572
"A41084740"	2008	10.596
"A80904576"	2010	10.732
"B62263272"	2015	10.799
"B79232096"	2012	10.806
"B31637069"	2017	10.812
"B84348622"	2014	10.86
"B23357700"	2016	10.91
"B41591165"	2015	10.91
"A28555563"	2014	10.936
"A45019916"	2017	11
"A41008640"	2015	11
"A08637829"	2014	11.005
"A26022657"	2009	11.091
"B95422721"	2017	11.132
"A28054211"	2010	11.159
"A08687204"	2014	11.16
"B41072471"	2013	11.508
"A30046320"	2015	11.535
"A28487007"	2010	11.567
"A50060011"	2016	11.635
"B47364872"	2015	11.637
"A59990580"	2011	11.857
"A62520788"	2016	11.857
"B23357700"	2017	11.884
"A28487007"	2016	11.931
"A28416089"	2016	11.967
"A28396042"	2010	12
"A28396042"	2011	12
"A08578395"	2014	12.002
"B30603229"	2008	12.02
"A08637829"	2015	12.081
"B47364872"	2014	12.098
"A08257388"	2009	12.18
"A12323408"	2011	12.2
"A08121089"	2015	12.211
"B46191094"	2011	12.223
"A25010430"	2015	12.255
"B82612904"	2015	12.292
"A83062497"	2017	12.315
"A03062619"	2014	12.5
"A28386225"	2015	12.556
"A25010430"	2013	12.576
"A08687204"	2013	12.598
"A24007072"	2012	12.655
"A07068422"	2013	12.676
"B35027143"	2014	12.751
"A25010430"	2014	12.813
"A50011980"	2016	12.831
"A45019916"	2010	12.883
"B03028784"	2013	12.926
"B03036712"	2013	12.926
"A25010430"	2016	12.938
"A81944324"	2017	13
"A28278596"	2012	13
"A28173573"	2010	13.041
"A03036373"	2015	13.124
"A17012626"	2013	13.13
"A40005514"	2017	13.133
"A50011980"	2017	13.26
"A28386225"	2014	13.267
"A28386225"	2013	13.267
"A50060011"	2015	13.339
"A28416089"	2011	13.422
"A30046320"	2016	13.451
"B47030770"	2015	13.488
"B35027143"	2010	13.585
"A33618257"	2016	13.75
"A08257388"	2007	13.76
"A07161821"	2008	13.823
"A29018249"	2015	13.824
"A36201259"	2016	13.894
"A28574044"	2016	13.92
"A41088493"	2015	13.953
"A28012342"	2014	14
"A12083002"	2017	14.035
"A30046320"	2017	14.058
"A43036052"	2014	14.062
"A28359073"	2008	14.13
"A48095822"	2011	14.143
"A28574044"	2017	14.164
"A41050113"	2015	14.214
"A31062342"	2012	14.305
"A17012626"	2017	14.31
"A08257388"	2013	14.328
"A48005672"	2011	14.398
"A20073508"	2015	14.399
"A46126686"	2009	14.446
"A08578395"	2013	14.574
"A28173573"	2011	14.589
"B31027097"	2008	14.618
"A41762386"	2012	14.753
"A12105029"	2008	14.77
"A08191579"	2009	14.786
"A38473724"	2007	14.836
"A45019916"	2013	14.895
"A08218133"	2017	14.962
"A36602381"	2016	14.984
"A03062619"	2013	15
"A28193209"	2014	15
"A28167443"	2016	15
"B28218816"	2011	15.118
"B28218816"	2010	15.118
"A25010430"	2017	15.122
"A04001897"	2016	15.136
"B31009715"	2014	15.259
"A28173573"	2012	15.277
"B28120012"	2010	15.304
"A48080683"	2007	15.35
"A28054211"	2009	15.354
"A31035413"	2014	15.399
"A30016687"	2011	15.412
"A31189350"	2011	15.432
"A08042764"	2012	15.432
"B43029305"	2012	15.838
"A38473724"	2011	15.919
"A11606134"	2013	15.927
"B31009715"	2015	15.998
"B35006360"	2014	16.012
"A08452500"	2016	16.067
"A50060011"	2017	16.215
"A28173573"	2014	16.228
"B45493707"	2013	16.243
"A29035896"	2012	16.273
"A08093254"	2015	16.303
"A30035521"	2016	16.383
"A12323408"	2012	16.487
"A38645214"	2015	16.527
"A30014211"	2016	16.548
"B28127447"	2017	16.619
"A08197022"	2016	16.667
"A08197022"	2015	16.667
"B03020997"	2017	16.688
"A08132805"	2007	16.71
"A28126597"	2014	16.761
"A33617218"	2016	16.843
"A33605072"	2017	16.869
"A07024896"	2014	16.886
"A20049755"	2014	16.909
"A12323408"	2013	16.965
"A08136806"	2013	17
"B46191094"	2010	17.041
"A12323408"	2010	17.144
"A43020759"	2012	17.147
"A04413340"	2017	17.378
"A28054211"	2008	17.42
"A07019573"	2015	17.428
"A08225278"	2014	17.501
"A43020759"	2014	17.544
"A16007064"	2017	17.609
"A62520788"	2015	17.747
"A08436214"	2009	17.749
"B83840900"	2016	17.954
"A01035807"	2013	18
"B59886531"	2008	18
"A08116147"	2016	18
"A08116147"	2015	18
"A81117798"	2017	18.004
"A36011385"	2008	18.05
"B23357700"	2015	18.135
"A08510364"	2017	18.156
"A48016794"	2007	18.18
"A45007614"	2010	18.186
"A33055138"	2010	18.203
"A17019316"	2008	18.21
"A12004180"	2013	18.276
"A08218133"	2015	18.321
"A12004180"	2012	18.347
"A30041883"	2015	18.416
"A20005351"	2014	18.478
"A48033526"	2016	18.489
"A48033526"	2015	18.489
"A50011980"	2009	18.545
"A58253816"	2007	18.6
"A15033699"	2011	18.64
"B39446315"	2010	18.657
"A12323408"	2009	18.776
"A07019573"	2017	18.985
"A28138873"	2015	19
"A81944324"	2015	19
"A36011385"	2007	19.02
"A08132805"	2008	19.059
"B28072205"	2015	19.066
"B18751461"	2015	19.141
"B27013382"	2011	19.33
"A28126274"	2015	19.419
"A08644932"	2016	19.435
"A28172476"	2015	19.442
"A28510246"	2009	19.477
"A12083002"	2015	19.538
"A38017844"	2013	19.782
"A46038519"	2012	19.8
"B46051116"	2011	19.848
"A09004813"	2017	19.94
"A31062342"	2009	19.941
"A48037592"	2016	20
"A08008450"	2007	20.05
"A62332580"	2010	20.124
"B28120012"	2013	20.2
"A07019573"	2016	20.229
"A33025701"	2015	20.262
"A08934168"	2009	20.464
"A09018862"	2011	20.489
"A38017844"	2012	20.642
"A48081061"	2014	20.677
"A41002809"	2017	20.834
"B08100380"	2010	21
"B42001297"	2017	21.035
"A38232526"	2013	21.065
"A24019499"	2012	21.51
"A24019499"	2011	21.51
"A28054211"	2007	21.53
"B41070020"	2009	21.566
"A08657017"	2011	21.577
"A07051253"	2016	21.685
"A08257388"	2017	21.784
"A08466187"	2016	21.989
"A41031303"	2014	22
"A48025571"	2008	22
"A35091057"	2007	22.009
"B45493707"	2012	22.091
"A07086515"	2014	22.122
"B59737882"	2012	22.175
"B28072205"	2011	22.182
"A48403927"	2015	22.302
"A08257214"	2014	22.342
"A03036373"	2009	22.498
"B45493707"	2011	22.945
"B31007354"	2008	23.036
"A28548220"	2017	23.041
"A48093538"	2012	23.087
"A38232526"	2010	23.09
"A28427516"	2008	23.104
"A28427516"	2007	23.104
"B30044440"	2007	23.13
"A28126274"	2016	23.305
"A08257388"	2014	23.308
"A35018696"	2009	23.32
"A31070378"	2013	23.374
"A50057421"	2015	23.417
"B28218287"	2017	23.442
"A28134534"	2010	23.496
"A28332914"	2015	23.646
"B38017067"	2009	23.678
"A38485827"	2008	23.75
"A28027811"	2011	23.867
"A45445210"	2013	24
"B46070728"	2013	24.006
"A40004731"	2007	24.032
"A08257388"	2016	24.158
"A28126274"	2017	24.283
"B47364872"	2012	24.356
"B05004999"	2015	24.363
"A08115578"	2017	24.507
"B41070020"	2007	24.523
"A08257388"	2015	24.563
"B35110410"	2009	24.792
"A31068927"	2012	24.841
"A08482952"	2014	24.87
"A38010997"	2008	24.905
"B28281095"	2017	24.996
"A35101732"	2011	25
"A04001897"	2011	25.16
"A28193209"	2017	25.172
"A08679060"	2017	25.178
"B38427845"	2014	25.192
"B46191094"	2015	25.237
"A20062915"	2011	25.294
"A34129635"	2016	25.359
"A28446995"	2015	25.462
"B46051116"	2013	25.645
"A46014155"	2009	25.694
"B47572367"	2015	25.743
"A09022963"	2016	25.864
"A08005761"	2017	25.874
"A08116147"	2010	26
"B35005040"	2012	26.016
"A07427081"	2010	26.294
"A29050572"	2014	26.311
"A62400718"	2013	26.506
"A08482952"	2013	26.542
"A11301645"	2007	26.6
"A28022952"	2013	26.804
"B28218287"	2016	26.889
"B08619405"	2011	26.931
"B31744709"	2015	27
"A28138873"	2016	27
"A41031303"	2013	27
"A28091262"	2007	27.046
"A08311995"	2011	27.046
"A48117881"	2016	27.118
"A14018634"	2012	27.167
"A28167443"	2011	27.167
"A08630808"	2015	27.19
"A08393803"	2014	27.242
"A08393803"	2015	27.357
"A46160701"	2012	27.436
"B34224923"	2016	27.531
"A14018634"	2013	27.533
"A46070777"	2017	27.546
"A43110337"	2010	27.651
"A17012626"	2016	27.734
"A29018249"	2009	27.847
"A26011841"	2009	27.898
"A38017844"	2009	27.909
"A38017844"	2010	27.909
"A14018634"	2014	27.997
"A28687978"	2016	28
"A28687978"	2017	28
"B17016254"	2009	28
"A08290975"	2015	28.102
"A50043298"	2010	28.106
"B03030913"	2015	28.151
"B08284002"	2011	28.16
"B20049615"	2014	28.222
"A20806329"	2012	28.263
"A08687204"	2012	28.273
"B35027143"	2011	28.458
"A41762386"	2014	28.549
"A11301645"	2008	28.67
"A28091262"	2008	28.692
"B43032713"	2014	28.725
"B80470628"	2015	28.968
"B03002441"	2010	29.101
"B46045993"	2009	29.11
"A26022657"	2010	29.173
"A48117881"	2017	29.296
"B17228081"	2007	29.366
"A26011841"	2008	29.491
"A81722712"	2007	29.642
"A38003133"	2008	29.655
"A46019063"	2016	29.817
"A47010095"	2016	29.87
"B35006360"	2007	29.901
"B17016254"	2010	30
"A28494896"	2014	30
"B43029305"	2007	30.051
"A41093733"	2015	30.254
"A62520788"	2014	30.275
"A11301645"	2009	30.348
"B08619405"	2010	30.357
"A12323408"	2007	30.378
"A17012626"	2014	30.43
"A50011980"	2010	30.443
"B28072205"	2012	30.492
"A28167443"	2013	30.531
"A38473724"	2008	30.585
"A38017844"	2008	30.633
"B30035968"	2017	30.636
"A08191579"	2015	30.692
"A43055565"	2016	30.747
"B11012820"	2013	30.767
"A08630808"	2014	30.783
"A03003530"	2015	30.845
"A26022657"	2008	30.932
"B17016254"	2011	31
"B01218932"	2013	31
"A28987196"	2017	31.034
"A09010661"	2016	31.042
"A11606134"	2011	31.153
"B41008970"	2007	31.17
"A48033526"	2017	31.182
"B35006360"	2008	31.196
"A41049503"	2017	31.349
"A38010997"	2011	31.591
"B03026382"	2014	31.593
"A38473724"	2010	31.608
"A31138761"	2016	31.709
"A31138761"	2014	31.71
"A31138761"	2013	31.711
"A41084740"	2007	31.787
"A58664764"	2015	31.828
"A03036373"	2011	31.862
"A28167443"	2015	32
"A08384190"	2007	32.08
"A28057677"	2017	32.132
"B47009626"	2007	32.2
"A28586592"	2009	32.206
"A28667244"	2012	32.288
"A46134250"	2017	32.289
"A20018586"	2013	32.344
"A28427516"	2010	32.361
"A36602381"	2011	32.376
"A50034024"	2014	32.491
"B35388867"	2007	32.501
"A03003530"	2009	32.758
"A38645214"	2013	32.939
"A28441269"	2010	32.955
"A15009665"	2007	33
"A26011841"	2015	33.333
"A47017728"	2014	33.333
"A28126597"	2015	33.352
"A36643450"	2012	33.675
"A50017334"	2013	33.708
"B46070728"	2014	33.722
"A28145191"	2011	33.836
"A43110337"	2012	33.909
"B46105771"	2012	33.991
"A28167443"	2017	34
"B97861843"	2016	34
"B03004801"	2008	34.046
"A08999088"	2017	34.108
"B31072705"	2010	34.129
"A17012626"	2015	34.27
"B30604565"	2017	34.354
"A20060075"	2015	34.377
"A30047120"	2016	34.512
"A08219024"	2012	34.75
"A40005514"	2016	34.774
"A50042191"	2014	34.847
"A28443158"	2014	35.01
"A28132959"	2009	35.064
"B35006360"	2017	35.1
"A07086515"	2013	35.221
"A28612620"	2016	35.311
"A45010543"	2007	35.342
"A06017040"	2009	35.374
"A38473724"	2009	35.647
"A07086515"	2012	35.823
"A08016255"	2015	36
"B08642324"	2017	36.015
"B08642324"	2016	36.015
"B31072705"	2009	36.112
"A17004763"	2012	36.19
"B46155271"	2015	36.297
"A36643450"	2013	36.301
"A28216992"	2007	36.39
"A50034024"	2015	36.445
"A28427516"	2011	36.481
"A28173573"	2013	36.713
"A47005095"	2016	36.732
"A96569207"	2017	36.952
"A45445210"	2016	37
"A45445210"	2017	37
"A08170151"	2009	37
"B38017554"	2007	37.278
"A06017040"	2007	37.287
"B03030913"	2014	37.303
"A09004813"	2015	37.367
"A24019499"	2010	37.455
"A25020629"	2007	37.47
"A28443158"	2015	37.615
"A31062342"	2007	37.653
"A09004813"	2016	37.664
"B36009942"	2009	37.692
"A28711893"	2016	37.778
"A46126686"	2015	37.781
"A28167443"	2014	37.798
"A41031303"	2016	38
"B31744709"	2013	38
"A41031303"	2017	38
"A30034441"	2017	38.024
"A17009093"	2013	38.042
"A46019063"	2014	38.204
"A62977186"	2015	38.3
"A36604783"	2015	38.337
"A03003530"	2011	38.549
"A50057421"	2013	38.709
"B12023065"	2013	38.778
"A29035896"	2007	38.797
"A48025571"	2007	38.98
"A38485827"	2015	39.042
"A08639643"	2016	39.064
"B17014887"	2008	39.066
"B03036712"	2008	39.066
"B03028784"	2008	39.066
"A43055565"	2015	39.516
"A28440576"	2012	39.519
"A81117798"	2016	39.588
"A33608563"	2013	39.593
"A50022698"	2017	39.598
"B28579506"	2011	39.6
"B28498210"	2010	39.969
"A58253816"	2009	39.998
"A47017728"	2012	40
"A47017728"	2013	40
"A03099405"	2016	40
"A03099405"	2017	40
"A03036373"	2012	40.169
"A28543809"	2008	40.237
"A28543809"	2007	40.237
"A48016877"	2008	40.337
"B43029305"	2010	40.487
"A78100609"	2012	40.676
"A28132959"	2011	40.685
"A09015256"	2017	40.771
"A82485335"	2015	40.827
"A28379816"	2007	40.868
"B43029305"	2011	40.987
"B47364872"	2013	41.188
"A08042764"	2010	41.195
"A08063372"	2014	41.266
"A28674968"	2013	41.505
"A45017142"	2016	41.641
"A45017142"	2014	41.641
"A45017142"	2013	41.641
"A45017142"	2015	41.641
"A33614082"	2016	41.667
"A08257388"	2008	41.78
"A08934168"	2010	41.819
"B03036712"	2009	42
"B17014887"	2009	42
"B03028784"	2009	42
"A07013907"	2010	42
"A45445210"	2011	42
"A48033526"	2007	42.02
"A08225633"	2016	42.213
"A08061590"	2017	42.235
"A28332914"	2013	42.601
"A15072622"	2007	42.622
"A17038035"	2016	42.633
"A07007735"	2017	42.674
"A28138386"	2016	42.734
"B43590272"	2011	42.767
"A37003050"	2014	42.879
"B28623593"	2011	42.881
"A28078202"	2012	43
"A45445210"	2015	43
"A45445210"	2014	43
"B31744709"	2014	43
"B12023065"	2017	43.007
"A08225633"	2017	43.149
"B43590272"	2010	43.203
"B41072471"	2009	43.323
"A41011271"	2009	43.37
"A48016877"	2009	43.494
"A29018249"	2014	43.838
"B41007576"	2016	43.938
"F46026829"	2012	43.979
"B12008397"	2009	44.184
"B08619405"	2017	44.207
"A07427081"	2008	44.449
"A28586592"	2008	44.528
"A08644932"	2015	44.584
"A46019063"	2015	44.762
"B03036712"	2010	45
"A28012342"	2013	45
"B03028784"	2010	45
"A40005514"	2015	45.017
"B03030913"	2017	45.02
"A31024458"	2017	45.032
"A41061771"	2012	45.06
"B03028784"	2007	45.076
"B03036712"	2007	45.076
"A36643450"	2010	45.084
"A48050728"	2009	45.112
"A28555563"	2017	45.238
"A46126686"	2016	45.338
"A30016687"	2015	45.548
"A36643450"	2011	45.582
"A03099405"	2015	45.607
"B17016254"	2008	45.677
"A45012259"	2016	45.686
"A39030812"	2015	45.737
"B96990015"	2014	45.738
"A85270965"	2016	45.865
"A25020629"	2009	45.892
"A03003530"	2008	45.923
"A08220428"	2015	45.934
"A78320736"	2015	46
"A03167939"	2010	46.195
"B08619405"	2016	46.263
"A08218133"	2016	46.332
"B78496759"	2015	46.38
"A48040034"	2008	46.487
"A46019063"	2013	46.534
"A07096886"	2010	46.572
"A30016182"	2015	46.686
"B36606853"	2015	46.702
"B06341333"	2017	46.724
"A28555563"	2016	46.891
"A08433260"	2016	46.968
"B03028784"	2011	47
"B03036712"	2011	47
"A28022952"	2014	47.291
"B03030913"	2011	47.557
"A43020759"	2013	47.636
"A28381564"	2016	47.711
"A28381564"	2014	47.971
"A48050728"	2010	48.101
"B83393223"	2016	48.133
"A15016702"	2015	48.198
"B97307086"	2012	48.311
"A81536112"	2011	48.379
"A06017040"	2008	48.382
"V12465118"	2013	48.424
"B03026382"	2008	48.426
"A03003530"	2012	48.637
"B03072576"	2014	48.659
"B06341333"	2014	48.705
"B48948830"	2009	48.834
"A03011541"	2010	48.852
"A43055565"	2010	48.917
"B03028784"	2012	49
"A04001897"	2014	49.28
"B31850977"	2014	49.304
"A28612620"	2017	49.584
"B42001297"	2016	49.635
"A37003050"	2012	49.678
"A43055565"	2011	49.69
"A08225633"	2015	49.697
"A59990580"	2012	49.764
"A08584062"	2012	49.874
"A41112012"	2013	49.9
"A33615923"	2011	49.92
"A41022609"	2015	49.98
"A38000410"	2013	49.984
"B03036712"	2012	50
"A08433260"	2015	50.077
"A08347452"	2016	50.197
"A28674968"	2012	50.222
"A31062342"	2008	50.276
"B08619405"	2014	50.4
"A08042764"	2009	50.594
"A43055565"	2009	50.833
"A41031303"	2012	51
"A03036373"	2008	51.017
"A31068927"	2014	51.019
