nif	year	inmovilizado_inm
"A53288478"	2010	0
"B08136905"	2013	0
"A08146870"	2007	0
"A08008518"	2008	0
"B08271694"	2010	0
"B80470628"	2011	0
"A09021833"	2007	0
"A01015510"	2011	0
"A28172476"	2014	0
"A63746275"	2012	0
"B62293113"	2013	0
"A03734514"	2013	0
"A78879079"	2011	0
"A30014211"	2008	0
"B03026382"	2009	0
"A08091894"	2013	0
"A08520629"	2010	0
"A46131769"	2007	0
"B31067168"	2012	0
"A08094567"	2015	0
"B11415387"	2014	0
"A17038035"	2013	0
"B41058124"	2014	0
"A81841850"	2008	0
"A03059003"	2012	0
"A03024809"	2010	0
"A45202975"	2013	0
"A08280323"	2014	0
"A20055380"	2011	0
"A19011626"	2014	0
"B80470628"	2007	0
"A28143782"	2011	0
"B08136905"	2012	0
"B35006360"	2010	0
"A01005594"	2007	0
"A36011385"	2008	0
"A61797536"	2013	0
"A28523470"	2010	0
"A07021256"	2010	0
"A08196446"	2009	0
"B37015526"	2014	0
"B81907776"	2009	0
"B20049615"	2008	0
"A28523470"	2008	0
"B01128552"	2014	0
"B78496759"	2008	0
"B41063355"	2011	0
"B28044204"	2013	0
"A12029468"	2010	0
"B46164679"	2011	0
"B08271694"	2008	0
"A46052809"	2009	0
"B31077514"	2008	0
"A48050728"	2009	0
"B26011627"	2012	0
"A43035708"	2010	0
"A28404614"	2014	0
"A33601899"	2007	0
"A01011881"	2011	0
"A09018862"	2011	0
"A48080147"	2010	0
"A41191313"	2009	0
"A08106031"	2012	0
"B78496759"	2011	0
"B78496759"	2010	0
"A33014176"	2011	0
"A08257388"	2010	0
"A48093538"	2011	0
"A30005524"	2009	0
"A28293884"	2008	0
"B28412146"	2014	0
"A28132959"	2013	0
"B37012069"	2013	0
"A26015503"	2008	0
"A48031140"	2010	0
"A35397884"	2013	0
"A35014075"	2010	0
"A48295604"	2013	0
"A31069321"	2010	0
"B12007456"	2012	0
"A41018854"	2007	0
"A38225041"	2013	0
"A08270993"	2013	0
"A12017919"	2009	0
"B46151411"	2010	0
"B08271694"	2011	0
"A08202582"	2013	0
"A12029468"	2007	0
"A08141038"	2007	0
"A28485761"	2010	0
"A08396830"	2013	0
"A38225041"	2007	0
"A23372832"	2012	0
"A03057221"	2011	0
"A39000849"	2009	0
"A20017604"	2013	0
"A28412724"	2013	0
"B47364872"	2014	0
"B46039061"	2015	0
"A46170080"	2009	0
"A48064521"	2008	0
"A38000410"	2013	0
"B04001848"	2012	0
"B28193340"	2012	0
"A12100020"	2017	.001
"A24020828"	2016	.002
"A26004093"	2009	.003
"A26004093"	2014	.003
"A26004093"	2015	.003
"A26004093"	2013	.003
"B58613076"	2017	.003
"A36014595"	2015	.004
"A35515485"	2014	.006
"A14015101"	2017	.007
"B27013382"	2016	.007
"A33055138"	2010	.008
"A28022952"	2017	.008
"A18012807"	2016	.008
"A28416089"	2010	.011
"A01019702"	2015	.011
"B11415387"	2013	.011
"A35515485"	2013	.012
"B08619405"	2017	.012
"A36619476"	2016	.012
"A36605772"	2009	.013
"A09214636"	2017	.013
"A01008234"	2009	.013
"A30018147"	2016	.014
"A40005514"	2009	.014
"B27013382"	2015	.015
"A80482334"	2016	.015
"A08663957"	2017	.015
"A03030350"	2017	.015
"A35515485"	2012	.016
"A24004103"	2017	.016
"B03072576"	2013	.017
"A62023262"	2015	.017
"A17044546"	2011	.018
"A08225278"	2013	.018
"A24010381"	2017	.019
"A28023422"	2011	.02
"A09214636"	2016	.022
"F10027423"	2008	.023
"B35980937"	2016	.024
"A03003530"	2015	.026
"B58613076"	2016	.028
"B43032713"	2016	.029
"A18012807"	2017	.032
"B03078391"	2011	.032
"B46146080"	2017	.033
"B17017237"	2010	.034
"B82175001"	2011	.036
"A26297663"	2011	.036
"A33055138"	2009	.037
"A28580520"	2015	.038
"A30018147"	2015	.038
"A38473724"	2007	.04
"A50029800"	2014	.04
"A46131769"	2015	.042
"A36605772"	2012	.044
"A28106979"	2017	.045
"A31065915"	2012	.047
"B35006360"	2007	.047
"B08619405"	2016	.047
"A82026840"	2015	.048
"A36011385"	2007	.05
"B03039609"	2016	.05
"A78400603"	2014	.05
"A39030812"	2009	.05
"A78400603"	2015	.05
"A78400603"	2013	.05
"A09010661"	2008	.05
"A78400603"	2017	.05
"A78400603"	2016	.05
"A08401820"	2017	.052
"A31189350"	2013	.052
"A31189350"	2012	.052
"A31189350"	2011	.052
"A08720245"	2016	.053
"B58613076"	2015	.053
"A12016549"	2017	.054
"A28416089"	2008	.055
"A41080144"	2009	.056
"A08218133"	2017	.056
"A62023262"	2014	.057
"A15010994"	2008	.058
"B08912669"	2016	.059
"B46146080"	2016	.061
"A78355278"	2014	.062
"A46332995"	2010	.063
"B03036340"	2013	.064
"A48114151"	2009	.064
"A31061385"	2015	.067
"A46106928"	2015	.069
"A81841850"	2009	.069
"B30606099"	2015	.069
"A58061383"	2009	.07
"A16007064"	2008	.07
"A46036562"	2014	.072
"A08425902"	2017	.072
"A08217432"	2012	.073
"A36010544"	2009	.074
"A39013867"	2016	.074
"A16007064"	2014	.075
"A41050535"	2016	.075
"A12016549"	2016	.076
"A13029962"	2016	.076
"A07016991"	2017	.077
"A46021804"	2012	.077
"A03030350"	2016	.078
"A31012636"	2014	.078
"B31027097"	2011	.08
"A33618257"	2014	.081
"B08238263"	2017	.082
"A29025368"	2015	.083
"B46103131"	2013	.083
"A01019702"	2014	.085
"B15031560"	2017	.086
"A20056248"	2016	.088
"B46131371"	2009	.088
"A08145385"	2013	.091
"B38017067"	2014	.092
"B59469296"	2015	.092
"A41014986"	2015	.094
"A53242152"	2016	.095
"A28579191"	2017	.097
"A47011721"	2016	.098
"A47011721"	2015	.098
"A46965034"	2017	.099
"B38030045"	2014	.1
"A16007064"	2013	.101
"A08199168"	2015	.102
"A36001063"	2017	.102
"A03017886"	2016	.102
"A15016595"	2017	.104
"A17044546"	2010	.107
"B12462560"	2015	.107
"A33025719"	2015	.107
"A09018862"	2015	.107
"A46063731"	2016	.109
"A48115000"	2017	.111
"A48115000"	2015	.111
"A48115000"	2016	.111
"B46146080"	2015	.112
"A12003950"	2017	.116
"B18018176"	2013	.116
"A82026840"	2014	.117
"B62725320"	2015	.117
"A08290405"	2015	.118
"B47030770"	2015	.12
"A41014986"	2014	.12
"A46068862"	2011	.125
"A81722712"	2015	.127
"A28674489"	2010	.127
"B61567970"	2012	.128
"A08063372"	2015	.13
"B32001687"	2017	.13
"A36605772"	2008	.13
"A15010994"	2007	.131
"A24056319"	2017	.132
"A24056319"	2014	.132
"A24056319"	2015	.132
"A24056319"	2013	.132
"A24056319"	2016	.132
"A08425902"	2009	.133
"A28024172"	2015	.133
"A81487027"	2010	.133
"A38014098"	2010	.136
"B30606099"	2014	.137
"A20008579"	2011	.137
"B29212644"	2010	.137
"B47014568"	2014	.138
"A48040034"	2009	.139
"A15033699"	2014	.139
"A39023759"	2016	.139
"F46026829"	2011	.14
"A28132959"	2008	.14
"B30603229"	2016	.14
"A38019543"	2010	.14
"A53242152"	2015	.142
"A12004180"	2016	.144
"B79945150"	2013	.145
"B28218816"	2012	.145
"A41014986"	2013	.146
"A50335918"	2015	.148
"B03010634"	2017	.148
"A35397884"	2017	.149
"A29350139"	2017	.149
"A46014155"	2017	.15
"A33055138"	2008	.156
"A12001418"	2012	.158
"B40003550"	2017	.158
"A48025845"	2016	.159
"A01019702"	2013	.159
"A46045936"	2007	.16
"A17012626"	2016	.161
"A28674489"	2017	.161
"A24014227"	2016	.161
"A08146474"	2017	.163
"A16007064"	2010	.163
"F06305007"	2017	.168
"B62385067"	2017	.169
"A28440576"	2016	.17
"A28440576"	2015	.17
"A41091927"	2016	.171
"A41014986"	2012	.171
"A12006227"	2011	.171
"B07985609"	2017	.175
"A08211112"	2013	.175
"A35610666"	2017	.176
"B47009626"	2014	.178
"A33015454"	2007	.18
"B81762684"	2008	.18
"A26014035"	2012	.18
"A26014035"	2014	.18
"A26014035"	2011	.18
"A26014035"	2008	.18
"A26014035"	2009	.18
"A05007687"	2007	.18
"A26014035"	2010	.18
"A36249076"	2007	.18
"A33015454"	2012	.182
"A33015454"	2017	.182
"A33015454"	2014	.182
"A33015454"	2010	.182
"A33015454"	2009	.182
"A33015454"	2015	.182
"A33015454"	2016	.182
"A33015454"	2013	.182
"A33015454"	2011	.182
"A33015454"	2008	.182
"A46131520"	2017	.183
"A46463311"	2014	.184
"A08196446"	2015	.184
"B47030770"	2014	.185
"A33055138"	2013	.186
"A47005095"	2013	.186
"A31086598"	2017	.188
"A38010997"	2010	.19
"A48081061"	2015	.19
"A50040013"	2010	.19
"A08401820"	2015	.191
"A26013714"	2012	.195
"A31076508"	2008	.196
"A41014986"	2011	.197
"A28695021"	2009	.198
"A38225041"	2010	.199
"A46035770"	2017	.2
"A31070378"	2017	.201
"A30036933"	2017	.205
"A01016450"	2015	.206
"B43032713"	2015	.206
"A38019543"	2009	.208
"A11609682"	2012	.21
"B10005932"	2013	.21
"B10005932"	2012	.21
"A11019767"	2017	.21
"B10005932"	2014	.21
"B10005932"	2015	.21
"B10005932"	2016	.21
"B10005932"	2017	.21
"B31065980"	2015	.21
"A41057209"	2016	.211
"A26022657"	2013	.211
"A16007064"	2012	.211
"A36605772"	2011	.213
"A36000073"	2014	.217
"A08130254"	2015	.22
"A28423986"	2012	.221
"A36614691"	2014	.221
"A36614691"	2013	.221
"A07068430"	2017	.222
"A10010445"	2015	.223
"A43055565"	2015	.223
"A41014986"	2010	.223
"A12012605"	2017	.224
"B35031665"	2007	.225
"A38020525"	2010	.225
"A62035282"	2015	.226
"B46103131"	2012	.226
"B08114449"	2015	.228
"A26021527"	2014	.229
"A43055565"	2013	.231
"A38010997"	2009	.231
"B27014398"	2016	.232
"A01019702"	2012	.233
"A09010661"	2007	.236
"B35388867"	2014	.236
"A08493306"	2009	.238
"A08097966"	2011	.238
"B07985609"	2016	.238
"A20031126"	2009	.239
"A01000249"	2014	.239
"A36605772"	2007	.24
"B61967774"	2010	.241
"A46336152"	2009	.242
"A08146474"	2011	.242
"A28410850"	2015	.242
"B38030045"	2013	.243
"A46072823"	2017	.244
"B40003550"	2016	.244
"B36009942"	2015	.245
"B36009942"	2016	.245
"B36009942"	2017	.245
"A28674489"	2009	.247
"A41014986"	2009	.248
"B31067168"	2009	.248
"A33618257"	2013	.249
"A08139339"	2014	.25
"A50040013"	2009	.25
"B08912669"	2008	.251
"B48441497"	2015	.252
"A78355278"	2011	.253
"A26297663"	2010	.253
"A35515485"	2016	.256
"A26017434"	2009	.257
"B39021217"	2011	.259
"A46070777"	2007	.26
"A36014009"	2017	.262
"A28427516"	2016	.263
"B18551226"	2010	.265
"B03010634"	2014	.266
"B46146080"	2012	.268
"B04018495"	2017	.269
"B23289580"	2015	.273
"A01009265"	2017	.275
"A31076508"	2007	.28
"A28505402"	2010	.282
"A84534874"	2013	.283
"A48110381"	2008	.285
"A28724268"	2013	.286
"A58393778"	2015	.29
"A48081061"	2014	.292
"B62385067"	2016	.292
"A30036933"	2016	.297
"A08460156"	2017	.299
"A38019543"	2016	.299
"A46965034"	2016	.299
"A20056248"	2015	.3
"A31076508"	2014	.302
"B11605862"	2016	.305
"A01019702"	2011	.307
"B41058124"	2013	.307
"A12012340"	2009	.307
"A30025555"	2016	.31
"B35980937"	2015	.312
"B15021835"	2016	.313
"B41063355"	2016	.317
"A36603421"	2014	.317
"A28733350"	2015	.317
"A48033526"	2014	.319
"A35515485"	2015	.32
"A28604882"	2015	.32
"B36009942"	2013	.321
"A08514028"	2017	.323
"A38645214"	2014	.324
"A82683459"	2015	.324
"A01000249"	2013	.326
"A10011641"	2017	.328
"B31066798"	2016	.329
"A36600518"	2007	.33
"A36600518"	2008	.33
"A36600518"	2009	.333
"A36600518"	2015	.333
"A36600518"	2016	.333
"A36600518"	2010	.333
"A36600518"	2017	.333
"A84780055"	2016	.337
"B28188100"	2016	.34
"A03088580"	2007	.34
"A09022963"	2014	.343
"B30603229"	2010	.344
"A28399434"	2015	.345
"A18484360"	2016	.348
"A33610304"	2007	.349
"A17034505"	2015	.35
"B83743815"	2017	.352
"A35517671"	2008	.353
"A38019543"	2008	.353
"A35397884"	2016	.357
"A48061675"	2015	.358
"A16007064"	2009	.358
"B04018495"	2016	.361
"A28023422"	2010	.362
"B35065788"	2017	.363
"A14012819"	2009	.363
"A78097656"	2009	.365
"A28577864"	2013	.366
"A46072823"	2016	.366
"B33029729"	2008	.367
"A53283511"	2017	.367
"B30603229"	2009	.368
"A33018425"	2013	.37
"A78355278"	2013	.375
"A78521168"	2007	.377
"A46045936"	2012	.378
"B12014692"	2014	.378
"B81231516"	2013	.379
"A50066562"	2011	.379
"A15033699"	2013	.38
"A47000054"	2007	.38
"B38071155"	2017	.38
"A36605772"	2010	.381
"B31027097"	2010	.381
"B38484796"	2015	.381
"A60853413"	2010	.383
"B43032713"	2014	.383
"A28321313"	2014	.384
"A31070378"	2016	.385
"B38030045"	2012	.386
"A31061401"	2014	.387
"A33055138"	2007	.387
"B29212644"	2009	.387
"A26001867"	2016	.39
"A48020358"	2017	.39
"A38010997"	2008	.39
"A46463311"	2013	.391
"A41091927"	2015	.391
"B33615493"	2015	.391
"A48081061"	2013	.394
"A53283511"	2012	.396
"A23008857"	2017	.398
"B18551226"	2009	.399
"A46269155"	2015	.4
"B30034730"	2015	.4
"A22013072"	2017	.403
"B11012820"	2015	.403
"A30035521"	2016	.409
"A41059445"	2008	.41
"A28039469"	2017	.41
"A13029962"	2015	.413
"A39030812"	2008	.415
"B62385067"	2015	.415
"A60853413"	2013	.417
"A03734514"	2015	.417
"B31083488"	2016	.418
"A07084940"	2013	.42
"A11609682"	2011	.421
"A46068862"	2010	.426
"B03010634"	2016	.427
"A58061383"	2013	.428
"A62023262"	2013	.43
"A46069456"	2007	.43
"B47009626"	2013	.433
"A81438145"	2017	.435
"B08229221"	2013	.435
"A28428233"	2013	.439
"A28132959"	2007	.44
"A35517671"	2007	.441
"A31001266"	2017	.442
"A26004093"	2012	.444
"A57346926"	2017	.445
"A46068318"	2011	.446
"A41008301"	2010	.447
"A08460156"	2016	.449
"B30033666"	2014	.449
"A48121826"	2015	.45
"A62035282"	2014	.451
"B04018495"	2015	.453
"B50030964"	2014	.453
"B83782169"	2013	.454
"A46044962"	2009	.457
"A50060011"	2015	.458
"A33014176"	2008	.464
"A20008579"	2010	.465
"A28695021"	2016	.468
"A26297663"	2009	.47
"A82843129"	2010	.47
"A28411585"	2007	.471
"A30040224"	2016	.473
"A08360109"	2014	.475
"A41002809"	2012	.478
"A79047916"	2016	.478
"A15016595"	2016	.479
"A19011626"	2009	.48
"B11605862"	2013	.48
"B30603229"	2015	.484
"B31065980"	2014	.489
"A46092094"	2007	.491
"A01006659"	2013	.493
"B83588657"	2017	.493
"A48081061"	2012	.496
"A03026697"	2017	.502
"B15010168"	2017	.503
"B08367948"	2010	.505
"B73108755"	2016	.507
"A17012626"	2015	.508
"A01006659"	2011	.508
"A46035770"	2010	.508
"B82175001"	2010	.508
"A08225278"	2015	.509
"A16007064"	2007	.51
"A36014595"	2014	.512
"B06007314"	2010	.512
"A36603421"	2013	.513
"B03072857"	2017	.513
"A46965034"	2015	.515
"A01006659"	2012	.518
"A50459528"	2016	.518
"A08396830"	2008	.52
"A48020358"	2016	.52
"A36010544"	2008	.52
"B83481002"	2013	.525
"B39021217"	2010	.53
"A48061675"	2014	.53
"A41059445"	2011	.53
"A36000073"	2013	.532
"B38025920"	2013	.538
"A27199140"	2015	.539
"A39023759"	2015	.539
"A46082228"	2015	.539
"A46115127"	2013	.54
"A28695021"	2017	.541
"A28167443"	2008	.547
"A46063731"	2015	.547
"A38010997"	2007	.548
"B08292054"	2008	.55
"A28016947"	2015	.55
"A31189350"	2010	.556
"A28674489"	2016	.557
"A03088580"	2009	.559
"A09010661"	2012	.559
"A17034505"	2014	.56
"A36603967"	2008	.56
"A30035521"	2017	.562
"A08513749"	2010	.562
"A08513749"	2012	.562
"A08513749"	2011	.562
"A08513749"	2009	.562
"A08513749"	2008	.562
"A03011392"	2015	.562
"A08513749"	2013	.562
"A08513749"	2014	.562
"A20047726"	2012	.563
"A36615896"	2016	.564
"A35397884"	2015	.565
"A10010445"	2014	.565
"A31061401"	2016	.565
"A31070378"	2015	.568
"A38371159"	2008	.57
"B30000574"	2017	.571
"A07013055"	2012	.573
"B42141176"	2010	.574
"A08397119"	2017	.577
"B40003550"	2015	.579
"A36619476"	2015	.582
"A46169082"	2017	.583
"A35397884"	2012	.586
"B48045140"	2011	.587
"B37020179"	2014	.589
"F06139109"	2010	.589
"B37020179"	2015	.589
"A48050124"	2007	.59
"A48050124"	2008	.59
"B38024089"	2007	.59
"A96646880"	2007	.59
"A41061771"	2016	.593
"A41061771"	2017	.593
"A21006861"	2017	.593
"A12004180"	2012	.594
"B79945150"	2012	.594
"B38017067"	2009	.596
"A48081061"	2011	.597
"A35610666"	2016	.6
"A30022172"	2008	.601
"A17006479"	2016	.601
"A28505345"	2015	.601
"A08358442"	2008	.603
"A50022698"	2016	.607
"A45017142"	2015	.609
"B14468292"	2015	.609
"A48092886"	2007	.61
"A60853413"	2009	.614
"A28375913"	2017	.614
"A41055377"	2012	.614
"B73108755"	2017	.615
"A28582450"	2011	.617
"A15033699"	2012	.62
"B38071155"	2016	.62
"B03036340"	2012	.625
"A01012830"	2017	.628
"A26023606"	2012	.629
"A11609682"	2010	.631
"A08029951"	2016	.632
"B08690869"	2017	.633
"A47005095"	2012	.633
"A07068422"	2015	.633
"A08290405"	2014	.633
"B28091486"	2015	.635
"B28091486"	2012	.635
"A12021267"	2014	.637
"B28091486"	2008	.64
"B30029110"	2008	.64
"B28091486"	2007	.64
"B28419703"	2015	.641
"A08334906"	2017	.645
"B73254898"	2016	.647
"B83782169"	2012	.648
"A06003800"	2012	.65
"A06003800"	2013	.65
"A59382762"	2008	.656
"A28404614"	2008	.656
"B18551226"	2017	.657
"B96990015"	2014	.658
"A31072325"	2012	.659
"A46115127"	2012	.66
"A33055138"	2012	.661
"A29076270"	2009	.665
"A28085686"	2016	.667
"A28085686"	2017	.667
"A28085686"	2015	.667
"A22008106"	2010	.667
"B30000574"	2016	.671
"A36603421"	2016	.672
"A07012826"	2015	.675
"A62035282"	2013	.677
"A30604276"	2014	.679
"B08245805"	2016	.68
"A31061401"	2013	.681
"A39023759"	2017	.681
"B11605862"	2012	.681
"B35388867"	2015	.684
"B30603229"	2008	.687
"A08533945"	2017	.688
"A78355278"	2012	.689
"A36561595"	2015	.69
"A09018862"	2016	.69
"A30018345"	2016	.692
"A41027723"	2012	.698
"B41063355"	2015	.698
"A48081061"	2010	.699
"A30023295"	2015	.7
"A38020525"	2014	.703
"B12004818"	2017	.703
"A12029039"	2017	.706
"A46332995"	2008	.706
"B03010634"	2015	.706
"A48092886"	2017	.708
"A12405577"	2015	.708
"A38019543"	2007	.708
"B40003550"	2009	.711
"B28644441"	2016	.711
"A50042027"	2017	.713
"B28072205"	2016	.716
"B28543023"	2011	.721
"A08296790"	2015	.724
"A30604276"	2013	.725
"A26017434"	2010	.727
"A38348413"	2016	.731
"A28404614"	2013	.733
"A40005514"	2017	.734
"A29030848"	2008	.737
"A03088580"	2008	.74
"A82843129"	2011	.74
"B17017237"	2017	.744
"A46092094"	2008	.746
"B12014692"	2013	.748
"B15031560"	2016	.748
"B11605862"	2015	.752
"A27252063"	2013	.755
"A26021527"	2015	.755
"B60918141"	2017	.761
"A01013077"	2016	.763
"A31034606"	2013	.764
"B31083488"	2015	.77
"A31071756"	2008	.77
"A41011271"	2009	.77
"A31071756"	2007	.77
"A24007072"	2015	.771
"B81248361"	2011	.772
"A35397884"	2014	.772
"A24010381"	2016	.774
"A48093421"	2015	.775
"A46115127"	2011	.779
"B48059786"	2007	.78
"A39030812"	2007	.78
"B08628455"	2011	.781
"A07016991"	2016	.782
"A22013072"	2016	.784
"B73254898"	2017	.784
"A43037191"	2015	.786
"A20036083"	2014	.788
"B21015474"	2017	.788
"B33614033"	2016	.789
"A28674489"	2014	.791
"A38027637"	2007	.792
"A20008579"	2009	.793
"A36611622"	2017	.793
"A13005384"	2008	.795
"A13005384"	2009	.795
"A13005384"	2007	.795
"A28174985"	2011	.797
"A28427516"	2015	.798
"A11019767"	2016	.8
"B96199807"	2012	.8
"B06320410"	2017	.8
"A48081061"	2009	.801
"B35043637"	2017	.801
"A46068318"	2010	.802
"A48102792"	2011	.804
"A43055565"	2012	.805
"A31061401"	2015	.808
"A33014176"	2007	.81
"B30016612"	2016	.811
"B46103131"	2011	.811
"A31096233"	2017	.812
"A80352420"	2015	.812
"A30035521"	2012	.813
"A26001867"	2015	.815
"A18008334"	2017	.818
"B62725320"	2014	.819
"A30024798"	2017	.82
"A41059445"	2007	.82
"A09021833"	2017	.821
"A46336152"	2008	.825
"A39030812"	2011	.828
"A28404614"	2007	.828
"A28428233"	2014	.83
"A28321313"	2013	.833
"A58534777"	2015	.833
"A41920943"	2008	.834
"A50040013"	2008	.835
"A03084936"	2017	.835
"A28574101"	2015	.837
"A62415641"	2016	.838
"A40005514"	2008	.839
"B38017554"	2017	.839
"B01013507"	2008	.84
"B28188100"	2015	.84
"A08005688"	2007	.84
"A24019499"	2017	.841
"A11609682"	2009	.841
"A24019499"	2016	.841
"A24019499"	2015	.841
"A24019499"	2014	.841
"A14022099"	2017	.842
"B83782169"	2011	.842
"B48907885"	2016	.842
"A26022657"	2012	.843
"A26297663"	2014	.847
"A36000073"	2012	.848
"A12014569"	2007	.85
"A15016595"	2015	.854
"B46163655"	2015	.855
"A79047916"	2014	.857
"A29350139"	2016	.857
"A08225278"	2014	.857
"B28240075"	2017	.863
"A07035934"	2013	.864
"A79047916"	2015	.864
"A36615896"	2015	.864
"A28579191"	2016	.864
"A12022885"	2015	.866
"A16007064"	2015	.867
"A41089368"	2017	.868
"A23012719"	2015	.869
"B28240075"	2015	.869
"B08367948"	2007	.87
"A01012830"	2016	.871
"A09354176"	2014	.873
"A28259141"	2009	.874
"A28618890"	2015	.874
"A07036130"	2015	.874
"A17023813"	2011	.876
"A38020525"	2011	.885
"A08413403"	2015	.886
"A46332995"	2013	.892
"B73108755"	2015	.896
"A15016595"	2010	.899
"A46115127"	2010	.899
"A15049281"	2012	.9
"B35006360"	2017	.9
"A28428233"	2016	.9
"A50335918"	2014	.901
"A62035282"	2012	.903
"A26297663"	2007	.904
"A46035770"	2016	.908
"A60853413"	2008	.91
"A82843129"	2017	.912
"A28404614"	2009	.914
"B03072857"	2016	.914
"B28218287"	2011	.916
"A30006142"	2016	.918
"A22001721"	2013	.921
"B38017554"	2014	.921
"B32008625"	2017	.926
"A50052489"	2008	.927
"A42000901"	2016	.929
"A08394157"	2017	.929
"A09022963"	2013	.93
"A58061383"	2014	.936
"A01005594"	2015	.938
"A62703806"	2015	.938
"A08568057"	2017	.945
"B40003550"	2014	.945
"A30040224"	2017	.946
"B28115533"	2012	.946
"B39021217"	2009	.948
"A26011841"	2009	.949
"A39017058"	2017	.951
"A28674489"	2015	.953
"A50066562"	2010	.955
"A08186074"	2013	.958
"A33018425"	2011	.958
"A24020562"	2016	.96
"A35009992"	2007	.964
"B19179662"	2009	.967
"A04007811"	2017	.97
"A08098949"	2012	.974
"A41050535"	2015	.976
"A59382762"	2017	.979
"A28019461"	2008	.98
"A29035896"	2017	.981
"A12012340"	2013	.982
"B31027097"	2008	.982
"A08533945"	2016	.983
"A18484360"	2017	.985
"A26013714"	2011	.988
"B31067168"	2008	.99
"A28524726"	2012	.99
"A46463311"	2012	.992
"A42000901"	2017	.993
"C28863686"	2012	.996
"A48840359"	2015	1
"A61351540"	2016	1
"B78077724"	2007	1
"A28110971"	2017	1
"A61351540"	2017	1
"B62119904"	2016	1
"A28019461"	2012	1
"A61351540"	2015	1
"B18547281"	2013	1
"A08228124"	2015	1
"A26004093"	2008	1
"A60963287"	2015	1
"A38000485"	2015	1
"B35504059"	2015	1
"A28011716"	2015	1
"B35504059"	2014	1
"B35504059"	2016	1
"A34129635"	2015	1.002
"A12012605"	2016	1.002
"A38020525"	2012	1.007
"A08186074"	2010	1.01
"B38828687"	2016	1.011
"A96646880"	2016	1.011
"B30604565"	2009	1.012
"A08460156"	2015	1.015
"A33009630"	2012	1.018
"B03072576"	2012	1.02
"A50032325"	2013	1.02
"A53283511"	2013	1.022
"A50060011"	2014	1.024
"A08425902"	2008	1.03
"B31066798"	2015	1.032
"A12029039"	2016	1.032
"A33018425"	2012	1.034
"B46108403"	2015	1.037
"A28715027"	2008	1.038
"A39030812"	2010	1.038
"B03094455"	2017	1.04
"A82026840"	2013	1.041
"A01006659"	2010	1.043
"A41061771"	2015	1.044
"A07427081"	2013	1.044
"A07061161"	2016	1.045
