nif	year	inmovilizado
"B60241437"	2013	489.374
"A59954487"	2009	489.593
"A41055377"	2012	490.366
"A80732142"	2013	490.674
"A82405788"	2011	491.329
"B29682135"	2011	491.618
"B83741835"	2017	492.496
"B64055445"	2013	493
"A08203887"	2013	494.273
"A50034024"	2016	495.155
"A33609587"	2011	496.252
"A08354441"	2016	496.307
"A08688095"	2009	496.926
"A08203887"	2016	497.153
"A28054211"	2013	498.387
"A08128035"	2016	498.511
"A61797536"	2008	500
"A40004095"	2013	500.941
"A20024568"	2017	501.028
"B03091527"	2009	501.963
"A08197022"	2013	502.858
"A28668580"	2013	504.135
"B35043637"	2015	504.168
"A23010200"	2017	504.198
"B83541912"	2014	504.996
"A08141038"	2015	505.446
"A30016687"	2017	505.495
"A08141038"	2014	505.952
"B96990015"	2011	506.655
"B46149555"	2016	507.385
"A38031233"	2015	507.783
"B46157285"	2014	508.235
"A27003243"	2009	508.334
"A08203887"	2014	510.016
"A31180060"	2013	510.85
"A08737249"	2007	510.95
"A20024568"	2016	511.728
"A28505402"	2016	512.989
"A08066300"	2015	513.574
"A08413403"	2015	513.587
"A26297663"	2014	514.669
"A20073508"	2015	514.797
"A48119143"	2017	515.082
"A22012223"	2012	515.243
"A60453271"	2007	516.21
"A08952012"	2013	518.211
"A08708620"	2010	518.514
"B03091527"	2007	518.922
"A62400718"	2013	519.126
"A42004598"	2008	520.179
"B31083488"	2011	520.672
"B30033666"	2008	521.328
"A08591075"	2017	521.608
"A22009690"	2015	521.638
"B83209015"	2016	521.695
"A22012223"	2011	521.919
"A01007442"	2009	522.226
"A08097966"	2011	523.097
"A28132959"	2007	524.79
"A08075293"	2013	525.493
"A28574044"	2016	526.907
"A23025927"	2014	526.988
"B41033143"	2015	527.014
"B74148388"	2016	528.044
"A24015406"	2017	529.638
"A82485335"	2009	530.796
"A08604159"	2008	530.988
"A08507741"	2010	531.111
"A08075293"	2009	531.622
"A08203887"	2015	532.094
"A28128486"	2014	532.571
"A47010194"	2016	533.3
"B83209015"	2017	533.56
"F50561091"	2009	534.258
"B83541912"	2017	534.588
"A08203887"	2011	535.479
"A80352750"	2015	536
"B33119983"	2010	536.148
"A20024568"	2015	537.159
"A28548220"	2014	537.897
"B96990015"	2015	537.899
"A01015510"	2017	539.789
"A45015716"	2017	541.325
"B32001687"	2009	541.334
"A48092886"	2007	541.58
"A22012223"	2009	541.793
"A33615923"	2015	541.954
"A28420602"	2014	542.067
"A08952012"	2011	542.268
"B41033143"	2014	542.669
"B79863288"	2009	543.81
"B30033666"	2007	543.813
"A40006371"	2007	544.071
"B50030964"	2014	544.321
"B60031150"	2013	546.501
"A31003304"	2014	547.168
"B03091527"	2015	547.536
"A08141038"	2013	549.379
"A48040232"	2016	549.393
"A08354441"	2017	551.005
"A08354441"	2015	552.966
"A08128035"	2013	553.189
"A08029951"	2010	553.45
"A38225041"	2007	553.598
"A08514986"	2007	554.303
"B08407322"	2008	554.623
"A30418255"	2007	555.09
"A28411577"	2014	555.655
"A08117806"	2012	557.213
"A08021768"	2010	557.445
"A47010194"	2015	557.717
"A08413403"	2016	558.038
"A78020732"	2015	558.766
"A33609587"	2007	558.778
"A29009537"	2013	558.864
"A08604159"	2009	559.245
"A50000876"	2008	559.837
"B08156127"	2007	560.17
"A07015787"	2014	560.374
"A48092886"	2008	560.62
"B45020351"	2007	561.111
"A01007442"	2008	561.167
"A23010200"	2016	561.76
"A31180060"	2012	562.246
"A07015787"	2013	563.114
"A03035417"	2007	564.505
"A38225041"	2008	564.594
"A41098237"	2010	565.031
"B61425682"	2011	565.297
"A38225041"	2009	566.104
"A08149668"	2017	566.7
"A08604159"	2014	566.91
"F50561091"	2014	567.004
"A08278293"	2017	567.678
"A01007442"	2007	568.163
"B31072705"	2014	569.805
"B30043558"	2011	570.417
"B79863288"	2010	570.859
"B50057330"	2012	570.967
"A33126244"	2017	571.885
"A08141038"	2011	572.382
"A08117806"	2011	573.818
"A78100609"	2010	574.088
"A22009690"	2014	574.188
"B50029263"	2010	574.797
"B14030720"	2007	575.08
"B06422877"	2014	575.199
"A28128486"	2015	575.747
"A48092886"	2012	576.276
"A03003530"	2013	576.902
"B60031150"	2014	577.405
"A78020732"	2014	577.52
"A08278293"	2011	577.975
"A31180060"	2010	579.003
"A07068430"	2008	579.482
"B33119983"	2008	579.623
"A21011903"	2015	579.865
"B62785357"	2012	580.137
"A08514986"	2009	580.475
"A08270993"	2007	581.179
"A23025927"	2013	581.645
"A08401820"	2010	581.968
"A08029951"	2011	582.964
"A08393571"	2007	584.889
"A33126244"	2013	585.446
"A28128486"	2008	586.64
"A28670636"	2007	586.64
"A82485335"	2014	586.66
"A10011641"	2007	586.973
"F50561091"	2012	587.549
"A15033699"	2014	588.247
"B36684157"	2008	588.986
"B35043637"	2014	589.026
"A02014165"	2015	589.628
"A28456119"	2009	590.121
"B50001874"	2010	591.003
"B30043558"	2013	591.814
"A82405788"	2010	592.084
"A08036709"	2010	592.177
"A08952012"	2012	592.596
"A28345148"	2010	592.902
"A41059445"	2017	593.601
"A28674968"	2012	593.741
"A08952012"	2010	593.85
"B31072705"	2013	593.894
"A41008640"	2015	594
"B08013963"	2009	594.082
"B46149555"	2014	594.16
"A08128035"	2011	595.057
"B84886837"	2016	596.02
"B30043558"	2012	596.582
"B46149555"	2013	596.772
"A28029122"	2008	596.901
"B06422877"	2015	596.912
"A08507741"	2011	597.036
"A17003757"	2010	597.143
"A62400718"	2012	597.353
"A78020732"	2013	598.185
"A20049755"	2007	598.2
"A45015716"	2015	598.851
"A28586550"	2016	599.025
"B03091527"	2017	599.337
"A08141038"	2012	599.739
"B08284002"	2011	599.766
"B63149637"	2016	600
"A31030901"	2014	601.469
"A41277336"	2014	601.898
"A46160701"	2008	601.91
"B83209015"	2015	602.458
"A08066300"	2014	602.476
"A48080881"	2015	602.713
"A28392736"	2012	605.411
"A28245009"	2008	606.958
"A24015406"	2016	608.29
"A20806329"	2012	608.919
"A33607573"	2010	608.972
"A47438262"	2012	609.524
"B46157285"	2013	610.475
"A43001684"	2015	610.761
"B58779018"	2012	611.29
"A08612103"	2017	611.489
"A79259339"	2008	612.139
"B28072205"	2013	612.895
"A31180060"	2009	612.979
"A08952012"	2009	613.839
"A46074647"	2009	614.122
"A45015716"	2016	614.341
"A22012223"	2010	614.674
"A47214424"	2017	615.078
"B83766485"	2017	615.925
"B32001687"	2012	616.724
"B36614816"	2008	618.236
"B28072205"	2012	619.759
"B59886531"	2014	621
"A28132959"	2012	621.538
"B20793956"	2011	622.255
"A01007442"	2011	623.417
"A08477663"	2010	625.082
"A50017334"	2012	625.391
"A30603716"	2010	625.7
"B30043558"	2014	625.792
"A08275281"	2014	625.91
"A80359730"	2017	626.308
"A28128486"	2011	626.798
"A95249199"	2017	626.931
"B39026604"	2014	627
"A46160701"	2007	628.329
"B79863288"	2017	629.108
"A08612103"	2014	629.507
"B97751978"	2014	631.192
"A08200032"	2017	631.416
"A30018147"	2012	632.358
"A50017334"	2014	632.682
"A28054211"	2012	633.424
"A15044530"	2007	633.78
"B46149555"	2012	636.867
"A41088493"	2009	637.747
"A08636177"	2013	637.798
"A48092886"	2011	638.068
"A33373622"	2015	638.315
"A10011641"	2008	639.038
"A42004598"	2007	639.226
"A43055565"	2017	639.421
"A08117806"	2010	640.8
"B08284002"	2014	640.871
"B20056255"	2013	641.607
"A08514028"	2017	641.926
"A28128486"	2013	641.934
"A31180060"	2008	642.878
"B62725320"	2017	643.627
"A38225041"	2010	644.646
"A41088493"	2008	644.649
"A08147357"	2014	645.645
"A08604159"	2010	645.694
"A28027811"	2011	646.186
"A30035547"	2011	646.765
"A08029951"	2012	646.844
"A28410850"	2011	647.01
"F50561091"	2011	647.508
"A08128035"	2012	647.511
"A31009913"	2014	647.664
"A08280323"	2014	647.845
"A08243297"	2017	648.759
"A08066300"	2010	649.067
"A48081061"	2009	649.246
"B74148388"	2015	650.14
"A01019702"	2014	651.52
"A08141038"	2010	653.165
"A28245009"	2011	653.426
"A33614082"	2013	653.928
"A45020450"	2011	654.438
"A45020450"	2010	654.651
"A08612103"	2016	656.534
"A82485335"	2011	656.941
"A08591075"	2016	657.229
"A19005792"	2013	659.729
"B08078396"	2008	659.98
"A08663809"	2011	660.445
"B63078075"	2017	660.672
"A30018147"	2016	660.678
"A08280323"	2013	660.681
"A08499568"	2007	661.15
"A07068430"	2012	661.511
"A28345148"	2009	662.104
"B46149555"	2017	662.237
"B46149555"	2011	662.338
"A08217432"	2010	662.483
"B08284002"	2016	662.608
"B08660409"	2013	662.818
"A33614082"	2012	663.188
"A08294787"	2010	663.267
"A78521168"	2012	663.524
"A33607573"	2009	663.578
"A46068862"	2015	663.914
"B48070155"	2012	664.103
"A82667155"	2017	664.176
"B08284002"	2012	666.315
"A28229409"	2010	666.377
"A28410850"	2009	666.662
"B31083488"	2013	667.438
"A96560560"	2015	667.813
"A50034024"	2015	668.078
"A48092886"	2010	668.169
"A08663809"	2012	669.296
"B48108898"	2013	671.464
"A28410850"	2010	671.474
"A47024104"	2012	671.764
"A28494896"	2014	672.406
"A28245009"	2014	673.781
"A28128486"	2016	674.011
"A31030901"	2013	674.263
"B28281095"	2017	675.015
"B33029729"	2013	675.827
"A31030901"	2010	676.014
"A15033699"	2017	676.124
"A27003243"	2010	676.175
"A08062846"	2009	676.831
"A43055565"	2011	677.7
"A08713869"	2010	678.463
"B33614033"	2012	678.522
"A03036373"	2014	678.658
"A30035547"	2012	679.013
"B46135364"	2008	679.066
"B28072205"	2010	679.514
"A24015406"	2014	679.52
"A18012807"	2010	679.552
"A08186074"	2015	679.691
"A59954487"	2017	680.93
"B18018176"	2012	681.08
"A33610304"	2012	681.095
"A45015716"	2012	681.16
"A46160701"	2009	681.692
"A28410850"	2008	681.914
"A22012223"	2008	682.02
"A31030901"	2015	682.701
"A62023262"	2014	683.846
"B12007456"	2014	684.314
"A08413403"	2017	684.891
"A08026635"	2017	685.84
"A08560179"	2009	686.249
"A28494896"	2013	686.494
"A03059003"	2012	686.74
"A45007614"	2007	687.219
"A08514986"	2008	687.289
"A03035417"	2008	688.201
"B06320410"	2011	689.021
"A62400718"	2015	689.046
"A08489007"	2014	690.543
"A58393778"	2007	691.643
"A43036052"	2016	691.744
"B28118800"	2014	694.214
"A20049755"	2009	695.424
"A58061383"	2014	695.49
"B46149555"	2015	695.604
"B26011627"	2007	696.279
"A41098237"	2009	696.581
"A24015406"	2015	697.046
"B50057330"	2014	697.509
"A08128035"	2015	697.967
"A08098949"	2013	698.293
"A48040232"	2017	698.316
"A43055565"	2016	698.662
"A08612103"	2015	698.86
"A46036562"	2014	698.963
"A82485335"	2010	699.023
"A28412724"	2017	699.209
"A28345148"	2008	699.251
"F50561091"	2010	699.36
"B50030964"	2013	699.557
"F50561091"	2013	699.729
"B83541912"	2016	699.763
"A08141038"	2009	700.455
"A47438262"	2013	700.53
"B08660409"	2014	701.205
"B84886837"	2017	702.714
"A80359730"	2016	702.936
"A01019702"	2016	703.711
"A28189082"	2013	705.079
"A08191579"	2010	705.826
"A45015716"	2013	706.741
"B08284002"	2015	707.602
"B36614816"	2007	708
"B33119983"	2009	708.364
"A33610304"	2013	708.466
"A62023262"	2015	709.444
"A31072325"	2007	710.093
"A41098237"	2007	712.209
"A28427516"	2010	714.429
"B30603229"	2008	715.797
"B08136905"	2010	716.528
"A20073508"	2012	716.964
"B08114449"	2015	717.548
"A18012807"	2011	717.764
"A30041719"	2012	717.891
"B08136905"	2011	717.949
"B81864894"	2009	718
"A08026635"	2008	718.738
"A47010194"	2011	718.767
"A48092886"	2009	719.407
"F06305007"	2017	719.7
"A20015368"	2013	720.266
"A28345148"	2007	720.742
"A30418255"	2008	720.845
"A08091894"	2014	721.567
"A08273898"	2015	721.77
"B08136905"	2007	722.55
"A43055565"	2014	723.039
"A46151973"	2011	723.806
"A59954487"	2016	723.843
"A43001684"	2014	723.969
"A08141038"	2017	724.281
"A46151973"	2012	724.649
"A08128035"	2010	724.844
"A24015802"	2013	724.909
"A15033699"	2016	725.089
"C28863686"	2012	725.318
"A36615896"	2008	725.376
"A08091894"	2013	726.419
"A28612620"	2016	727.649
"A08591075"	2013	727.979
"A78100609"	2011	728.001
"A01019702"	2015	728.104
"B08013963"	2010	729.752
"A78100609"	2012	730.174
"A48081061"	2016	730.669
"A08066300"	2013	731.04
"B61425682"	2014	731.103
"A28364487"	2010	731.375
"A04047700"	2013	731.818
"B08078396"	2007	732.59
"A30418255"	2017	733.987
"A28313351"	2007	734.23
"A43055565"	2012	734.291
"A78020732"	2012	734.67
"A28111342"	2012	734.75
"A30041719"	2013	735.246
"A36614691"	2010	735.441
"A28456119"	2008	735.844
"A46463311"	2013	735.985
"A53283511"	2011	736.037
"B28118800"	2013	737.243
"A08388811"	2011	737.538
"A07068430"	2013	737.634
"B18012831"	2007	737.771
"A48087126"	2014	737.866
"B20793956"	2012	738.171
"B01128552"	2013	738.313
"A03003530"	2015	739.855
"B83766485"	2015	740.211
"A28724219"	2014	740.408
"A78428596"	2008	740.53
"B43491356"	2017	740.706
"B30603229"	2007	741.17
"A08243297"	2015	741.962
"A53283511"	2012	743.166
"A28117026"	2010	743.477
"A30506406"	2014	744.229
"A46104485"	2010	744.597
"A46074647"	2017	746.77
"A28332914"	2011	747.591
"A47438262"	2014	747.721
"A08636177"	2012	747.936
"A08131112"	2015	748.131
"A28245009"	2010	748.554
"A08273898"	2013	748.578
"A61587358"	2012	750.583
"B08463424"	2007	751.495
"A79259404"	2007	751.64
"A78020732"	2016	751.705
"A62400718"	2010	751.996
"B28270411"	2017	752.003
"A08217432"	2009	752.837
"A45014610"	2010	752.858
"B59886531"	2017	754
"A08098949"	2012	754.413
"A78020732"	2017	755.193
"A08141038"	2008	755.279
"A08243297"	2016	755.73
"B08114449"	2012	756.455
"B83209015"	2014	757.586
"A08200032"	2015	758.549
"B58779018"	2013	758.756
"B28118800"	2012	758.894
"A36615896"	2007	759.4
"A08533119"	2008	759.506
"A58061383"	2015	760.118
"A31030901"	2011	760.918
"B46155271"	2014	761.605
"A53283511"	2009	762.104
"A07068422"	2014	762.412
"A20015368"	2014	762.549
"A08591075"	2015	762.986
"A08294787"	2009	764.228
"A30035547"	2015	764.511
"A30036438"	2017	764.936
"A28427516"	2009	764.965
"A43055565"	2015	765.091
"B47014568"	2010	765.543
"B79863288"	2016	765.885
"A43621416"	2008	766.762
"A50057421"	2013	767.095
"B85010643"	2016	767.099
"A50017334"	2009	767.783
"A28416154"	2016	767.939
"B08660409"	2017	768.456
"A47214424"	2016	770.141
"B60031150"	2017	771.91
"B31072705"	2007	772.069
"A46463311"	2012	772.252
"A08513749"	2008	773.107
"A08291973"	2017	774.331
"B60031150"	2016	774.618
"B12007456"	2013	775.023
"A28106797"	2017	775.024
"A46463311"	2010	775.114
"A08066300"	2011	775.262
"B41072471"	2017	775.285
"A28435931"	2012	775.377
"A28029122"	2015	776.027
"A43055565"	2010	776.113
"B96990015"	2012	776.713
"A08131112"	2012	776.861
"A08224081"	2008	776.931
"A17003757"	2009	776.958
"B12007456"	2009	777.534
"B46055489"	2008	777.906
"B41086844"	2011	778.241
"A28195147"	2012	778.788
"A08021768"	2012	779.161
"A78100609"	2013	780.122
"A03197308"	2014	780.303
"B03006681"	2014	781.101
"A08091894"	2012	781.129
"A08131112"	2014	781.521
"A08200032"	2016	781.698
"A28245009"	2007	782.134
"A11019767"	2009	782.21
"A08117806"	2009	782.487
"A53283511"	2010	782.828
"A41091927"	2011	783.153
"A08117806"	2007	784.15
"A28494896"	2011	785.143
"A61401857"	2014	785.296
"A50030543"	2017	786.631
"B01128552"	2016	786.993
"A78428596"	2011	787.007
"A08224081"	2007	787.19
"A31030901"	2012	787.223
"A28494896"	2012	787.53
"A08278293"	2016	787.62
"A28412724"	2016	788.256
"A28636025"	2008	788.38
"A24010217"	2016	788.833
"A08243297"	2009	789.413
"B08463424"	2008	789.589
"B48841282"	2017	790.433
"A08131112"	2013	790.804
"A07068422"	2017	792.182
"A29030715"	2010	793.272
"A28494896"	2010	794.331
"A79235891"	2015	794.412
"B30033666"	2009	794.79
"A10010445"	2014	794.883
"A46169082"	2016	794.937
"A24015406"	2013	795.158
"A08075293"	2008	795.468
"A28195147"	2013	795.873
"A28416154"	2017	796.008
"A08026627"	2017	796.476
"A31003304"	2010	796.534
"B08114449"	2014	796.56
"B08284002"	2013	796.889
"A50040013"	2014	797.43
"B08527194"	2016	797.495
"A20049755"	2008	797.727
"B08078396"	2009	798.695
"B08463424"	2009	798.927
"A28245009"	2013	799.468
"A28216992"	2010	799.713
"A08291973"	2011	799.902
"A28675908"	2011	800.301
"A08149668"	2016	800.836
"B81864894"	2013	801
"A43055565"	2009	801.639
"B81864894"	2008	802
"B81864894"	2011	802
"B48841282"	2016	803.103
"A43055565"	2013	803.128
"A13005384"	2007	804.617
"A03003530"	2012	805.632
"B08114449"	2013	805.863
"A60016037"	2009	805.906
"A50030543"	2016	805.954
"A28368603"	2014	806.28
"B81009151"	2012	806.85
"B81864894"	2010	807
"B83393223"	2016	807.473
"B01128552"	2014	808.243
"A08012601"	2008	808.259
"B46135364"	2011	809.384
"A28675908"	2013	809.478
"A28029122"	2014	809.535
"A08637829"	2013	809.707
"B08136905"	2009	809.882
"B50057330"	2013	810.375
"B81864894"	2007	811.46
"A08499568"	2012	812.623
"B61425682"	2012	812.912
"A48114151"	2016	813.138
"A08393803"	2014	813.314
"A07068422"	2013	813.639
"A31003304"	2012	814.212
"A82405788"	2009	814.946
"A46072823"	2017	815.282
"A08063372"	2011	816.324
"A33126244"	2015	816.524
"A28368603"	2013	816.574
"A08243297"	2014	817.685
"A33024084"	2007	817.918
"A61797536"	2014	818
"B80146517"	2007	818
"A58061383"	2017	818.332
"B28270411"	2016	818.6
"A28435931"	2013	819.128
"A28670313"	2013	819.403
"B30603229"	2009	819.737
"A28475770"	2007	819.922
"A50030543"	2015	819.931
"A28128486"	2012	820.636
"A78428596"	2009	821.908
"A28189082"	2012	822.606
"A83826362"	2011	822.61
"A36615896"	2010	824.079
"A28486090"	2017	824.427
"A33610304"	2017	824.979
"B63149637"	2015	826
"A07053374"	2013	826.57
"B26011627"	2008	826.747
"A33034695"	2014	826.872
"A43702745"	2014	827.008
"A08591075"	2014	827.318
"B08158917"	2009	827.86
"A08514028"	2016	827.939
"A25529074"	2014	828.591
"A08131112"	2016	828.882
"B08078396"	2017	829.292
"A08191579"	2009	829.306
"A28440576"	2014	830.245
"A08141038"	2007	830.633
"B59886531"	2016	831
"A01010701"	2013	831.853
"A28675908"	2012	832.314
"A45012531"	2016	832.368
"A48082085"	2017	832.461
"A62400718"	2009	833.154
"B80372220"	2017	834.515
"B46055489"	2007	834.849
"B83393223"	2015	835.421
"B03010634"	2013	835.607
"B46076287"	2015	836.233
"B27013556"	2007	837.388
"A28674968"	2013	838.077
"A28245009"	2012	838.951
"A08091894"	2011	839.26
"A31003304"	2009	839.344
"A28574044"	2007	839.408
"A08513749"	2007	840.479
"A41055377"	2013	840.988
"A11019767"	2010	841.253
"A58132606"	2010	841.254
"B27013556"	2009	841.563
"A08388811"	2010	841.88
"A08334906"	2011	842.088
"B33614033"	2011	842.193
"A08280323"	2016	842.58
"A38018404"	2007	842.93
"A62332580"	2010	843.477
"A61797536"	2009	844
"B38022570"	2014	844.031
"A50057421"	2014	844.237
"A28449569"	2007	844.749
"A60016037"	2011	844.803
"A23008857"	2009	845.629
"A28494896"	2015	845.799
"A08604159"	2011	845.843
"A10011641"	2009	845.941
"A01000777"	2011	846.271
"A33126244"	2016	846.315
"A82683459"	2017	846.356
"B08156127"	2014	846.386
"F28698488"	2013	846.409
"A08280323"	2015	847.893
"B14030720"	2010	848.148
"A28392736"	2013	848.351
"A30418255"	2016	848.414
"B38022570"	2013	848.465
"A50030543"	2013	848.681
"A28449569"	2008	848.86
"A62023262"	2013	849.447
"A28548220"	2017	850.225
"A20024568"	2014	850.558
"A50017334"	2011	850.744
"A08134942"	2012	851.217
"A08388811"	2009	851.45
"A31003304"	2011	852.258
"B28545994"	2007	852.408
"B15018393"	2010	853.51
"A22001721"	2009	853.528
"B36614816"	2011	854.137
"A33034695"	2013	855.27
"C28863686"	2011	855.43
"A47010194"	2010	855.712
"A48114151"	2015	855.996
"A04047700"	2008	856.502
"A46072823"	2016	856.508
"A01019702"	2013	857.244
"B46162376"	2014	858.03
"B08013963"	2012	858.211
"A08489007"	2008	858.564
"A26020198"	2012	860.303
"A08700197"	2007	860.559
"A28670313"	2014	860.606
"A08704520"	2007	861.54
"A58061383"	2016	861.709
"A46036562"	2013	861.834
"A50016930"	2012	861.89
"A08117806"	2008	862.33
"A33024852"	2015	862.562
"A46122065"	2017	862.991
"A50034024"	2014	863.417
"A28668127"	2011	863.692
"A46036562"	2011	863.88
