nif	year	activo_circ
"A03734514"	2014	1901.998
"B62385067"	2017	1902.212
"A28392033"	2013	1904.801
"A11957792"	2008	1906.962
"A35510650"	2012	1907.488
"A25418401"	2010	1908
"A07190309"	2011	1910.815
"A08005696"	2012	1911.317
"A33615980"	2016	1916.223
"B21376942"	2017	1916.232
"A07038441"	2009	1917.58
"A31194905"	2010	1922
"A36040442"	2012	1922.326
"B28934081"	2010	1924.887
"B30016612"	2017	1925.553
"A11006095"	2016	1929.443
"A47091632"	2011	1931.78
"B62916077"	2009	1933.989
"A28091262"	2010	1934.484
"A07919087"	2015	1935.303
"B81335473"	2016	1935.406
"A26004754"	2009	1937.084
"A78400603"	2011	1940.071
"A62703806"	2011	1941.462
"A08365413"	2008	1944.257
"A61831681"	2007	1944.997
"A36040442"	2010	1947.037
"B46164679"	2011	1947.65
"B46164679"	2016	1948.171
"A17006792"	2015	1949.325
"A58017187"	2007	1950.09
"A96862933"	2011	1950.452
"B46142485"	2016	1951.072
"B03035854"	2017	1956.043
"A78905908"	2017	1960.5
"A28011716"	2015	1962
"B43361724"	2007	1966.592
"B18551226"	2009	1967.675
"B81308439"	2015	1971.462
"A74136060"	2015	1971.635
"A28086858"	2013	1972.784
"A41191313"	2016	1974.697
"A41057209"	2017	1976.447
"V83443390"	2017	1976.471
"B62173604"	2007	1977.37
"A83826362"	2016	1977.657
"B30041115"	2007	1978.097
"A43015965"	2012	1979.619
"A08934168"	2010	1982.287
"A29076270"	2014	1982.468
"B96683347"	2015	1982.902
"A20028676"	2012	1984.579
"A18012930"	2011	1985.963
"B38025920"	2016	1986.355
"B28644441"	2008	1986.524
"A28091262"	2011	1989.72
"B18012831"	2017	1992.467
"A36040442"	2011	1993.251
"A08121089"	2017	1993.419
"A31003247"	2015	1993.84
"A41112012"	2008	1994.564
"B18551226"	2016	1994.88
"B08912669"	2016	1995.528
"B43952126"	2016	1996.12
"B28644441"	2011	2002.205
"A39005574"	2011	2002.308
"B07029465"	2015	2004.596
"A46030680"	2015	2010.179
"B61567970"	2011	2011.514
"A31449002"	2008	2011.61
"A78097656"	2010	2015.226
"A50038991"	2015	2015.519
"A44004059"	2014	2018.08
"B17014887"	2011	2019.142
"A41392317"	2017	2023.703
"A08069809"	2009	2024.509
"B43952126"	2015	2024.899
"A28091262"	2008	2025.531
"B12023065"	2007	2025.555
"A07026701"	2007	2025.744
"A60045903"	2011	2027
"B03035854"	2008	2028.568
"A57082570"	2014	2030.738
"A28801942"	2007	2031.561
"A78400603"	2012	2035.336
"A50023423"	2015	2038.912
"B80146517"	2017	2039
"A84911825"	2016	2039.539
"B81335473"	2012	2042.406
"A33615980"	2017	2044.072
"A15685373"	2016	2045.849
"A58534777"	2007	2046.836
"B28120012"	2014	2047.27
"B58836321"	2017	2054
"B78908605"	2015	2054.911
"A41057209"	2016	2054.992
"A08405490"	2010	2056.161
"B28644441"	2009	2058.187
"B23015753"	2013	2058.678
"A03734514"	2012	2059.811
"A30017636"	2007	2059.932
"A29076270"	2013	2061.557
"A28219541"	2015	2063.737
"B43361724"	2010	2066.907
"B30016612"	2012	2067.91
"F06312920"	2012	2073.85
"B03101748"	2008	2075.791
"A31003247"	2016	2076.002
"A24019499"	2008	2076.01
"A07190309"	2012	2077.647
"A26004754"	2010	2080.669
"A07065717"	2017	2084.538
"A36000073"	2012	2085.364
"B07029465"	2016	2087.351
"A12028403"	2012	2087.642
"A38013272"	2009	2088.002
"B38366225"	2012	2090.709
"A26004754"	2011	2094.245
"A07256100"	2010	2095.088
"A29016003"	2014	2096.31
"A08213936"	2010	2097.297
"B61914883"	2017	2102.154
"B17616814"	2014	2104.026
"A07007735"	2012	2106.107
"A08069809"	2008	2109.276
"A28518041"	2013	2111.211
"A28080489"	2016	2111.676
"A36608180"	2009	2111.995
"B35642198"	2015	2115.59
"A20055380"	2009	2116.295
"A62977186"	2010	2119.518
"A11006095"	2014	2122.668
"A26004754"	2007	2123.689
"B20078598"	2012	2124.308
"A28563047"	2017	2128.007
"A58253816"	2009	2128.042
"A58664764"	2013	2128.594
"B84654201"	2016	2133.853
"B46055802"	2013	2137.018
"A37043015"	2011	2138.273
"A20557294"	2010	2139.55
"A82683434"	2016	2142.691
"A38371159"	2014	2143.63
"A63796395"	2015	2143.666
"B43014430"	2017	2143.859
"A12105029"	2010	2146.476
"A45010543"	2016	2151.655
"A07038441"	2008	2151.826
"A41049503"	2017	2153.777
"A08296790"	2016	2154.794
"A02436152"	2016	2156.184
"A74136060"	2014	2158.594
"A80762602"	2012	2160.641
"A83102426"	2017	2164.5
"A30005524"	2008	2166.91
"A15013618"	2007	2167.675
"A05122460"	2010	2168.399
"B18551226"	2017	2168.593
"A28086858"	2011	2169.143
"A38371159"	2016	2170.313
"B24008955"	2014	2175.148
"A28086858"	2014	2176.418
"A37043015"	2009	2177.899
"B12019485"	2010	2180.009
"A31194905"	2014	2183
"B28127447"	2017	2184.967
"A24012692"	2016	2185.572
"A60963287"	2011	2185.702
"B50561968"	2008	2189.038
"A09281999"	2011	2190.536
"A19163682"	2008	2192.501
"V04509865"	2016	2194.12
"A28518041"	2009	2195.408
"A83401273"	2012	2198.937
"A36608180"	2017	2199.266
"A45025327"	2014	2201.287
"A27252063"	2014	2202.919
"A25010430"	2008	2205.776
"B30010326"	2011	2207.458
"B35642198"	2014	2208.582
"A44004059"	2016	2213.563
"A47016944"	2015	2214.059
"A28134534"	2008	2215.014
"A12028403"	2013	2216.511
"B35054006"	2013	2217.927
"A41049503"	2015	2218.428
"B01015221"	2010	2218.667
"B91235622"	2009	2221.637
"B16010464"	2010	2222.474
"B57208878"	2010	2222.692
"A36040442"	2007	2222.87
"A28443158"	2013	2227.449
"A28396042"	2009	2228
"A29063567"	2016	2228.374
"A48040034"	2017	2230.208
"A50038991"	2017	2232.335
"A35510650"	2013	2234.177
"B24008955"	2017	2234.37
"A36603637"	2014	2235.809
"A29076270"	2015	2237.184
"A08145385"	2009	2238.185
"A25017880"	2014	2240.254
"A47016944"	2014	2240.266
"B08552614"	2012	2240.384
"B12023065"	2008	2241.438
"B46043238"	2017	2242.605
"A11301645"	2007	2242.8
"A03057486"	2008	2243.652
"B08156036"	2015	2243.907
"B13004924"	2015	2244.033
"B61567970"	2012	2244.818
"B28120012"	2013	2245.234
"A58017187"	2017	2245.778
"A19180108"	2010	2247.138
"B38238788"	2009	2247.604
"A08219024"	2017	2248.305
"B38366225"	2010	2249.335
"B46084208"	2010	2249.495
"B78496759"	2016	2249.632
"A12000071"	2010	2252.446
"A38371159"	2013	2252.567
"B07025315"	2014	2252.807
"A08145385"	2007	2252.84
"A43030626"	2011	2253.304
"A46137352"	2017	2255.594
"A12017760"	2016	2255.699
"A07007735"	2017	2256.917
"A07038441"	2010	2257.466
"A03197308"	2011	2257.535
"A36608180"	2014	2257.648
"B62236781"	2010	2260.949
"B12023065"	2009	2262.77
"A35517671"	2009	2262.813
"A29063567"	2014	2264.011
"A08285363"	2009	2264.097
"B28644441"	2010	2264.332
"A74136060"	2017	2265.155
"A41392317"	2011	2265.292
"B43361724"	2008	2265.73
"A08069809"	2007	2267.777
"A07190309"	2013	2268.018
"A50023423"	2017	2268.029
"B46142485"	2014	2268.815
"A83102426"	2016	2270.77
"A28080489"	2015	2271.477
"B08552614"	2013	2274.995
"A18012930"	2008	2275.912
"A28801942"	2009	2277.009
"A48083927"	2008	2279.561
"A46336152"	2017	2283.44
"A31194905"	2016	2285
"A96966049"	2009	2286
"A18017228"	2016	2287.574
"A28646735"	2017	2288
"A28443158"	2017	2295.62
"A41049503"	2016	2295.833
"A47091632"	2013	2295.898
"A73350399"	2012	2295.972
"A43015965"	2013	2296.865
"B39446315"	2008	2301.497
"A35510650"	2014	2301.771
"A81036923"	2014	2302.592
"A17017005"	2014	2304.267
"B58807645"	2017	2307.474
"A26004754"	2012	2307.796
"A03734514"	2011	2307.965
"A83741967"	2016	2308.414
"B57362105"	2015	2308.629
"B46153292"	2014	2310.816
"A08005696"	2016	2312.124
"A08123226"	2010	2312.355
"B54055140"	2013	2312.396
"A31194905"	2015	2313
"A08219024"	2016	2313.121
"B17014887"	2008	2316.204
"A35510650"	2015	2317.341
"A03734514"	2013	2318.497
"B36603629"	2013	2319.112
"A48847321"	2017	2319.271
"B39446315"	2007	2321.154
"B17014887"	2014	2322.802
"A44004059"	2015	2324.437
"B12008553"	2008	2324.707
"A46098521"	2010	2332.055
"A38020525"	2017	2332.653
"A39000104"	2015	2333.066
"A62703806"	2014	2334.083
"A36608180"	2010	2337.31
"A26016865"	2016	2338.609
"B43009091"	2007	2343.508
"A38371159"	2015	2344.164
"A80762602"	2009	2344.962
"A91369819"	2013	2345.277
"A08460156"	2017	2346.343
"A08093254"	2014	2346.461
"A29016003"	2009	2348.609
"A08196446"	2011	2349.243
"B61567970"	2016	2352.145
"A30017636"	2008	2353.917
"A15049281"	2007	2355.553
"B23015753"	2012	2356.19
"A08005696"	2017	2356.805
"A08213936"	2012	2358.455
"A41057209"	2015	2359.894
"A19163682"	2009	2359.99
"A07038441"	2011	2365.969
"A57082570"	2013	2366.48
"B73254898"	2016	2366.649
"B03030913"	2011	2367.205
"A95444519"	2015	2372.307
"A78400603"	2013	2374.812
"A07256100"	2009	2376.064
"B28644441"	2013	2376.882
"A22174932"	2010	2377
"A39005574"	2010	2379.906
"A07038441"	2007	2381.29
"A43015965"	2011	2381.67
"A38013272"	2010	2383.482
"A35144989"	2007	2383.823
"A85270965"	2016	2383.929
"B08688301"	2008	2384.26
"A63645220"	2014	2385.49
"B38025920"	2017	2388.939
"B21376942"	2016	2388.97
"A25418401"	2011	2390
"A45202975"	2009	2390.494
"B28401222"	2014	2390.775
"A81410227"	2009	2391.89
"A08213936"	2013	2392.632
"A28729424"	2012	2393.932
"A11609682"	2007	2394.311
"A29453768"	2011	2397.932
"B80146517"	2016	2400
"B11900602"	2010	2403.204
"A24050015"	2013	2403.286
"A21007950"	2014	2406.18
"A41061318"	2009	2406.458
"B21259726"	2008	2407.26
"B35054006"	2015	2407.8
"A05122460"	2007	2408.235
"A38371159"	2010	2409.877
"A28686111"	2015	2410.761
"A78526811"	2010	2410.99
"B17048364"	2010	2411.655
"A41191313"	2010	2412.947
"A08139339"	2007	2414.468
"B38002655"	2016	2414.819
"B41070020"	2016	2416.519
"A78526811"	2009	2417.253
"B17048364"	2011	2417.286
"A12017760"	2015	2417.751
"A17017005"	2013	2417.91
"B28494797"	2017	2418.685
"A08005696"	2013	2418.838
"A35610666"	2009	2422.403
"A24012692"	2015	2423.536
"A28017531"	2017	2424.153
"A43035708"	2016	2424.254
"B03040789"	2008	2424.28
"B27014398"	2015	2424.756
"B03030913"	2010	2425.753
"B38002655"	2014	2429.195
"A18012930"	2010	2429.334
"A61831681"	2013	2431.199
"A41277336"	2016	2435.932
"A25418401"	2009	2436
"A28487007"	2015	2437.647
"A07026701"	2010	2437.959
"A50023423"	2012	2439.645
"B17014887"	2010	2441.667
"A12028403"	2011	2441.897
"A78526811"	2007	2442.526
"A21007950"	2015	2442.818
"A08196446"	2008	2445.366
"A15169535"	2017	2445.412
"A06023477"	2012	2446.012
"B38025920"	2015	2446.487
"A36608180"	2013	2447.849
"A12363529"	2009	2450.954
"A18012930"	2009	2451.759
"A30046320"	2007	2455.73
"B17014887"	2009	2456.623
"B35054006"	2014	2459.775
"A19012962"	2016	2462.219
"A15049281"	2008	2462.296
"B28023679"	2016	2462.672
"B34224923"	2015	2467.405
"A09006859"	2015	2469.361
"B91139717"	2009	2470.857
"B46056909"	2009	2471.765
"A81036923"	2016	2472.127
"A04236931"	2016	2478.31
"A29016003"	2008	2481.509
"A07007735"	2014	2481.585
"A36000073"	2013	2484.35
"B58613076"	2017	2484.425
"A29063567"	2015	2485.326
"B38002655"	2017	2486.48
"A48040034"	2009	2490.229
"B30010326"	2012	2493.543
"A43030626"	2017	2494
"B17616814"	2017	2494.742
"B32008625"	2015	2497.039
"A31449002"	2009	2497.583
"A15685373"	2015	2497.593
"A28131274"	2007	2498.23
"A48100002"	2015	2498.805
"A50032309"	2015	2499.421
"A43015965"	2014	2500.175
"A24050015"	2016	2500.589
"A08626103"	2017	2501.095
"A11301645"	2008	2501.84
"A08139339"	2017	2502.059
"A36040442"	2008	2502.521
"A35753094"	2011	2504
"A41022237"	2016	2504.34
"A83932475"	2016	2504.501
"B82432725"	2010	2505.264
"B01015221"	2012	2507.04
"B38002655"	2015	2509.094
"A28580546"	2009	2510.374
"A39000690"	2012	2510.849
"B08912669"	2011	2511.22
"A39005574"	2014	2511.899
"B15862667"	2012	2512.221
"A07089592"	2012	2516.268
"B27014398"	2013	2516.604
"A12002887"	2016	2519.083
"B32008625"	2014	2524.532
"A01292846"	2009	2527.381
"A38473724"	2007	2527.667
"A46048732"	2010	2528.926
"A28017531"	2015	2531.386
"A28801942"	2013	2532.171
"A50038991"	2016	2533.356
"A08670929"	2011	2534.503
"A22003537"	2015	2536.496
"A03086931"	2015	2536.688
"A48802854"	2017	2537.197
"A35046572"	2009	2537.261
"A42000802"	2017	2539
"B43636075"	2016	2544.89
"B28934081"	2017	2546.622
"B60552619"	2011	2548.441
"A37043015"	2007	2548.88
"A31064561"	2012	2548.952
"A08659617"	2009	2552.022
"B03036712"	2016	2552.119
"A28734432"	2007	2552.824
"A12105029"	2014	2556.503
"A28987196"	2016	2556.563
"A28428233"	2007	2558.34
"A17045204"	2017	2559.223
"A08301475"	2010	2561.599
"A47016944"	2013	2561.998
"A09006859"	2016	2563.504
"A08480287"	2017	2564.378
"B62385067"	2014	2566.048
"B15516933"	2009	2566.843
"A24019499"	2007	2567.19
"A08433260"	2017	2569.103
"A15070444"	2015	2570.974
"B08245805"	2009	2571.326
"B03028784"	2016	2571.38
"A17483124"	2017	2571.922
"B32008625"	2012	2571.936
"A36608180"	2011	2572.527
"A50023423"	2013	2572.92
"A36000073"	2015	2575.179
"A38473724"	2014	2576.652
"A38371159"	2011	2577.422
"A24012692"	2014	2580.091
"A34129635"	2010	2580.293
"A20056248"	2017	2580.362
"B24008955"	2013	2581.606
"B08326969"	2016	2582.485
"A31062342"	2007	2583.865
"A28086858"	2015	2584.291
"A28801942"	2014	2584.347
"A08433260"	2016	2585.722
"A08323404"	2010	2587.777
"A08290975"	2009	2590.299
"B39446315"	2009	2590.603
"B30034730"	2009	2591.514
"B21259726"	2009	2591.613
"A28323319"	2013	2591.681
"A97163653"	2015	2592.009
"A24012692"	2017	2592.915
"A31064561"	2014	2593.298
"A11609682"	2008	2593.614
"A29955093"	2007	2594.9
"B96683347"	2014	2597.148
"A19163682"	2010	2598.707
"A12105029"	2011	2598.791
"B12029153"	2007	2598.83
"A46105532"	2016	2600.123
"A08260663"	2013	2601.894
"B46084208"	2012	2604.691
"A08691503"	2010	2605.063
"A48016877"	2009	2607.12
"A08081986"	2007	2607.585
"A28392033"	2016	2607.69
"B28120012"	2016	2609.468
"A05122460"	2008	2609.744
"B58875048"	2010	2610.503
"A35753094"	2012	2611.812
"A46070520"	2015	2612.321
"A45445210"	2007	2613
"A20028676"	2016	2614.843
"A29076270"	2016	2617.04
"B03030913"	2015	2617.891
"A29015849"	2015	2618.23
"A17483124"	2015	2619.586
"A19180108"	2009	2620.421
"B11606647"	2011	2623.609
"B62119904"	2012	2626
"A07007735"	2011	2626.648
"A34129635"	2011	2626.801
"A33600107"	2015	2627.938
"B38484796"	2007	2628.638
"B12026183"	2012	2629.662
"A36017598"	2008	2632.01
"A29453768"	2012	2635.282
"A08285363"	2011	2635.314
"A31194905"	2013	2636
"A11301645"	2009	2636.889
"A27252063"	2013	2637.849
"A80652423"	2007	2640.103
"A11006095"	2017	2640.422
"B23014848"	2017	2643.393
"A08630808"	2012	2643.647
"A41088345"	2015	2643.966
"B58807645"	2012	2643.994
"A06007637"	2013	2644.279
"A35397884"	2015	2645.577
"A31737455"	2010	2646.57
"A07919087"	2014	2647.289
"A08069809"	2010	2647.357
"A81036923"	2017	2648.59
"A28686111"	2012	2649.704
"A08093254"	2015	2650.539
"A97163653"	2016	2651.56
"A18012930"	2007	2652.004
"B46153292"	2016	2652.257
"B24014292"	2015	2653.294
"A41057209"	2013	2653.882
"B17011511"	2007	2657.117
"B46163655"	2010	2658.127
"B27014398"	2016	2660.982
"A27007731"	2017	2661.649
"A28295038"	2009	2663.239
"A47011317"	2012	2663.612
"A29453768"	2007	2665.162
"B78496759"	2011	2665.942
"A28023422"	2010	2666.969
"A26016865"	2014	2667.63
"B15596331"	2008	2667.642
"A43020486"	2015	2669.391
"B38071155"	2007	2671.071
"A31064561"	2015	2671.252
"B24013856"	2011	2672.983
"A08670929"	2014	2673.797
"B12462560"	2017	2673.801
"A12000071"	2011	2674.6
"B03035854"	2012	2677.833
"A08285363"	2010	2678.323
"A20012498"	2017	2678.777
"A36017598"	2010	2679.796
"B28120012"	2015	2681.782
"A38026605"	2014	2683.22
"B28127447"	2015	2686.786
"A81722712"	2007	2687.755
"A28086858"	2017	2689.215
"B24013799"	2009	2690.53
"A28729424"	2011	2695.449
"B23014848"	2016	2695.6
"A11006095"	2007	2696.677
"A02010510"	2008	2696.925
"A36608180"	2012	2697.57
"A08005696"	2014	2699.371
"A28131274"	2008	2700.43
"A11609682"	2009	2700.611
"A50023423"	2016	2701.26
"B36603629"	2014	2703.755
"A81864498"	2009	2706.028
"A58494048"	2012	2706.033
"A28987196"	2013	2707.266
"A28686111"	2014	2708.826
"B35504059"	2017	2709
"A25418401"	2007	2710.94
"A03086931"	2016	2712.61
"A33560772"	2010	2712.753
"A46105532"	2017	2713.811
"A63796395"	2013	2714.098
"A62703806"	2015	2715.287
"B28383362"	2016	2717.518
"A48016877"	2011	2725.687
"B99004541"	2015	2725.759
"A28106003"	2011	2727.147
"A53552634"	2010	2728.162
"A96918867"	2010	2730.19
"A43019975"	2017	2730.274
"B91139717"	2011	2733.148
"A41112012"	2009	2733.16
"B34224923"	2016	2735.589
"A20032264"	2007	2736.378
"A31449002"	2015	2738.18
"B11606647"	2010	2740.458
"B08326969"	2015	2741.52
"A08433260"	2015	2744.689
"A28646735"	2016	2745.814
"A28724268"	2012	2746.099
"A11609682"	2011	2746.756
"A07032030"	2007	2747.2
"A32225419"	2016	2748.454
"B83680322"	2017	2748.88
"B03030913"	2017	2748.998
"A28729424"	2013	2749.308
"A28801942"	2016	2750.215
"B83680322"	2016	2751.249
"A78400603"	2017	2754.714
"A95444519"	2016	2755.499
"A08026072"	2007	2757.53
"A31449002"	2013	2758.28
"A20056248"	2016	2758.451
"A28571750"	2008	2760.478
"A61427183"	2010	2761.029
"B46142485"	2017	2761.942
"A07089592"	2007	2762.274
"B62119904"	2010	2763
"A08145385"	2010	2764.199
"A39007729"	2009	2767.183
"B38017067"	2011	2768.673
"B35046630"	2012	2769.334
"B12008553"	2007	2771.325
"A28295038"	2017	2771.98
"A39000690"	2015	2773.35
"B73254898"	2017	2773.586
"B17616814"	2013	2774.194
"A80482334"	2007	2774.926
"A33015728"	2007	2778.46
"A28674489"	2009	2780.411
"B43587120"	2013	2782.551
"B28623213"	2012	2784.056
"B07985609"	2009	2784.558
"A29063567"	2017	2787.654
"B38017067"	2012	2788.558
"A08215428"	2017	2789.05
"A28427581"	2013	2790.801
"A30046320"	2016	2791.084
"B35504059"	2016	2792
"A15070444"	2007	2792.52
"B38017067"	2010	2793.039
"A28687978"	2017	2793.564
"A31003247"	2012	2798.032
"A41022237"	2015	2800.552
"A26004754"	2016	2802.819
"B38017067"	2009	2802.888
"A31064561"	2016	2803.455
"A24001661"	2008	2805.52
"A33015728"	2008	2807.51
"A28734432"	2008	2808.375
"A48031140"	2010	2808.744
"A48031140"	2011	2809.956
"F95073748"	2010	2810.514
"A39000690"	2016	2811.754
"B84654201"	2015	2814.41
"A58253816"	2016	2814.808
"A46072823"	2012	2816
"B12008553"	2009	2816.816
"A46134748"	2016	2817.021
"A35046572"	2008	2817.924
"A58494048"	2011	2818.255
"A58017187"	2011	2821.104
"B50561968"	2007	2821.922
"A62035282"	2008	2823.599
"A28017531"	2013	2826.247
"B82988825"	2015	2826.719
"A15013618"	2008	2827.698
"B08690869"	2017	2828.931
"B46090791"	2007	2829.281
"A43020486"	2007	2830.876
"A44004059"	2011	2831.426
"B17048364"	2012	2835.346
"A02436152"	2017	2837.067
"A08365413"	2009	2837.225
"A08099897"	2013	2837.44
"B43590272"	2009	2839.331
"A81438145"	2014	2840.863
"B28692044"	2016	2842.693
"B32008625"	2013	2844.505
"A78400603"	2014	2844.665
"A08195927"	2012	2844.69
"A36608180"	2007	2844.84
"A28053080"	2012	2845.25
"A35811272"	2015	2845.893
"A08145385"	2013	2846.252
"A61427183"	2007	2846.498
"A06023477"	2013	2846.776
"A26004754"	2017	2847.046
"A31194905"	2017	2848
"F06312920"	2014	2850.309
"B18551226"	2015	2850.354
"B28383362"	2013	2852.159
"A33019423"	2016	2853.821
"A33019423"	2017	2854.057
"A28734432"	2009	2854.936
"A06141345"	2011	2855.595
"A48029847"	2016	2856.558
"B08326969"	2017	2856.881
"A03066933"	2016	2857.695
"B15596331"	2007	2858.5
"A08563769"	2017	2860.2
"B96952635"	2009	2860.82
"B46084208"	2011	2860.867
"A31003247"	2008	2862.19
"A28106003"	2009	2863.441
"A08021768"	2017	2864.882
"B61567970"	2017	2867.766
"A35753094"	2014	2867.954
"A28148898"	2015	2868
"B17016569"	2007	2868.06
"A28801942"	2010	2870.24
"B43009091"	2008	2873.131
"A15685373"	2014	2873.775
"B46084208"	2008	2876.521
"B46039061"	2016	2876.662
"A08479297"	2013	2876.966
"F06312920"	2017	2877.291
"A39000690"	2017	2879.579
"A02003465"	2015	2880.494
"A15070444"	2017	2881.131
"B83840900"	2017	2884.911
"A39000104"	2008	2886.062
"A41392317"	2013	2886.696
"A39000690"	2013	2887.796
"A58494048"	2010	2891.38
"A45025327"	2012	2892.997
"A81933772"	2009	2894.486
