nif	year	pasivo_fijo
"A33610106"	2007	0
"B03044641"	2010	0
"B63458004"	2014	0
"A78688934"	2011	0
"B30603229"	2009	0
"A03062619"	2011	0
"B33607649"	2007	0
"A08008518"	2010	0
"A81931214"	2011	0
"A26297663"	2010	0
"A08209538"	2007	0
"A13002134"	2010	0
"B39021217"	2011	0
"A08708620"	2013	0
"A28198356"	2011	0
"A19011626"	2009	0
"A27007731"	2009	0
"A08202715"	2010	0
"A08128035"	2008	0
"A26021527"	2013	0
"A46063731"	2011	0
"F50561091"	2013	0
"A08021768"	2010	0
"A45445210"	2007	0
"A12083002"	2008	0
"A41762386"	2011	0
"A31096233"	2013	0
"A08106031"	2012	0
"V82171133"	2011	0
"A01035807"	2011	0
"A01002864"	2012	0
"A08036709"	2010	0
"A08404212"	2013	0
"A50016930"	2010	0
"A08110249"	2009	0
"B28118800"	2010	0
"A40163909"	2009	0
"B31072705"	2011	0
"A08595324"	2009	0
"A12029468"	2008	0
"A96773940"	2013	0
"A45445210"	2010	0
"A59202853"	2010	0
"A03028552"	2011	0
"A46044962"	2013	0
"A38026605"	2013	0
"B38020020"	2010	0
"A58394941"	2012	0
"A41055377"	2012	0
"A82843129"	2009	0
"A59954487"	2012	0
"A26001867"	2008	0
"A78020732"	2007	0
"A31068927"	2012	0
"A40163909"	2010	0
"A30047120"	2009	0
"B09019548"	2013	0
"A46038519"	2014	0
"A46463311"	2010	0
"G07065709"	2011	0
"A30418255"	2012	0
"A32006579"	2009	0
"A38024345"	2007	0
"B39446315"	2012	0
"A81933772"	2008	0
"A08128035"	2011	0
"B80470628"	2011	0
"B60024353"	2009	0
"A31068927"	2009	0
"A39030812"	2013	0
"A95249199"	2012	0
"A20024832"	2012	0
"A30418255"	2008	0
"B46131371"	2008	0
"A31076508"	2012	0
"A46035770"	2012	0
"A46035770"	2013	0
"A17006792"	2009	0
"A08720708"	2009	0
"A28577864"	2009	0
"A41008640"	2007	0
"B08194276"	2012	0
"B46054508"	2013	0
"B81009151"	2013	0
"A48034110"	2011	0
"A20024832"	2010	0
"A33610106"	2013	0
"A08508418"	2013	0
"A41059445"	2011	0
"A46038519"	2013	0
"A21144498"	2017	.002
"A28814135"	2011	.003
"A21144498"	2015	.017
"A33603317"	2014	.03
"B43009091"	2012	.053
"A15016595"	2014	.076
"A08375537"	2012	.104
"B30000574"	2016	.144
"A46336152"	2014	.146
"B39446315"	2014	.156
"B03010634"	2017	.189
"A81593808"	2007	.21
"A21144498"	2011	.249
"A08280323"	2017	.282
"B30000574"	2015	.288
"A43019868"	2013	.324
"A08280323"	2016	.332
"A20017604"	2008	.36
"A20017604"	2013	.361
"A20017604"	2009	.361
"A20017604"	2010	.361
"A20017604"	2012	.361
"B46149555"	2014	.361
"A20017604"	2011	.361
"B46149555"	2013	.361
"B46149555"	2012	.361
"A08280323"	2015	.382
"B63100150"	2017	.422
"A33126244"	2008	.423
"A28111342"	2010	.451
"A28111342"	2011	.451
"A24010217"	2011	.491
"A28057008"	2016	.511
"A28057008"	2015	.511
"A28057008"	2014	.511
"A28057008"	2017	.511
"A28057008"	2007	.511
"A08507741"	2007	.52
"A20005351"	2014	.531
"A47438262"	2011	.563
"A08576753"	2017	.563
"A47016944"	2014	.589
"A15033699"	2014	.591
"A43004472"	2009	.646
"A50034024"	2017	.651
"A17044546"	2014	.652
"A46134250"	2009	.661
"A46134250"	2010	.661
"A12294815"	2016	.743
"A28070167"	2010	.751
"A28070167"	2011	.751
"A28070167"	2009	.751
"A28245009"	2009	.82
"A28245009"	2011	.9
"B46045993"	2011	.924
"A48117881"	2017	.932
"A46131769"	2017	.96
"B08194276"	2015	.961
"A81496382"	2012	.962
"A07021256"	2012	.962
"A81496382"	2010	.962
"A81496382"	2011	.962
"B63100150"	2016	.997
"A41008640"	2008	1
"A41008640"	2009	1
"A08393571"	2014	1.033
"A08361016"	2011	1.04
"A08361016"	2010	1.04
"A28375467"	2016	1.047
"A48117881"	2015	1.049
"A33373622"	2013	1.066
"B46045993"	2010	1.081
"A28581247"	2013	1.082
"A28581247"	2014	1.082
"A28581247"	2015	1.082
"A28581247"	2017	1.082
"A28581247"	2016	1.082
"A50042027"	2011	1.082
"A28581247"	2012	1.082
"A07059058"	2011	1.083
"A08304628"	2016	1.103
"B46055448"	2015	1.124
"B12023065"	2014	1.145
"B01013507"	2007	1.2
"B01013507"	2008	1.2
"A12004180"	2009	1.202
"B01013507"	2011	1.202
"B01013507"	2009	1.202
"B01013507"	2010	1.202
"B01013507"	2013	1.202
"A12004180"	2010	1.202
"A12004180"	2011	1.202
"B01013507"	2012	1.202
"A08484107"	2008	1.202
"B06422877"	2013	1.204
"A08141038"	2013	1.229
"A08141038"	2012	1.229
"A08141038"	2011	1.229
"A08141038"	2015	1.229
"A08141038"	2014	1.229
"A48117881"	2016	1.252
"A50034024"	2016	1.253
"A08290405"	2012	1.286
"A08270993"	2013	1.3
"A82683459"	2015	1.352
"A82683459"	2017	1.352
"A47008487"	2009	1.442
"A05007687"	2015	1.466
"A08720245"	2016	1.469
"A36011385"	2010	1.481
"A36011385"	2012	1.481
"A36011385"	2011	1.481
"B35980937"	2016	1.481
"A08154650"	2009	1.488
"A28295806"	2009	1.503
"A30012009"	2010	1.503
"A30012009"	2009	1.503
"A30012009"	2012	1.503
"A30012009"	2011	1.503
"A28295806"	2010	1.503
"A30012009"	2014	1.503
"A30012009"	2008	1.503
"A30012009"	2007	1.503
"A30012009"	2013	1.503
"A01019702"	2007	1.64
"A28245009"	2008	1.649
"A07066467"	2008	1.653
"B30033666"	2008	1.683
"B30033666"	2009	1.683
"A28724219"	2016	1.723
"B45493707"	2015	1.737
"B35006360"	2017	1.756
"A08029951"	2012	1.793
"A08354441"	2014	1.8
"A41035742"	2017	1.803
"B62409065"	2008	1.803
"A17010018"	2017	1.828
"A17010018"	2016	1.828
"A17010018"	2015	1.828
"A28295806"	2013	1.837
"A01008069"	2013	1.854
"A14000533"	2012	1.856
"A14000533"	2011	1.856
"A50034024"	2015	1.856
"A14000533"	2008	1.856
"A14000533"	2009	1.856
"A14000533"	2013	1.856
"A07021256"	2013	1.862
"A14000533"	2010	1.893
"B81542813"	2017	1.905
"B81542813"	2015	1.905
"B81542813"	2016	1.905
"A35026590"	2009	1.983
"B35015262"	2010	2
"A14336143"	2015	2
"A14336143"	2017	2
"A41008640"	2013	2
"A28623155"	2013	2
"A14336143"	2016	2
"A41008640"	2012	2
"B35015262"	2009	2
"A07059058"	2010	2.055
"A07059058"	2009	2.055
"A08361016"	2009	2.079
"A35026590"	2012	2.105
"A28295806"	2015	2.12
"A46005252"	2017	2.133
"A08425902"	2011	2.14
"A46035770"	2008	2.15
"A11957792"	2008	2.162
"A28448538"	2015	2.164
"A41022989"	2011	2.164
"A28440576"	2016	2.189
"A07427081"	2015	2.2
"A31030901"	2010	2.237
"A30036438"	2007	2.284
"A28193209"	2013	2.295
"A28193209"	2012	2.295
"A59382762"	2013	2.372
"A30041719"	2008	2.385
"A15000391"	2012	2.404
"B62409065"	2012	2.404
"A15000391"	2013	2.404
"B62409065"	2013	2.404
"B12008397"	2015	2.436
"B28545994"	2011	2.438
"A09015256"	2017	2.5
"B35329077"	2016	2.55
"B35329077"	2015	2.55
"B35329077"	2017	2.55
"A17003757"	2012	2.589
"A08197022"	2017	2.602
"A28642122"	2008	2.64
"A31030901"	2007	2.656
"A33610106"	2015	2.672
"A45012531"	2017	2.685
"A33034422"	2011	2.692
"B46070728"	2010	2.767
"B46070728"	2011	2.767
"B46070728"	2009	2.767
"B46070728"	2012	2.767
"B46070728"	2013	2.767
"A31030901"	2008	2.771
"A31030901"	2009	2.771
"A08131112"	2015	2.802
"A08704520"	2007	2.81
"B30000574"	2008	2.813
"A41008301"	2017	2.866
"A38024345"	2017	2.868
"A09015256"	2008	2.874
"B38025920"	2013	2.88
"B38025920"	2014	2.88
"A28559474"	2011	2.885
"A08075954"	2011	2.917
"A31030901"	2011	2.934
"A59382762"	2014	2.954
"B80146517"	2017	3
"A08225278"	2013	3
"A48062418"	2009	3
"A39020805"	2015	3
"A39020805"	2016	3
"A33614082"	2014	3.005
"A33614082"	2012	3.005
"A33614082"	2013	3.005
"A03088580"	2009	3.005
"A03088580"	2008	3.01
"A03088580"	2007	3.01
"B28218287"	2009	3.015
"F30587919"	2011	3.064
"A14000533"	2007	3.11
"A28636025"	2011	3.14
"A28086858"	2016	3.158
"A28086858"	2017	3.158
"A28086858"	2015	3.158
"B60024353"	2017	3.163
"B28118800"	2012	3.18
"A50042027"	2010	3.201
"B28545994"	2008	3.215
"A07066467"	2012	3.267
"B35329077"	2013	3.3
"B35329077"	2014	3.3
"A11605409"	2010	3.327
"A30036438"	2008	3.387
"B30033666"	2007	3.414
"A03084936"	2011	3.417
"A46104485"	2011	3.421
"A08007056"	2009	3.456
"A14020713"	2012	3.461
"A14020713"	2015	3.461
"A14020713"	2014	3.461
"A14020713"	2013	3.461
"A58061383"	2015	3.473
"A04016952"	2008	3.482
"A38024345"	2016	3.506
"A03088580"	2010	3.511
"A03088580"	2012	3.511
"A03088580"	2011	3.511
"A28138386"	2017	3.536
"A09015256"	2014	3.542
"A97628242"	2013	3.567
"A45012226"	2012	3.6
"A33778739"	2008	3.61
"A12294815"	2015	3.661
"A73093734"	2015	3.74
"A12027488"	2013	3.75
"B36009942"	2011	3.751
"A08029951"	2016	3.752
"A28440576"	2017	3.774
"A45012531"	2016	3.828
"A12016549"	2012	3.846
"A50060011"	2014	3.858
"A28054211"	2009	3.906
"A28054211"	2010	3.906
"A08438194"	2010	3.942
"A08425902"	2015	3.952
"A59382762"	2015	3.963
"A08576753"	2016	3.974
"A17003757"	2011	4.044
"A08008518"	2014	4.056
"A35026590"	2011	4.089
"A28245009"	2007	4.107
"A35031343"	2016	4.131
"B11009917"	2010	4.133
"A38024345"	2015	4.143
"B03010634"	2016	4.159
"A31030901"	2015	4.191
"B62409065"	2010	4.207
"B83541912"	2015	4.21
"A08562431"	2016	4.241
"B31637069"	2017	4.279
"A08220428"	2016	4.314
"A12013496"	2013	4.316
"A28642122"	2011	4.32
"A08533945"	2010	4.327
"A08533945"	2011	4.327
"A08533945"	2012	4.327
"A78100609"	2013	4.36
"B08912669"	2008	4.407
"B08912669"	2009	4.407
"A08036709"	2009	4.434
"A28054211"	2008	4.44
"A28054211"	2007	4.44
"A29027901"	2014	4.443
"A08393571"	2013	4.477
"A08191579"	2009	4.49
"A08094567"	2008	4.51
"A50008390"	2014	4.541
"A28255784"	2008	4.56
"A28101020"	2011	4.578
"A59382762"	2016	4.601
"A08091894"	2012	4.621
"A08091894"	2015	4.621
"A08091894"	2013	4.621
"A08091894"	2014	4.621
"A28642122"	2014	4.636
"A28555563"	2014	4.693
"A36005684"	2014	4.834
"A28580520"	2015	4.844
"A26018119"	2014	4.934
"A08354441"	2017	4.947
"B21365630"	2015	4.951
"A08513749"	2009	4.988
"A08513749"	2013	4.988
"A08513749"	2007	4.988
"A08513749"	2008	4.988
"A08513749"	2012	4.988
"A08513749"	2010	4.988
"A08513749"	2015	4.988
"A08513749"	2014	4.988
"A08513749"	2011	4.988
"A08562431"	2015	4.999
"A48031140"	2017	5
"A17019316"	2017	5
"A48031140"	2016	5
"B18547281"	2010	5
"A48031140"	2015	5
"A08452500"	2017	5.032
"A35031343"	2011	5.034
"A08238578"	2010	5.052
"A58061383"	2017	5.155
"B46070728"	2014	5.161
"A08270993"	2012	5.202
"A20073508"	2016	5.215
"A20073508"	2017	5.215
"A59382762"	2017	5.241
"A41008301"	2016	5.242
"A07059058"	2008	5.25
"A08186074"	2017	5.253
"A45010204"	2011	5.256
"A25010430"	2015	5.299
"B32001687"	2015	5.305
"B46191094"	2010	5.305
"A15033699"	2015	5.319
"B60241437"	2007	5.328
"A15044530"	2009	5.337
"A08197022"	2016	5.38
"A48045199"	2017	5.386
"A92086479"	2017	5.401
"A48031140"	2014	5.46
"A48031140"	2013	5.46
"A45012531"	2015	5.473
"A17003757"	2010	5.499
"A03032653"	2017	5.511
"A08197022"	2013	5.523
"A78400603"	2012	5.581
"A28642122"	2017	5.622
"A78400603"	2011	5.648
"A50017334"	2007	5.71
"A33615923"	2014	5.728
"A17003757"	2007	5.73
"B28460681"	2017	5.757
"A17003757"	2008	5.807
"A81896375"	2011	5.82
"A81896375"	2012	5.82
"A81896375"	2010	5.82
"A14009823"	2007	5.87
"A14009823"	2008	5.87
"A14009823"	2012	5.872
"A14009823"	2014	5.872
"A14009823"	2013	5.872
"A14009823"	2015	5.872
"A14009823"	2009	5.872
"A14009823"	2011	5.872
"A14009823"	2010	5.872
"A29051067"	2011	5.892
"A08029951"	2015	5.898
"A28637502"	2016	5.916
"A08225278"	2014	5.949
"A17003757"	2009	5.999
"A08116147"	2016	6
"V83443390"	2014	6
"V83443390"	2016	6
"B35054006"	2011	6
"B35054006"	2013	6
"A46031027"	2013	6
"A41008640"	2011	6
"A41027723"	2011	6.01
"A41027723"	2010	6.01
"A41027723"	2013	6.01
"A41027723"	2012	6.01
"A41027723"	2015	6.01
"B84886837"	2014	6.011
"A08197022"	2014	6.016
"B46135364"	2012	6.106
"B81231516"	2008	6.205
"B46157285"	2014	6.257
"B28118800"	2011	6.278
"A28623379"	2010	6.278
"A08094435"	2007	6.31
"A07033491"	2007	6.31
"A08094435"	2008	6.311
"B27013382"	2011	6.312
"A08720245"	2015	6.367
"A28559474"	2015	6.43
"A41027723"	2009	6.431
"A28138386"	2016	6.469
"B35054006"	2015	6.5
"B35054006"	2016	6.5
"B35054006"	2014	6.5
"A21008727"	2013	6.502
"A29009537"	2013	6.515
"A19011626"	2017	6.537
"A09004813"	2017	6.556
"A28581247"	2011	6.584
"A15033699"	2016	6.584
"B35054006"	2012	6.6
"A08522971"	2010	6.687
"A31180060"	2014	6.748
"A28729424"	2015	6.761
"A08508418"	2012	6.826
"A47438262"	2010	6.865
"B08136905"	2013	6.9
"A46122065"	2013	6.924
"A29027901"	2011	6.963
"A33373622"	2017	7
"A08203887"	2016	7.005
"A28642122"	2007	7.03
"A78753514"	2011	7.037
"A12027488"	2011	7.04
"A17004763"	2016	7.073
"F30587919"	2010	7.15
"A28200384"	2016	7.2
"A50057421"	2013	7.212
"A36001063"	2014	7.245
"B45493707"	2010	7.255
"A01007137"	2014	7.277
"B37015526"	2007	7.327
"B38017067"	2012	7.33
"A28711893"	2008	7.381
"A28711893"	2007	7.381
"A28711893"	2010	7.381
"A28711893"	2011	7.381
"A28711893"	2009	7.381
"A53559530"	2008	7.392
"A97628242"	2015	7.395
"B36620193"	2014	7.397
"A12012340"	2017	7.447
"B06422877"	2012	7.45
"B45020351"	2007	7.469
"A08354441"	2016	7.538
"A21008727"	2012	7.544
"A28416089"	2012	7.553
"A08393571"	2012	7.556
"A20073508"	2015	7.626
"B35054006"	2017	7.7
"A28612620"	2010	7.742
"A38020905"	2010	7.775
"A08191579"	2010	7.821
"A28555563"	2017	7.83
"A33603317"	2017	7.95
"A33034422"	2016	7.963
"A22009492"	2016	7.995
"B59886531"	2016	8
"A43019868"	2012	8
"A08522971"	2017	8.013
"A22009906"	2017	8.023
"B28543023"	2016	8.026
"A78526811"	2007	8.056
"B60241437"	2011	8.064
"A08206419"	2012	8.067
"A30041719"	2007	8.109
"B47014568"	2014	8.2
"A33034695"	2010	8.226
"A08604316"	2008	8.234
"B09019548"	2017	8.261
"A28729424"	2016	8.275
"B39008404"	2011	8.314
"B83541912"	2014	8.327
"B46054508"	2015	8.333
"A47005095"	2013	8.353
"A07427081"	2016	8.36
"A47005095"	2015	8.398
"A80433519"	2015	8.414
"A80433519"	2014	8.414
"F10017804"	2013	8.432
"B11009917"	2012	8.5
"B10010775"	2010	8.509
"F10017804"	2012	8.528
"F10017804"	2011	8.558
"F10017804"	2010	8.558
"B17016254"	2016	8.586
"A33615923"	2011	8.727
"A28027647"	2012	8.747
"A08243297"	2012	8.751
"A35031343"	2012	8.771
"A17034844"	2009	8.836
"A08146730"	2007	8.865
"A31024458"	2015	8.885
"A08584062"	2014	8.95
"A33618257"	2012	8.966
"A08575672"	2011	8.976
"A08146474"	2008	8.991
"B59886531"	2017	9
"B11009917"	2011	9
"A08141038"	2007	9.015
"A33015454"	2017	9.047
"B43009091"	2011	9.053
"B38025920"	2017	9.056
"B38025920"	2016	9.056
"B38025920"	2015	9.056
"A33373622"	2011	9.075
"A78393840"	2017	9.096
"A15033699"	2017	9.137
"A28614790"	2013	9.25
"A50036037"	2013	9.273
"A07012826"	2017	9.287
"A11606134"	2013	9.291
"A41088493"	2017	9.343
"A08243297"	2010	9.356
"A33618257"	2013	9.372
"A35012012"	2007	9.385
"A08202582"	2014	9.391
"A30005524"	2017	9.449
"B48841282"	2011	9.449
"A28101020"	2010	9.504
"A28642122"	2010	9.508
"A28681492"	2013	9.587
"A01005594"	2012	9.592
"A35026590"	2010	9.592
"A28581247"	2007	9.603
"A45014610"	2013	9.607
"A41008301"	2015	9.634
"A28333490"	2013	9.644
"B09019548"	2016	9.675
"A17004763"	2015	9.825
"B31001696"	2007	9.832
"A08388811"	2011	9.835
"A45012226"	2010	9.842
"A08720245"	2014	9.847
"A08206419"	2013	9.879
"B08078396"	2017	9.88
"A47005095"	2008	9.883
"A26022657"	2010	9.899
"A03028552"	2016	9.922
"A03028552"	2015	9.922
"A08576753"	2015	9.939
"A28375913"	2012	10
"A08115578"	2016	10
"A28375913"	2011	10
"A17019316"	2016	10
"A08036709"	2011	10.039
"A22001721"	2015	10.085
"A45012259"	2007	10.179
"A35031343"	2013	10.181
"A28441269"	2015	10.209
"A08202582"	2013	10.241
"A17011297"	2017	10.245
"A28543809"	2013	10.3
"A28543809"	2014	10.3
"A47000054"	2011	10.369
"A47005095"	2011	10.378
"B33607649"	2013	10.424
"A41084740"	2007	10.596
"A29012044"	2011	10.634
"A38024345"	2014	10.706
"B58779018"	2012	10.709
"A28729424"	2013	10.71
"A47005095"	2009	10.739
"B81542813"	2011	10.844
"A28637502"	2015	10.868
"A28037240"	2011	10.898
"A28037240"	2012	10.898
"A28345148"	2009	10.904
"A28138386"	2015	10.912
"A28642122"	2013	10.92
"A15031800"	2016	10.993
"A28192532"	2011	11.008
"A08186074"	2016	11.111
"A09015256"	2010	11.121
"A28112555"	2017	11.151
"A35031343"	2014	11.151
"A41057209"	2013	11.218
"A08146730"	2016	11.243
"A28543809"	2012	11.248
"B15027170"	2017	11.327
"B08499410"	2014	11.339
"A38225041"	2013	11.421
"A22001721"	2014	11.454
"A30005524"	2016	11.502
"A28357093"	2017	11.526
"A46063731"	2013	11.542
"A08061590"	2015	11.56
"A17013269"	2014	11.61
"A28642122"	2016	11.61
"A45017142"	2017	11.619
"A01013077"	2011	11.629
"A35008168"	2017	11.636
"A28112555"	2016	11.644
"A40004731"	2007	11.675
"A08126492"	2008	11.736
"A28485761"	2008	11.739
"A28485761"	2007	11.739
"A97628242"	2014	11.778
"A28399434"	2008	11.803
"A35028570"	2007	11.86
"B48070155"	2014	11.862
"A41008301"	2014	11.934
"B46037446"	2016	11.985
"A22009492"	2015	11.993
"A46035770"	2010	11.998
"A08091894"	2011	12
"A08091894"	2008	12
"A08091894"	2010	12
"B59886531"	2015	12
"A46104485"	2015	12.019
"A48016794"	2011	12.02
"B81762684"	2008	12.02
"A48016794"	2014	12.02
"B81762684"	2015	12.02
"A48016794"	2013	12.02
"A48016794"	2012	12.02
"A48016794"	2007	12.02
"B81762684"	2007	12.02
"B81762684"	2016	12.02
"B81762684"	2017	12.02
"A08513178"	2007	12.043
"A28027811"	2008	12.062
"A03046125"	2008	12.074
"A28112555"	2015	12.137
"A50034024"	2008	12.157
"A08036709"	2008	12.188
"B33614033"	2017	12.249
"A46169082"	2015	12.287
"A28192532"	2015	12.296
"A48049928"	2015	12.311
"A28333490"	2011	12.341
"A50042027"	2017	12.366
"A78100609"	2011	12.373
"A39000104"	2013	12.405
"A39000104"	2010	12.405
"A39000104"	2011	12.405
"A39000104"	2009	12.405
"A39000104"	2008	12.405
"A39000104"	2014	12.405
"A39000104"	2012	12.405
"A08209538"	2017	12.494
"A03062619"	2013	12.5
"B46135364"	2013	12.558
"A08026635"	2017	12.615
"A28112555"	2014	12.63
"A35031343"	2010	12.665
"A01006055"	2014	12.675
"B45493707"	2014	12.711
"F46026829"	2013	12.729
"A08438194"	2017	12.757
"B28545994"	2013	12.782
"B27015965"	2007	12.789
"A28623379"	2007	12.792
"A28612620"	2009	12.844
"A33373622"	2016	13
"A50066562"	2011	13.001
"A08202582"	2009	13.006
"A08202582"	2007	13.01
"A28416089"	2011	13.012
"A07033491"	2008	13.046
"A28559474"	2013	13.106
"A08575672"	2007	13.134
"A08146730"	2009	13.187
"B30043558"	2013	13.212
"A31024458"	2014	13.215
"B09019548"	2014	13.275
"A15044530"	2008	13.277
"A08653685"	2017	13.298
"A35014075"	2007	13.342
"A08425902"	2012	13.347
"A07059058"	2007	13.37
"B41007576"	2016	13.376
"A07051253"	2013	13.405
"A08191579"	2012	13.429
"A59382762"	2009	13.447
"A59382762"	2012	13.55
"A30005524"	2015	13.691
"B31027097"	2015	13.699
"A08202582"	2008	13.78
"A28604882"	2014	13.884
"A79235891"	2012	14
"A08203887"	2015	14.009
"A08146730"	2015	14.04
"B48841282"	2016	14.068
"B48841282"	2017	14.068
"A08510364"	2016	14.077
"A28295806"	2016	14.097
"A31180060"	2016	14.128
"A04006706"	2015	14.152
"A08042764"	2011	14.216
"A33015454"	2016	14.241
"A78400603"	2013	14.252
"A07427081"	2011	14.424
"A46078556"	2009	14.424
"B46045993"	2009	14.431
"B03036340"	2015	14.444
"A08224081"	2012	14.491
"B28545994"	2009	14.576
"A08428658"	2007	14.599
"A08029951"	2011	14.599
"A81864498"	2007	14.6
"B33614033"	2016	14.707
"A36001063"	2011	14.712
"B27013382"	2012	14.797
"A48110381"	2014	14.798
"A28359073"	2007	14.8
"A46092094"	2009	14.802
"A08191579"	2013	14.879
"A50008390"	2013	14.88
"A20036083"	2014	14.908
"A08393571"	2011	14.917
"A28612620"	2015	14.96
"A31404452"	2014	14.969
"A48114151"	2014	15
"A33618257"	2014	15.018
"A26013714"	2017	15.021
"A28058758"	2010	15.025
"A28058758"	2013	15.025
"A28058758"	2011	15.025
"A28058758"	2009	15.025
"A12029468"	2014	15.116
"B83071928"	2017	15.119
"A28386225"	2014	15.126
"A15016595"	2007	15.168
"A01007137"	2013	15.215
"B30516645"	2014	15.278
"A08439291"	2016	15.34
"A08522971"	2016	15.35
"A41014986"	2015	15.411
"A41014986"	2017	15.411
"A41014986"	2014	15.411
"A41014986"	2016	15.411
"A47005095"	2007	15.45
"A43110337"	2011	15.456
"A46092094"	2008	15.514
"A28399434"	2013	15.518
"A15032196"	2013	15.53
"B11605862"	2015	15.619
"A41050535"	2011	15.626
"A08439291"	2017	15.63
"A08191579"	2014	15.674
"A28543809"	2015	15.7
"A80359730"	2016	15.764
"A80359730"	2015	15.764
"B46191094"	2009	15.783
"A28295806"	2017	15.792
"A24004103"	2008	15.82
"A28695021"	2008	15.867
"A28695021"	2009	15.867
"A28695021"	2010	15.867
"A05007687"	2008	15.89
"A05007687"	2007	15.89
"A05007687"	2009	15.891
"A05007687"	2012	15.891
"A05007687"	2011	15.891
"A05007687"	2010	15.891
"A08401820"	2010	15.904
"A16008294"	2010	15.939
"F30587919"	2012	15.974
"A22009492"	2014	15.991
"B37015526"	2008	16.013
"A08502635"	2017	16.024
"A48016794"	2017	16.079
"A26017434"	2015	16.112
"A43110337"	2009	16.198
"A04001897"	2011	16.259
"B35110410"	2009	16.265
"A33603317"	2016	16.294
"A79047916"	2012	16.366
"A35014075"	2008	16.492
"A48116420"	2017	16.535
"B08078396"	2016	16.59
"A46031027"	2014	16.628
"A31404452"	2015	16.634
"A33618257"	2015	16.69
"A46151973"	2015	16.734
"A28132959"	2008	16.74
"A41088493"	2016	16.745
"B08463424"	2009	16.79
"A28695021"	2007	16.828
"A80433519"	2017	16.863
"A08340267"	2014	16.88
"A12027488"	2010	16.917
"A79047916"	2013	16.929
"B18018176"	2007	16.948
"A36010544"	2008	16.989
"A17019316"	2015	17
"B81542813"	2012	17.082
"A46169082"	2014	17.183
"B20793956"	2011	17.343
"B31001290"	2015	17.364
"A25010430"	2014	17.421
"A08097438"	2017	17.44
"B15276728"	2015	17.443
"B04001848"	2016	17.447
"A08425902"	2014	17.448
"A39020805"	2017	17.469
"B28545994"	2012	17.514
"A46092094"	2007	17.541
"A08191579"	2015	17.562
"A08141038"	2008	17.635
"B08660409"	2011	17.64
"A12016549"	2014	17.653
"A17001322"	2007	17.659
"B38017067"	2009	17.69
"A28675908"	2010	17.693
"A79235891"	2014	17.7
"A79235891"	2013	17.7
"A15072622"	2017	17.737
"A28138386"	2014	17.936
"A28612620"	2008	17.946
"A33015454"	2015	17.955
"A08511453"	2010	17.99
"B11009917"	2014	18
"B11009917"	2009	18
"B63458004"	2013	18
"A28027811"	2007	18.01
"B03044641"	2014	18.111
"A78100609"	2012	18.167
"A21008727"	2011	18.18
