nif	year	ig_explo
"A97043772"	2017	3062.654
"A48050124"	2016	3065.194
"B03026382"	2016	3065.618
"B35046630"	2015	3069.478
"A82026840"	2014	3071.848
"B30034730"	2015	3073.731
"A78389608"	2008	3074.422
"A24004103"	2009	3080.414
"A28200384"	2016	3086.832
"B12523601"	2013	3086.912
"A31194905"	2008	3088
"B38425070"	2010	3090.744
"F10017804"	2013	3092.447
"B28120012"	2011	3092.944
"A31737455"	2015	3094.774
"A18012930"	2017	3094.801
"A41920943"	2008	3094.94
"B84598192"	2015	3096.832
"A16007064"	2013	3097.398
"B03019106"	2017	3100.539
"A38013272"	2017	3102.011
"A24004103"	2015	3105.107
"A07244023"	2008	3105.81
"A14336143"	2017	3113
"A12006227"	2016	3113.803
"B92217975"	2011	3122.128
"B19179662"	2017	3122.923
"A12363529"	2008	3124.21
"B28193340"	2010	3130.882
"A07038441"	2009	3131.555
"B50938489"	2015	3148.34
"A53242152"	2015	3149.013
"B78077724"	2007	3152
"A28494482"	2012	3154.64
"A16007064"	2015	3155.117
"B03101748"	2009	3156.014
"A38010997"	2011	3156.786
"A01007442"	2012	3158.559
"B50938489"	2016	3161.231
"B03078391"	2017	3162.237
"A38027637"	2012	3163.54
"B81907776"	2015	3163.856
"A31030901"	2007	3164.246
"A48081061"	2015	3169.007
"B41217761"	2016	3170.768
"A27005834"	2009	3174.447
"A22003537"	2015	3184.883
"A27007731"	2014	3188.627
"A28049153"	2009	3193.421
"B18547281"	2013	3194
"B81335473"	2010	3195.048
"A31194905"	2011	3200
"B03045507"	2017	3202.583
"A01161066"	2016	3205.082
"A38013744"	2009	3206.805
"A29661394"	2007	3209.667
"A78526811"	2016	3211.594
"F10017804"	2015	3212.114
"A79203568"	2012	3213
"B81335473"	2011	3213.906
"A62520788"	2015	3214.111
"B03101748"	2010	3216.215
"A28412724"	2017	3217.152
"A08243297"	2012	3217.757
"B28250090"	2008	3219.836
"B04348579"	2013	3220
"A38014098"	2008	3220.546
"B24014292"	2017	3221.443
"B03026382"	2008	3226.133
"A01008069"	2017	3230.999
"A24004103"	2014	3235.064
"B03026382"	2017	3237.982
"A35019637"	2013	3240.806
"B03078391"	2016	3241.287
"B34224923"	2016	3244.006
"A29955093"	2009	3246.07
"A08646143"	2012	3246.111
"B81335473"	2012	3249.377
"A97043772"	2009	3250.559
"A28143782"	2008	3252.41
"A15012305"	2016	3257.292
"A45025327"	2017	3257.413
"B28250090"	2010	3258.901
"A07244023"	2007	3259.35
"A45025327"	2015	3260.419
"A78389608"	2017	3261.55
"A31194905"	2012	3268
"B03072576"	2016	3268.922
"A96966049"	2012	3271.979
"A08183485"	2013	3272.261
"B03026382"	2009	3273.26
"A38020525"	2017	3275.055
"A20037933"	2017	3276.369
"A28329480"	2015	3276.712
"B28227866"	2016	3279.252
"B92217975"	2017	3281.115
"A38013272"	2016	3284.922
"B24008955"	2012	3286.488
"B92217975"	2015	3286.617
"A78389608"	2012	3287.369
"B83211318"	2013	3288
"A26004754"	2007	3291.66
"A53552634"	2011	3296.157
"B03094455"	2016	3297.91
"B11018462"	2013	3299.283
"A78389608"	2015	3300.39
"B50938489"	2012	3306.509
"A35098482"	2015	3310.775
"B08156036"	2007	3311.23
"A46169082"	2017	3311.735
"F10017804"	2014	3314.965
"A28219202"	2016	3316.718
"A85279107"	2017	3321.654
"A19180108"	2010	3323.73
"A78831369"	2007	3326.48
"B03101748"	2008	3327.429
"B38828687"	2013	3328.472
"A31194905"	2007	3328.83
"A03057486"	2009	3329.987
"A18012807"	2017	3330.264
"A46169082"	2016	3332.396
"A08802068"	2014	3334.313
"A01017557"	2013	3338.201
"A16007064"	2014	3338.672
"A28049153"	2010	3338.962
"B03045507"	2016	3340.32
"B27013556"	2008	3340.455
"A24004103"	2010	3340.708
"B19179662"	2009	3345.578
"B24014292"	2016	3346.377
"A08533945"	2017	3346.694
"A27005834"	2015	3347.627
"B15596331"	2008	3348.372
"A29955093"	2011	3350.168
"B41008970"	2017	3355.389
"A28037240"	2011	3356.035
"B03101748"	2011	3356.494
"A01011881"	2016	3359.664
"B38366225"	2010	3359.883
"B50938489"	2014	3364.933
"A28548220"	2017	3365.343
"A15010994"	2015	3366.896
"B80146517"	2016	3376
"B28250090"	2012	3377
"A16007064"	2008	3380.69
"B08195653"	2015	3387.84
"A41008301"	2015	3391.552
"B28120012"	2017	3393.013
"A28046431"	2015	3394.403
"B78908605"	2013	3394.796
"A81438145"	2008	3394.805
"A08460156"	2015	3395.837
"A28562908"	2013	3396.192
"A79492104"	2013	3399.825
"B60544046"	2008	3400.435
"B35110410"	2010	3403.775
"A08346116"	2011	3405.154
"B45005279"	2008	3405.555
"A78400603"	2016	3407.082
"B50938489"	2013	3407.498
"A41059445"	2010	3410.77
"A25026733"	2016	3411.394
"A04001897"	2016	3411.714
"A07046659"	2016	3412.469
"B35642198"	2015	3413.254
"B28193340"	2011	3416.966
"A16007064"	2007	3417.7
"B04348579"	2017	3418.597
"A03057221"	2017	3419.312
"A28574044"	2010	3420.946
"B35046630"	2012	3425.544
"A48081061"	2009	3425.953
"A78990603"	2009	3427.539
"A17007014"	2011	3427.653
"A28518041"	2015	3430.142
"A36002285"	2017	3430.505
"B03072576"	2017	3430.543
"F10017804"	2012	3434.805
"B91372748"	2017	3435.993
"B27007897"	2007	3437.65
"A48100002"	2015	3438.652
"B62385067"	2009	3444.358
"B19179662"	2010	3447.599
"A31449002"	2007	3448.901
"A46105532"	2007	3449.315
"A78389608"	2013	3451.315
"B45005279"	2016	3453.645
"B03046158"	2016	3455.559
"B28361350"	2017	3458.997
"B45018017"	2015	3460.285
"B43587120"	2017	3460.476
"A34009191"	2017	3466.031
"A48081061"	2011	3467.525
"A19011634"	2017	3467.858
"B31850977"	2016	3472.445
"B03091527"	2012	3473.214
"A03057221"	2015	3477.849
"B45493707"	2017	3478.999
"A08128910"	2017	3481.238
"B03101748"	2012	3484.03
"A26016865"	2016	3489.199
"A09018862"	2011	3489.914
"A17483124"	2014	3491.427
"A04236931"	2017	3496.152
"A15049281"	2016	3502.933
"B43587120"	2016	3507.78
"A46002697"	2017	3509.976
"A26270322"	2007	3514.572
"A41043159"	2014	3515.293
"A46105532"	2008	3518.865
"A34129635"	2007	3519.61
"A07190291"	2017	3520.8
"A41057209"	2008	3523.37
"A05122460"	2007	3523.424
"B03101748"	2013	3525.988
"A43019975"	2017	3529.912
"B48907885"	2016	3539.021
"A08128910"	2008	3539.053
"A08243297"	2008	3539.89
"A07007735"	2016	3541.253
"B47014568"	2013	3542.072
"A36605772"	2010	3543.102
"A35753094"	2013	3545
"B03091527"	2013	3548.585
"A36603637"	2014	3549.378
"A45012259"	2016	3551.34
"A07004187"	2016	3554.828
"A28278596"	2010	3557
"A43030626"	2011	3560.163
"A14336143"	2012	3564.163
"A21007950"	2016	3565.618
"A28128486"	2016	3566.171
"B35015262"	2008	3569.369
"A28134534"	2007	3570.653
"B78908605"	2014	3575.862
"A46146551"	2016	3576.735
"A45445210"	2008	3579
"A20042933"	2012	3580.148
"A17483124"	2015	3580.882
"A83102426"	2010	3581.831
"A50335918"	2011	3585.008
"A41057209"	2010	3586.241
"A17007014"	2014	3591.852
"A08243297"	2009	3592.17
"B46043238"	2009	3598.473
"B17016254"	2012	3600.105
"A78400603"	2017	3602.865
"B63031660"	2014	3605
"B11606647"	2010	3605.085
"A07061161"	2017	3608.119
"A39017058"	2017	3609.513
"B46045993"	2014	3609.864
"A41008301"	2017	3613.054
"A31024458"	2017	3613.371
"A41088493"	2016	3613.78
"A19163682"	2007	3614.782
"A28173573"	2012	3618.437
"A03057486"	2012	3620.2
"B82432725"	2017	3620.206
"A28518041"	2009	3623.992
"A29063567"	2016	3626.38
"A46081881"	2009	3626.477
"A97043772"	2008	3627.511
"A28138386"	2017	3629.846
"B84871607"	2017	3634
"B01015221"	2016	3636.157
"A01007137"	2011	3636.832
"B28205532"	2015	3637.754
"A61831681"	2007	3639.09
"A30007231"	2013	3639.947
"A33008921"	2009	3641.355
"B03091527"	2014	3641.592
"A20037933"	2015	3641.896
"A43015965"	2017	3647.211
"B48907885"	2014	3650.105
"A41008301"	2014	3653.635
"B03045507"	2013	3654.013
"A15685324"	2009	3659.555
"A18012807"	2015	3660.582
"B46124434"	2017	3664.218
"B11606647"	2011	3668.392
"A29063567"	2015	3668.601
"A27005834"	2012	3670.033
"B35006360"	2017	3682.471
"B97861843"	2016	3683
"A03057486"	2011	3685.817
"A50060011"	2009	3687.834
"A01001072"	2017	3693.642
"A18012807"	2014	3695.475
"A57346926"	2016	3695.672
"A29350139"	2013	3696.333
"A48100002"	2013	3696.703
"B03091527"	2011	3700.465
"A45020450"	2011	3703.378
"B15027170"	2016	3703.461
"A08533945"	2011	3706.526
"A06008411"	2012	3708.052
"A38014098"	2012	3708.498
"B03026382"	2015	3708.623
"A08802068"	2015	3710.808
"A35753094"	2015	3711
"A28023422"	2007	3711.293
"A78267309"	2012	3711.871
"A08285363"	2009	3714.267
"A41057209"	2014	3715.365
"A81438145"	2007	3717.799
"A46002697"	2014	3717.975
"A46115127"	2013	3719.742
"B46012324"	2017	3719.888
"A28487601"	2016	3720.646
"A28049153"	2008	3721.551
"B41094459"	2009	3722.893
"A97043772"	2015	3724.62
"A14336143"	2015	3727
"B38425070"	2017	3729.2
"B35054006"	2012	3729.463
"A35098482"	2011	3729.469
"B31784895"	2011	3735.431
"A23010200"	2009	3739
"B03045507"	2015	3739.181
"B03078391"	2015	3739.321
"F95073748"	2008	3743.34
"B46155271"	2015	3747.655
"A26004754"	2008	3747.853
"A27005834"	2010	3748.988
"A46115101"	2010	3749.382
"B03045507"	2009	3749.801
"B03019106"	2015	3750.051
"A28143782"	2007	3751.07
"A30007231"	2014	3754.91
"A39008305"	2017	3755.433
"B03101748"	2014	3757.866
"A08285363"	2010	3760.112
"A36040442"	2012	3761.969
"A15010994"	2014	3764.839
"A46117792"	2016	3768.524
"A38010997"	2010	3769.068
"B28934081"	2011	3769.235
"B03006681"	2014	3770.25
"B12019485"	2008	3770.311
"A47016944"	2015	3778.591
"A46072203"	2011	3778.682
"A14336143"	2013	3782.64
"A41057209"	2009	3783.015
"A41392317"	2011	3786.978
"A50335918"	2009	3787.261
"B03045507"	2014	3787.518
"A43019975"	2015	3787.89
"A25010430"	2017	3787.944
"B31005507"	2016	3799.366
"A26011841"	2009	3801.695
"A15010994"	2012	3802.287
"A09354176"	2017	3805.08
"A97043772"	2012	3805.864
"A07004187"	2017	3810.775
"B03091527"	2015	3814.193
"B03026382"	2013	3815.521
"A28075968"	2010	3815.951
"A41057209"	2013	3816.472
"A01007137"	2016	3818.048
"B46039061"	2016	3819.962
"A28118040"	2008	3821.347
"B23011273"	2017	3822.231
"A39013867"	2017	3822.896
"B03045507"	2011	3824.45
"A46044962"	2017	3825.534
"A78389608"	2014	3826.486
"B39019468"	2009	3827.447
"A41057209"	2015	3827.991
"B28341832"	2011	3830.836
"A48081061"	2012	3833.292
"A41027723"	2010	3833.685
"A07427081"	2009	3833.725
"A29955093"	2012	3834.264
"A07123441"	2010	3837.988
"A47016944"	2014	3840.343
"A36040442"	2007	3842.72
"B82432725"	2016	3843.406
"A28580546"	2014	3843.661
"A06163851"	2017	3848.313
"A07123441"	2014	3848.991
"B43241769"	2017	3849.795
"A18024919"	2016	3850.573
"A28087583"	2017	3851.835
"A29063567"	2017	3853.251
"A46126686"	2012	3856.956
"A36611622"	2017	3858.787
"B35642198"	2013	3860.941
"A20042933"	2014	3861.525
"B21376942"	2016	3863.698
"A35014075"	2017	3865.051
"B03026382"	2011	3865.734
"A33008921"	2008	3868.102
"A21007950"	2012	3870.017
"A08563769"	2017	3871
"A46002697"	2015	3871.222
"A15049281"	2010	3872.602
"A08128910"	2016	3873.366
"A07123441"	2009	3874.803
"B39019468"	2008	3875.491
"A08115578"	2017	3875.497
"A28456119"	2010	3875.826
"A03057486"	2010	3876.676
"A28070167"	2017	3876.846
"A08196446"	2011	3879.763
"A36040442"	2011	3880.036
"B39019468"	2010	3880.402
"A07038441"	2010	3882.369
"B82424276"	2015	3882.973
"A03057221"	2010	3884.409
"B03091527"	2016	3885.584
"A28086858"	2010	3885.755
"A47016944"	2013	3890.723
"B46171518"	2017	3891.563
"A81933772"	2008	3893.831
"A28412724"	2015	3895.212
"A41027723"	2012	3895.636
"B61567970"	2011	3895.992
"B28127447"	2016	3896.075
"B43587120"	2009	3900.332
"A50459528"	2016	3900.536
"B97861843"	2017	3901
"B28934081"	2017	3901.089
"A28527158"	2017	3906.519
"B91235622"	2012	3911.178
"A41057209"	2012	3913.033
"A18012930"	2016	3914.307
"A24004103"	2013	3915.116
"A17007014"	2012	3916.123
"A41057209"	2016	3917.092
"A47011721"	2015	3919.202
"A26000174"	2010	3919.433
"A41088493"	2017	3921.948
"A41027723"	2009	3921.965
"A08285363"	2011	3922.486
"A20037933"	2016	3924.387
"A45202975"	2013	3925.9
"B46043238"	2010	3929.137
"A28273043"	2014	3930.384
"B46084208"	2008	3932.776
"A26000174"	2009	3934.022
"A15010994"	2013	3934.499
"A47091632"	2012	3936.55
"B35110410"	2011	3937.271
"A41057209"	2017	3938.201
"A30025555"	2017	3940.319
"B03026382"	2012	3941.171
"A01007137"	2012	3941.741
"A30025555"	2016	3942.168
"A31024458"	2016	3945.485
"A36621522"	2008	3945.879
"B48907885"	2017	3949.057
"A01161066"	2008	3949.641
"A08802068"	2017	3951.555
"B17016254"	2011	3957.021
"A46069456"	2017	3957.115
"A41027723"	2011	3960.174
"A07123441"	2016	3967.803
"B38030045"	2016	3970.411
"A28412724"	2016	3971.998
"A28379816"	2008	3974.214
"A01006055"	2017	3974.424
"A08802068"	2016	3974.792
"A78018421"	2007	3977
"B60544046"	2009	3980.996
"A03003530"	2013	3982.284
"B46163655"	2015	3985.687
"A81438145"	2016	3986.03
"A42000901"	2008	3989.689
"A45017142"	2016	3991.018
"A01007137"	2013	3991.64
"B61567970"	2016	3992.781
"A31194905"	2013	3993
"B17016254"	2009	3994.169
"A31194905"	2017	3995
"A12012340"	2017	3995.383
"A27007731"	2013	3995.954
"A41762386"	2012	3996.353
"A35045681"	2017	3996.478
"A17007014"	2010	3997.049
"B38425070"	2015	3997.822
"B82432725"	2009	4001.855
"A08128035"	2014	4003.215
"A36605772"	2016	4003.469
"A31030901"	2009	4005.446
"B16010464"	2017	4006.913
"A31194905"	2009	4007
"V61861548"	2011	4007.984
"A26000174"	2008	4009.65
"B17016254"	2017	4010.406
"B46043238"	2011	4010.866
"B43014430"	2017	4012.063
"B35110410"	2007	4012.64
"B21376942"	2017	4013.322
"B46043238"	2012	4013.546
"B92328129"	2012	4015.337
"A48050124"	2007	4018.35
"A17007014"	2013	4020.435
"A46137352"	2016	4022.086
"B39551973"	2012	4024.342
"A46072203"	2010	4026.654
"A41027723"	2016	4027.714
"A08480287"	2015	4028.788
"B03045507"	2012	4030.603
"A50060011"	2007	4034.145
"B17016254"	2008	4034.282
"A21007950"	2015	4034.925
"A29350139"	2007	4035.09
"A08099897"	2013	4036.871
"A30022214"	2017	4036.897
"B61425682"	2011	4038.386
"A08533945"	2016	4040.522
"A33617218"	2011	4040.79
"B08619405"	2017	4041.315
"A41027723"	2017	4041.965
"A73093734"	2017	4042.25
"A80632573"	2008	4044.163
"A25010430"	2016	4045.845
"B01015221"	2012	4049.484
"A26000174"	2011	4049.535
"A41028820"	2013	4049.868
"A28814135"	2009	4049.9
"A28086858"	2011	4054.131
"A46023255"	2016	4054.265
"B08156036"	2008	4054.98
"A41089368"	2017	4056.426
"A28580546"	2012	4059.361
"A28496438"	2017	4059.751
"A48847321"	2017	4060.982
"A28695856"	2016	4065.385
"A28134534"	2017	4066.461
"A07123441"	2011	4066.569
"B80146517"	2017	4067
"A20020038"	2007	4069.14
"A50011980"	2016	4069.516
"B17016569"	2010	4070.633
"A41057209"	2007	4071.09
"A08563769"	2016	4073.751
"A12025565"	2009	4074.309
"B03072857"	2016	4074.316
"B28376184"	2016	4076.566
"A36040442"	2010	4078.633
"B28376184"	2017	4081.004
"A46063731"	2007	4081.383
"B08359093"	2008	4083.569
"A50060011"	2011	4084.584
"A27005834"	2011	4085.712
"A25026733"	2009	4089.161
"A41059445"	2012	4089.59
"B37015526"	2017	4091.165
"A12228458"	2017	4092.349
"A28080489"	2007	4093.504
"A27005834"	2014	4093.802
"A48050124"	2008	4094.25
"B03045507"	2008	4094.998
"A35014075"	2016	4095.07
"A28711893"	2007	4095.071
"B03026382"	2014	4095.665
"A79492104"	2014	4098.979
"A03003530"	2012	4099.304
"B84871607"	2016	4100
"A11301645"	2007	4100.36
"A15049281"	2008	4100.788
"A46063731"	2009	4101.387
"A58356213"	2008	4102.058
"A46115101"	2015	4103.989
"A50029065"	2017	4106.546
"A01007137"	2010	4108.685
"A22003537"	2016	4110.277
"A45012531"	2017	4111.463
"B27013382"	2015	4114.682
"A41920943"	2017	4115.085
"A11609682"	2014	4117.922
"A08139339"	2011	4120.393
"A41059445"	2007	4122.07
"B81231516"	2015	4122.332
"A08243297"	2013	4125.514
"A97043772"	2013	4129.34
"A41028820"	2015	4130.131
"A50060011"	2008	4132.982
"A21007950"	2014	4133.548
"A17004763"	2016	4135.335
"B91372748"	2016	4138.085
"B03026382"	2010	4138.508
"A15049281"	2007	4138.912
"A36002285"	2013	4141.156
"A35012012"	2010	4141.986
"A48100002"	2014	4143.376
"A07123441"	2013	4145.261
"A41028820"	2016	4145.327
"A08145385"	2007	4145.423
"A46063731"	2010	4146.727
"A41057209"	2011	4149.993
"A96918867"	2011	4155.565
"A09018862"	2012	4157.945
"A43019975"	2013	4158.221
"B46043238"	2013	4159.729
"A01008069"	2016	4160.131
"B36002913"	2007	4161.077
"A15049281"	2014	4161.319
"A45012226"	2010	4167.519
"A15049281"	2009	4167.88
"A28108447"	2011	4170.29
"B60544046"	2010	4172.425
"A36002285"	2014	4179.053
"B03091527"	2017	4181.434
"A28295038"	2015	4182.232
"B08552614"	2013	4182.36
"A53552634"	2017	4182.571
"B15021835"	2015	4183.721
"B43587120"	2010	4187.398
"A15049281"	2017	4187.877
"A03003530"	2014	4188.031
"A97043772"	2011	4189.005
"A28145498"	2016	4189.235
"A28446995"	2014	4190.722
"A39031620"	2013	4190.878
"B23011273"	2013	4192.367
"B17016569"	2012	4194.876
"A50060011"	2012	4196.658
"B01015221"	2013	4199.312
"A06419220"	2012	4199.424
"A36603637"	2012	4201.611
"A24010381"	2011	4205.178
"A27005834"	2008	4206.456
"B83211318"	2012	4207
"A36002285"	2012	4207.143
"B41045089"	2011	4210.365
"A41088493"	2011	4210.549
"B35054006"	2013	4211.026
"A50011980"	2017	4213.156
"A95444519"	2016	4215.322
"B43587120"	2015	4215.531
"B28341832"	2010	4216.635
"B26012013"	2009	4220.7
"B24014292"	2015	4221.33
"B48907885"	2015	4222.866
"A22007314"	2009	4223.299
"B60544046"	2011	4225.568
"B31067697"	2015	4225.911
"A12012340"	2016	4228.653
"A41027723"	2013	4230.633
"A28167567"	2017	4232.163
"F95073748"	2010	4233.585
"A41028820"	2017	4236.964
"A17004763"	2017	4237.486
"A08196446"	2012	4241.894
"A46069456"	2016	4242.827
"B02419273"	2017	4244.187
"B43587120"	2011	4244.309
"A15049281"	2015	4245.981
"A28580546"	2017	4249.51
"B31067697"	2010	4252.746
"A50335918"	2012	4258.048
"F50011139"	2010	4262
"B28250090"	2009	4263.058
"A14012819"	2007	4263.08
"B27013556"	2010	4264.882
"A39013867"	2016	4269.036
"A26004754"	2009	4269.294
"B50561968"	2007	4269.7
"A81438145"	2017	4270.546
"A43035708"	2010	4272.228
"A28452647"	2016	4274.061
"B41045089"	2012	4275.678
"A08323404"	2012	4276.242
"A09018862"	2009	4276.981
"B03019106"	2014	4277.361
"B57208878"	2011	4277.599
"A48050124"	2009	4278.09
"A48050124"	2015	4279.175
"A96785225"	2007	4279.23
"A46002697"	2010	4280.022
"A08479297"	2011	4280.271
"B28120012"	2013	4281.291
"A29955093"	2013	4282.177
"A11301645"	2008	4282.39
"A36603637"	2013	4282.894
"A03003530"	2011	4284.059
"B07762099"	2008	4284.37
"A07123441"	2015	4285.487
"B03046158"	2017	4285.592
"A97043772"	2010	4286.027
"A08121089"	2016	4286.411
"B38030045"	2017	4287.021
"A26000174"	2007	4287.28
"A41392317"	2012	4288.732
"A47091632"	2011	4290.463
"B17016254"	2016	4292.389
"B01015221"	2017	4293.388
"A84039338"	2011	4294
"A46021804"	2013	4294.203
"B28361350"	2016	4297.825
"B82988825"	2016	4298.396
"A84430107"	2012	4299.583
"B03045507"	2010	4299.599
"B30566194"	2016	4300.179
"A63645220"	2015	4301.145
"A08425902"	2017	4302.703
"A11301645"	2009	4303.675
"A31194905"	2010	4310
"A36611622"	2016	4310.937
"A18024919"	2017	4312.337
"B82612896"	2012	4312.39
"A48016877"	2016	4312.506
"A08409948"	2017	4312.694
"A31189350"	2017	4314.65
"A46084984"	2011	4317.48
"B46153292"	2016	4318.652
"A46105532"	2010	4319.706
"B81335473"	2016	4320
"A45202975"	2014	4320.376
"A27005834"	2007	4321.45
"A41028820"	2014	4322.949
"A58356213"	2010	4323.109
"B28072205"	2010	4325.326
"B81231516"	2010	4328.733
"A41002809"	2017	4330.824
"A28080489"	2009	4331.82
"A33560772"	2010	4333.224
"A78879079"	2008	4335.22
"A78990603"	2010	4340.4
"A48081061"	2016	4344.276
"A53242152"	2008	4346.057
"A30035034"	2017	4348.608
"A48050124"	2010	4351.892
"A01017557"	2008	4352.421
"A45015716"	2016	4355.475
"A07024896"	2016	4356.357
"B29006574"	2007	4358.09
"A43035708"	2017	4360.111
"A48081061"	2010	4366.767
"A03057221"	2008	4366.892
"A62035282"	2007	4369.477
"B38024089"	2017	4374.088
"A50060011"	2010	4376.306
"B35054006"	2015	4376.311
"A36040442"	2008	4379.268
"A48050124"	2011	4381.13
"A07123441"	2017	4381.871
"A32006579"	2007	4383.029
"B12536934"	2007	4387.74
"B31067697"	2017	4388.397
"A08139339"	2010	4388.724
"A05122460"	2008	4388.946
"F06402697"	2012	4393.058
"A07123441"	2008	4396.195
"B18012831"	2016	4396.873
