nif	year	acreed_ciales
"A80482334"	2012	251.015
"B03072857"	2010	251.444
"A08181067"	2016	252.361
"A08691503"	2011	252.767
"A28359073"	2011	253
"A16007064"	2012	253.68
"A41027723"	2010	253.684
"A28294718"	2015	254
"A28138873"	2008	254
"A33034422"	2015	255.011
"A28128486"	2013	255.207
"B43587120"	2010	255.636
"A48005672"	2017	255.644
"A48083927"	2011	255.662
"A28271914"	2015	255.678
"A33026980"	2017	255.895
"A07010937"	2015	256.178
"A27007731"	2017	256.385
"A96785225"	2015	256.679
"A15020795"	2010	256.854
"A24050015"	2017	257.039
"A48080147"	2010	257.113
"A46048732"	2011	257.184
"F06312920"	2016	257.31
"A50023423"	2015	257.635
"A38017844"	2017	258.048
"A12083002"	2016	258.213
"A28023422"	2013	258.708
"B03072857"	2011	258.954
"B46039061"	2016	258.995
"B83766485"	2017	259.306
"B15009566"	2015	259.405
"B12007456"	2017	259.558
"A08301475"	2017	259.755
"A07026701"	2016	259.78
"A15018146"	2007	259.79
"A41089368"	2016	259.958
"A48865679"	2017	260.322
"A60850500"	2014	260.361
"A36621522"	2015	260.397
"A07021256"	2015	260.928
"A35046911"	2011	261
"A59382762"	2015	261.311
"A08720245"	2017	261.328
"A59382762"	2009	261.555
"A28128486"	2009	261.6
"B03045507"	2008	261.6
"A82716010"	2015	261.736
"A46068318"	2016	261.853
"B28218816"	2011	261.955
"A01035807"	2016	262
"B17014887"	2014	262.117
"A18012930"	2009	262.165
"A28987196"	2015	262.622
"A20806329"	2015	262.838
"A08626103"	2007	263
"A31194905"	2013	264
"A03003530"	2014	264.357
"A33026980"	2015	264.693
"B36620193"	2017	264.696
"A78018421"	2009	265
"A37043015"	2012	265.212
"A29018249"	2016	265.41
"A25043704"	2016	265.632
"B28091486"	2017	265.668
"B41063355"	2015	265.733
"A07086515"	2013	265.903
"A37043015"	2010	266
"A38017844"	2016	266.719
"A78831369"	2008	266.81
"A28167443"	2012	266.96
"B28555001"	2015	266.974
"A08934168"	2008	267.546
"B17016569"	2009	267.934
"A07010937"	2012	268.672
"B17016569"	2007	268.881
"A28167443"	2016	269
"A15685373"	2011	269.556
"B43636075"	2015	269.74
"A28612208"	2015	269.741
"B03045507"	2013	269.908
"A29063567"	2013	270.271
"B15596331"	2012	270.275
"A53242152"	2010	270.609
"A35014075"	2016	270.939
"A08008518"	2008	271.249
"A07265465"	2015	271.65
"B81335473"	2014	271.925
"B07985609"	2016	272.303
"A15685373"	2014	272.437
"A80762602"	2016	272.676
"B03036712"	2011	272.87
"A48050124"	2013	273.193
"A16007064"	2013	273.199
"A12105029"	2010	273.252
"A28293884"	2015	273.411
"A08934168"	2015	274.432
"A23019342"	2011	274.488
"A41091927"	2016	274.665
"A17019316"	2007	274.81
"A08242992"	2015	274.842
"A36000073"	2016	275.039
"A15169535"	2011	275.18
"A35510650"	2014	275.778
"A07016025"	2016	276.05
"B82852831"	2012	276.399
"A28987196"	2016	276.651
"A01007137"	2011	277.016
"B48907885"	2014	277.024
"A24050015"	2013	277.478
"A32006579"	2015	277.64
"A08934168"	2010	277.675
"A07190309"	2007	277.797
"A18012930"	2010	277.903
"A35515485"	2014	278.022
"A08202582"	2008	278.13
"A35397884"	2014	278.191
"A07010937"	2010	278.234
"A28229409"	2017	278.36
"A48050124"	2014	278.722
"A60850500"	2015	278.967
"A60850500"	2013	279.034
"A08568826"	2015	279.492
"A29018249"	2014	279.603
"B24008955"	2013	279.829
"A08460156"	2015	280.099
"A57277709"	2014	280.517
"A15020795"	2007	281.004
"A08154650"	2015	281.142
"A81527095"	2017	281.236
"A41089368"	2017	281.558
"B30558290"	2016	281.706
"A28134534"	2016	281.816
"A44004059"	2015	281.984
"B82424276"	2012	282.037
"A28329480"	2015	282.873
"A31825466"	2015	282.926
"A28801942"	2010	283.063
"A15018146"	2008	283.149
"B28218816"	2012	283.621
"B61395497"	2012	283.755
"B06013841"	2017	283.809
"A45019916"	2016	284.128
"A35004399"	2015	284.383
"A08720245"	2016	284.612
"A03011541"	2010	284.612
"A12028403"	2013	284.673
"A09092305"	2015	284.924
"A15685373"	2010	285.746
"A46056255"	2016	285.878
"B83211318"	2010	286
"A08029951"	2015	286.498
"A41027723"	2012	286.58
"B03072857"	2012	287.018
"B41008970"	2017	287.179
"A07010937"	2013	287.274
"B15596331"	2010	287.508
"B03036712"	2010	288.117
"A28134534"	2017	288.333
"A48083927"	2016	288.867
"B17016254"	2009	288.947
"A48865679"	2016	289.025
"B08156036"	2011	289.355
"A45202975"	2013	289.783
"A01035807"	2017	290
"A80352750"	2013	290
"A96785225"	2013	290.417
"A28229409"	2015	290.495
"A07123441"	2010	290.68
"A29063567"	2012	290.752
"A04236931"	2016	290.982
"A28359073"	2010	291
"A31194905"	2016	291
"B43590272"	2014	291.007
"A21000427"	2010	291.727
"A15010994"	2008	291.737
"A29076270"	2009	291.767
"A11006095"	2017	293.023
"A47000054"	2016	293.154
"A28172476"	2016	293.305
"A29063567"	2014	293.317
"A08290975"	2017	293.539
"B28120012"	2012	293.744
"A07035934"	2016	293.768
"A08479933"	2017	294.508
"A28023422"	2012	294.954
"B31039530"	2015	295.11
"A23016157"	2017	295.125
"A46044814"	2017	295.135
"A45012226"	2015	295.377
"A96785225"	2010	295.384
"A44004059"	2017	295.664
"A20060075"	2016	296.019
"B07025315"	2008	296.03
"A12294815"	2016	296.081
"A08123226"	2010	296.57
"A59067603"	2013	297.134
"B07025315"	2009	297.47
"B12462560"	2016	298.072
"B24013856"	2014	298.588
"A29350139"	2015	298.692
"A07089592"	2015	298.835
"B46161261"	2015	299.14
"B30721237"	2017	299.424
"A28987196"	2017	299.933
"F46026829"	2014	300.924
"A48005672"	2016	301.009
"A01016450"	2015	301.494
"A08069809"	2012	301.618
"A01005594"	2017	301.662
"A15070444"	2015	301.859
"B32008179"	2014	302.218
"A12012340"	2015	303.61
"A33034422"	2011	304.079
"A21000427"	2014	304.433
"A81841850"	2016	304.472
"A46030680"	2015	304.645
"B61914883"	2014	304.889
"A07256100"	2012	305.076
"B08156127"	2014	305.128
"B22003099"	2016	305.276
"A01007137"	2016	305.557
"A28164374"	2010	305.71
"A28229409"	2016	306.956
"A28191088"	2014	307.254
"A28189082"	2013	307.344
"A29063567"	2010	307.436
"A58348038"	2010	307.519
"B12014692"	2017	307.558
"B61395497"	2013	307.694
"A08008518"	2016	307.73
"A08202582"	2009	308.192
"A37043015"	2013	308.363
"B30566194"	2016	308.68
"A38020525"	2016	308.841
"A78831369"	2010	309
"A28128486"	2011	309.267
"A48005672"	2015	309.406
"A41053927"	2009	309.407
"G07065709"	2007	309.482
"B41621038"	2017	309.631
"A27007731"	2014	310.022
"A29012044"	2011	310.041
"A45445210"	2015	311
"A28091262"	2008	311.089
"A44004059"	2012	311.168
"A31825466"	2013	311.192
"B82393778"	2016	311.455
"A30047120"	2009	311.555
"B54055140"	2017	311.659
"B07025315"	2012	311.826
"A02003754"	2016	311.94
"A08276867"	2017	312.008
"A12105029"	2009	312.095
"A59382762"	2011	312.344
"A08479933"	2015	312.516
"B08552614"	2015	312.648
"B24008955"	2012	312.835
"A08514028"	2014	313.062
"A41049503"	2015	313.129
"A96785225"	2017	313.131
"B82852831"	2010	313.315
"A53817359"	2017	313.383
"B08229221"	2017	313.551
"B17002049"	2007	313.729
"A18024919"	2017	313.732
"A07010937"	2008	314.153
"B08660409"	2017	314.248
"A46109054"	2016	314.375
"B28350965"	2012	314.555
"B48907885"	2010	314.748
"B15596331"	2013	314.94
"A03047628"	2017	314.952
"B17014887"	2013	315.054
"B28644441"	2012	316.297
"A26017434"	2017	316.72
"A28219541"	2013	317.122
"A14000533"	2017	317.281
"A30014211"	2016	317.283
"A08273898"	2015	317.937
"A43030626"	2016	318
"A32007817"	2015	318.077
"A28219541"	2012	318.14
"A27007731"	2016	318.222
"A33618257"	2016	318.266
"A46068318"	2017	318.46
"B62263272"	2008	318.472
"B03026382"	2011	318.868
"B47009626"	2015	318.903
"B28644441"	2011	319.013
"A07032030"	2008	320
"A39005574"	2013	320.857
"A30047120"	2010	320.957
"B12023065"	2008	321.525
"A07032030"	2017	321.95
"B03006681"	2014	321.958
"A46068318"	2015	322.113
"A25026733"	2015	322.205
"A28801942"	2016	322.911
"A82307117"	2016	323
"A18024919"	2016	323.35
"A81841850"	2010	323.426
"B19179662"	2012	323.749
"B08552614"	2016	324.203
"A08290975"	2015	324.428
"A08626103"	2008	325
"A53242152"	2008	325.108
"B82852831"	2011	325.29
"A39005574"	2012	325.358
"A41027723"	2014	325.389
"A46047965"	2017	325.425
"A81841850"	2017	325.583
"A28023422"	2014	325.677
"B61395497"	2011	325.937
"A78831369"	2009	326
"A01161066"	2015	326.023
"A14000939"	2016	326.185
"A05007687"	2016	326.299
"A39005574"	2017	326.305
"A46069456"	2015	326.907
"A08122574"	2015	327.066
"B28091486"	2015	327.184
"B03036712"	2008	327.397
"A08008518"	2007	327.68
"A46169082"	2014	327.727
"A18017228"	2016	327.81
"B19179662"	2015	328.522
"B30721237"	2015	328.698
"B62725320"	2014	328.708
"A48840359"	2015	329
"A28229409"	2012	329.041
"B24014292"	2015	329.358
"B60653466"	2008	329.534
"A48016794"	2009	329.993
"A35008168"	2013	330.149
"A07032030"	2007	330.38
"A39027917"	2015	330.453
"A60850500"	2017	331.12
"B29014826"	2016	331.171
"B50561968"	2011	331.255
"A31449002"	2015	331.332
"B28218816"	2014	331.417
"A08591075"	2015	331.572
"A78831369"	2014	332
"B46054508"	2016	332.273
"B08156127"	2017	332.726
"A03003530"	2010	332.772
"A97043772"	2012	332.775
"A06008411"	2013	333.178
"V95436002"	2016	333.319
"A29050572"	2015	333.635
"A59067603"	2014	333.677
"A28379816"	2007	333.843
"A46131769"	2016	333.894
"A01006055"	2017	334.107
"A23019342"	2012	334.811
"A37043015"	2015	334.977
"A58534777"	2007	335.809
"A29063567"	2007	335.936
"B17002049"	2015	335.991
"A46463311"	2012	336.131
"A06008411"	2012	336.388
"A28128486"	2012	336.619
"A46115101"	2007	336.994
"A28923662"	2013	337
"A78018421"	2011	337
"A44004059"	2009	337.046
"F50011139"	2016	337.624
"A08202582"	2007	337.73
"A08285363"	2011	337.893
"A07190309"	2012	338.003
"A30006142"	2016	338.594
"A28173573"	2015	338.831
"A08565285"	2015	338.956
"A23019342"	2013	339.461
"A07086515"	2015	339.567
"B82988825"	2011	339.773
"B50030964"	2015	339.945
"A31194905"	2015	340
"A08224081"	2016	340.074
"A59382762"	2014	340.16
"F06312920"	2011	341.203
"F46026829"	2012	341.331
"A96862933"	2010	341.412
"B46071080"	2016	341.837
"A05000682"	2014	341.86
"B29682135"	2017	342.191
"A81931214"	2015	342.68
"A45015716"	2012	342.837
"A60531688"	2016	343
"A78831369"	2011	343
"A28801942"	2011	343.393
"B59469296"	2015	343.445
"A46044814"	2012	343.953
"A36643450"	2016	344.276
"A48865679"	2015	344.305
"A44004059"	2014	344.561
"B12029153"	2010	344.836
"A30007231"	2015	344.874
"A12013496"	2012	345.006
"B20023982"	2013	345.243
"A29050572"	2016	345.648
"B36009942"	2016	346.291
"B61175725"	2008	346.77
"A78526811"	2007	346.947
"A11006095"	2016	347.203
"A81841850"	2014	347.333
"A28801942"	2015	347.624
"A28443158"	2016	347.668
"A97043772"	2011	348.358
"A36643450"	2017	348.404
"A01007137"	2015	348.41
"B48907885"	2012	348.489
"B46076287"	2015	349.164
"A46332995"	2010	350.266
"B15596331"	2014	350.638
"F43393065"	2010	350.792
"A43702745"	2014	350.804
"A33618257"	2012	351.021
"A08562431"	2016	351.379
"A33603317"	2016	351.428
"A08278293"	2017	351.465
"B08229221"	2016	351.74
"A41762386"	2017	351.935
"A44004059"	2011	352.29
"A58253816"	2013	352.338
"A15685373"	2013	352.558
"B45555489"	2017	352.774
"A03003530"	2007	352.802
"B35006360"	2017	353.506
"B35597020"	2015	353.538
"B60552619"	2011	353.718
"B17002049"	2008	353.801
"A31194905"	2017	354
"A32006579"	2017	355.543
"A07086515"	2012	355.682
"A11608999"	2017	355.848
"B03026382"	2016	355.906
"B28227866"	2017	356.23
"A30016182"	2015	356.558
"A27003243"	2015	356.638
"A29018249"	2015	356.746
"A14336143"	2017	357
"A28058725"	2007	357.16
"A44004059"	2010	357.398
"A28618890"	2016	357.438
"A27007731"	2013	357.502
"A29018249"	2017	357.728
"B12029153"	2009	358.057
"A97043772"	2010	358.349
"A35510650"	2012	358.537
"A28164374"	2013	358.943
"A28586550"	2017	359.084
"A03017886"	2010	359.87
"A28485761"	2008	360.251
"A31070378"	2017	360.427
"A08243297"	2016	360.947
"A20017604"	2017	360.995
"A50016930"	2010	361.027
"A08372351"	2008	361.3
"B16010464"	2016	361.37
"A28099356"	2016	361.386
"A39000690"	2015	361.711
"A28612208"	2016	362.029
"B36010098"	2015	362.52
"B43590272"	2011	362.848
"A08154650"	2017	362.989
"A59067603"	2009	363.57
"B07985609"	2017	363.595
"B30721237"	2016	363.724
"A08278293"	2013	363.954
"B48907885"	2013	364.266
"A35004399"	2009	364.508
"A26016865"	2014	364.896
"A21000427"	2009	365.231
"A12028403"	2011	365.365
"A46063731"	2014	365.472
"B46108403"	2015	365.49
"B39026604"	2007	365.87
"A32007817"	2016	366.124
"A28801942"	2013	366.235
"B28218816"	2010	366.269
"A48016877"	2011	366.276
"A28229409"	2011	367.416
"A01167204"	2017	367.486
"A58348038"	2012	367.494
"A07010937"	2007	367.6
"F50011139"	2017	367.731
"A08934168"	2011	368
"B59469296"	2013	368.011
"A07032030"	2016	368.252
"A17041708"	2017	368.38
"A27007731"	2008	368.437
"A08069809"	2008	368.489
"A01004548"	2012	368.517
"A01006055"	2015	368.814
"A33603317"	2017	368.981
"A29350139"	2011	368.995
"A48084909"	2017	369
"A28219541"	2015	369.151
"A28128486"	2014	369.593
"B46055943"	2009	369.608
"A15169535"	2012	370.101
"A08440323"	2017	370.188
"B03036712"	2012	370.561
"B12029153"	2014	370.824
"A28172476"	2017	371.236
"A28091262"	2009	371.489
"A31030901"	2010	371.539
"A63746275"	2012	371.768
"A30046320"	2010	371.882
"A41050980"	2008	372.05
"A97043772"	2008	372.15
"A07059058"	2015	372.363
"A20015368"	2013	372.436
"A11301645"	2013	372.485
"A08122574"	2016	372.588
"A08623928"	2016	372.761
"B11630886"	2011	372.987
"A46156048"	2014	373.209
"A07086515"	2011	373.346
"A31030901"	2014	373.651
"A28172476"	2012	373.678
"B82988825"	2013	374.064
"A08278293"	2011	374.163
"B24008955"	2016	374.193
"B17014887"	2012	374.42
"A23019342"	2015	374.443
"A39005574"	2016	374.573
"B30566194"	2015	375.058
"A08514135"	2017	375.901
"A60531688"	2017	376
"A20015368"	2014	376.181
"A96785225"	2014	376.904
"A28485761"	2011	376.966
"A48865679"	2007	377.072
"A46332995"	2015	377.271
"A46047965"	2015	377.505
"B43587120"	2007	377.629
"A50023423"	2016	377.733
"A31003247"	2010	378.731
"B21259726"	2016	378.886
"B24399305"	2017	378.916
"B82988825"	2012	379.015
"A08533945"	2016	379.582
"A80433519"	2015	379.808
"A97043772"	2014	380.169
"A07256100"	2007	380.38
"A30014211"	2017	380.43
"A28724268"	2016	380.451
"B03045507"	2017	380.524
"A08691503"	2012	380.777
"B63149637"	2015	381
"A46055992"	2008	381.36
"A21000427"	2007	381.603
"A17034505"	2015	381.732
"A36603637"	2011	382.671
"B61914883"	2011	382.797
"A08565285"	2016	382.909
"A17019316"	2013	383
"A41049503"	2017	383.202
"B61395497"	2009	383.9
"B59886531"	2015	384
"A17019316"	2014	384
"B03026382"	2010	384.172
"B24008955"	2017	384.642
"A33606682"	2017	384.737
"A08278293"	2014	384.926
"A79092573"	2015	385
"A37043015"	2016	385.177
"B03028784"	2012	385.715
"B35018332"	2016	385.946
"A59067603"	2015	385.993
"B61395497"	2014	386.275
"A08069809"	2014	386.412
"A33034422"	2012	386.941
"A08708620"	2014	387.019
"A18012930"	2008	387.214
"B07985609"	2015	387.456
"A08404253"	2017	387.539
"A07026701"	2015	387.555
"A50000876"	2017	388.292
"A28019461"	2015	389
"A08285363"	2013	389.267
"A28587616"	2017	389.348
"A08691503"	2014	389.399
"A08425902"	2007	390.067
"A28587616"	2016	390.798
"B08688301"	2007	391.389
"A08623928"	2017	391.581
"A08440323"	2016	391.837
"A78343977"	2007	392.06
"A08278293"	2012	392.441
"A08511453"	2016	393.068
"A29003423"	2017	393.107
"A50052950"	2011	393.129
"A96862933"	2013	393.464
"A28101020"	2008	393.51
"A36608180"	2013	393.869
"A08802068"	2014	393.996
"A28099356"	2017	394.129
"A46002697"	2016	394.671
"A46106928"	2017	394.998
"B17016254"	2012	395.237
"A39017058"	2017	395.567
"A31018799"	2016	396.046
"B43590272"	2017	396.411
"A20034286"	2015	396.527
"A08514028"	2013	396.984
"B19179662"	2014	398.321
"A50008390"	2016	398.821
"A12000071"	2007	398.903
"A48081061"	2010	398.904
"A50029065"	2017	398.915
"A08285363"	2015	399.003
"A23022783"	2007	399.006
"A47000054"	2017	399.172
"A18012930"	2007	399.266
"A46332995"	2017	399.339
"A23012719"	2016	399.682
"A08440323"	2015	399.782
"B36010098"	2017	399.88
"A33606682"	2016	400.246
"A48083927"	2009	400.376
"B46164679"	2012	400.482
"A28649879"	2014	400.884
"B28644441"	2007	400.887
"A46115101"	2009	401.157
"B03026382"	2012	401.226
"B61428611"	2015	401.773
"A08139339"	2011	402.085
"B03028784"	2010	402.164
"A30040562"	2014	402.199
"B46153292"	2015	402.879
"A79092573"	2017	403
"A48016794"	2011	403.091
"A03066909"	2017	403.102
"A28164374"	2009	403.106
"B61428611"	2017	403.18
"A07265465"	2009	403.337
"B46108403"	2012	403.48
"A96862933"	2011	403.724
"A30035521"	2017	403.736
"A48104905"	2016	404.029
"A20060075"	2017	404.197
"B11630886"	2016	404.472
"B46054508"	2017	405.569
"A80762602"	2015	405.91
"B83814251"	2011	406.015
"A04236931"	2017	406.22
"A08397465"	2007	406.24
"A30046320"	2013	406.432
"A28655157"	2014	406.537
"A23012719"	2007	406.9
"B08156036"	2016	406.998
"A35046911"	2012	407
"A36608180"	2007	407.25
"B31067697"	2015	407.467
"A58253816"	2014	407.591
"B11630886"	2010	407.647
"B24399305"	2007	408.03
"B46055943"	2012	408.41
"A03032653"	2015	408.465
"B62263272"	2013	408.506
"B35005040"	2015	409.176
"A58534777"	2008	409.3
"A46169082"	2015	409.559
"A58253816"	2007	410.034
"A18017228"	2017	410.056
"A46044814"	2010	410.112
"B38425070"	2016	410.14
"A32006579"	2014	411.155
"A21000427"	2016	411.717
"A28557783"	2016	412.052
"A35098482"	2011	412.138
"A24019499"	2009	412.273
"A28219541"	2014	412.384
"A18012930"	2011	413.159
"A29003423"	2014	413.19
"A06141345"	2011	413.211
"A28132959"	2014	413.379
"A79184453"	2016	413.387
"A08691503"	2010	413.417
"B46055943"	2008	413.679
"A20017604"	2013	413.843
"A21007950"	2016	413.97
"B43032713"	2014	414.323
"A08026635"	2015	414.479
"A33373622"	2017	414.544
"A08139339"	2016	414.558
"A20005351"	2011	414.717
"A58538414"	2017	415
"A08667016"	2011	415.324
"B33614033"	2015	415.648
"A35012780"	2015	415.76
"V48566475"	2014	415.863
"A36000073"	2015	416.141
"B12008553"	2007	416.241
"A28368603"	2017	416.247
"A50034024"	2013	416.516
"A15000227"	2017	416.622
"A20034286"	2017	417.52
"B61175725"	2010	417.568
"A15000227"	2010	417.624
"B19179662"	2016	417.738
"B07985609"	2010	418.651
"B21259726"	2015	418.673
"B83814251"	2015	418.93
"A36608180"	2010	418.962
"A46463311"	2011	419.073
"A45015716"	2013	419.161
"B13004924"	2015	419.422
"A39000690"	2012	419.427
"B03036712"	2013	419.652
"A08139339"	2009	419.845
"A08139339"	2010	420.113
"B81248361"	2015	420.178
"A45015716"	2016	420.45
"B54055140"	2015	420.606
"A36608180"	2014	421.056
"A50016930"	2011	421.153
"B38004966"	2012	421.285
"A50023423"	2012	421.523
"A08145385"	2017	421.746
"A46137352"	2016	421.967
"B28403194"	2011	422
"A62035282"	2008	422.053
"B61567970"	2016	422.073
"A08285363"	2012	422.194
"A83102426"	2016	422.659
"B37020179"	2016	423.005
"A30047120"	2017	423.141
"A46044962"	2017	423.294
"A96785225"	2009	423.468
"A08276867"	2016	423.772
"A79092573"	2016	424
"B36620193"	2014	424.102
"A08720245"	2015	424.204
"A08285363"	2010	424.462
"A38010997"	2017	424.488
"A28080489"	2016	424.536
"B19001551"	2015	424.854
"A08514028"	2012	424.943
"B96683347"	2017	425.054
"B03045507"	2012	425.252
"A08372351"	2007	425.34
"B11630886"	2017	425.496
"B46043238"	2017	425.553
"A96773940"	2013	426
"A50016930"	2013	426.545
"A06388052"	2015	426.661
"B17016254"	2014	426.698
"B83071928"	2017	426.755
"A08562431"	2017	426.866
"A08480287"	2014	426.992
"A60963287"	2011	427.24
"A08989782"	2015	427.511
"A07265465"	2008	427.737
"A27003243"	2014	428.056
"A08194284"	2009	428.268
"A48016794"	2010	429.058
"A31017106"	2017	429.076
"A15000227"	2008	429.289
"B82393778"	2014	429.577
"A28164374"	2011	429.74
"B39026604"	2008	429.777
"A12002887"	2016	430.059
"A31003247"	2012	430.379
"B35027143"	2015	430.571
"B46142485"	2013	430.632
"A78831369"	2007	431.03
