nif	year	n_empleados
"A81000028"	2013	14
"A09205550"	2015	14
"A28173573"	2014	14
"A09354176"	2015	14
"B83680322"	2016	14
"B82852831"	2008	14
"B82274135"	2017	14
"A50889955"	2010	14
"B46039061"	2016	15
"B18012831"	2016	15
"A09018730"	2016	15
"A78526811"	2016	15
"A12017919"	2012	15
"A22001721"	2013	15
"A15010994"	2015	15
"A81041147"	2007	15
"A81047375"	2014	15
"A23022874"	2012	15
"B41441387"	2014	15
"B81248361"	2011	15
"A39022124"	2009	15
"A82485335"	2010	15
"A46072823"	2016	15
"B18547281"	2012	15
"A03017886"	2016	15
"A28173573"	2012	15
"A24004103"	2017	15
"A15016595"	2008	15
"A08713869"	2013	15
"A04007811"	2015	15
"A31024458"	2015	15
"A96646880"	2012	15
"B31027097"	2010	15
"A46072823"	2012	15
"A08737249"	2007	15
"A11902814"	2010	15
"A81487027"	2015	15
"A25529074"	2012	15
"A33008921"	2007	15
"B06368674"	2014	15
"A78831369"	2009	15
"A50017334"	2012	15
"A28110971"	2011	15
"B31784895"	2015	15
"A23010200"	2010	15
"A33055138"	2013	15
"A26297663"	2011	15
"A23010200"	2017	15
"A33126244"	2017	15
"A33126244"	2013	15
"B43241769"	2015	15
"A82843129"	2010	15
"A08639643"	2015	15
"A14580385"	2016	15
"B31784895"	2017	15
"A12016143"	2015	15
"A08098576"	2015	15
"A04413340"	2014	15
"A23022874"	2013	15
"B18547281"	2013	15
"A82405788"	2010	15
"A28321313"	2015	15
"A08737249"	2008	15
"A28294718"	2010	15
"A28827335"	2009	15
"B82899550"	2013	15
"B41042995"	2017	15
"A82683459"	2015	15
"B82899550"	2014	15
"A33008921"	2008	15
"A07216948"	2012	15
"A48110381"	2008	15
"B41045089"	2017	15
"A28110971"	2012	15
"B50997949"	2016	15
"A12405577"	2008	15
"A16004665"	2012	15
"A74136060"	2015	15
"B82899550"	2017	15
"A08200032"	2017	15
"A16004665"	2014	15
"A22174932"	2016	15
"B30033666"	2010	15
"A08737249"	2009	15
"A39031620"	2015	15
"B28460681"	2012	15
"A01035807"	2015	15
"B84311760"	2016	15
"A22001721"	2012	15
"A81200511"	2013	15
"A28827335"	2017	15
"B30033666"	2009	15
"B03035854"	2007	15
"B45018017"	2011	15
"A81200511"	2012	15
"B46039061"	2017	15
"F50011139"	2017	15
"B60338290"	2017	15
"A01035807"	2008	15
"A53817359"	2015	15
"A41002841"	2016	15
"A22174932"	2017	15
"B48841282"	2013	15
"A03017886"	2017	15
"B30033666"	2014	15
"A83048363"	2012	15
"A08906208"	2012	15
"B97307086"	2013	15
"B35642198"	2015	15
"A31003304"	2017	15
"B36010098"	2016	15
"A22174932"	2015	15
"B28460681"	2015	15
"A23010200"	2016	15
"A08639643"	2016	15
"B41062548"	2012	15
"A38027637"	2016	15
"B31784895"	2014	15
"F21339106"	2015	15
"A33026980"	2017	15
"B28193340"	2012	15
"B79650305"	2013	15
"A28294718"	2011	15
"A01035807"	2007	15
"A48081061"	2009	15
"A78831369"	2015	15
"A15010994"	2014	15
"B11415387"	2013	15
"A41002809"	2014	15
"A23010200"	2015	15
"A15010994"	2013	15
"A28548220"	2014	15
"A46122065"	2016	15
"A08425902"	2014	15
"B31027097"	2011	15
"B79650305"	2012	15
"A41059445"	2010	15
"A15016595"	2016	15
"A50017334"	2011	15
"B41441387"	2017	15
"A48110381"	2010	15
"A04413340"	2017	15
"A48110381"	2013	15
"B82612896"	2012	15
"B08373250"	2012	15
"B41441387"	2015	15
"A12017919"	2013	15
"A41088493"	2009	15
"A33126244"	2014	15
"B82899550"	2012	15
"A28448538"	2015	15
"A82405788"	2015	15
"A22001721"	2007	15
"F50011139"	2015	15
"A09205550"	2014	15
"A48104905"	2017	15
"A15010994"	2012	15
"A50017334"	2017	15
"A28023422"	2008	15
"A12017919"	2014	15
"B01213032"	2014	15
"A78831369"	2008	15
"B03078391"	2017	15
"A15016595"	2009	15
"A82494931"	2011	15
"A33026980"	2011	15
"A08563769"	2014	15
"A22001721"	2014	15
"A79049797"	2014	15
"A57277709"	2017	15
"A46035770"	2011	15
"A29027901"	2013	16
"A07427081"	2015	16
"B20332870"	2011	16
"A84534627"	2016	16
"A33026980"	2013	16
"A81487027"	2016	16
"B31027097"	2008	16
"A48110381"	2014	16
"B06422877"	2016	16
"A31003304"	2010	16
"A24022196"	2014	16
"A08346116"	2011	16
"A15016595"	2014	16
"B41045089"	2016	16
"A30038764"	2013	16
"B08373250"	2014	16
"B43241769"	2008	16
"A31003304"	2011	16
"A28085686"	2017	16
"A08091894"	2015	16
"A08091894"	2014	16
"A78100609"	2010	16
"A17447061"	2013	16
"A28485571"	2017	16
"A33609587"	2016	16
"A33026980"	2015	16
"A58394941"	2017	16
"B37015526"	2016	16
"B28193340"	2011	16
"A38356937"	2013	16
"A29027901"	2012	16
"B43241769"	2009	16
"A23022874"	2009	16
"A22174932"	2011	16
"A22174932"	2013	16
"B28460681"	2013	16
"A08013898"	2010	16
"A62332580"	2013	16
"B01376615"	2017	16
"A08091894"	2013	16
"A81000028"	2015	16
"B38030045"	2015	16
"B38025920"	2016	16
"A08346116"	2014	16
"A08667016"	2014	16
"A80959612"	2009	16
"A82854811"	2009	16
"B28361350"	2016	16
"A15016595"	2013	16
"A46072203"	2017	16
"A12363529"	2013	16
"A22001721"	2008	16
"B31027097"	2012	16
"A23010200"	2011	16
"A08737249"	2012	16
"A43702745"	2014	16
"A30038764"	2012	16
"A33055138"	2014	16
"A30038764"	2014	16
"A28294718"	2014	16
"A08013898"	2011	16
"B36010098"	2010	16
"A08737249"	2015	16
"A28556504"	2012	16
"A41762386"	2011	16
"A28192532"	2017	16
"A08300774"	2013	16
"B48108898"	2013	16
"A15016595"	2012	16
"A12016143"	2016	16
"A28145498"	2012	16
"A80959612"	2008	16
"A22174932"	2012	16
"A08300774"	2014	16
"A22012223"	2016	16
"A82405788"	2011	16
"A28321313"	2014	16
"B07650112"	2014	16
"B82899550"	2016	16
"A41059445"	2015	16
"B03078391"	2016	16
"B08156036"	2010	16
"A04325494"	2017	16
"B28460681"	2016	16
"A81000028"	2016	16
"A28556504"	2013	16
"A84780055"	2017	16
"A58394941"	2016	16
"A29027901"	2014	16
"B37015526"	2017	16
"B28460681"	2017	16
"F10017804"	2013	16
"A12405577"	2010	16
"A15016595"	2011	16
"B11415387"	2014	16
"A83826362"	2011	16
"B16007551"	2015	16
"A39022124"	2016	16
"B04348579"	2008	16
"A39031620"	2013	16
"A38013272"	2016	16
"A59990580"	2010	16
"A39031620"	2014	16
"B50561968"	2012	16
"A38027637"	2012	16
"B41441387"	2016	16
"B27007897"	2017	16
"A13005384"	2008	16
"B31027097"	2007	16
"A41059445"	2012	16
"B31027097"	2013	16
"B41441387"	2013	16
"A48110381"	2009	16
"A28117026"	2016	16
"A78526811"	2017	16
"A28037240"	2011	16
"B48108898"	2014	16
"A28321313"	2013	16
"A78831369"	2011	16
"A48110381"	2015	16
"B06368674"	2013	16
"B23014848"	2017	16
"A57082570"	2012	16
"B38425070"	2017	16
"B50997949"	2017	16
"A23010200"	2013	16
"B43636075"	2014	16
"B81231516"	2013	16
"F10017804"	2012	16
"B50561968"	2011	16
"B08373250"	2013	16
"A11902814"	2017	16
"A46122065"	2013	16
"A48093421"	2011	16
"A38013272"	2017	16
"A46126686"	2009	16
"A28173573"	2008	16
"A28273241"	2010	16
"A28192532"	2016	16
"A08091894"	2016	16
"A41059445"	2013	16
"A15016595"	2010	16
"A28556504"	2008	16
"A08737249"	2010	16
"A22012223"	2017	16
"A78831369"	2010	16
"A83932475"	2013	16
"B08156036"	2013	16
"F50011139"	2016	16
"A08013898"	2012	16
"A28110971"	2013	16
"B96990015"	2015	16
"B23014848"	2016	16
"A23022874"	2010	16
"A35047778"	2015	16
"A28827335"	2010	16
"A28294718"	2015	16
"A40004731"	2016	16
"A14580385"	2017	16
"A33026980"	2012	16
"B79945150"	2011	16
"A40004731"	2017	16
"A81000028"	2017	16
"A41002841"	2015	16
"A96974340"	2014	16
"A38027637"	2014	16
"B06422877"	2017	16
"A33126244"	2016	16
"A01161066"	2017	16
"B38025920"	2015	16
"A08737249"	2011	16
"B22004113"	2016	17
"B46151411"	2011	17
"A04016952"	2007	17
"B31064082"	2014	17
"A28814135"	2009	17
"B21376942"	2015	17
"B35054006"	2009	17
"A08737249"	2013	17
"B35054006"	2012	17
"B31027097"	2017	17
"A28145498"	2011	17
"A31024458"	2014	17
"A38013272"	2010	17
"A23010200"	2012	17
"B41042995"	2016	17
"A28556504"	2015	17
"B96990015"	2016	17
"A28412724"	2017	17
"A09214636"	2017	17
"A08200032"	2016	17
"A15016595"	2015	17
"B50561968"	2013	17
"A92111871"	2012	17
"A35047778"	2014	17
"A78018421"	2007	17
"A07427081"	2012	17
"A28117026"	2014	17
"A20779849"	2016	17
"A53552634"	2012	17
"A08063372"	2009	17
"A48081061"	2014	17
"B82432725"	2015	17
"A28556504"	2017	17
"A07033491"	2016	17
"B03078391"	2015	17
"A31180060"	2016	17
"A28556504"	2014	17
"A78831369"	2014	17
"A08013898"	2015	17
"A33126244"	2015	17
"A28505402"	2017	17
"A31180060"	2013	17
"A31180060"	2009	17
"A08607988"	2017	17
"A28145498"	2013	17
"A33600107"	2013	17
"A14000939"	2012	17
"A21010616"	2014	17
"B48441497"	2015	17
"A35047778"	2013	17
"A28505402"	2013	17
"A28292084"	2007	17
"B48841282"	2014	17
"B31027097"	2014	17
"A78831369"	2012	17
"A08013898"	2008	17
"A31180060"	2015	17
"A28505402"	2016	17
"B83541912"	2014	17
"A33609587"	2015	17
"A08063372"	2008	17
"A31030901"	2017	17
"A08346116"	2013	17
"A40004731"	2015	17
"B48841282"	2015	17
"B30033666"	2012	17
"A08013898"	2009	17
"A20028676"	2016	17
"B08156036"	2009	17
"F95073748"	2009	17
"A78831369"	2016	17
"A61351540"	2017	17
"A15685324"	2012	17
"A48081061"	2010	17
"A08563769"	2017	17
"B35054006"	2010	17
"A33015728"	2007	17
"A31394356"	2013	17
"B46051116"	2012	17
"A38013272"	2008	17
"A41002841"	2014	17
"A28686111"	2012	17
"A33609587"	2014	17
"B45005279"	2017	17
"A46072203"	2016	17
"B31784895"	2013	17
"A31180060"	2010	17
"B39446315"	2007	17
"A73093734"	2012	17
"A28117026"	2015	17
"A09354176"	2016	17
"A79203568"	2017	17
"B46162418"	2015	17
"B11469491"	2008	17
"A78831369"	2017	17
"A08200032"	2015	17
"B83156745"	2009	17
"A08139339"	2017	17
"A28505402"	2014	17
"A33055138"	2016	17
"B43241769"	2014	17
"A46131769"	2017	17
"B96952635"	2011	17
"B06341333"	2017	17
"B45018017"	2016	17
"A28321313"	2017	17
"A08646143"	2012	17
"B30033666"	2013	17
"A04047700"	2016	17
"A22001721"	2010	17
"B47009626"	2011	17
"A79049797"	2013	17
"A38013272"	2009	17
"A28686111"	2011	17
"A28505402"	2007	17
"A28662005"	2017	17
"A04325494"	2010	17
"A92111871"	2011	17
"B30033666"	2011	17
"A08346116"	2012	17
"A08639643"	2014	17
"A92111871"	2013	17
"A46126686"	2011	17
"A92111871"	2014	17
"A28458826"	2013	17
"B60653466"	2014	17
"A39031620"	2017	17
"B45018017"	2012	17
"B03072576"	2017	17
"B02419273"	2015	17
"A12016143"	2014	17
"A04325494"	2011	17
"A41920943"	2010	17
"A30025555"	2015	17
"A79203568"	2016	17
"A28458826"	2014	17
"B83045674"	2010	17
"B28205532"	2014	17
"A41920943"	2014	17
"A48081061"	2012	17
"B46151411"	2012	17
"A08013898"	2014	17
"F95073748"	2008	17
"B30033666"	2008	17
"B30033666"	2007	17
"A31180060"	2008	17
"A26020198"	2010	18
"A33055138"	2015	18
"A20008579"	2009	18
"B07650112"	2015	18
"A35004399"	2016	18
"B03072576"	2016	18
"A81487027"	2017	18
"A08091894"	2012	18
"A23022874"	2016	18
"A28496438"	2017	18
"B08156036"	2016	18
"A20055380"	2008	18
"A25022609"	2013	18
"A36561595"	2016	18
"B31694912"	2009	18
"B31067697"	2017	18
"A41088493"	2010	18
"B28218287"	2014	18
"A28245009"	2012	18
"A25022609"	2012	18
"A46105532"	2010	18
"A38013272"	2013	18
"A08482952"	2014	18
"A28111342"	2014	18
"A32226037"	2012	18
"A32226037"	2011	18
"B41008970"	2017	18
"A48009773"	2016	18
"B30029110"	2008	18
"B46151411"	2013	18
"A38010997"	2009	18
"A81041147"	2010	18
"B28193340"	2014	18
"A24015406"	2015	18
"B08156036"	2007	18
"A41022989"	2009	18
"B08156036"	2017	18
"A48081061"	2013	18
"A41088493"	2011	18
"A08091894"	2017	18
"A28456119"	2017	18
"A81041147"	2008	18
"A28145498"	2014	18
"A01161066"	2016	18
"A53552634"	2013	18
"A50029800"	2014	18
"A39031620"	2016	18
"B28218816"	2015	18
"B62725320"	2011	18
"B21376942"	2014	18
"A81200511"	2014	18
"B84348622"	2015	18
"A38013272"	2011	18
"A28574044"	2016	18
"A08906208"	2013	18
"B08156036"	2008	18
"A30007231"	2015	18
"A39022124"	2010	18
"B48070155"	2007	18
"A26297663"	2014	18
"B27013382"	2015	18
"A28245009"	2011	18
"A20008579"	2011	18
"B19179662"	2009	18
"A33055138"	2017	18
"A08630808"	2017	18
"A83741967"	2013	18
"A41002841"	2012	18
"A23022874"	2017	18
"A08218133"	2015	18
"A33600107"	2015	18
"A28110971"	2014	18
"A08290975"	2011	18
"B28250090"	2016	18
"A31180060"	2012	18
"B01267277"	2007	18
"B11415387"	2012	18
"A92111871"	2017	18
"B03051927"	2012	18
"B35018332"	2012	18
"B47009626"	2012	18
"A07802218"	2016	18
"A26020198"	2011	18
"A38013272"	2014	18
"B63031660"	2016	18
"A28173573"	2007	18
"B06341333"	2014	18
"B06341333"	2016	18
"A22012223"	2012	18
"A20008579"	2010	18
"A79203568"	2013	18
"A47091632"	2007	18
"A22012223"	2013	18
"A36632875"	2008	18
"A45445210"	2012	18
"A28814135"	2010	18
"A06163851"	2017	18
"A08218133"	2017	18
"A08737249"	2014	18
"A41920943"	2009	18
"A28294718"	2016	18
"B20049615"	2014	18
"B60338290"	2015	18
"A08091894"	2011	18
"A41088493"	2015	18
"B60653466"	2015	18
"A49005861"	2012	18
"A22012223"	2008	18
"A28117026"	2017	18
"B34226514"	2015	18
"B84348622"	2014	18
"A41002841"	2013	18
"A22012223"	2015	18
"A28458826"	2012	18
"A38013272"	2015	18
"A07033491"	2017	18
"A08218133"	2016	18
"A11902814"	2013	18
"A28456119"	2016	18
"A79203568"	2015	18
"A25022609"	2010	18
"A46072203"	2015	18
"A46131769"	2016	18
"A28245009"	2015	18
"A08563769"	2016	18
"A28245009"	2014	18
"B62409065"	2008	18
"B43636075"	2012	18
"A58664764"	2012	18
"A26297663"	2012	18
"A31024458"	2013	18
"B83588657"	2014	18
"B38025920"	2017	18
"A28245009"	2013	18
"A07802218"	2015	18
"B28555001"	2013	18
"A08906208"	2014	18
"A22012223"	2011	18
"B82432725"	2016	18
"A28070167"	2016	18
"A84534627"	2014	18
"A13005384"	2009	18
"B41042995"	2015	18
"A22012223"	2009	18
"A08482952"	2013	18
"B35018332"	2011	18
"A63645220"	2015	18
"A48081061"	2015	18
"A08069809"	2011	18
"F04030672"	2008	18
"A38013272"	2012	18
"B31067168"	2015	18
"A24015802"	2013	18
"A09214636"	2015	18
"B92554765"	2015	18
"B84311760"	2017	18
"B28072205"	2016	18
"B28460681"	2014	18
"B96990015"	2017	18
"A28645000"	2015	18
"A41088493"	2012	18
"A80959612"	2011	18
"A28085686"	2016	18
"F06312920"	2010	18
"A41920943"	2016	18
"B31027097"	2016	18
"A03057221"	2009	18
"A15010994"	2008	18
"B31027097"	2015	18
"A28292084"	2008	18
"B20049615"	2011	18
"A08425902"	2013	18
"A08069809"	2010	18
"A28164374"	2013	19
"A28487007"	2011	19
"A04047700"	2013	19
"A33034695"	2016	19
"A41088493"	2013	19
"A28729424"	2013	19
"A08069809"	2017	19
"B46151411"	2014	19
"B83393223"	2014	19
"B50561968"	2008	19
"A46072203"	2014	19
"A08425902"	2011	19
"A08347452"	2013	19
"A46105532"	2017	19
"A28321313"	2011	19
"A22009690"	2016	19
"B15516933"	2011	19
"A28662005"	2010	19
"A08347452"	2014	19
"A28273241"	2014	19
"B99004541"	2014	19
"A03033164"	2015	19
"A78688934"	2011	19
"B59886531"	2016	19
"A25022609"	2015	19
"A08013898"	2013	19
"B36010098"	2015	19
"A25022609"	2014	19
"A08013898"	2016	19
"B59886531"	2017	19
"A08139339"	2013	19
"A28496438"	2015	19
"B29014826"	2012	19
"A08607988"	2012	19
"A08290975"	2013	19
"A08639643"	2011	19
"A28556504"	2011	19
"A48093421"	2012	19
"F06312920"	2012	19
"A33607573"	2009	19
"A08479933"	2017	19
"A15010994"	2007	19
"A83048363"	2014	19
"A04016952"	2008	19
"A25022609"	2016	19
"A09214636"	2016	19
"A01016591"	2010	19
"A14000939"	2014	19
"B81907776"	2016	19
"A28023422"	2014	19
"A08607988"	2014	19
"A22012223"	2010	19
"A08007056"	2017	19
"A63645220"	2016	19
"B29682135"	2013	19
"A35028570"	2007	19
"B11415387"	2015	19
"A08013898"	2017	19
"A04325494"	2012	19
"B28113991"	2016	19
"A82485335"	2011	19
"A41002809"	2015	19
"A33034695"	2014	19
"A07216948"	2013	19
"B20049615"	2012	19
"A59119917"	2007	19
"A26297663"	2013	19
"A28023422"	2009	19
"A81944324"	2008	19
"A28574101"	2012	19
"A08290975"	2012	19
"A46105532"	2013	19
"A24004103"	2011	19
"A08607988"	2015	19
"B28205532"	2016	19
"A08063372"	2011	19
"B28205532"	2015	19
"A25529074"	2013	19
"A28487007"	2010	19
"A81041147"	2009	19
"A46105532"	2008	19
"B28193340"	2016	19
"A03033164"	2016	19
"B50561968"	2014	19
"A24015406"	2016	19
"A28674489"	2013	19
"A41088493"	2016	19
"F50561091"	2008	19
"B48070155"	2012	19
"A08704520"	2007	19
"A39008305"	2017	19
"F38008579"	2008	19
"A12405577"	2011	19
"B11415387"	2016	19
"A39008305"	2016	19
"B43241769"	2013	19
"A08425902"	2012	19
"A08182206"	2016	19
"B08156036"	2015	19
"A41084740"	2014	19
"F06312920"	2011	19
"A28145498"	2010	19
"A38027637"	2015	19
"A33015728"	2009	19
"A41920943"	2012	19
"A08069809"	2009	19
"A04047700"	2011	19
"A08639643"	2012	19
"A46134250"	2016	19
"A22013072"	2017	19
"A28295038"	2017	19
"A62332580"	2011	19
"A28412724"	2014	19
"A48029847"	2017	19
"B45018017"	2013	19
"A39022124"	2012	19
"A41002809"	2016	19
"A08607988"	2016	19
"A28487007"	2009	19
"A82485335"	2012	19
"A46105532"	2016	19
"A78831369"	2013	19
"A46126686"	2013	19
"A08578395"	2015	19
"F38008579"	2007	19
"F50561091"	2007	19
"A03030350"	2017	19
"A28729424"	2011	19
"A40006371"	2017	19
"A28496438"	2016	19
"A83048363"	2013	19
"B48841282"	2016	19
"B50561968"	2009	19
"A84534627"	2013	19
"A22001721"	2011	19
"A28729424"	2016	19
"A08091894"	2008	19
"A28458826"	2015	19
"A59990580"	2011	19
"B23014848"	2011	19
"A25022609"	2011	19
"B08156036"	2012	19
"A08069809"	2012	19
"F50561091"	2009	19
"A28164374"	2011	19
"A82485335"	2013	19
"A33015728"	2008	19
"A28164374"	2012	19
"A33034695"	2015	19
"B28113991"	2017	19
"A48081061"	2011	19
"A32006611"	2015	20
"B27014398"	2016	20
"A41022989"	2010	20
"B17228081"	2007	20
"B01267277"	2008	20
"A41022989"	2011	20
"A28412724"	2013	20
"A28294718"	2017	20
"A28164374"	2007	20
"A08687204"	2010	20
"A48081061"	2016	20
"A03030350"	2016	20
"A28441269"	2013	20
"A78400603"	2011	20
"B50561968"	2017	20
"A28329480"	2016	20
"A08687204"	2008	20
"A08713869"	2016	20
"B27014398"	2012	20
"A40163909"	2009	20
"B47572367"	2015	20
"B18012831"	2014	20
"A08404253"	2010	20
"F50561091"	2010	20
"A48050124"	2007	20
"A08713869"	2014	20
"A12021267"	2012	20
"A15072622"	2007	20
"A28145498"	2015	20
"B46151411"	2009	20
"A28416154"	2013	20
"A30035034"	2017	20
"B46039061"	2015	20
"A08642886"	2014	20
"A29955093"	2017	20
"A46023255"	2010	20
"A28173573"	2009	20
"B28120012"	2007	20
"B03072576"	2011	20
"B07650112"	2016	20
"A48050124"	2016	20
"B27014398"	2014	20
"B48841282"	2017	20
"B83211318"	2012	20
"A08007056"	2015	20
"A46126686"	2008	20
"A82485335"	2014	20
"B38030045"	2016	20
"F06312920"	2013	20
"A03035417"	2014	20
"A40006371"	2014	20
"A46115101"	2017	20
"A29955093"	2010	20
"B30029110"	2010	20
"B28120012"	2017	20
"B27014398"	2015	20
"B38025920"	2013	20
"A78355278"	2009	20
"A82501545"	2010	20
"A08063372"	2013	20
"A08139339"	2012	20
"A07427081"	2014	20
"A08404253"	2011	20
"A21391917"	2012	20
"A13005384"	2010	20
"A28814135"	2011	20
"A15072622"	2008	20
"A28636025"	2012	20
"A28173573"	2010	20
"B07029465"	2017	20
"A28086858"	2014	20
"B20049615"	2013	20
"A12017919"	2008	20
"B28376184"	2009	20
"B28498210"	2012	20
"A46082228"	2017	20
"A48050124"	2009	20
"A08063372"	2010	20
"B07650112"	2017	20
"B27014398"	2013	20
"B38030045"	2017	20
"B11415387"	2017	20
"B50561968"	2016	20
"A28612208"	2014	20
"A63746275"	2016	20
"B28113991"	2012	20
"A46082228"	2015	20
"B39446315"	2013	20
"A22012223"	2014	20
"A41087404"	2010	20
"A46126686"	2014	20
"B38008983"	2008	20
"A08404253"	2015	20
"B30029110"	2009	20
"B82432725"	2017	20
"A47091632"	2008	20
"B27014398"	2017	20
"B38008983"	2009	20
"A07427081"	2013	20
"A63645220"	2017	20
"A41084740"	2017	20
"A14000939"	2011	20
"A28273241"	2009	20
"A81808966"	2017	20
"B04018495"	2012	20
"A73093734"	2016	20
"B03072576"	2012	20
"A48050124"	2008	20
"A08304628"	2014	20
"B27007897"	2016	20
"B28498210"	2007	20
"A15072622"	2009	20
"A40006371"	2013	20
"A36643450"	2017	20
"A40006371"	2012	20
"A62332580"	2012	20
"B46039061"	2011	20
"A28556504"	2010	20
"A82485335"	2015	20
"A28086858"	2010	20
"B46151411"	2010	20
"A15072622"	2010	20
"A22201164"	2011	20
"F50561091"	2012	20
"A28612208"	2017	20
"A48061675"	2015	20
"A08007056"	2016	20
"A24011165"	2017	20
"B63031660"	2015	20
"B46131371"	2016	20
"A46126686"	2010	20
"B46151411"	2007	20
"A28245009"	2009	20
"B03078391"	2014	20
"B46151411"	2008	20
"A12021267"	2014	20
"A20015137"	2017	20
"A32006611"	2016	20
"B28120012"	2014	20
"A28674489"	2014	20
"B23289580"	2014	20
"A28494482"	2012	20
"A28441269"	2010	20
"A28164374"	2010	20
"A08639643"	2013	20
"B38427845"	2014	20
"A22201164"	2013	20
"A12016143"	2009	20
"A61587358"	2013	20
"A31180060"	2014	20
"A08404253"	2017	20
"A40006371"	2015	20
"A08091894"	2010	20
"A28145498"	2016	20
"A28164374"	2008	20
"A50032325"	2017	20
"A41084740"	2015	20
"A28164374"	2009	20
"F06305007"	2017	20
"A28612208"	2013	20
"A24011165"	2015	20
"B28113991"	2013	20
"B46155271"	2016	20
"A29955093"	2007	20
"B36010098"	2012	20
"B04018495"	2011	20
"A28292084"	2009	20
"A28273241"	2008	20
"B39026604"	2007	20
"B50561968"	2015	20
"B08359093"	2009	20
"A53817359"	2016	20
"A38013744"	2008	20
"A31030901"	2016	20
"A82405788"	2012	20
"A28675908"	2012	21
"A81200511"	2015	21
"A46072203"	2013	21
"B31850977"	2015	21
"A08466187"	2016	21
"A08639643"	2007	21
"A28636025"	2013	21
"A08533945"	2010	21
"F50561091"	2011	21
"A83826362"	2012	21
"A21010616"	2016	21
"A46105532"	2014	21
"F50561091"	2014	21
"B79650305"	2015	21
