nif	year	coste_mercaderias
"A28711893"	2010	239.026
"A31737455"	2013	239.399
"A97628242"	2017	239.901
"A28711893"	2009	241.392
"A62977186"	2017	241.557
"A31737455"	2012	241.682
"A20056248"	2015	241.821
"B57362105"	2016	241.86
"B28218816"	2015	242.678
"A28416154"	2013	243.397
"A33014176"	2010	243.591
"B83495101"	2013	243.766
"A30046320"	2012	244.534
"B45005279"	2016	245.178
"A34129635"	2008	245.38
"A85270965"	2016	247.746
"B62173604"	2013	248
"A33614082"	2017	248.962
"A28612208"	2014	249.866
"B91372748"	2017	250.423
"A34129635"	2015	250.889
"A28396042"	2015	252
"A33014176"	2014	253.984
"B21259726"	2008	254.19
"B34224923"	2015	254.519
"B11018462"	2008	254.92
"A46030680"	2017	254.961
"A78343977"	2011	256.882
"A31194905"	2009	258
"A30046320"	2014	258.696
"A31737455"	2014	258.774
"A53242152"	2015	259.645
"A12016143"	2009	262.754
"B28120012"	2013	264.36
"B50938489"	2010	264.622
"A12016143"	2017	264.78
"A82307117"	2010	265
"B11018462"	2010	265.529
"A33614082"	2013	265.838
"A09022963"	2013	267.131
"B08373250"	2007	268.352
"B96952635"	2011	269.736
"A82854811"	2013	271.696
"A35014414"	2016	271.967
"A36643450"	2013	272.005
"A34129635"	2010	274.881
"A17007014"	2010	275.456
"A08121089"	2016	275.503
"A78267309"	2014	276.2
"A23205289"	2011	276.309
"A97043772"	2015	279.967
"A80632573"	2010	280.107
"A78343977"	2017	280.738
"A57346926"	2015	281.611
"A35515485"	2015	281.932
"A07123441"	2011	282.276
"A08192965"	2017	282.609
"A82501545"	2007	283.08
"A34129635"	2014	283.298
"B97526008"	2014	283.348
"A28711893"	2012	283.612
"A82501545"	2008	284.88
"A46030680"	2016	285.085
"A82854811"	2012	285.349
"B83495101"	2014	286.676
"A38027637"	2012	286.986
"A34129635"	2009	288.101
"A28711893"	2008	288.561
"A33014176"	2016	288.831
"B24014292"	2017	289.157
"A12105029"	2007	289.284
"A34129635"	2013	289.412
"B57362105"	2015	291.358
"A34129635"	2012	291.702
"B62263272"	2012	292.315
"A14336143"	2012	293.035
"A12016143"	2016	293.42
"B07985609"	2010	294.075
"B30020226"	2016	294.744
"A26270322"	2016	294.988
"B28376184"	2007	296.177
"A33014176"	2017	296.845
"A33614082"	2016	296.907
"B84894377"	2016	297.294
"A30046320"	2015	297.547
"A29350139"	2014	298.33
"A46030680"	2015	298.983
"A15685324"	2016	299.528
"A41002809"	2017	299.693
"A09022963"	2011	301.448
"A53242152"	2010	302.098
"A14336143"	2015	303
"A85280253"	2016	303
"A97043772"	2011	303.012
"A31737455"	2015	303.558
"A28134534"	2008	305.976
"A28485571"	2017	306.415
"A34129635"	2011	307.838
"A82683434"	2014	308.092
"A78343977"	2012	308.788
"B08125940"	2008	308.91
"B39021217"	2008	309.927
"A14336143"	2013	311.105
"A08365413"	2008	312.427
"B47014568"	2008	312.554
"A61710687"	2016	315.052
"A15020795"	2015	315.601
"A28192532"	2007	315.815
"B30034730"	2016	317.333
"B28218816"	2010	318.216
"A15020795"	2016	318.484
"A82275306"	2007	318.692
"A14336143"	2017	320
"A31194905"	2008	323
"B62385067"	2009	324.022
"B08912669"	2014	326
"A82026840"	2017	326.044
"A97043772"	2012	327.502
"B03046158"	2016	328.256
"B38425070"	2010	329.324
"A78400603"	2009	329.676
"B45018017"	2017	329.893
"B39021217"	2016	333.741
"A26270322"	2007	337.102
"A82026840"	2016	337.773
"A35101732"	2015	338.303
"A53242152"	2013	338.523
"A13008461"	2007	339.231
"A97043772"	2009	339.452
"A97043772"	2014	340.137
"A97617773"	2013	340.413
"B58222548"	2008	340.729
"B46043238"	2010	341.552
"A82026840"	2009	342.131
"B15596331"	2009	342.197
"A92030402"	2009	343.279
"A28487601"	2013	343.295
"A82335746"	2008	344.61
"B39021217"	2017	345.314
"A91369819"	2013	345.463
"A12016143"	2010	345.729
"A78343977"	2013	347.368
"A97043772"	2010	347.724
"B08552614"	2017	348.281
"A35046572"	2010	348.896
"B08912669"	2012	349.288
"A97043772"	2013	349.937
"A62977186"	2015	350.03
"A29955093"	2009	350.381
"A85270965"	2017	350.917
"A08224107"	2010	353.177
"A30046320"	2009	355.526
"A06008411"	2017	356.875
"A11609682"	2009	357.2
"B07685779"	2007	357.449
"A29955093"	2008	358.7
"A30046320"	2008	359.25
"A29661394"	2007	362.713
"B57175283"	2011	363.2
"A15685324"	2017	363.62
"B17002049"	2011	363.703
"A41027723"	2009	363.835
"A61831681"	2013	364.794
"A08224107"	2008	365.336
"A41059445"	2017	366.093
"A33373622"	2013	366.454
"B39021217"	2011	367.226
"A26270322"	2017	368.014
"B39021217"	2013	370.624
"A28801942"	2009	372.631
"A61831681"	2011	373.336
"A47011721"	2016	373.626
"B46131371"	2016	373.659
"A07059058"	2012	374.431
"A46115101"	2017	375.065
"A07059058"	2009	376.421
"B28120012"	2012	377.681
"A31194905"	2013	378
"A61831681"	2012	379.759
"B84598192"	2014	379.771
"A45010543"	2017	379.782
"A06008411"	2012	380.127
"A08224545"	2009	381.321
"B39021217"	2009	381.49
"B12523601"	2008	382.66
"A45445210"	2016	383
"A08121089"	2012	383.401
"A28392033"	2016	383.46
"A07190309"	2011	383.902
"A29350139"	2016	383.959
"B39021217"	2010	384.053
"A06008411"	2013	384.37
"A11609682"	2017	384.437
"A08405490"	2016	385.58
"A09354176"	2015	388.712
"B39021217"	2014	389.129
"A06008411"	2016	390.213
"A28711893"	2013	391.355
"A08170151"	2007	391.86
"A17007014"	2013	392.437
"B15596331"	2010	392.666
"A82026840"	2010	392.701
"A08128910"	2008	392.976
"A78343977"	2014	393.491
"A08224107"	2009	393.714
"B39021217"	2012	394.167
"A08224107"	2007	395.103
"A13008461"	2009	395.578
"B03035854"	2009	396.139
"A61831681"	2008	397.017
"A07059058"	2011	397.667
"A82026840"	2012	397.777
"A12105029"	2008	397.93
"A61831681"	2010	398.523
"B43590272"	2009	399.021
"A97043772"	2008	400.639
"A07190291"	2017	401.842
"A85280253"	2017	405
"A28080489"	2010	405.528
"A08121089"	2017	406.78
"A61831681"	2009	408.353
"B84598192"	2015	408.676
"A08285363"	2010	409.464
"A46406930"	2010	409.861
"A81438145"	2009	410.068
"B41070020"	2014	410.404
"A28456119"	2010	410.938
"B41591165"	2015	411.322
"A07244023"	2009	412.069
"A30038020"	2015	412.912
"A46105532"	2010	412.947
"A29350139"	2015	415.279
"B43587120"	2009	417.043
"B27014398"	2012	417.14
"A82026840"	2015	417.37
"B35046630"	2017	418.531
"A78343977"	2015	418.938
"A35515485"	2017	419.819
"A08224545"	2011	420.225
"B03072857"	2017	420.455
"A23022783"	2014	420.725
"B84894377"	2017	422.184
"A48083927"	2012	422.65
"A31737455"	2011	422.972
"B84871607"	2017	423
"A82854811"	2011	423.285
"A82026840"	2013	424.401
"B47572367"	2014	424.497
"A08365413"	2009	424.989
"A08224545"	2010	425.392
"B39021217"	2015	425.719
"A29955093"	2010	426.247
"A28148898"	2008	429
"B19179662"	2011	429.452
"B08125940"	2013	432.114
"A43035708"	2010	432.22
"A82026840"	2011	432.37
"A08121089"	2013	434.382
"A28612208"	2010	434.464
"A13008461"	2008	434.798
"A07123441"	2010	435.043
"A48840359"	2016	436
"A03057486"	2009	438.498
"A81438145"	2010	440.956
"A62977186"	2016	441.307
"A50335918"	2009	442.812
"B08552614"	2016	443.141
"B11018462"	2009	443.641
"A41027723"	2017	444.074
"B28193340"	2008	444.773
"B46043238"	2009	445.28
"A06008411"	2014	445.52
"B62263272"	2011	445.627
"A39023759"	2013	447.594
"B46043238"	2012	447.903
"A11609682"	2016	447.918
"A83826362"	2015	448.765
"A82026840"	2014	448.977
"A45010543"	2016	449.281
"A28801942"	2015	449.477
"A95444519"	2017	450.493
"A03057486"	2011	452.019
"B46043238"	2013	452.265
"B46043238"	2011	452.802
"A81438145"	2011	453.023
"A08170151"	2014	454
"A06244131"	2017	454.219
"B46043238"	2014	454.661
"A50335918"	2016	454.899
"B35388867"	2011	455.414
"A08802068"	2017	455.653
"A29955093"	2015	456.678
"A06008411"	2015	458.193
"A08123226"	2010	458.41
"A35046572"	2009	458.851
"A08121089"	2015	459.467
"B03072857"	2016	459.513
"A18012930"	2017	459.623
"A08121089"	2014	459.673
"A39023759"	2012	460.185
"B45005279"	2009	461.064
"A11609682"	2011	463.397
"A80632573"	2007	464.073
"B84871607"	2016	467
"A03057486"	2008	468.79
"A38014098"	2012	469.945
"A31194905"	2014	470
"A35014414"	2015	470.219
"A29955093"	2011	470.266
"B20023982"	2008	470.497
"A07123441"	2017	472.828
"A61831681"	2014	473.377
"B07985609"	2009	474.785
"A08480287"	2017	475.428
"A79201075"	2011	477.941
"A07059058"	2010	478.319
"A13008461"	2010	478.625
"A08802068"	2014	481.409
"A08285363"	2017	482.453
"A78343977"	2016	482.708
"A78355278"	2017	482.791
"A07123441"	2016	483.475
"A41059445"	2011	483.81
"A81438145"	2008	485.152
"A41027723"	2010	485.452
"B35597020"	2017	485.828
"A96569207"	2007	486.47
"A31449002"	2007	488.316
"B17016569"	2011	489.158
"B28689370"	2017	489.874
"A41027723"	2016	490.305
"A08285363"	2016	490.324
"B82435371"	2015	494
"A28191088"	2016	494.544
"A96569207"	2010	495.299
"B28023679"	2017	495.493
"A11609682"	2010	495.576
"B41008970"	2017	496.021
"B50938489"	2011	497.091
"B35046630"	2016	497.778
"A07059058"	2008	498.711
"A80762602"	2007	499.62
"B28023679"	2016	500.13
"A11355526"	2017	501.321
"A82335746"	2016	501.534
"A08183485"	2013	501.723
"B20023982"	2010	503.349
"B48969885"	2011	505.633
"A48840359"	2017	507
"A46115101"	2016	507.097
"A03057486"	2010	507.503
"A95249199"	2016	508.629
"A35753094"	2013	509
"A28148898"	2007	510
"A15506934"	2007	511.816
"B30034730"	2017	511.973
"B83257295"	2016	512
"A07059058"	2014	512.001
"B17002049"	2007	512.44
"A11609682"	2015	513.97
"A08802068"	2016	513.982
"B27013382"	2017	516.119
"A60963287"	2010	516.501
"A03057486"	2012	519.371
"A96569207"	2017	521.585
"B18012831"	2017	521.675
"B08125940"	2011	523.259
"A28518041"	2017	525.297
"B03072857"	2010	525.459
"A96569207"	2009	526.302
"A28293884"	2012	526.729
"A82335746"	2017	527.084
"A46105532"	2016	528.726
"A28801942"	2011	529.077
"A41027723"	2011	530.874
"B35597020"	2013	532.457
"B92091404"	2017	533.178
"A08115578"	2017	534.771
"A62977186"	2014	535.52
"A18012807"	2013	536.306
"B82432725"	2017	536.387
"B43587120"	2008	536.46
"A79492104"	2007	536.468
"A28290799"	2012	537.428
"A08802068"	2015	537.598
"A07059058"	2007	538.4
"A07244023"	2008	538.6
"B35597020"	2015	538.743
"B28218816"	2017	538.795
"B79945150"	2015	539.166
"A07244023"	2010	539.614
"A28518041"	2016	541.104
"A07123441"	2009	541.422
"A35753094"	2012	541.462
"B08552614"	2013	541.651
"A28080489"	2011	543.444
"A17020645"	2016	544.088
"B62263272"	2010	544.493
"A45202975"	2013	545.092
"A08224545"	2007	545.536
"A81438145"	2007	546.006
"B27014398"	2013	547.781
"B27013556"	2011	548.039
"A08405490"	2017	548.776
"A29955093"	2017	548.977
"B41094459"	2011	549.552
"B99004541"	2014	549.627
"A82335746"	2009	551.42
"A18012930"	2016	551.839
"A35046572"	2013	552.546
"A57346926"	2016	552.932
"A82683434"	2017	553.166
"B27007897"	2017	553.476
"A11609682"	2008	553.673
"A35046572"	2016	553.852
"A45014776"	2009	554.128
"A36605772"	2017	554.277
"B08912669"	2011	554.795
"A08128910"	2017	555.174
"B12523601"	2010	555.899
"A07123441"	2014	556.105
"A28191088"	2017	556.2
"A35515485"	2013	557.047
"A08527020"	2016	557.603
"A15685373"	2013	557.855
"B08125940"	2009	558.073
"A31194905"	2015	559
"A80762602"	2016	559.805
"A02436152"	2015	560.505
"A38010997"	2009	561.682
"A28801942"	2014	561.685
"B28218816"	2013	562.713
"A17483124"	2015	563.581
"B28341832"	2010	564.699
"A41027723"	2013	564.753
"B96952635"	2012	567.658
"A07244023"	2007	569.31
"B17002049"	2008	570.201
"A08405490"	2010	570.977
"B08125940"	2010	571.021
"A31737455"	2017	572.581
"B35597020"	2012	572.789
"A29955093"	2016	572.966
"A06244131"	2015	573.931
"B28255016"	2007	573.991
"A07244023"	2012	574.15
"B95087482"	2007	574.28
"A07244023"	2011	574.515
"B28115533"	2012	575.291
"A07123441"	2015	575.401
"A07265465"	2007	575.451
"A08285363"	2009	575.866
"A62703806"	2010	576.355
"A97617773"	2014	576.361
"B12523601"	2011	577.222
"A45202975"	2014	579.128
"A28711893"	2017	579.466
"B96199807"	2007	579.92
"A12016143"	2008	580.533
"A28259141"	2009	581.185
"A41089368"	2017	582.28
"B08125940"	2012	582.364
"A41027723"	2015	583.484
"A60963287"	2011	583.958
"A41027723"	2012	585.402
"A17483124"	2014	585.49
"A09028184"	2011	586.851
"A80762602"	2008	589.034
"A43355403"	2007	589.772
"A09028184"	2010	590.519
"A08075954"	2012	591.804
"A61710687"	2017	592.079
"B50938489"	2012	592.18
"A80762602"	2017	592.451
"A28428233"	2007	593.26
"A28801942"	2013	593.528
"B50938489"	2017	594.122
"A29018249"	2008	596.711
"A28711893"	2016	597.331
"A61831681"	2017	598.143
"B27014398"	2014	598.387
"A08405490"	2008	599.233
"A01292846"	2017	600.003
"B24014292"	2016	600.034
"B35597020"	2011	600.199
"A31737455"	2016	601.13
"A28191088"	2015	601.389
"A79049797"	2015	601.615
"A07190309"	2010	603.063
"A28693166"	2008	604.058
"A28164374"	2017	604.768
"A25026733"	2017	605.897
"A28292084"	2016	606.656
"A08224545"	2012	606.836
"A08405490"	2014	607.598
"B82956517"	2013	608
"A07033491"	2012	608.366
"A08224545"	2013	610.306
"A35046572"	2012	611.182
"B82432725"	2009	612.437
"A08405490"	2009	614.535
"A11609682"	2013	615.656
"B08552614"	2014	615.869
"A28259141"	2010	616.105
"A28290799"	2017	617.458
"A28612208"	2013	618.141
"A08224545"	2015	619.009
"B08552614"	2015	620.228
"A60963287"	2012	620.638
"A07190309"	2016	621.562
"A12022885"	2015	622.181
"A43030626"	2012	622.229
"A28191088"	2014	622.874
"B08245805"	2010	623.121
"A01292846"	2016	623.234
"A32225419"	2013	624.058
"B07025315"	2011	624.669
"A07016025"	2010	625.833
"B03072857"	2009	626.729
"A23022783"	2011	627.439
"A28080489"	2012	627.629
"B12523601"	2013	628.109
"A82198847"	2015	628.615
"A35515485"	2014	629.387
"A08999088"	2012	630
"A80762602"	2009	630.938
"A08224545"	2016	633.159
"A07244023"	2016	634.785
"B83766485"	2015	635.631
"A10301240"	2012	635.863
"A08405490"	2011	636.756
"A17020645"	2017	637.145
"B96952635"	2016	637.619
"B24008955"	2013	638.682
"A32225419"	2014	638.781
"A28080489"	2017	640.444
"A50335918"	2015	641.734
"A17483124"	2016	642.026
"B47572367"	2015	643.09
"B50938489"	2015	643.44
"A08224545"	2008	647.146
"B82432725"	2011	647.628
"A12105029"	2009	647.707
"B58075136"	2009	648.156
"A08405490"	2012	648.262
"B17016569"	2012	649.113
"A22003537"	2014	650.118
"A48083927"	2007	651.893
"B83743815"	2017	652.092
"A45014776"	2008	652.151
"B17016569"	2009	652.698
"A35515485"	2012	654.58
"A28080489"	2016	656.136
"B50938489"	2014	657.241
"B12523601"	2009	657.997
"B82432725"	2016	658.615
"A17020645"	2015	658.83
"B03072857"	2008	658.986
"A48840359"	2015	659
"B50938489"	2016	659.462
"A81864498"	2010	659.7
"B96952635"	2009	660.219
"A29018249"	2014	660.703
"A96569207"	2011	661.164
"A42000901"	2010	661.364
"A41017161"	2007	661.46
"A07038441"	2007	662.42
"A62703806"	2014	662.862
"A28801942"	2010	663.156
"A28827335"	2012	664.582
"A07265465"	2009	665.161
"A81864498"	2009	665.317
"B15862667"	2012	665.588
"A29018249"	2015	667.505
"A07123441"	2008	669.143
"B50938489"	2013	669.323
"A35046572"	2015	671.001
"A96569207"	2012	671.378
"A83401273"	2012	671.475
"B28241495"	2017	671.681
"B17016569"	2013	672.002
"A35046572"	2011	675.362
"A28087583"	2017	676.075
"B03101748"	2008	676.322
"B84598192"	2016	676.476
"B07025315"	2013	676.726
"A15685373"	2014	676.774
"A28612208"	2015	676.91
"A31449002"	2011	680.954
"A29018249"	2009	681.395
"B85160976"	2017	682.113
"A07016025"	2009	684.112
"A07016025"	2007	684.43
"B07025315"	2012	684.804
"A38010997"	2008	685.199
"A82307117"	2007	685.96
"B83393223"	2016	686.508
"A27005834"	2009	686.702
"B07025315"	2009	687.29
"A07244023"	2013	689.509
"A08405490"	2013	690.716
"A28801942"	2012	691.876
"A27005834"	2017	691.926
"B03046158"	2017	691.959
"B17016569"	2014	692.144
"A82683434"	2016	692.31
"A26270322"	2012	694.783
"A43035708"	2008	695.703
"A47016944"	2014	696.446
"A08285363"	2011	698.735
"B03101748"	2016	698.801
"A45010543"	2007	699.315
"A07256100"	2010	699.997
"A07427081"	2011	700.066
"B20023982"	2007	700.298
"A29018249"	2013	701.376
"A41059445"	2008	701.57
"A61831681"	2016	702.941
"B03046158"	2015	703.029
"B30020226"	2015	703.895
"A25026733"	2012	704.037
"A07265465"	2008	704.765
"A08405490"	2007	705.036
"B23015753"	2015	705.075
"A15685373"	2017	705.087
"B17016569"	2007	706.032
"A07123441"	2007	707.341
"B03072857"	2007	707.603
"A14000939"	2017	710.117
"A43035708"	2014	710.962
"A38013744"	2009	711.502
"B08125940"	2014	711.736
"A23022783"	2007	712.008
"A29003951"	2017	712.693
"A41027723"	2014	713.854
"A07256100"	2007	714.22
"A09021825"	2017	714.631
"A43030626"	2013	715.058
"A15685373"	2012	715.186
"A08147555"	2008	715.668
"A81438145"	2016	716.468
"A01292846"	2013	716.61
"A96569207"	2008	716.889
"A08147555"	2011	717.622
"A01292846"	2012	717.627
"A08301475"	2016	717.83
"A50029800"	2014	717.903
"A27005834"	2016	717.928
"A28801942"	2016	718.041
"A48083927"	2008	719.01
"A18012930"	2008	719.572
"A01292846"	2011	719.594
"A29018249"	2012	719.982
"A35046572"	2014	720.082
"A12016143"	2007	720.253
"A48016877"	2016	722.166
"A80762602"	2010	722.955
"A43355403"	2008	723.041
"A48083927"	2011	723.385
"A09354176"	2017	724.09
"A28080489"	2013	725.27
"A07190309"	2015	725.715
"A28400323"	2009	727.006
"B46043238"	2017	727.028
"A48061675"	2007	727.846
"A80632573"	2012	727.962
"A46063731"	2007	728.65
"B41666728"	2007	728.862
"A07190309"	2014	729.415
"A95249199"	2017	729.865
"B35046630"	2015	731.273
"A31449002"	2010	731.582
"A24004103"	2014	732.544
"A80762602"	2014	732.68
"B03101748"	2009	734.564
"B43032713"	2016	734.799
"A01292846"	2015	734.856
"B43587120"	2017	735.479
"A08527020"	2017	735.809
"B15027170"	2017	736.179
"A07016025"	2012	736.328
"B91235622"	2012	737.085
"B07025315"	2010	737.4
"A18017228"	2017	737.588
"A82198847"	2016	737.997
"A29955093"	2012	739.115
"B28701340"	2013	740.331
"B08156036"	2010	740.985
"A28164374"	2016	742.784
"A29033420"	2016	743.088
"A28283067"	2009	744.85
"A07256100"	2012	746.731
"B60171162"	2007	746.873
"A07265465"	2010	747.026
"A29033420"	2017	747.134
"A82198847"	2017	747.99
"A80762602"	2015	748.476
"A22003537"	2016	749.044
"A07190309"	2017	749.194
"A13008461"	2011	749.446
"B17016569"	2017	749.783
"A43035708"	2017	749.859
"A18012930"	2010	751.235
"A08224545"	2014	751.648
"A45010543"	2015	752.559
"A07265465"	2011	753.023
"B27014398"	2015	753.435
"A08480287"	2016	753.808
"A31194905"	2010	754
"A81864498"	2011	754.064
"B03072857"	2011	754.148
"B03026382"	2017	755.065
"A03734514"	2014	755.201
"A31449002"	2012	755.24
"A07123441"	2013	756.006
"A07244023"	2014	756.995
"B43032713"	2014	757.001
"A29018249"	2010	757.437
"A08224545"	2017	758.011
"B30566194"	2011	758.277
"A41089368"	2016	758.389
"A18012930"	2009	758.666
"B08156036"	2009	759.499
"A07190309"	2009	759.676
"A12029468"	2016	760.163
"A38356937"	2013	760.265
"A38485827"	2017	760.61
"A91369819"	2016	761.186
"A50335918"	2012	763.79
"B27014398"	2016	764.073
"A29018249"	2017	764.083
"A29018249"	2011	764.512
"B08156036"	2011	766.779
"A28192532"	2016	768.384
"A18012930"	2011	768.991
"A81864498"	2012	769.033
"A07256100"	2011	769.259
"A12022885"	2016	770.361
"A08075954"	2007	771.48
"A28080489"	2015	771.642
"A83150060"	2017	772
"A41008301"	2017	773.545
"A07086515"	2013	775.322
"B48969885"	2012	775.612
"A28562908"	2013	776.662
"B08156036"	2007	777.88
"A82335746"	2007	778.02
"A18017228"	2016	778.954
"A31449002"	2013	779.89
"B24014292"	2015	780.042
"A08460156"	2017	780.156
"A82683434"	2011	780.159
"A08285363"	2013	780.308
"A27007731"	2016	780.933
"A48083927"	2010	781.378
"B46045993"	2016	781.602
"A35610666"	2013	782.899
"A11609682"	2012	783.283
"A27007731"	2017	783.958
"B85160976"	2016	785.53
"B62385067"	2010	785.576
"B17016569"	2010	785.741
"A33008921"	2014	786.101
"B41070020"	2013	787.828
"A83932475"	2017	788.312
"B27014398"	2017	788.65
"A38473724"	2007	789.6
"A31449002"	2008	789.65
"B35110410"	2008	790.99
"A31003247"	2008	791.06
"A03734514"	2015	791.682
"A28080489"	2014	792.831
"A07016025"	2013	793.537
"A18012930"	2015	793.587
"A07086515"	2014	793.614
"A35028570"	2008	794.8
"B46039061"	2015	795.242
"A28392033"	2013	795.327
"A81438145"	2012	798.76
"A08075954"	2009	800.006
"B38071155"	2010	800.879
"B03072857"	2012	801.353
"A07038441"	2010	802.068
"B38366225"	2007	802.24
"B46124434"	2016	802.447
"B29682135"	2010	802.704
"B08156036"	2012	803.609
"A29018249"	2016	806.16
"B17016569"	2016	806.948
"A13008461"	2012	807.368
"A28192532"	2017	807.906
"A15685373"	2016	808.38
"A22003537"	2015	808.472
"A07123441"	2012	810.262
"B41666728"	2008	810.335
"A07038441"	2008	811.886
"B03101748"	2010	811.894
"A23022783"	2008	812.32
"A83932475"	2016	812.48
"A01016591"	2009	812.923
"A28494482"	2012	813.279
"B17016569"	2015	813.788
"A35098482"	2010	813.852
