nif	year	clientes
"B27013556"	2015	180.818
"A35014075"	2017	180.97
"A24011165"	2015	181
"A28191088"	2017	181.203
"A07190309"	2007	181.413
"B47009626"	2017	181.787
"A17017005"	2009	181.817
"A46055992"	2011	182.482
"B07985609"	2015	182.904
"A07190309"	2013	183.019
"B48074306"	2012	183.035
"B03026382"	2017	183.32
"B10010775"	2017	183.409
"B48074306"	2008	183.48
"B07985609"	2011	183.493
"A46070520"	2015	183.838
"A28270452"	2010	183.934
"B45005279"	2016	184.013
"A46055992"	2017	184.046
"A50008390"	2017	184.329
"A15049281"	2016	184.556
"A07007735"	2016	184.985
"A31030901"	2015	185.083
"A17020645"	2017	185.919
"A78343977"	2016	186.006
"A33617218"	2013	186.143
"A96785225"	2017	188.145
"B20193017"	2009	188.374
"A28040418"	2010	189.103
"A03088580"	2010	189.308
"A46048732"	2009	189.421
"A07427081"	2008	189.442
"A78343977"	2013	189.722
"B50031749"	2009	190.475
"A15016595"	2015	190.614
"B43587120"	2011	190.669
"A07089592"	2009	190.812
"B81231516"	2013	190.985
"A30046320"	2008	191.03
"A07007735"	2014	191.093
"B12029153"	2011	191.489
"B28644441"	2017	192.241
"A29018249"	2016	193.04
"A50008390"	2015	193.37
"A50000355"	2017	193.447
"A12105029"	2017	193.817
"A46063731"	2012	193.926
"A97043772"	2016	194.087
"A08141038"	2013	194.239
"A29063567"	2007	194.595
"A21008727"	2010	194.612
"A08273898"	2013	194.998
"A04006417"	2016	195.139
"A06017941"	2015	195.44
"A07089592"	2017	196.12
"A81841850"	2013	196.276
"A46156048"	2013	196.605
"B03036340"	2013	196.712
"A08273898"	2010	196.839
"B08424855"	2012	197.025
"A28293884"	2009	197.192
"A03167939"	2016	197.249
"B12023065"	2012	197.313
"A06017941"	2011	197.629
"A45010543"	2016	197.643
"A09022963"	2011	197.69
"A06017941"	2008	199.245
"A28715316"	2016	199.92
"A29350139"	2008	200.231
"B43636075"	2015	201.852
"A57082570"	2015	202.095
"A28687978"	2013	202.278
"A28070167"	2008	203.48
"A46156048"	2014	203.485
"A17045972"	2013	204.003
"A28070167"	2009	204.269
"A07089592"	2013	204.393
"B08424855"	2013	204.555
"B31067697"	2015	205.292
"A17017005"	2008	205.87
"A29350139"	2010	206.153
"B28644441"	2013	206.159
"A07089592"	2012	206.223
"B35329077"	2016	206.608
"B07025315"	2009	207.28
"B43590272"	2014	208.081
"A06017941"	2009	208.105
"A28487007"	2013	208.281
"A81931214"	2009	208.491
"A35811272"	2015	208.546
"B18573931"	2017	208.891
"A58253816"	2017	208.998
"A28148898"	2008	209
"A21008727"	2008	209.079
"B08111411"	2014	209.78
"A03088580"	2011	210.248
"A07024896"	2016	210.321
"A97043772"	2017	210.36
"B50938489"	2017	210.845
"A04006417"	2009	210.91
"A25043704"	2015	211.634
"A29350139"	2014	212
"A30041834"	2008	212.56
"A28040418"	2007	212.718
"B43579424"	2017	212.982
"A28058725"	2014	213
"A38015459"	2011	213.699
"A46020558"	2014	214.122
"A46105532"	2013	214.543
"A28581247"	2016	214.581
"A17017005"	2016	214.726
"A28091262"	2015	214.816
"A30046320"	2014	214.831
"A28058725"	2013	215
"A29350139"	2015	215.021
"B10010775"	2007	215.209
"A41027723"	2015	215.433
"A78343977"	2014	215.586
"B15862667"	2017	215.932
"B28120012"	2009	216.102
"A38010997"	2017	216.315
"B82852831"	2013	216.806
"A38023925"	2014	216.997
"A28099356"	2015	217.241
"A35046911"	2017	217.34
"B38425070"	2017	217.778
"A29003423"	2017	217.839
"A29018249"	2008	218.106
"A78343977"	2017	218.612
"A81438145"	2015	218.914
"A28283067"	2013	218.997
"A28087583"	2015	219.18
"B17014887"	2012	219.263
"A28040418"	2009	219.263
"B21259726"	2010	219.392
"A11006095"	2013	219.893
"A28987196"	2015	220.346
"B17016254"	2017	220.462
"B08424855"	2015	220.475
"A21008727"	2009	220.777
"A28191088"	2016	220.795
"B81496515"	2011	220.939
"A21008727"	2015	221.933
"A11006095"	2016	221.941
"A96646880"	2013	222.49
"B20193017"	2017	222.771
"B47572367"	2016	223.273
"A29018249"	2014	223.453
"B42141176"	2010	224.08
"A46063731"	2011	224.16
"A08099897"	2013	224.633
"B50938489"	2016	225.231
"A08703803"	2015	225.283
"A28711893"	2013	225.579
"A17006792"	2009	225.781
"A11006095"	2015	226.058
"A28711893"	2016	226.127
"A59736686"	2008	226.577
"B43361724"	2017	227.084
"A35014075"	2016	227.21
"A45202975"	2016	227.36
"A81438145"	2017	227.421
"B11018462"	2009	227.435
"A33617218"	2012	228.035
"B35329077"	2015	228.056
"A30046320"	2017	228.308
"A33617218"	2008	228.355
"A28711893"	2015	228.602
"A07919087"	2015	228.613
"A28711893"	2014	229.141
"A29012044"	2008	229.254
"A07256100"	2008	229.268
"A03059003"	2012	229.504
"A07024896"	2014	230.398
"B46108403"	2012	230.722
"B12029153"	2012	230.761
"A28581247"	2015	230.796
"A28687978"	2017	231.018
"A28191088"	2015	231.615
"A30046320"	2016	232.255
"B43110113"	2009	233.28
"B82435371"	2015	234
"A07040090"	2017	234.253
"A07038441"	2016	234.744
"A28245009"	2014	234.783
"B02419273"	2017	235.123
"B83654426"	2017	235.307
"A28293884"	2014	235.432
"A12021366"	2015	235.509
"A81931214"	2014	235.564
"A81438145"	2016	236.27
"B10010775"	2009	236.651
"A44004059"	2010	237.284
"A81841850"	2014	237.421
"A06017941"	2010	237.627
"B07025315"	2013	237.705
"A29350139"	2013	237.709
"A44004059"	2009	237.94
"A35046911"	2015	238.205
"A80732142"	2011	238.27
"B17016254"	2012	238.857
"B43590272"	2012	238.864
"A14336143"	2015	239
"B07985609"	2017	239.216
"A11006095"	2011	239.292
"A46002697"	2017	239.33
"A11006095"	2017	239.597
"A46156048"	2012	240.776
"A28814135"	2017	241
"A36615896"	2016	241.633
"A46063731"	2017	241.65
"A28040418"	2011	241.986
"A28148898"	2017	242
"A23025927"	2014	242.337
"A28428233"	2017	242.493
"B28341832"	2013	242.529
"A35098482"	2012	242.651
"B28240075"	2014	242.734
"B27013556"	2012	243.113
"A35098482"	2013	243.413
"A03088580"	2012	243.804
"B82852831"	2012	243.855
"A08510364"	2017	244.058
"A28058725"	2015	244.126
"B15862667"	2014	244.275
"A29018249"	2015	244.285
"A46156048"	2010	244.589
"A28099356"	2017	244.927
"B63677223"	2013	245.108
"A46063731"	2014	246.324
"A46156048"	2009	246.551
"B61175725"	2008	246.64
"A28058725"	2012	248
"B92328129"	2013	248.721
"A28581247"	2014	248.815
"A03167939"	2011	249.01
"A30046379"	2009	249.387
"A07010937"	2007	249.573
"A17020645"	2010	249.594
"A30046320"	2009	249.613
"A29018249"	2013	250.458
"A18017228"	2016	251.129
"B28023679"	2016	251.221
"A21008727"	2012	251.262
"A62415641"	2014	251.369
"A28392033"	2016	251.62
"B17016254"	2016	251.685
"A31070378"	2013	251.865
"A04006417"	2013	252.388
"A28075968"	2015	252.818
"A07919087"	2017	252.98
"B41008970"	2015	252.987
"A01005594"	2012	253.647
"A44004059"	2012	253.68
"A28023422"	2015	253.885
"A28321313"	2007	253.92
"B03045507"	2012	254.004
"B47014568"	2013	254.026
"A03032653"	2017	254.058
"A27003243"	2010	254.258
"A31070378"	2016	254.329
"B07025315"	2008	255.04
"F43393065"	2016	257.01
"A03032653"	2016	257.113
"A17017005"	2007	257.42
"A04006417"	2010	257.542
"A07086515"	2009	257.938
"V82171133"	2013	258.197
"B28757730"	2016	258.222
"B50031749"	2016	258.686
"A08147555"	2008	258.807
"A28283067"	2014	258.915
"A28987196"	2017	259.066
"B10010775"	2008	259.469
"B15862667"	2015	260.15
"A96646880"	2008	260.403
"A35515485"	2014	260.451
"B08156036"	2007	260.49
"A46055992"	2012	260.66
"B81231516"	2014	261.004
"A46156048"	2007	261.152
"A18017228"	2017	262.083
"A07007735"	2012	262.356
"A38014098"	2007	263.096
"A28456119"	2015	263.366
"A78097656"	2014	264.727
"A29350139"	2016	264.802
"A41008640"	2009	265
"A04006417"	2011	265.099
"A31737455"	2017	265.188
"A46105532"	2012	265.236
"A07190309"	2014	265.963
"A08518979"	2010	266.581
"A29003423"	2008	266.637
"A28396042"	2010	267
"A33018425"	2013	267.366
"B63677223"	2014	267.806
"A28148898"	2012	268
"A31003247"	2007	268.14
"A38015459"	2008	268.592
"B58222548"	2012	269.375
"A21008727"	2011	269.439
"B12029153"	2010	269.708
"A07086515"	2010	269.91
"A35515485"	2012	270
"A23020043"	2017	270.575
"B83840900"	2017	270.974
"B03026382"	2008	271.048
"A80762602"	2015	271.42
"A35098482"	2010	271.87
"B78077724"	2007	272
"A28293884"	2015	272.084
"A06388052"	2013	272.167
"A03032653"	2015	272.354
"B24399305"	2007	272.47
"A31003247"	2008	273.55
"A81438145"	2014	273.782
"A08008583"	2017	273.992
"A78753514"	2009	274.062
"B18573931"	2014	274.365
"A28099356"	2016	274.714
"A46126686"	2009	275.636
"A46055992"	2013	276
"A03088580"	2009	276.402
"B28227866"	2017	276.531
"A46096343"	2015	276.538
"B28227866"	2016	276.617
"A17017005"	2011	277.027
"A08069809"	2008	277.343
"B15009566"	2015	278.173
"A35515485"	2013	278.835
"B20023982"	2007	278.835
"B63149637"	2013	279
"B27013556"	2013	279.028
"A33606682"	2016	279.253
"A80762602"	2017	279.27
"A81487027"	2010	279.646
"A08062846"	2017	279.983
"A31003247"	2009	280.074
"A12019840"	2016	280.091
"A28058725"	2011	281
"A12000071"	2008	281.307
"A07089592"	2007	281.406
"A08008583"	2014	281.506
"A06388052"	2015	281.511
"A28270452"	2015	281.599
"A28987196"	2016	283.273
"B82852831"	2011	283.762
"A78097656"	2017	283.91
"A03167939"	2010	284.028
"A28108447"	2008	284.205
"A30046320"	2015	284.528
"A08069809"	2016	284.535
"B17016254"	2013	284.611
"B20193017"	2012	284.769
"B28241495"	2014	285.648
"A29519220"	2015	285.969
"A28091262"	2011	286.102
"A46023255"	2011	286.309
"A07010937"	2009	286.459
"A08385395"	2016	286.762
"B63031660"	2012	287
"B38238788"	2015	287.25
"A26270322"	2013	287.302
"A07035934"	2015	287.386
"A31003247"	2010	287.653
"A07032030"	2010	287.894
"B46164679"	2017	288.086
"A25043704"	2016	288.171
"B08156036"	2013	288.307
"B11900602"	2016	288.772
"A28687978"	2012	289.188
"A46048732"	2012	289.983
"A28427581"	2012	290.487
"B48074306"	2013	290.568
"A08141038"	2016	290.626
"B18006668"	2016	290.929
"A17034844"	2013	291.289
"A08069809"	2009	291.587
"B50938489"	2015	291.613
"A96646880"	2007	292.224
"A08121089"	2014	292.362
"A28191088"	2014	292.384
"A25026139"	2015	292.656
"A14015101"	2015	292.726
"A38015459"	2009	292.884
"A15049281"	2014	293.18
"A29063567"	2011	293.236
"A40004731"	2008	293.652
"A30046379"	2010	294.393
"A08069809"	2015	294.697
"B03026382"	2013	294.705
"A28148898"	2011	295
"A17020645"	2012	295.143
"A31007743"	2017	296
"A08669178"	2012	296.028
"A07032030"	2008	296.37
"B96683347"	2017	296.874
"B59886531"	2014	298
"B12019485"	2009	298.04
"A81438145"	2013	298.274
"A30046379"	2008	298.303
"A21008727"	2013	298.332
"A58253816"	2016	299.069
"A28273241"	2008	299.363
"B30604565"	2011	299.689
"A33606682"	2017	299.775
"A08069809"	2017	300.58
"A35014075"	2015	301.215
"A21008727"	2014	301.298
"A08141038"	2015	301.824
"A38020525"	2017	302.213
"A30005524"	2009	302.219
"A50335918"	2009	302.793
"B28644441"	2009	303.583
"B24399305"	2008	303.84
"A46086773"	2016	303.899
"A15020795"	2012	304.317
"B78496759"	2017	304.916
"A97043772"	2015	305.254
"A18012930"	2017	305.426
"B10010775"	2010	307.212
"A45202975"	2017	307.529
"B17016254"	2008	307.833
"B43590272"	2013	307.99
"A35046911"	2009	307.995
"B84363555"	2015	308
"A31030901"	2010	308.346
"B21259726"	2016	308.467
"A12019840"	2015	308.74
"A28174985"	2014	308.875
"A06388052"	2014	308.905
"A83741967"	2016	309.104
"A23022874"	2007	309.278
"A23020043"	2016	309.815
"V82171133"	2007	309.844
"A48040034"	2017	310.04
"B18573931"	2012	310.087
"B08373250"	2017	311.045
"A41008301"	2012	311.056
"A81841850"	2017	311.142
"A80762602"	2016	311.179
"A06008411"	2012	311.351
"A58017187"	2010	312.177
"A28379816"	2008	312.212
"A39005574"	2013	312.441
"B43110113"	2008	312.946
"B20023982"	2016	312.971
"A44004059"	2011	314.08
"A07010937"	2011	314.399
"A80482334"	2016	314.403
"B10010775"	2016	315.433
"B27013556"	2010	315.515
"A41027723"	2012	315.797
"A85125078"	2016	317
"A35046911"	2013	317.631
"B43636075"	2016	317.701
"B43579424"	2014	318.117
"A01005594"	2007	318.172
"A07086515"	2015	318.32
"A41191313"	2016	318.371
"B43241769"	2009	318.536
"A27003243"	2013	318.797
"B21259726"	2017	318.959
"A29350139"	2009	319.49
"A07010937"	2008	319.781
"A18012930"	2015	320.432
"A46156048"	2008	320.609
"A40004731"	2009	321.19
"A83048363"	2011	321.235
"B03028784"	2017	322.621
"A18012930"	2016	322.675
"A08139339"	2017	322.74
"B18551226"	2013	322.957
"A14336143"	2017	323
"A08069809"	2012	323.54
"B15009566"	2014	323.633
"A28581247"	2011	323.634
"A46048732"	2015	324.344
"A08128910"	2014	324.423
"A28379816"	2016	324.83
"A28715316"	2017	326.013
"B03045507"	2011	326.203
"B43590272"	2011	327.149
"A07032030"	2009	327.172
"A29003423"	2016	327.498
"B58807645"	2017	327.764
"A28270452"	2012	327.859
"A28040418"	2008	328.055
"B50031749"	2012	328.147
"A46063731"	2013	329.332
"B84227461"	2012	330
"B28240075"	2009	330.196
"A07032030"	2011	330.411
"A07007735"	2011	330.939
"A29063567"	2010	331.332
"B24399305"	2009	331.595
"A28040418"	2013	331.751
"B30604565"	2007	331.916
"A08510364"	2016	332.131
"A31003247"	2012	332.295
"B08245805"	2014	333.553
"B46043238"	2013	333.607
"A03032653"	2014	333.665
"B78459815"	2014	334.065
"A46086773"	2017	334.123
"B82841552"	2010	334.528
"A50052489"	2008	334.91
"A97043772"	2009	334.965
"A58017187"	2009	335.029
"B04001848"	2017	335.247
"A28827335"	2016	335.793
"A28396042"	2014	336
"A15049281"	2008	336.111
"B07025315"	2014	336.235
"V61861548"	2017	336.289
"B78496759"	2015	336.913
"A08069809"	2010	337.088
"A30604276"	2010	337.17
"B63677223"	2017	337.283
"A29519220"	2014	337.676
"B83743815"	2017	337.872
"A06008411"	2013	338.559
"A25022609"	2013	338.908
"B28379386"	2012	338.915
"B20793956"	2014	339.049
"A37003050"	2014	339.507
"A07032030"	2007	340.51
"A39005574"	2012	341.068
"A48040034"	2016	342.279
"A28118040"	2008	342.374
"A28581247"	2010	342.546
"A30035521"	2016	343.625
"B10010775"	2015	343.984
"A08069809"	2007	344.591
"A08358442"	2012	345.455
"A46086773"	2015	345.67
"A08139339"	2008	345.849
"A01016591"	2015	345.966
"B43579424"	2012	345.968
"B20023982"	2008	347.008
"A28379816"	2007	347.268
"B28250090"	2010	347.321
"B21259726"	2014	348.489
"A28427581"	2014	348.506
"A28040418"	2012	348.995
"A58017187"	2016	349.096
"A46072203"	2016	349.176
"A08285157"	2013	349.303
"A05000682"	2017	349.837
"A46336152"	2007	349.995
"A08511453"	2017	350.361
"A41027723"	2014	350.898
"B17014887"	2016	351.05
"A08263469"	2015	351.869
"B18012831"	2015	352.3
"A28091262"	2010	352.352
"A47024104"	2012	352.528
"A78097656"	2016	352.905
"A58393778"	2017	353.153
"B30604565"	2009	353.805
"B28379386"	2013	353.95
"A58017187"	2007	354.88
"A28273241"	2016	354.94
"B61914883"	2016	355.024
"B17462961"	2016	355.563
"A25010430"	2017	355.835
"A08141038"	2017	356.113
"A08008583"	2015	356.471
"A28164374"	2010	356.544
"A46048732"	2008	357.258
"A81487027"	2013	357.784
"A08121089"	2012	357.883
"A82198847"	2016	358.165
"F32001976"	2015	358.819
"B28250090"	2008	358.929
"A08139339"	2012	358.978
"A39000187"	2011	359.258
"A24001661"	2007	359.39
"B12023065"	2017	359.516
"B43110113"	2007	360.574
"A07010937"	2010	361.141
"A30038764"	2014	361.177
"B48074306"	2009	361.967
"A12019840"	2012	362.451
"A26016865"	2015	362.453
"A14009823"	2014	362.605
"B92116979"	2017	363.72
"A33034422"	2011	363.872
"A08069809"	2011	365.404
"A38015459"	2012	366.022
"A28571750"	2009	366.205
"A28379816"	2009	366.278
"B21259726"	2015	366.635
"A29519220"	2012	366.871
"A28428233"	2009	366.94
"A62977186"	2015	366.985
"A28571750"	2010	367.06
"A08999088"	2009	367.371
"A46020558"	2007	367.705
"A08069809"	2013	369.188
"B21259726"	2011	370.111
"B08245805"	2012	370.267
"A27003243"	2009	372.406
"B07025315"	2015	372.518
"B32003998"	2015	372.958
"B21259726"	2012	373.161
"A30005524"	2010	373.231
"B17014887"	2017	373.256
"A06007637"	2012	373.312
"A58253816"	2014	373.342
"A41031303"	2008	373.61
"B12029153"	2009	373.728
"B28240075"	2017	373.972
"A28099356"	2013	374.312
"B20193017"	2011	374.591
"A30035521"	2009	374.628
"A25026139"	2017	374.792
"B60552619"	2012	375.391
"A46086773"	2011	375.488
"A33034422"	2014	375.666
"A81487027"	2012	376.044
"A41027723"	2011	376.164
"A07035934"	2017	376.854
"A58534777"	2010	377.458
"A03032653"	2013	377.775
"A30604276"	2011	378.151
"A07026701"	2013	378.44
"A46086773"	2012	378.905
"A29519220"	2016	379.239
"B46151411"	2016	379.297
"B10010775"	2011	379.544
"A48050728"	2010	379.653
"A28174985"	2016	380.057
"A28245009"	2013	380.418
"A32007817"	2012	380.454
"A85270965"	2016	380.933
"A81824047"	2017	381.234
"A08139339"	2011	381.239
"A58017187"	2008	381.29
"A28198661"	2015	382
"A35046911"	2007	382.053
"B62850094"	2017	382.756
"A28126597"	2014	382.773
"A28715316"	2013	382.817
"A01007137"	2015	383.417
"B12019485"	2010	383.613
"A08510364"	2015	383.737
"A28058725"	2009	384
"A08121089"	2013	384.282
"A28440576"	2010	384.618
"A50335918"	2011	384.907
"B50031749"	2010	385.425
"A06008411"	2014	386.237
"A08669178"	2013	386.324
"B20023982"	2011	386.401
"A15049281"	2017	386.598
"A47022058"	2007	386.7
"A28293884"	2013	386.822
"B28240075"	2011	386.946
"A28379816"	2011	386.977
"A28046431"	2013	388.328
"A28046431"	2012	388.328
"A28046431"	2011	388.328
"A28245009"	2012	389.885
"A28581247"	2008	390.037
"B81496515"	2012	390.249
"B61175725"	2010	391.729
"A11006095"	2014	391.741
"A14336143"	2013	392.139
"A33604182"	2016	392.207
"A08139339"	2015	393.058
"A23025927"	2013	393.248
"B12026183"	2016	393.473
"A33606682"	2010	393.609
"A46406930"	2010	393.649
"B12029153"	2015	393.96
"A25022609"	2010	393.99
"B61175725"	2009	394.127
"A38020525"	2016	394.198
"A81896375"	2011	394.302
"B06013841"	2016	395.838
"B63677223"	2015	395.872
"A46002697"	2016	398.773
"A07038441"	2017	398.973
"A80904576"	2017	399.43
"B32008625"	2013	399.564
"B82988825"	2016	399.62
"B28419703"	2008	399.664
"B60552619"	2013	399.72
"A33034422"	2012	400.108
"A28574044"	2013	401.018
"B84363555"	2017	401.305
"A58253816"	2013	401.463
"A58664764"	2013	401.664
"B28757730"	2014	402.285
"A12019840"	2013	402.52
"B35329077"	2014	402.892
"B08156036"	2015	402.907
"A14015101"	2016	404.111
"A28099356"	2014	404.526
"A28174985"	2010	405.005
"A28293884"	2012	405.662
"B04001848"	2015	406.924
"A08568826"	2010	407.294
"A78097656"	2010	407.494
"B35329077"	2013	407.616
"A30035521"	2008	407.915
"A48040034"	2014	409.399
"B81231516"	2012	409.442
"A05000682"	2016	409.478
"A20008579"	2017	410
"A28058725"	2010	410
"A33606682"	2015	410.06
"A07038441"	2015	410.309
"A27003243"	2011	410.53
"A15000227"	2007	411.018
"B12023065"	2011	412.399
"A20779849"	2012	412.792
"A83741967"	2013	412.815
"A11545795"	2014	413.052
"A28273043"	2015	413.145
"A28273043"	2014	413.145
"A28273043"	2013	413.145
"A02012714"	2012	413.838
"A28040418"	2015	413.947
"A28273043"	2017	414.451
"A33615923"	2010	414.651
"B03026382"	2009	415.383
"A08098949"	2014	415.752
"B20023982"	2009	415.903
"A24019499"	2008	416.13
"A62035282"	2009	416.143
"B03036340"	2012	416.889
"A33034422"	2015	416.932
"A35046911"	2008	417.295
"A80732142"	2012	417.534
"A24001661"	2008	418.428
"B20023982"	2014	418.442
"A31003247"	2013	418.739
"A35098482"	2011	419.26
"A33606682"	2012	420.36
"A28046431"	2010	420.714
"A28273241"	2017	420.837
"A96773940"	2014	421
"A15049281"	2012	421.34
"A14336143"	2012	421.725
"A28011716"	2017	423
"A08301475"	2010	423.155
"A28581247"	2012	423.776
"B07025315"	2016	423.838
"B08265183"	2014	424
"A30036438"	2017	424.556
"A80762602"	2014	425.099
"A28427581"	2013	425.101
"A08139339"	2010	425.335
"A12000071"	2009	425.428
"B60552619"	2014	425.772
"A78097656"	2008	425.942
"B08245805"	2011	426.015
"A50034024"	2013	426.609
"A09022963"	2016	426.625
"A25022609"	2011	427.082
"A15049281"	2013	427.639
"B20023982"	2017	427.959
"B03028784"	2016	428.243
"A41191313"	2015	428.336
"A46023255"	2010	428.433
"B07762099"	2009	428.777
"A28379816"	2010	428.894
"A07032030"	2016	429.206
"A27003243"	2015	430.012
"A28440576"	2009	430.429
"A33034422"	2013	430.539
"A28715316"	2014	431.067
"B20070082"	2008	431.644
"A12105029"	2010	431.875
"A24019499"	2009	432.373
"A29003423"	2013	432.544
"A58253816"	2011	432.893
